,vws_v850-200GLB_cluster1,vws_v850-200GLB_cluster2,vws_v850-200GLB_cluster3,vws_v850-200GLB_cluster4,vws_v850-200GLB_cluster5,vws_v850-200GLB_cluster6,vws_v850-200GLB_cluster7,vws_v850-200GLB_cluster8,vws_v850-200GLB_cluster9,vws_v850-200GLB_cluster10,vws_v850-200GLB_cluster11,vws_v850-200GLB_cluster12,vws_v850-200GLB_cluster13,vws_v850-200GLB_cluster14,vws_v850-200GLB_cluster15,vws_v850-200GLB_cluster16,vws_v850-200GLB_cluster17,vws_v850-200GLB_cluster18
1980-01-01,-0.0020210742950439453,0.42645978927612305,2.236051321029663,-1.049643874168396,-1.149353265762329,-11.393149375915527,7.588696479797363,-5.79257869720459,9.605116844177246,4.2996320724487305,9.537745475769043,2.6443209648132324,-2.0393271446228027,-3.4298696517944336,-5.519051551818848,7.7045745849609375,1.7024710178375244,5.611349582672119
1980-02-01,1.982735514640808,1.6761963367462158,3.103792905807495,-3.3786673545837402,3.821296453475952,-11.200467109680176,1.8991950750350952,-7.058484077453613,4.586633682250977,2.7258400917053223,12.551260948181152,5.569580554962158,-2.0056416988372803,-6.29449462890625,-13.571934700012207,8.202447891235352,6.013556003570557,3.3510453701019287
1980-03-01,0.09162485599517822,0.6588906645774841,0.4480186700820923,-0.9371337890625,2.601877212524414,-12.720362663269043,5.795273303985596,-4.061138153076172,1.1129727363586426,3.2068707942962646,8.859991073608398,2.3350870609283447,-2.535853385925293,0.8165397644042969,0.6373319029808044,5.337823390960693,1.5805290937423706,1.8998688459396362
1980-04-01,-0.7457995414733887,-5.433490753173828,-1.7523258924484253,-2.737966775894165,7.327969551086426,-9.991153717041016,2.3344130516052246,-2.613330125808716,9.70617389678955,-3.8037798404693604,5.386330604553223,-0.33079272508621216,-6.17457389831543,-6.320095539093018,-3.7950220108032227,-0.5901719331741333,-3.528905153274536,3.3550872802734375
1980-05-01,-5.487387180328369,-5.093265533447266,-2.5001466274261475,2.8747305870056152,4.899236679077148,-4.325233459472656,2.021810531616211,-5.905088424682617,2.4085216522216797,-7.653372764587402,-1.417490839958191,-4.638509750366211,-4.528694152832031,-3.9344797134399414,-2.310159683227539,-4.319169998168945,-0.8151919841766357,2.977134943008423
1980-06-01,-0.4480186700820923,-12.308050155639648,-5.661205291748047,-0.3759315013885498,11.872159004211426,-3.621203899383545,2.589750289916992,-0.9539766311645508,-1.6283626556396484,13.003995895385742,-3.677795886993408,-8.209184646606445,-5.938774585723877,6.268219947814941,-1.1803438663482666,-5.686132431030273,-2.3485612869262695,-6.72567081451416
1980-07-01,-0.7127876877784729,-13.03902816772461,-4.03823184967041,1.6539636850357056,5.584402084350586,-13.27954387664795,4.834559917449951,-3.0546116828918457,4.326580047607422,7.995617866516113,1.1372263431549072,-5.700953483581543,-6.184005260467529,8.737375259399414,7.543557167053223,-5.337822914123535,-1.5791817903518677,-5.461786270141602
1980-08-01,-1.7179665565490723,-11.17082405090332,-1.6196045875549316,2.018442153930664,6.179963111877441,-3.745166778564453,4.925510883331299,-4.234955787658691,2.123541831970215,14.08799934387207,-1.701797366142273,-6.165142059326172,-7.011998653411865,9.724364280700684,0.2573580741882324,-3.398204803466797,-0.08623522520065308,-4.707228183746338
1980-09-01,0.6905550956726074,-9.586252212524414,-4.530715465545654,-0.8913214206695557,3.900120496749878,-4.736871719360352,5.588443756103516,-1.0200004577636719,4.838602066040039,16.14080047607422,0.38805830478668213,-3.252009630203247,-5.0333051681518555,7.108338832855225,-5.216554641723633,-1.7469360828399658,-0.1502377986907959,1.9389441013336182
1980-10-01,2.540569305419922,-6.288430690765381,-0.6757334470748901,-1.6876494884490967,-1.149353265762329,-13.607641220092773,-2.7265138626098633,-5.5197248458862305,3.0054306983947754,13.163665771484375,5.013767242431641,-0.8893002271652222,-5.874772071838379,-2.7723262310028076,-6.465617656707764,1.4181644916534424,1.6485741138458252,4.56035852432251
