,zgv600GLB_cluster1,zgv600GLB_cluster2,zgv600GLB_cluster3,zgv600GLB_cluster4,zgv600GLB_cluster5,zgv600GLB_cluster6,zgv600GLB_cluster7,zgv600GLB_cluster8,zgv600GLB_cluster9,zgv600GLB_cluster10,zgv600GLB_cluster11,zgv600GLB_cluster12,zgv600GLB_cluster13,zgv600GLB_cluster14,zgv600GLB_cluster15,zgv600GLB_cluster16,zgv600GLB_cluster17,zgv600GLB_cluster18
1980-01-01,-0.015495395,0.18042016,0.26705956,-0.23835942,0.18500142,-0.3895405,-0.112375215,0.051471613,-0.026544262,-1.1629623,0.08138446,-0.06278999,-0.3262115,0.101191595,0.17691687,0.33429605,0.100383185,0.54665023
1980-02-01,-0.09405024,0.33402658,0.36919436,-0.01347425,0.5678047,-1.0275462,-0.32796317,0.31516266,0.049181007,-0.5225313,0.17193136,-0.22407675,-0.2791864,0.17624316,0.05618758,0.17610842,0.30330533,0.14363536
1980-03-01,-0.044869233,0.32944536,0.42282185,-0.24118903,0.6636067,-0.22299881,0.2750094,0.0029643537,0.07047031,-0.041905023,-0.10752449,-0.14161435,-0.25196844,0.29104373,0.11210575,-0.27864736,-0.36313096,0.15104628
1980-04-01,-0.18554036,0.43454447,0.16101725,-0.39924195,0.51026976,-1.3701961,-0.24738722,0.051202156,0.024792612,-0.16532902,-0.02735272,-0.21626167,-0.27164084,0.28740567,-0.04513874,-0.11547427,0.27366194,0.62304914
1980-05-01,-0.10860243,0.31987864,0.19133429,-0.36905962,0.13635938,-0.92406386,0.1676197,-0.118438624,0.03894057,-0.0045812605,0.03961429,-0.23243079,-0.22165136,0.3962776,-0.39412174,0.26342154,-0.2512947,0.1269274
1980-06-01,0.01589961,0.49437013,0.25816658,-0.6008166,0.17327885,-0.49221426,-0.21963021,-0.19119957,0.054840185,0.4466713,-0.092298605,-0.0024253607,-0.16142148,0.42470828,-0.6211628,-0.14686927,-0.28309393,0.092163846
1980-07-01,0.029508602,0.5482671,0.07976754,-0.6493239,0.11830392,-0.501781,0.050393723,-0.20575175,0.08569622,0.640431,-0.06305947,0.094184995,-0.07990229,0.335374,0.0033685565,-0.21073723,-0.10038314,0.47267658
1980-08-01,-0.0269485,0.6450122,-0.009566724,-0.6730386,0.1049644,-0.31664485,0.14565663,-0.24105427,0.06683226,0.45596847,0.08124969,0.12584946,-0.036245726,0.39021415,0.39156166,-0.4951786,0.22650209,-0.012531042
1980-09-01,-0.06737123,0.64177835,0.20952454,-0.57535034,0.2185523,-0.37108076,-0.116282746,-0.22286406,0.03745842,0.30182314,0.0132047655,0.078959085,-0.089873224,0.3192049,-0.031260252,0.079363324,-0.049719978,0.11776505
1980-10-01,0.061307825,0.27999488,0.110219344,-0.37714416,0.33739513,-0.88566226,-0.34008998,-0.1845972,-0.047968317,-0.021963025,-0.046755623,0.083809815,-0.17112294,0.34413227,0.11035409,-0.09836197,0.16344264,0.49773866
