,vo850GLB_cluster1,vo850GLB_cluster2,vo850GLB_cluster3,vo850GLB_cluster4,vo850GLB_cluster5,vo850GLB_cluster6,vo850GLB_cluster7,vo850GLB_cluster8,vo850GLB_cluster9,vo850GLB_cluster10,vo850GLB_cluster11,vo850GLB_cluster12,vo850GLB_cluster13,vo850GLB_cluster14,vo850GLB_cluster15,vo850GLB_cluster16,vo850GLB_cluster17,vo850GLB_cluster18
1980-01-01,2.0040825e-06,-2.2480475e-05,2.9702438e-05,-1.9551953e-06,1.048587e-05,-7.430259e-06,4.201098e-05,-9.443029e-06,-1.1314987e-05,3.456456e-05,-2.8046648e-05,0.00016742392,1.7277936e-05,-0.00010890532,6.568014e-06,1.3956451e-05,-0.00011946614,2.5590416e-06
1980-02-01,1.6147751e-06,-1.4454243e-05,4.6748857e-05,-2.3030807e-06,8.45654e-06,-5.173604e-05,4.60448e-05,-1.5907426e-06,-1.2988152e-05,-0.00010787823,-2.5329828e-05,0.00013218803,1.2747136e-05,-0.00013314138,9.31797e-06,1.9746269e-05,-3.8052516e-05,-1.8723658e-06
1980-03-01,3.6026977e-06,-5.2932446e-06,5.2240488e-05,-3.2224925e-06,3.7683567e-06,-3.1011965e-05,3.9434966e-05,4.107962e-06,-1.4280304e-05,0.0001362384,-2.2356231e-05,0.00018644168,4.2404863e-06,-8.6151915e-05,2.6501511e-06,1.5786994e-05,-3.235381e-05,-1.0395575e-05
1980-04-01,3.130568e-06,7.959556e-06,5.299424e-05,-3.62836e-06,5.9964877e-06,-3.4598503e-05,1.8396138e-05,-2.3776302e-06,-1.0188502e-05,9.486481e-05,-1.51914355e-05,0.00016233814,2.691566e-06,-4.7138972e-05,-1.3339668e-06,2.4682937e-05,5.6071876e-06,1.763874e-06
1980-05-01,2.9317744e-06,4.2487736e-06,5.282858e-05,-3.5620978e-06,1.0833763e-05,-4.7818183e-05,1.1281045e-05,1.6764388e-05,-6.0055827e-06,0.00022868498,-5.144153e-06,0.00020389396,-4.090187e-05,-4.1584717e-06,-7.165203e-06,2.948708e-05,8.092452e-05,8.862407e-06
1980-06-01,1.1509328e-06,3.685067e-05,6.468984e-05,-3.0568335e-06,1.2208737e-05,-5.0336203e-05,2.2810978e-05,7.857215e-05,-1.1886514e-05,0.0003311209,-1.3336037e-05,0.00024160647,-7.46551e-05,1.1579228e-05,-1.6450445e-05,3.6477933e-05,0.00012148638,6.733673e-06
1980-07-01,3.0891533e-06,3.2145923e-05,5.7235135e-05,-4.928792e-06,7.644805e-06,-5.475933e-05,2.4069996e-05,0.00014795885,-8.299976e-06,0.000310256,-8.391085e-06,0.0002304741,-6.406115e-05,1.8139366e-05,-1.5663565e-05,3.882202e-05,0.00013871503,-1.0523509e-06
1980-08-01,5.379916e-07,2.7805629e-05,6.208069e-05,-5.5086057e-06,9.566458e-06,-6.022612e-05,2.9329702e-05,0.00010111848,-6.080132e-06,0.0002183892,-1.0163647e-05,0.00018748533,-7.784405e-05,2.992608e-05,-1.3915851e-05,3.832504e-05,0.00013959303,4.2901884e-06
1980-09-01,1.3165918e-06,2.9942643e-05,5.8643243e-05,-3.7526042e-06,8.365423e-06,-7.057987e-05,2.0342646e-05,4.2640488e-05,-7.397124e-06,0.00013027465,-1.7278748e-05,0.00017788535,-4.8903246e-05,-1.0569514e-05,-9.840616e-06,2.6049634e-05,0.00010189708,4.431e-06
1980-10-01,-1.3091194e-06,5.131369e-07,6.01756e-05,-3.8685685e-06,8.174917e-06,-6.343991e-05,2.7308652e-05,-5.0102244e-08,-5.922753e-06,0.00011712952,-1.4354846e-05,0.00017080337,-9.981428e-06,-5.4891854e-05,-3.1810778e-06,2.888242e-05,5.177664e-05,-3.454421e-06
