,mgu500GLB_cluster1,mgu500GLB_cluster2,mgu500GLB_cluster3,mgu500GLB_cluster4,mgu500GLB_cluster5,mgu500GLB_cluster6,mgu500GLB_cluster7,mgu500GLB_cluster8,mgu500GLB_cluster9,mgu500GLB_cluster10,mgu500GLB_cluster11,mgu500GLB_cluster12,mgu500GLB_cluster13,mgu500GLB_cluster14,mgu500GLB_cluster15,mgu500GLB_cluster16,mgu500GLB_cluster17,mgu500GLB_cluster18
1980-01-01,-1.1837556,-0.6681839,2.932716,0.19785538,-0.58681375,0.23735885,-0.825185,-1.3471721,0.1559883,0.3447277,1.9049486,-0.26166916,-1.2789692,-0.37140083,-2.0140052,-1.3096943,0.5955917,1.3610157
1980-02-01,0.26031837,-0.92951506,2.371901,-0.09183731,-0.6482636,0.61753845,-0.3241314,-2.8064399,0.5797226,0.768462,1.8620689,0.041867066,-1.1162285,-0.39976233,-2.9094193,-1.2073902,0.39165917,1.2333885
1980-03-01,0.40415153,-0.42711067,1.8482256,-0.22756691,-0.6965454,0.80627745,-0.564867,-0.8130306,-0.3842308,0.42812386,1.8610557,-0.58748853,0.19211578,-0.38051718,0.38659438,-0.9707066,0.23870926,0.90756875
1980-04-01,-0.11344604,-0.77048796,1.9258823,0.18738861,-0.7262577,1.531522,-0.35586968,-0.62462884,-0.5368427,0.23364487,1.5808166,-0.7323349,-0.0013507843,-0.7373993,2.8719418,-0.85287154,0.061450195,0.6077469
1980-05-01,-0.12154923,-0.5037548,1.0362084,0.39165878,0.35181808,1.5612342,-0.045243453,0.1620659,-0.6509644,1.0463375,0.4838337,-0.9197235,0.30623704,-1.3397442,1.9920591,-1.0308062,0.4021263,0.1607151
1980-06-01,1.5321976,-0.7478663,0.05064583,0.17388305,0.4686405,0.59728014,0.51388395,-1.0709851,-0.68506587,0.93694305,1.0524151,-0.13708039,0.79513514,-1.9464779,1.13885,-0.6421858,0.11412124,0.00337677
1980-07-01,1.2718792,-0.9936663,-0.14822236,0.2859787,0.42170867,0.3123142,-0.5743206,-1.1057618,-1.1310844,1.2330506,0.031062698,-0.32953376,1.0166252,-2.332735,0.4372402,-1.4028822,-0.13640518,-0.2944191
1980-08-01,1.8391094,-0.64725035,-0.040854264,0.44027862,0.72355616,0.24073525,-0.058411025,-0.7596836,-1.0554539,0.95888937,0.35654488,-0.14619675,0.74685323,-1.9728138,0.96496695,-1.4285427,0.116147615,-0.14045715
1980-09-01,0.75698245,-0.506118,-0.68877983,0.328183,0.48957366,1.5696751,-0.46323815,0.53211594,-0.9234375,1.399168,0.6337452,-0.4315006,0.8548973,-1.40896,1.450489,-0.9835369,0.3109642,-0.10635529
1980-10-01,-0.4075281,-0.9453842,1.1121769,0.2545784,0.26268157,1.427192,-0.1580143,0.038828276,-0.6776379,1.6534088,0.96462935,-0.35688248,0.6685215,-1.5271327,2.2334695,-1.2631004,0.30522385,-0.034439087
1980-11-01,-0.33122215,-0.9811737,1.4248288,-0.37342682,-0.033088684,0.8528713,-0.12999038,-0.46391335,-0.11851044,0.17962265,1.4585922,-0.20494537,0.19380379,-0.86874044,0.16881867,-1.3583142,-0.37612802,0.8062779
1980-12-01,0.7130896,-0.8616497,2.6875913,0.26943436,-0.8849468,1.3569635,-0.5040924,-2.6460621,0.18772621,1.633488,1.4666954,-0.27247316,0.23161888,-1.204689,-2.8199456,-1.7341044,0.40043792,0.91837275
1981-01-01,-0.0946991,-1.0171013,2.3494995,-0.0088096615,-0.98590165,1.4957371,-0.37806398,-3.5236983,0.7263958,0.32337284,1.4939015,-0.2932747,0.071942136,-0.1901329,-2.3773956,-1.5449215,0.6661995,1.0930809
1981-02-01,-1.0930805,-0.15416184,2.3351846,0.16957779,-0.7924652,0.68785554,-0.9359825,-2.3821673,0.09653435,0.3226387,2.15276,-0.31382903,-0.50469667,-0.072676465,-1.2740376,-0.77925146,0.684919,0.98920476
1981-03-01,-0.59829485,-0.7153843,1.7846066,0.04588089,-0.3215378,0.5854481,-0.043312073,-0.932312,0.28593332,-1.6935775,1.3797486,-0.25620192,-0.1864624,-0.057260133,0.3079567,-0.56746256,-0.18536147,1.1103321
1981-04-01,0.33254892,-0.5142399,1.5280373,0.20408097,-0.6753761,1.5860317,-0.38577157,-0.91873133,-0.4786358,0.33475152,1.4208584,-0.46982652,-0.001468277,-0.68858945,0.61884993,-1.8767364,0.09433212,0.39237863
1981-05-01,1.9872192,-0.57113266,1.3279938,-0.37329215,-0.26904908,2.209286,-0.70841026,-1.2443063,-0.24702606,0.3806328,0.67904586,-0.52011263,0.8390808,-2.054023,-0.233078,-0.86073685,0.049552154,0.084788516
1981-06-01,0.6907917,-0.40045395,-0.27932626,-0.117456816,0.48414153,2.000066,-0.20371398,-1.0215057,-0.50139314,0.53809816,0.43605766,-0.37182313,0.18022232,-0.8867977,-0.29878044,-0.37439308,-0.04991913,-0.060929872
1981-07-01,1.3323987,-0.14131507,-0.7227253,0.25840455,0.45551187,0.18572846,0.12846832,0.7322685,-1.128685,0.932312,0.4848755,-0.19857559,1.2153091,-1.3929627,1.617965,-1.1338236,0.873584,-0.26060715
1981-08-01,1.2087018,-0.32374,-0.95103186,0.08148499,0.6217861,-0.002936554,-0.34172517,1.6109911,-0.72749674,1.1103321,0.72052306,-0.4096306,0.9565376,-2.2048812,0.7113468,0.44266453,0.32190475,-0.31346208
1981-09-01,1.0857395,-0.62362134,0.041109465,0.28776932,0.37402648,0.6684017,-0.11672287,-0.37329215,-0.5946239,0.60930634,0.8354103,-0.27675706,0.9312107,-2.0283291,2.2338784,-1.2446731,0.70877683,-0.120760344
1981-10-01,0.07597961,-1.0486676,0.7032715,0.44229737,-0.4136673,0.6493149,-0.32704315,-0.2517975,-0.46175116,1.1246471,1.3529537,-0.4033905,0.775581,-1.8385636,0.99287546,-0.946627,0.05358963,0.08038483
1981-11-01,-0.59095347,-1.2421039,1.7691902,-0.363015,-0.45697936,1.7633175,-0.104976654,-0.3865055,0.12222824,0.6731733,1.4487541,-0.23197708,0.11855774,-1.0534394,2.1266987,-0.87395096,0.18095703,0.19306946
1981-12-01,-0.015048981,-0.98443335,2.564592,0.05872879,-0.9778267,1.0589447,-0.03230057,-1.1701615,0.08295403,1.0938148,1.7405602,-0.002935791,0.1890316,-0.3854046,0.26831514,-1.030682,0.159301,0.6430756
1982-01-01,-0.9877478,-1.0136306,2.2268813,-0.3665634,-0.36526948,0.36268082,-0.14073715,-1.1362495,0.1397667,0.4743,1.6506679,-0.09673653,-0.5904484,-0.103530504,-0.44485855,-1.468195,0.73636246,1.0666897
1982-02-01,-0.73765624,-0.9440708,2.7830353,0.3338867,-0.68200874,-0.17438431,-0.58268434,-1.4426361,0.9951889,2.4297366,1.6629623,0.20609054,-0.9379238,-0.14979592,-1.0026305,-1.80467,1.3216343,1.7584045
1982-03-01,0.2633562,-0.8897171,2.3533826,0.04367714,-0.9227173,0.60597837,-0.53512496,-0.61083144,-0.070206836,1.4015472,1.5189898,-0.27112085,0.37109298,0.03720627,1.4028412,-1.1818678,0.7457447,1.3714584
1982-04-01,1.018807,-0.78553927,1.4102825,0.118413165,-0.3807991,0.2659443,0.14914894,-1.0424248,-0.44291726,0.86059916,0.48659438,-0.56618387,-0.3623577,-1.2624276,0.6833027,0.3403572,0.30670968,0.43871155
1982-05-01,0.62280196,0.03526497,1.3488109,0.508918,-0.34779853,1.3656347,-0.49727097,0.48885918,-0.32871017,0.022000313,0.5432129,-0.50794756,0.46362343,-1.5846672,-0.0129413605,-1.4749893,0.15885505,0.069236375
1982-06-01,2.3135881,-0.3723871,0.18214913,0.24653244,0.29538614,1.5054013,-0.21417923,-1.109073,-0.5053593,1.59502,0.50956535,-0.50956535,0.9033058,-2.803418,2.60218,-1.2857221,0.3403572,-0.24685593
1982-07-01,0.95118827,-0.7072441,-0.41865236,0.14656067,0.6134197,0.56586,-0.039794542,-1.2818397,-0.7926571,1.0725136,0.7250389,-0.29959184,0.8153046,-2.4536781,1.4762833,-1.1119848,-0.40247574,-0.2167675
1982-08-01,1.2608099,-1.1158669,-0.35782814,0.3041214,0.25170898,0.7606274,0.051118087,0.13297233,-0.5415951,1.3601348,0.5629482,-0.39406395,0.50956535,-2.349177,1.1097199,-0.70206755,0.35976943,-0.20738526
1982-09-01,1.5296663,-0.8628639,-0.43709373,0.24265023,0.2636799,1.2284569,-0.03720627,0.0647068,-0.7182442,1.3339287,0.6541847,-0.04432411,0.6800674,-2.7869174,1.5675199,-1.7480516,0.00744133,-0.0006469727
1982-10-01,0.7693626,-1.4743423,0.6829792,0.30735666,-0.1682373,1.0463072,-0.31609192,-0.6056547,-0.37012252,0.8580109,1.0521309,-0.19638482,0.4238289,-2.5326202,0.7719507,-0.69397944,0.06050072,0.47656518
1982-11-01,0.13200188,-1.403812,1.920495,0.026206207,-0.17503166,0.26044464,-0.15335503,-0.31932753,0.04529457,1.2323391,1.807258,-0.273386,0.13523713,-1.039513,0.67618483,-0.2940918,-0.029117966,0.8411873
1982-12-01,0.15109023,-0.43579978,2.8244476,0.30476838,-0.3125332,0.42447585,-0.54677165,-1.0443661,-0.18797302,1.3662819,1.0356308,-0.7703331,-0.13911934,-0.73312724,0.8211281,-1.7577575,0.37141648,0.8612461
1983-01-01,0.5436983,-0.6686417,2.200173,0.045552444,-0.09338226,0.35888633,-0.46593475,-1.2279583,0.057265855,0.5856716,1.3014923,0.4509674,-0.7301372,-0.44185677,-2.4090621,-2.025122,0.21669845,1.1329491
1983-02-01,-0.5228745,-0.4464119,2.61665,0.3471733,0.21019058,-0.3429432,-0.4831791,-2.4451785,-0.09826279,-0.9429312,1.0786117,0.013990784,-0.18578796,-0.1770031,-3.0783544,-0.95074004,0.7259075,1.3870652
1983-03-01,-0.5079075,-0.9647312,1.6535457,0.03969574,0.41875497,-0.05726547,-0.34424514,-1.5709012,0.082970046,0.07483578,0.98815805,0.15585327,-0.031235885,0.26127473,-2.593549,-1.1322982,0.11583252,1.3532264
1983-04-01,-0.49228936,-1.0851192,2.0121071,0.38231316,-0.1454422,-0.046527863,-0.30942956,0.10867462,-0.5137638,-0.7948864,0.80367124,-0.20628662,-0.9842533,-0.1340538,1.4401013,-1.1602802,0.51571655,0.993364
