,vws_u600-250GLB_cluster1,vws_u600-250GLB_cluster2,vws_u600-250GLB_cluster3,vws_u600-250GLB_cluster4,vws_u600-250GLB_cluster5,vws_u600-250GLB_cluster6,vws_u600-250GLB_cluster7,vws_u600-250GLB_cluster8,vws_u600-250GLB_cluster9,vws_u600-250GLB_cluster10,vws_u600-250GLB_cluster11,vws_u600-250GLB_cluster12,vws_u600-250GLB_cluster13,vws_u600-250GLB_cluster14,vws_u600-250GLB_cluster15,vws_u600-250GLB_cluster16,vws_u600-250GLB_cluster17,vws_u600-250GLB_cluster18
1980-01-01,25.75653349965866,-7.637775657699764,14.083337229628759,19.57283561558416,28.129303653259537,12.629465752267853,58.935172566346345,0.0629954341232465,23.16777420490524,9.033698196968905,10.672622293353868,-5.155958006855227,38.28847046013294,14.873994225789437,5.594466714709573,43.172454749212655,16.25299713801944,12.76658908332669
1980-02-01,19.934704372349906,-4.997110516597803,15.19375161449429,20.79030552663014,29.97862043708438,13.172090248851035,53.069988113237734,-2.530158315510537,22.67118138777405,7.608543371514457,9.251777823643677,-4.989705035919377,41.80846619750538,16.802242177776137,2.7650140394308274,42.292447510605534,16.30387033846742,21.52537288954981
1980-03-01,23.370025751930953,-5.476675939907404,16.25285570210063,15.403929008510737,30.34352053117242,16.20742252329624,44.19574566087503,0.0021172292051246894,24.732724009763185,9.113061976582626,9.975422838668745,-5.391548602662977,27.87279665913554,11.301681483864813,4.04208912097265,34.477917474644826,16.914198712778976,18.045335247924477
1980-04-01,16.477715964782487,-0.4451849624231171,15.350987753643798,16.85112055804326,22.86182923507272,22.247238960171124,30.995354710776134,4.2521505789340575,20.632385951913122,10.03006482776911,21.10732960960589,2.60050922064296,25.218252767628233,10.07270653555919,11.67713286112599,23.12095786034032,13.2255592890056,22.104758212653454
1980-05-01,8.180240143422326,-4.383853360451478,18.763570814530244,10.798147571317827,19.899111432882748,28.088733110463526,23.055204698578258,6.708699681996697,18.202467122290848,9.720353882547943,23.88763684040171,1.005952064146957,16.318859791534475,2.7743158280910523,15.425660651336953,17.24781730031021,14.52326806766606,3.0462855649935605
1980-06-01,4.301443957909087,-13.157548448724999,22.153303851119155,6.031332515160385,24.100898367699894,35.88818021389103,15.45284296839062,8.311461854180347,12.290041209519135,7.590919821169774,25.256223487211397,-0.3642533030377272,1.664100265317952,1.4746625781932639,15.86951156779314,6.963781974212171,14.457036034945808,-24.385419379313117
1980-07-01,2.8053330520827444,-15.755599872450638,23.800873583226757,2.375977218540351,19.270521295892824,36.648108531452415,6.924466942413049,5.422762578743531,6.838099321329957,5.688192459676578,25.075562825158038,-3.6984451365241835,-8.867801258402917,-4.254161477361926,14.140742134491775,-1.8352786789296394,15.252336949864569,-31.50943989405372
1980-08-01,3.498165780933496,-18.113379229611603,24.04762153712208,1.3950267597030064,20.837722535078527,31.221304973533705,10.823017739694384,4.717607103835754,5.617103691410792,4.759171469867321,22.728679573099665,-4.409115261504914,-9.255498173638111,-7.171948165569494,12.952566073666675,0.272469848686309,16.900284385966195,-32.70797796631885
1980-09-01,1.9067738825540166,-13.555596142148957,21.623577785206262,2.4326647779626707,26.552417292704327,27.462193453553503,15.001934934082819,5.8357536351556005,10.319781545453296,3.7112891931522407,23.534777342130692,-2.3524876852959635,-1.0333893164715344,-2.20366312986158,13.661017857057391,8.066696201891114,15.913713981662891,-20.245788536032464
1980-10-01,8.307153050006892,-10.41918283280193,19.928154656463434,8.426941877538022,25.986081138494832,26.54082211595824,33.79635601650081,6.495886075709876,13.853557452449555,6.74425812823038,18.436110595440926,0.87312472321319,13.033254524858092,3.4659777306031936,13.889842171161431,20.54618829975336,13.819579449098393,-9.565377604495923
1980-11-01,11.814048109919659,-5.622307925620948,16.892762841019245,13.427127395678811,26.74586281666984,18.672216643535947,43.967472785550825,2.809219853121785,15.970705042480223,7.252270377183048,15.951576117698117,3.1013290856261273,22.498649095823918,6.4176885455669845,13.274727290165904,25.12978483822565,13.683477667619565,10.524879132582623
1980-12-01,21.63359951667122,-6.972768713350305,14.58262610506515,17.191901047762066,28.594536313716482,18.003353360534273,55.55370249930992,2.57539611925063,19.537493745311167,7.012930283002112,12.820246085082356,-1.0058437476697402,31.11075457048114,13.274149454848182,8.477855805055608,36.788265338926166,12.964947100094104,20.1990136216664
1981-01-01,21.886579954611207,-10.670654043163479,15.167880244499765,20.541389432966113,30.218705579798957,13.042282114044768,57.483309958862286,-1.9934087213256702,23.06920959004612,6.893208322833701,6.8191629499594395,-7.419360991984106,40.196817069255566,14.6867465487447,3.094202798630845,44.09865057951489,13.204158632399636,13.309896445547013
1981-02-01,32.07565538616824,-7.623294203924509,13.341253061559977,19.34696109750148,32.18080757310664,11.719261623175427,55.01898193729091,-1.520514635967304,23.989094222554495,9.372166730272584,4.410790244763093,-8.27587786536695,34.77153757656762,16.967336833645586,2.313643337219145,38.702346538808335,14.677590908535596,20.70559639514283
1981-03-01,17.418105778400857,4.808324116220704,14.948189392472232,19.175494206299543,23.390592215440623,16.039830445426524,34.45314868826118,-1.2191850599511809,21.37463786353339,8.739767794323745,13.811501217961483,0.5388237138404282,37.11825195272932,13.241380785182557,6.2540287473979355,31.27181545029667,11.896879513417959,27.837181239061135
1981-04-01,20.457553876385372,-1.204985379633954,15.756461067432939,14.18698392887869,22.910302769366503,18.641658356627318,32.91092379803281,7.661999275237132,22.58337682433197,12.19294434405568,20.045135094698445,1.5835755377367404,22.482036473752757,10.79325987238836,15.018357130909122,24.14722480164043,14.769458819326498,12.243189102080514
