,vo1000_cluster1,vo1000_cluster2,vo1000_cluster3,vo1000_cluster4,vo1000_cluster5
1965-01-01,0.00046383459200362927,8.168559680917816e-06,-7.900337337521202e-07,0.0009016840522235725,-0.0016459587641293183
1965-02-01,0.00034147114175456494,5.614849731107431e-06,-7.310196703288733e-07,0.00150594923979952,-0.0045615808630827814
1965-03-01,0.0003467414816523987,8.609622823683281e-06,-1.1540975690954935e-06,0.0014865185221424326,-0.00285843234451022
1965-04-01,2.0631843902017202e-05,1.5950131209801593e-06,-1.4760951458772476e-07,0.0012865531971328892,-0.0031636867788620293
1965-05-01,9.037642237010665e-05,-7.194751413260599e-06,-4.5717042860602267e-07,0.0007262375220307149,-0.0011832131349365227
1965-06-01,-5.435248236939184e-05,2.967491631401621e-06,-7.886022290028662e-07,0.0003987971012975322,0.0013299322745297104
1965-07-01,-5.63037784476447e-05,3.049130456831237e-06,-9.044455064793781e-07,-0.0008231874744524248,0.004228842954034917
1965-08-01,-8.522372974601404e-05,-3.1722450060172107e-06,-2.1463111798485888e-07,-3.6165396011256234e-06,0.0017415190086467192
1965-09-01,-4.530193936344321e-05,-3.5129813580636905e-06,-1.3364451975344018e-07,-0.0009470682925893925,0.0035528420994523913
1965-10-01,4.962578879547602e-05,-6.985972602804493e-06,2.2737961376635135e-07,0.000490838692712714,-0.00021302810182532994
1965-11-01,0.0002487215004459193,-8.17964199676361e-06,-4.274727053656379e-07,0.0007090031886036741,-0.0018212480426882394
1965-12-01,0.0004494423509723592,3.6536012221650046e-06,-1.0699962795695954e-06,0.0017884931367007084,-0.004600439569912851
1966-01-01,0.0004418873603836718,6.224719392186081e-06,-1.3875868465587931e-06,0.0020396291802171618,-0.005390116712078452
1966-02-01,0.0003456709237070754,-4.221032201245622e-06,-1.0008176936838588e-06,0.002008549199672416,-0.005258894088910893
1966-03-01,0.00010402795437998562,3.768359481516716e-06,-8.44773994492456e-07,0.0016947211406659335,-0.0038321904867189005
1966-04-01,3.700577673788013e-05,-2.689697228905405e-06,-4.018295143434946e-08,0.0012404147128108889,-0.0030520146538037807
1966-05-01,-8.830321266114797e-05,-3.1181552667230542e-06,-2.4695917670185813e-07,0.0008640417945571244,-0.0001713809297143598
1966-06-01,-0.0001201290284701496,1.7043408366294602e-07,-7.580122999260834e-07,0.0008518687536707148,-0.0002696366891541402
1966-07-01,-8.907236406230368e-05,-8.283744112280121e-06,-7.307591702440131e-07,0.0005494817287399201,0.0014532032764691394
1966-08-01,-0.00022130433618175712,-7.342967708953782e-06,1.4644816725736512e-07,-0.00025050239855772816,0.0020648803911171854
1966-09-01,-5.2836801180753604e-05,-4.912049376257897e-06,4.267983610027821e-07,-0.0009883961865853053,0.003286066566943191
1966-10-01,0.0001878103251907636,-1.068303614939961e-06,-2.2091224773829068e-07,0.00031764911909704097,-0.0004562818048725603
1966-11-01,0.00032883429164278573,-1.0361851628978321e-06,-8.608875798520959e-07,0.0007840068974473979,-0.0008618031642981805
1966-12-01,0.00034836640142285347,3.320085213360742e-06,-9.66791029644268e-07,0.0010844537428056356,-0.0023201424482977018
1967-01-01,0.0005152051347646524,8.122651706798933e-06,-1.54393026779407e-06,0.0015531461031059735,-0.004164616620982997
1967-02-01,0.00036637892745519906,4.388089171304789e-06,-1.2416540435066402e-06,0.0016676782252034172,-0.005141758811078034
1967-03-01,0.00026252695203187284,-3.516581236417059e-06,-3.3321850394791096e-07,0.001560979762871284,-0.004237829853082076
1967-04-01,2.504511733356842e-05,-7.627047764529109e-06,9.119463402868782e-07,0.000998620453174226,-0.00233555165323196
1967-05-01,-3.4916096906685695e-05,-3.928610604398764e-06,-3.3418819220195416e-07,0.0007890140295785386,-0.0009517581020190846
1967-06-01,-0.00013927595070774922,2.1204787547479077e-06,-8.710520297485191e-07,0.0002900975005104556,0.001272396093554562
1967-07-01,-0.00014020452826199207,-8.5182941925391e-06,-3.431761163657474e-08,-0.000747991407479276,0.004055335375596769
