,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5
1965-01-01,69.02893810737424,32.23340300475659,28.57635376301218,30.00861358642578,38.44829286847796
1965-02-01,68.77675870569742,32.172588426239635,28.387491753760806,27.388967514038086,31.930388723100933
1965-03-01,68.29252940852469,32.3003236939307,28.39711777707364,26.65884780883789,28.785879271371023
1965-04-01,69.45167634545304,34.42439384200946,29.169297725596326,27.194934844970703,35.558312279837466
1965-05-01,69.1155782560023,36.46806600142499,29.587621891752203,31.040924072265625,48.353975159781314
1965-06-01,69.45289053568027,37.5634731889582,30.077881508685174,35.466957092285156,64.30157252720423
1965-07-01,69.90523919826602,38.5690468509181,30.225383474471723,41.39638900756836,76.69192722865513
1965-08-01,70.10698551084937,39.033495325620486,30.681988533507003,46.03607177734375,88.36511884416852
1965-09-01,71.1232487748309,38.445305337711254,30.511498958506486,46.24003219604492,81.35672977992466
1965-10-01,71.44931234964511,37.49578826281489,30.375627761191513,43.43367385864258,70.51234245300293
1965-11-01,71.69951462164158,36.88174396956048,30.11830512513506,38.089237213134766,60.52513122558593
1965-12-01,70.01524669368094,35.138179493599196,29.282676412704145,33.869991302490234,48.069599696568076
1966-01-01,70.10770192960413,33.74990346480389,28.750315118343273,29.865840911865234,36.49170398712158
1966-02-01,69.63016230885576,33.5285640898205,28.523132648873837,27.585445404052734,32.38426617213658
1966-03-01,69.53754425048828,34.368806955765706,28.588681525372447,28.334131240844727,33.47067832946777
1966-04-01,70.51470686749714,35.71532242963103,29.06885958732443,28.127342224121094,37.915205955505364
1966-05-01,71.64417825094084,36.79069986148757,29.681305175131943,32.464927673339844,50.280295099530896
1966-06-01,71.45393650706222,37.9220132114125,30.60815993775713,36.422115325927734,63.67686135428292
1966-07-01,72.0496573099276,39.12570979319462,30.890946692608775,42.96087646484375,77.06597191946847
1966-08-01,71.19690034447648,39.348542609182346,31.040947488013735,48.525001525878906,89.8928506033761
1966-09-01,70.57208549685595,38.67550934253096,31.022440118992584,48.42210388183594,84.96809686933244
1966-10-01,71.34674351389816,38.20687118841678,31.03305735486619,44.76267623901367,73.92101287841797
1966-11-01,71.75754919284728,36.82638933869446,30.331595400546462,39.41082000732422,61.152608054024824
1966-12-01,70.59748114609137,34.998940448371734,29.625305216363138,34.27459716796875,46.86575617109026
1967-01-01,69.11309870277964,33.21222058769797,29.1428860197676,30.690570831298828,35.87148870740618
1967-02-01,68.29660927377097,32.45866996090428,28.711443759025414,28.679092407226562,32.078596523829866
1967-03-01,69.5171495763267,32.743886052345744,28.555802081493624,28.1015682220459,33.082393237522666
1967-04-01,70.5551705709318,34.83382504002578,29.017692931154944,29.296215057373047,39.78041580745152
