,zgv850_cluster1,zgv850_cluster2,zgv850_cluster3,zgv850_cluster4,zgv850_cluster5
1965-01-01,-0.05820928212208084,0.27857646346092224,-0.3994383463045446,0.2355126930134637,0.22265618667006493
1965-02-01,-0.03675659576171561,0.24385047145187855,0.327137984880587,1.237716561272031,-0.13840993866324425
1965-03-01,-0.040442099871373254,0.22091730497777462,0.0050128068456926,0.13867789613349096,0.15667753294110298
1965-04-01,-0.030807389441547515,0.13372906250879169,-0.02348573832977109,1.5652680680865334,-0.26477860286831856
1965-05-01,-0.031110373033870813,-0.19318878185003996,-0.3959219630171613,0.4572667181491852,0.44172875583171844
1965-06-01,0.004266417832880081,-0.2275740960612893,0.148661716318712,0.6171779263587225,-0.07673759944736958
1965-07-01,-0.0031526725079062618,-0.033873217762447894,0.31168409963933436,2.3045911675407775,-0.43155860155820847
1965-08-01,0.006323790507791917,-0.08595561957918108,0.355603236977647,1.465088554791042,-0.38725510239601135
1965-09-01,-0.07504815539297989,0.03926527570001781,-0.0444284299524819,-0.19100702234676906,1.3264761865139008
1965-10-01,-0.06172298194392572,0.6697298958897591,-0.7578181784327438,0.3734224963755835,-0.2075636200606823
1965-11-01,-0.008279812534021425,-0.02805915428325534,-0.675941313185343,-0.22376376603330886,0.2208004705607891
1965-12-01,-0.028878851216050643,0.21888483315706253,-0.08043663167371982,-0.08841046974772498,0.016357660060748458
1966-01-01,-0.025536229220938077,0.10765555780380964,0.15258371103100662,0.5207836273170653,-0.34456968307495117
1966-02-01,-0.030044866607913487,0.13228602474555373,-0.3648886229933762,0.6095195810000102,-0.09632553905248642
1966-03-01,-0.017319459857159776,-0.017282522458117455,0.14153823438214094,1.159132236526126,-0.2941560558974743
1966-04-01,-0.03276804650697527,-0.09931297972798347,0.14654830461595117,1.8800758180164157,-0.10682286694645882
1966-05-01,-0.004950964917676358,-0.041231498471461236,-0.37055989591086785,0.6477473747162592,-0.012168724788352847
1966-06-01,-0.010621993083365356,-0.22675294894725084,0.13960808878991662,1.5884501593453544,0.09407863952219486
1966-07-01,-0.016177666809739946,-0.031706137815490365,-0.1459140421413794,2.873740309760684,-0.5240439623594284
1966-08-01,-0.038070512723319135,-0.0031559484341414645,0.02000190590212985,1.4837030853543964,0.41602086275815964
1966-09-01,-0.00867062973306526,0.015447233454324305,-0.4282051833664499,-1.4749106906709217,0.8320463448762894
1966-10-01,-0.012035561980432064,-0.04207603051327169,-0.055767005173171444,0.6321488391785395,0.4846859723329544
1966-11-01,0.008992667345306541,-0.08274356368929148,0.0127875450544241,-0.7201016658828372,0.055049462243914604
1966-12-01,-0.018998433281726474,0.15280431834980845,0.08973903590586128,0.1844429544040135,-0.09132182225584984
1967-01-01,-0.0240179198452189,0.33785777632147074,0.06078904176630625,-1.0927124392418635,0.259892251342535
1967-02-01,-0.039927176188064524,0.08084989967755973,0.20280673009593314,0.07166462462572824,0.3324045240879059
1967-03-01,-0.025743631457414807,0.12149064568802714,-0.5976023833926132,1.3415597733997164,-0.25846345350146294
1967-04-01,-0.009813989642300182,-0.13293403899297118,0.572801981030441,1.5127084084919522,-0.24084746837615967
1967-05-01,-0.035070122891589055,0.18840712727978826,-0.29726764414368606,1.7939676841100058,-0.15009401366114616
1967-06-01,-0.011271827535915978,0.09861879516392946,-0.3673611617669827,1.598899137406122,-0.2710789442062378
1967-07-01,-0.01951947030198725,0.029010747675783932,-0.17251664908920847,2.2814686809267317,0.2045963890850544
1967-08-01,-0.019017169134149067,0.19986561965197325,0.08833559184539609,1.5188544988632202,0.06320537999272346
1967-09-01,-0.062260736793845514,0.39748712442815304,-0.15975878369517443,0.5807668680236453,0.628989040851593
1967-10-01,-0.04417300672282146,0.10394195560365915,-0.328507183528528,-1.158709895043146,1.1698994785547256
1967-11-01,-0.010586612963978248,-0.059637572849169374,0.528218760723021,0.3892535964647929,0.05033189430832863
1967-12-01,-0.0583967597141296,0.1729962881654501,-0.4826744155185979,-1.3197698763438634,0.5944125354290009
1968-01-01,-0.04055918795587141,0.15597150195389986,-0.002809499515356814,0.21972908150582088,0.04361892584711313
1968-02-01,-0.030688828541130957,-0.12601923663169146,0.3772737049474949,-1.1572827895482383,0.3202934190630913
1968-03-01,-0.03173124493111538,0.07868827669881284,-0.3857440337902162,1.0015528116907393,0.18654922023415565
1968-04-01,-0.03195617359744597,0.2642763778567314,-0.38272218733299074,0.5998595839455014,-0.14826416969299316
1968-05-01,-0.01396513107833983,0.0972667068708688,-0.05790231431402811,0.8342649255480086,-0.17300868406891823
1968-06-01,-0.001019930254809464,-0.1778706442564726,0.0991171271335788,1.0792715208871024,-0.12928631156682968
1968-07-01,-0.016252051307996618,0.17298286547884345,-0.5727426671400303,1.7790405523209345,-0.08719723671674728
1968-08-01,0.02089974393808766,-0.2870547119528055,0.18935983137386603,0.9079013551984515,0.3522583097219467
1968-09-01,-0.02644265612846688,0.28384344186633825,-0.2813950362728863,-0.14130653192599615,0.06533365231007338
1968-10-01,-0.06302475457704519,0.1067908713594079,-0.5142339845982994,0.09624387714124862,1.249696984887123
1968-11-01,-0.04020761910684501,0.25693706702440977,-0.15964564390298797,0.41585110482715426,0.1753430999815464
1968-12-01,-0.017197730396933193,0.10596292559057474,-0.18860986683426834,1.3235112031300864,-0.11316685937345028
1969-01-01,-0.023836884176052068,0.06098306621424854,-0.052027767751275045,1.0847399632136028,-0.4472765699028969
1969-02-01,-0.023576658266254616,0.12240678770467639,0.2737056191374616,0.7255639348711287,-0.19324667751789093
