,zgv200_cluster1,zgv200_cluster2,zgv200_cluster3,zgv200_cluster4,zgv200_cluster5
1965-01-01,0.3380598,0.6615492,-0.065492675,-1.1486969,0.021634674
1965-02-01,-0.096988104,-0.40620154,-0.20560274,-0.44417262,0.038854122
1965-03-01,-0.104346655,0.19412318,-0.15114817,-0.7959196,-0.1373138
1965-04-01,0.02222333,-0.45344457,0.08874621,-0.44799918,0.0039736987
1965-05-01,-0.5458701,1.4156713,0.26152906,-0.581192,-0.11052799
1965-06-01,-0.34821492,1.0462635,-0.5028952,-0.048567582,0.1904438
1965-07-01,0.46919227,-0.5076048,0.2429851,0.35115832,-0.19353446
1965-08-01,-0.011626815,-0.5558779,0.20104031,-0.6306427,-0.1464386
1965-09-01,-0.093897246,1.7245903,-0.038118172,-0.8204977,-0.06873055
1965-10-01,-0.7767869,1.1180844,0.031348158,-0.39413324,-0.016336251
1965-11-01,-0.22532406,-0.3707325,0.4228323,0.38103467,0.1819077
1965-12-01,-0.56367815,0.124656774,-0.021340322,-0.69157296,0.051363897
1966-01-01,-0.5597162,-0.006076026,-0.3994252,-0.6065881,0.22698228
1966-02-01,-0.034575272,0.14886221,-0.0033273697,-0.7726656,-0.083617404
1966-03-01,-0.15392557,0.028499365,0.05453942,-0.06162815,0.03443072
1966-04-01,-0.23132238,-0.37439784,-0.15117688,0.094033435,-0.10575147
1966-05-01,-0.5600054,0.9425045,0.62496084,-0.17157498,-0.17417908
1966-06-01,-0.045569994,0.6346536,0.20398025,0.26068968,-0.13960342
1966-07-01,0.12976627,0.15349159,0.1283195,-0.16448621,-0.10575142
1966-08-01,0.6737135,-0.7081443,0.10604081,-0.048463393,-0.03573265
1966-09-01,0.5592822,0.4519394,-0.07363544,0.014756012,0.063942716
1966-10-01,-0.13699953,0.94380665,0.11949487,-1.0813848,-0.103292085
1966-11-01,0.1008328,0.31985846,0.032984067,-0.14539032,-0.11399746
1966-12-01,-0.39363843,-0.11689083,0.013309384,-0.77165306,-0.04238739
1967-01-01,-0.32489625,-0.1966697,0.033305597,-0.28359732,-0.093921855
1967-02-01,0.6306418,0.022814369,-0.25195694,-0.266778,0.067277335
1967-03-01,0.58301485,-0.36752748,0.07893429,-0.34354752,0.16652814
1967-04-01,-0.004496193,-0.7024156,0.3350545,0.61831886,-0.30507952
1967-05-01,-0.6511249,0.2064949,0.28792706,-0.53505474,0.2870945
1967-06-01,-0.12706093,0.19134077,0.17685285,0.23313932,-0.089425564
1967-07-01,-0.10491266,-0.5630315,0.5367201,0.48426372,-0.061282348
1967-08-01,0.023480464,-0.20599528,0.093255736,-0.7009169,-0.0885931
1967-09-01,0.19000855,1.4875954,0.19617014,0.2909246,-0.32772732
1967-10-01,-0.46577913,0.86178285,0.16552892,-0.26044995,-0.36836013
1967-11-01,-0.42464656,-1.0727739,-0.16702768,0.5930065,-0.1257287
1967-12-01,0.06111584,1.5631993,-0.19217344,-1.3044147,0.08809338
1968-01-01,0.017270852,-0.103908345,-0.09003506,-0.64751625,0.095697686
1968-02-01,0.8053607,0.44451267,0.17596471,-0.54629755,0.23046704
1968-03-01,-0.10942936,0.39680544,0.43587723,-0.40402517,-0.16379015
1968-04-01,-0.17285033,0.4743828,0.78186095,0.23343989,-0.1724256
1968-05-01,-0.19649157,0.1751153,0.15005842,-0.0025481463,0.22154848
1968-06-01,-0.2957284,1.0185568,0.037939288,0.7974331,0.070357606
1968-07-01,-0.15883541,0.30493003,-0.007078171,-0.3461253,-0.04586687
1968-08-01,-0.45654565,0.4590938,0.3281466,-0.084797285,-0.22791901
1968-09-01,-0.10688124,0.59697765,-0.036665224,0.06964979,-0.16718778
1968-10-01,-0.31101727,1.2835658,-0.102351144,0.045866966,-0.31158352
1968-11-01,-0.0048131943,0.9105431,0.55011976,-0.7378343,-0.16747084
1968-12-01,-0.6060378,-0.027888214,0.23782842,0.3570257,0.13929948
1969-01-01,-0.1612566,-0.37596256,0.41078788,-0.19275093,-0.043910243
1969-02-01,-0.23272428,0.066471,0.10387044,-0.39186096,-0.18366604
1969-03-01,-0.23666105,0.36672625,-0.10795864,-0.50617915,0.0045424225
1969-04-01,-0.4126049,0.14778073,0.1821518,-0.49240047,-0.31721368
1969-05-01,-0.5808266,0.94210196,0.002422619,-0.6966588,-0.013475895
1969-06-01,-0.4118479,1.4750814,1.1241024,-0.032251358,-0.1717042
1969-07-01,-0.20017013,-0.5220777,0.42017564,-0.43561992,-0.17821503
1969-08-01,-0.28011703,0.026800394,0.06283703,0.30010384,0.020743752
1969-09-01,0.24998558,-0.504665,-0.17988057,1.3008032,-0.31085435
1969-10-01,-0.5679563,1.3510729,0.5484239,-0.5782525,-0.34371126
1969-11-01,0.046938516,1.6882734,0.076615795,-0.8792645,-0.09327145
1969-12-01,0.102507785,0.67500657,-0.31766793,-0.72618467,0.082520984
1970-01-01,0.035360433,0.49727258,-0.31850594,-0.74086684,-0.42524213
1970-02-01,-0.04884987,-0.012048912,-0.1622651,-0.3636887,0.2683465
