,vws_u850-200_cluster1,vws_u850-200_cluster2,vws_u850-200_cluster3,vws_u850-200_cluster4,vws_u850-200_cluster5
1965-01-01,0.8016738891601562,45.93812561035156,6.481817245483398,55.15736389160156,34.32038879394531
1965-02-01,4.7073822021484375,50.353843688964844,9.431060791015625,43.360389709472656,42.979103088378906
1965-03-01,3.658041000366211,54.02165985107422,9.333295822143555,43.62761688232422,33.116249084472656
1965-04-01,7.633813858032227,31.66607093811035,10.24087905883789,31.182132720947266,34.64464569091797
1965-05-01,13.467124938964844,10.16755485534668,-1.9813709259033203,29.212167739868164,24.93169403076172
1965-06-01,4.570512771606445,-0.11731719970703125,-11.42872428894043,33.86578369140625,25.630714416503906
1965-07-01,-0.9483203887939453,-5.934331893920898,-10.851911544799805,19.142379760742188,28.270368576049805
1965-08-01,-2.3496170043945312,-1.3866329193115234,-8.314908981323242,12.683374404907227,20.978731155395508
1965-09-01,-4.3130645751953125,4.161529541015625,-8.554435729980469,14.878198623657227,32.910945892333984
1965-10-01,-6.965753555297852,17.37609100341797,1.4583282470703125,23.268062591552734,30.654203414916992
1965-11-01,-1.4257392883300781,30.455415725708008,3.9822921752929688,37.781272888183594,36.03942108154297
1965-12-01,10.542320251464844,39.48564147949219,9.046518325805664,45.04031753540039,47.58058166503906
1966-01-01,3.00494384765625,50.87399673461914,14.594743728637695,51.76350021362305,43.465850830078125
1966-02-01,6.784511566162109,50.31600570678711,11.509382247924805,43.88926696777344,37.97620391845703
1966-03-01,9.610570907592773,38.01559066772461,10.811893463134766,41.15018844604492,39.51232147216797
1966-04-01,6.210111618041992,28.245826721191406,9.297111511230469,40.255760192871094,37.87117004394531
1966-05-01,12.091989517211914,20.245222091674805,-2.1794471740722656,26.135305404663086,32.532508850097656
1966-06-01,4.477056503295898,2.1417007446289062,-10.439353942871094,32.98218536376953,23.304325103759766
1966-07-01,2.696409225463867,-5.002223968505859,-8.023580551147461,8.333757400512695,23.68014907836914
1966-08-01,0.8533973693847656,-0.3971595764160156,-11.576669692993164,5.638988494873047,11.108942031860352
1966-09-01,-6.733638763427734,3.905935287475586,-10.52140998840332,11.82940673828125,29.406118392944336
1966-10-01,-0.6121482849121094,18.758338928222656,0.935455322265625,37.4740104675293,32.742576599121094
1966-11-01,3.781208038330078,28.129304885864258,-0.46280479431152344,42.991554260253906,47.0517578125
1966-12-01,5.957374572753906,41.66222381591797,5.698070526123047,53.035396575927734,53.555633544921875
1967-01-01,5.673702239990234,41.916831970214844,5.048370361328125,54.67654037475586,54.97206497192383
1967-02-01,3.8940372467041016,49.07304382324219,11.172706604003906,53.491188049316406,37.833396911621094
1967-03-01,6.019840240478516,48.054229736328125,10.073884963989258,37.72400665283203,36.233333587646484
1967-04-01,10.646968841552734,27.40031623840332,9.82734489440918,33.03810119628906,38.695472717285156
1967-05-01,10.722076416015625,21.014745712280273,-1.2898502349853516,27.615833282470703,30.401254653930664
1967-06-01,3.658926010131836,4.369158744812012,-10.802080154418945,26.83376121520996,30.67228889465332
1967-07-01,-3.8026046752929688,0.24164199829101562,-12.771137237548828,5.216541290283203,24.801023483276367
1967-08-01,-4.571617126464844,-3.7536239624023438,-18.73710060119629,8.777505874633789,15.203893661499023
1967-09-01,-14.751628875732422,6.019840240478516,-10.609418869018555,15.053682327270508,29.820005416870117
1967-10-01,-2.499696731567383,9.073028564453125,-4.264665603637695,33.44791030883789,43.58384323120117
1967-11-01,5.043474197387695,28.4648494720459,4.542228698730469,45.74066162109375,48.13749694824219
1967-12-01,7.054986953735352,44.375709533691406,16.426799774169922,56.18354034423828,28.00442123413086
1968-01-01,6.079166412353516,48.203025817871094,10.29483413696289,46.55103302001953,43.629966735839844
1968-02-01,-1.7905654907226562,53.41608428955078,11.199234008789062,51.275421142578125,34.952476501464844
