,mgu200_cluster1,mgu200_cluster2,mgu200_cluster3,mgu200_cluster4,mgu200_cluster5
1965-01-01,-3.3569221,-4.1530547,4.4492826,0.94962466,-0.40898284
1965-02-01,-5.1453695,-4.3498893,3.0395112,3.1102295,-0.39855498
1965-03-01,-3.8542206,-5.80235,3.3979828,-0.2186676,-0.038454436
1965-04-01,-2.224153,-2.66768,1.720012,2.3851395,-0.25712165
1965-05-01,-1.642451,3.218097,3.4370904,0.57485807,-0.25060424
1965-06-01,-3.075685,2.3333244,3.582108,3.948401,-0.61559296
1965-07-01,1.8115845,1.5971534,2.9277349,3.6120896,-0.06843567
1965-08-01,0.792548,2.9857419,1.6183357,2.18798,0.20139542
1965-09-01,-1.6642857,3.7652543,2.0993397,3.3484502,-0.27472
1965-10-01,-2.2274117,3.0030136,2.0931478,1.7134937,-0.17239189
1965-11-01,-2.3587425,1.1959908,3.2412343,3.323031,-0.11829529
1965-12-01,-4.200635,-1.8379815,3.5592964,3.6831315,-0.2770008
1966-01-01,-4.04609,-4.7563796,4.5952187,1.6112801,-0.12932281
1966-02-01,-2.4413743,-2.116427,1.9142364,0.937426,0.0036102296
1966-03-01,-2.570697,-1.2292213,1.9641273,2.302861,-0.22811966
1966-04-01,-1.2295494,-0.9705757,2.895316,2.2733207,-0.2583168
1966-05-01,-0.7201363,0.7828285,2.0002332,1.2279084,-0.48643646
1966-06-01,-1.7941048,2.7082253,3.839962,2.154173,0.0469368
1966-07-01,2.5152256,2.7315297,1.5978234,2.8936749,0.11061402
1966-08-01,2.339623,1.924084,1.3053703,0.7802025,-0.0157547
1966-09-01,0.86160356,3.122451,1.6313026,2.2437797,0.13621521
1966-10-01,-3.17825,0.73720396,2.4886394,2.7361245,-0.09256134
1966-11-01,-3.7175324,-0.35941237,3.2136993,5.031108,-0.0026260377
1966-12-01,-4.1885424,-2.8621643,4.6602097,4.554847,-0.36630479
1967-01-01,-5.786035,-2.180661,4.6957045,5.3935294,-0.22694854
1967-02-01,-4.2516046,-4.0422883,4.0602493,1.8919967,-0.23903045
1967-03-01,-2.8441994,-2.2557664,1.815911,1.4518143,0.055185698
1967-04-01,-1.9654686,-0.58288115,1.9798374,2.5228798,-0.06922722
1967-05-01,-1.5425946,-0.20866165,2.2965846,2.7462356,-0.047675323
1967-06-01,-1.3385041,1.3969558,3.3715675,3.2749112,-0.19984512
1967-07-01,1.5386757,2.8778331,-0.10416756,2.5023072,-0.22890778
1967-08-01,4.7574205,3.3314025,0.7017433,0.6939064,0.07216568
1967-09-01,1.1007801,3.8173003,0.978326,1.7728077,-0.01240921
1967-10-01,-1.780645,4.4808383,3.8450565,4.751869,-0.13453598
1967-11-01,-1.3744247,0.20310974,4.004083,4.6855817,-0.2168251
1967-12-01,-3.2628288,-1.1471497,4.3946304,-1.5207154,-0.068574525
1968-01-01,-5.6200385,-6.1185517,4.224785,4.0074363,-0.2782486
1968-02-01,-4.705429,-8.31318,5.6608825,1.0123444,0.20349045
1968-03-01,-1.7544616,0.15352936,1.4437568,-1.195047,0.20166627
1968-04-01,-0.52476996,-0.24506302,0.11049652,0.16373977,-0.1655632
1968-05-01,-2.0651665,-1.1057007,2.2642798,2.4976737,0.037561797
1968-06-01,-2.8193192,-0.41719055,3.6212437,2.1399255,-0.28444824
1968-07-01,-0.03318558,2.957896,1.9656101,1.8729817,-0.15061188
1968-08-01,1.9120022,2.6431801,1.6253659,2.4331257,-0.9124222
1968-09-01,1.784365,2.824424,1.601297,3.5636246,-0.14295349
1968-10-01,-1.0794449,3.6719337,3.178161,2.459018,-0.3179985
1968-11-01,-2.413433,-0.5506622,4.5489826,0.9587364,-0.2910118
1968-12-01,-3.5063705,-1.867511,0.1706688,1.9112717,-0.2658493
1969-01-01,-3.503708,-2.6136825,2.560939,2.7112107,0.29291612
1969-02-01,-3.137481,-0.89301145,2.276979,2.2962196,-0.13036957
