,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9,msl_cluster10
1965-01-01,1013.57336,1013.19196,1010.6604,1003.8529,1020.59296,1015.07166,1020.06085,1012.13086,1018.9446,1020.3232
1965-02-01,1013.02325,1020.95703,1009.45294,1017.4568,1018.9018,1014.3206,1018.84784,1019.6404,1015.70294,1020.1694
1965-03-01,1014.0595,1017.41583,1010.6703,1010.1482,1017.25464,1016.2283,1021.24786,1017.1541,1015.34076,1020.2816
1965-04-01,1013.9529,1018.29346,1010.4303,1019.2795,1017.4853,1016.85095,1022.2569,1022.87213,1013.10205,1020.15076
1965-05-01,1013.2707,1018.67664,1009.9659,1021.09534,1018.43915,1016.81305,1025.5884,1022.9205,1011.96094,1021.4928
1965-06-01,1012.4409,1021.8054,1011.12305,1018.0453,1016.8317,1016.6382,1024.5044,1025.1016,1012.7268,1019.80664
1965-07-01,1010.9693,1020.00073,1010.0204,1024.4257,1016.622,1014.8794,1022.2271,1024.1608,1015.0481,1018.7604
1965-08-01,1009.9863,1019.30365,1011.0449,1020.2649,1016.6785,1013.59625,1019.7849,1022.6135,1014.356,1015.96655
1965-09-01,1010.47876,1014.4453,1011.1435,1013.39844,1015.7502,1013.5559,1019.8122,1019.37994,1012.4849,1016.67975
1965-10-01,1012.0217,1018.7182,1010.7541,1021.00665,1017.2745,1014.3206,1018.6891,1015.4841,1017.0878,1018.53033
1965-11-01,1012.7324,1017.06244,1010.4539,1022.39764,1019.4177,1013.7123,1017.0711,1022.3828,1016.8248,1016.58234
1965-12-01,1011.67194,1019.8947,1009.3692,1020.198,1021.0829,1014.87573,1021.9034,1024.5316,1017.9957,1018.5142
1966-01-01,1012.5153,1018.2916,1008.882,1008.3069,1020.0554,1014.4593,1021.7422,1016.9529,1019.54596,1020.34204
1966-02-01,1013.43225,1019.2637,1009.4548,1023.044,1020.4534,1015.2185,1019.54156,1019.0027,1018.04126,1020.1774
1966-03-01,1013.0229,1018.25903,1008.9928,1015.0558,1020.4309,1015.72174,1021.1945,1016.34827,1018.22595,1019.85944
1966-04-01,1013.03296,1020.3996,1009.9091,1017.4091,1017.74084,1014.9695,1018.4531,1019.1641,1012.6618,1019.0058
1966-05-01,1013.0054,1017.9518,1011.4582,1021.18695,1015.5659,1016.0979,1023.7519,1022.1321,1013.28577,1019.1629
1966-06-01,1012.0591,1020.5949,1011.5264,1016.30005,1017.421,1016.1286,1023.8301,1022.5439,1014.69653,1019.2837
1966-07-01,1010.8592,1019.41693,1010.12195,1021.92554,1015.7368,1014.5332,1022.7216,1027.1167,1013.7684,1017.94055
1966-08-01,1010.9249,1019.7187,1011.589,1023.1435,1016.5661,1013.6451,1022.0213,1025.4161,1014.04376,1016.14484
1966-09-01,1010.033,1016.9328,1011.80554,1016.29443,1014.31287,1013.74835,1019.7131,1017.5719,1013.47296,1016.3795
1966-10-01,1012.31323,1017.60944,1011.6729,1018.18585,1016.72943,1014.4168,1021.35913,1019.9584,1015.8532,1018.10706
1966-11-01,1013.03485,1013.9511,1010.65265,1019.0364,1021.65015,1013.83966,1020.4403,1021.65643,1019.4865,1018.3586
1966-12-01,1013.11743,1018.1064,1010.28406,1009.9235,1020.37274,1015.2861,1021.3973,1017.1688,1018.35736,1020.49854
1967-01-01,1014.4029,1019.8042,1010.7097,1013.5569,1021.44916,1015.67773,1020.2497,1017.98584,1020.16846,1021.2046
1967-02-01,1014.392,1017.9997,1010.90344,1013.8116,1020.5907,1016.02026,1024.4493,1022.3082,1018.96826,1020.8628
1967-03-01,1014.28033,1016.6537,1010.0639,1014.25494,1020.9085,1015.7112,1021.095,1023.4038,1016.58765,1019.36743
1967-04-01,1014.61554,1020.1532,1010.3795,1025.4268,1019.3565,1015.7743,1025.0066,1027.6804,1013.3356,1021.7771
1967-05-01,1013.0541,1018.6433,1010.15533,1019.40436,1016.59784,1016.2981,1024.5415,1023.3908,1012.6368,1020.9296
1967-06-01,1011.40405,1017.24646,1010.7525,1014.8811,1015.2062,1015.0175,1022.3488,1020.1387,1011.9439,1017.94745
1967-07-01,1011.8466,1018.6331,1010.5508,1024.6693,1018.197,1014.4283,1022.68915,1025.2969,1015.4543,1018.48944
1967-08-01,1010.97595,1019.6315,1011.1022,1022.04486,1016.98236,1013.90155,1020.8251,1021.3925,1015.0262,1017.06146
1967-09-01,1011.1777,1017.7,1012.00635,1016.91345,1015.96655,1013.4176,1018.3697,1018.7252,1012.5186,1015.6241
1967-10-01,1011.59705,1018.0642,1011.62463,1016.65076,1018.40454,1013.83545,1020.9369,1017.5643,1016.7234,1018.17523
1967-11-01,1012.61646,1018.8007,1010.6183,1019.51904,1019.7759,1014.3267,1021.08044,1025.1053,1017.64923,1017.433
1967-12-01,1012.85376,1013.07654,1010.336,1010.8047,1019.1301,1014.5887,1022.54767,1015.8214,1016.90985,1019.9225
1968-01-01,1013.25903,1009.34186,1009.163,1006.1718,1022.9768,1013.5832,1018.1244,1011.0178,1020.8043,1019.1434
1968-02-01,1013.8809,1006.9597,1010.92694,991.2117,1018.6396,1014.4705,1013.1367,999.1096,1019.0597,1017.6371
1968-03-01,1014.87915,1022.4244,1011.0078,1019.084,1021.1793,1016.6381,1022.1596,1019.0547,1018.2618,1021.092
1968-04-01,1014.5457,1019.29297,1010.94055,1023.66595,1017.8618,1015.97186,1026.0782,1026.4453,1013.5997,1021.4233
1968-05-01,1013.29346,1018.74554,1011.2447,1018.2152,1015.33716,1015.5397,1020.28186,1018.27966,1011.1481,1019.70654
1968-06-01,1012.829,1020.0114,1012.02966,1017.3387,1015.00226,1016.681,1023.935,1022.23615,1011.51086,1019.37744
1968-07-01,1012.1055,1020.1881,1011.31555,1022.5153,1018.93445,1015.3057,1022.3242,1022.8309,1016.3404,1018.74335
1968-08-01,1011.664,1018.7198,1011.6311,1019.14984,1017.95764,1014.5572,1021.11346,1023.88635,1015.85095,1017.8911
1968-09-01,1011.03143,1015.8223,1011.68256,1018.4801,1015.6785,1013.66266,1019.88257,1019.32587,1013.78357,1016.3526
1968-10-01,1011.4135,1014.41907,1011.0472,1019.16846,1016.56726,1013.65125,1019.3066,1015.65344,1015.03375,1017.6464
1968-11-01,1013.2204,1016.82056,1010.9942,1011.2053,1018.36053,1015.6756,1021.9306,1016.05273,1016.5072,1020.71344
1968-12-01,1012.5463,1014.09344,1009.57513,1017.4746,1020.75635,1014.4763,1018.085,1014.2022,1018.20026,1019.58276
1969-01-01,1011.5871,1015.2017,1007.59686,1019.7654,1019.75415,1011.66705,1012.1506,1011.5634,1016.12085,1015.3321
1969-02-01,1012.59796,1019.85333,1008.38806,1019.68054,1017.5229,1014.9497,1020.7781,1022.5757,1015.0045,1018.9293
1969-03-01,1014.36,1022.19006,1010.4428,1019.6574,1017.2988,1016.6512,1022.6362,1021.1125,1015.7614,1022.05347
1969-04-01,1013.6025,1024.3652,1010.18634,1022.9139,1016.0852,1016.86896,1024.1425,1024.3035,1012.06384,1020.7325
1969-05-01,1012.9442,1019.4397,1010.2843,1016.2406,1015.5368,1016.0759,1021.3003,1017.91406,1012.14557,1019.142
1969-06-01,1012.41956,1018.58295,1010.7991,1013.93945,1013.0559,1015.55804,1020.5697,1019.5782,1010.20447,1017.3395
1969-07-01,1011.262,1020.84296,1010.7978,1023.9497,1015.5443,1014.9016,1024.2067,1028.1395,1013.5845,1018.193
1969-08-01,1009.729,1020.0698,1011.24774,1024.06,1014.0224,1013.776,1021.80505,1026.065,1011.47235,1015.6747
