,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8,sst_cluster9,sst_cluster10
1965-01-01,25.38498,16.372223,19.260712,23.639618,14.017639,13.485748,20.1409,23.387634,25.396454,26.532593
1965-02-01,25.997711,15.885254,19.026215,22.812347,13.632446,12.885498,19.590546,24.39206,24.851105,26.846436
1965-03-01,27.009613,15.8063965,18.046753,22.380737,13.490234,13.047638,19.584045,25.969757,25.057678,27.102417
1965-04-01,27.91272,15.3862915,19.297638,23.107208,13.685333,13.233276,20.139404,27.153809,25.319122,27.699677
1965-05-01,28.498505,16.109772,20.544556,24.102142,14.67926,14.126404,20.279602,27.229645,26.1958,27.874298
1965-06-01,28.48404,16.86023,23.238953,24.948883,16.353271,16.112762,20.80899,26.940247,26.775085,28.16571
1965-07-01,27.748566,18.715363,25.951813,25.20935,20.272614,19.05716,21.659729,26.311066,27.125366,27.629303
1965-08-01,27.24112,20.947205,26.344482,26.072052,22.631714,18.978302,23.206024,24.794708,27.438202,28.324371
1965-09-01,27.214691,20.707703,26.286102,26.600464,21.307465,19.781128,23.696991,24.747803,28.456085,28.219574
1965-10-01,27.78598,20.339478,24.619568,26.74466,20.005676,18.333649,23.221497,25.509216,28.14325,28.452606
1965-11-01,27.623322,19.634949,22.111786,24.96637,17.764832,15.790436,22.58432,25.572601,26.559052,28.28946
1965-12-01,27.528015,17.549286,21.242615,23.611176,15.943115,13.473267,20.726166,25.156952,25.486786,27.89029
1966-01-01,27.287994,15.591919,20.012054,22.524445,14.31958,11.926727,19.506256,25.523468,25.158356,27.7005
1966-02-01,27.235046,14.98526,18.672668,22.039825,12.798645,11.541443,19.373627,26.10141,24.548676,27.007599
1966-03-01,27.61377,15.205627,18.326721,21.819946,13.566193,11.102203,19.477997,26.453888,24.85025,27.549744
1966-04-01,27.768585,16.421997,18.862274,22.687347,13.377075,12.157196,19.796722,26.337921,25.084747,27.998047
1966-05-01,27.724731,16.390717,20.612152,23.472504,15.328186,13.401276,20.219818,25.129639,25.993988,28.351562
1966-06-01,28.107971,17.107819,23.32022,24.152802,17.001434,14.739685,20.548615,25.458435,26.893127,28.583527
1966-07-01,27.65915,18.48758,25.771576,25.22696,19.129028,17.16632,21.555695,25.55777,27.312714,28.224976
1966-08-01,26.377747,19.126526,26.006592,25.779144,22.522919,19.876404,21.757416,23.089752,27.682343,28.116058
1966-09-01,26.057007,20.5708,26.5961,26.469025,22.635376,19.746307,22.499237,23.330292,27.978882,28.079742
1966-10-01,26.061554,20.109375,24.82605,26.141754,20.496185,18.639374,22.388794,23.28894,27.897186,28.180603
1966-11-01,25.807892,18.564728,22.528473,25.21939,18.108856,16.400818,21.720093,22.81894,27.551239,27.866425
1966-12-01,25.946075,17.613129,21.285889,24.00354,16.1073,13.769409,21.343384,23.044373,26.402954,27.368683
1967-01-01,25.583069,16.836182,20.253296,23.14154,14.259918,12.401367,20.621399,23.591797,25.557526,26.75299
1967-02-01,25.99176,15.6987915,19.361816,22.965271,13.535736,12.0347595,20.024933,24.623505,25.48291,26.964355
1967-03-01,26.534637,15.694794,18.979706,22.38031,14.536377,11.660645,19.943787,25.43985,25.237518,27.011932
1967-04-01,27.598389,14.925537,19.433441,22.527039,14.915497,11.301544,19.1044,25.47992,25.169403,27.73413
1967-05-01,27.527771,15.621674,20.311401,23.288788,16.461548,12.718384,19.758484,25.580566,26.143005,28.338623
1967-06-01,27.735626,16.904297,23.225708,25.294098,17.470703,15.691772,20.948456,25.039185,27.409576,28.099731
1967-07-01,26.824615,18.577545,25.27658,25.854034,19.958313,18.859009,21.84793,23.876251,27.69757,28.15683
1967-08-01,25.768372,20.682495,26.072388,26.455017,23.79013,21.201874,22.916687,22.077301,28.341614,27.810242
1967-09-01,25.3497,22.056763,26.518616,26.722961,23.606812,19.900726,24.065582,22.13388,28.157318,27.750153
1967-10-01,25.142853,21.654602,25.990753,26.619781,20.766144,17.583405,23.608826,21.769806,27.842285,27.723114
1967-11-01,25.881073,20.26883,24.188782,25.08725,17.999084,15.919159,22.581146,22.447418,26.84665,27.446655
1967-12-01,25.551025,17.705109,21.701172,23.849731,15.834015,13.9739685,20.82022,22.269623,25.932648,27.065521
1968-01-01,25.441315,16.423096,19.66623,22.95935,15.036194,12.335114,20.049072,22.461304,25.183624,26.935547
1968-02-01,25.931976,16.2005,17.889587,22.483551,13.571655,11.77771,20.01297,24.27948,24.966003,26.757965
1968-03-01,25.622345,16.030853,17.617554,22.565643,12.715485,11.981964,20.01593,24.376434,24.697418,26.545288
1968-04-01,26.852936,15.790955,18.99704,22.884186,12.960297,12.479553,20.147491,25.417084,25.34784,27.178894
1968-05-01,27.305023,16.670868,20.325562,23.968872,14.441681,14.001953,20.646576,25.06839,26.103607,28.017761
1968-06-01,27.709595,19.008423,23.750732,25.651031,16.161926,15.77713,22.196167,24.547546,27.158112,28.584564
1968-07-01,27.07254,20.29837,25.373566,26.175323,20.366608,17.795135,22.925232,23.949585,27.564697,28.157715
1968-08-01,27.282745,21.12436,26.199554,26.702576,22.818878,20.125244,23.808105,23.906555,27.721985,28.302155
1968-09-01,26.660522,21.367706,27.033478,27.338165,21.764893,20.240479,24.074707,23.61966,27.946533,28.306091
1968-10-01,27.208557,20.392334,24.915558,26.978088,20.674255,18.393127,23.485138,24.12268,27.868866,28.4263
