,zgv50_cluster1,zgv50_cluster2,zgv50_cluster3,zgv50_cluster4,zgv50_cluster5,zgv50_cluster6,zgv50_cluster7,zgv50_cluster8,zgv50_cluster9,zgv50_cluster10
1965-01-01,0.10287497,0.073587224,-0.1741074,0.05165825,-0.040472984,0.16277495,0.02222333,-0.055337597,0.018543983,0.039442755
1965-02-01,-0.10890911,0.11788676,-0.1377553,0.23518476,-0.0172194,0.073440075,-0.14423093,-0.007947421,0.08771597,0.08109312
1965-03-01,0.05254128,0.09772382,-0.092572734,0.1983912,-0.03488035,-0.114501715,0.0017660618,-0.16645434,0.06299071,0.18426247
1965-04-01,-0.101550385,-0.010743737,0.012068272,-0.03958994,-0.092572734,-0.032084037,0.15600495,-0.03767667,0.072704196,-0.039001238
1965-05-01,0.11965287,0.11273565,-0.03414445,0.04930346,-0.005886984,-0.060930204,0.045476913,0.0019132614,0.0023548126,-0.05519042
1965-06-01,0.007800245,0.038265347,-0.016483545,-0.0076530697,0.0045624017,-0.015158987,0.015894841,-0.018838335,-0.016925072,-0.008388924
1965-07-01,0.0086833,0.03635211,0.034144472,-0.03223121,0.02060442,0.06166611,-0.015453314,0.02089877,0.036646463,0.0048567294
1965-08-01,-0.00014717579,0.005592632,0.029434895,-0.036646437,0.009566331,0.057545207,-0.009713531,0.0069171907,0.0086833,0.014570284
1965-09-01,0.07756095,0.026049877,0.0076530934,0.065051116,-0.06652286,-0.050186515,0.013245678,-0.04459388,-0.019427013,-0.041650392
1965-10-01,0.0086833,0.023842264,-0.04886191,0.02075162,0.23356588,0.15924278,-0.10272779,-0.0057397843,-0.006328511,-0.061813284
1965-11-01,-0.19235706,0.020751595,0.21605214,-0.24386811,-0.099342726,0.22282216,0.13863835,0.07108529,0.0195742,0.191474
1965-12-01,-0.167043,0.017513776,0.15497474,0.07579489,-0.13510613,0.045182563,-0.035174705,0.027668798,-0.0042680623,0.056367826
1966-01-01,-0.07638411,0.0069439886,-0.11558886,0.13381691,-0.20817563,0.07363544,-0.041085433,-0.03356271,0.022857357,0.22423363
1966-02-01,0.018083382,0.035298683,-0.09128475,0.26893574,-0.026329374,-0.19833827,-0.014466668,-0.1126955,-0.021410704,0.038626052
