,r800_cluster1,r800_cluster2,r800_cluster3,r800_cluster4,r800_cluster5,r800_cluster6,r800_cluster7,r800_cluster8,r800_cluster9,r800_cluster10
1965-01-01,42.79014,46.664074,75.07403,63.84699,53.691216,78.58432,64.64471,44.870434,32.450905,59.90753
1965-02-01,53.24731,37.95304,80.278046,60.533257,53.50939,76.38281,57.694553,12.763451,19.916718,42.089066
1965-03-01,56.439827,38.82775,75.291885,55.14087,72.38111,67.38021,55.106472,19.356514,24.01015,64.005875
1965-04-01,40.675446,42.626335,79.85871,58.97713,79.101944,66.97726,50.081,31.49266,23.91187,40.808125
1965-05-01,44.534637,42.329853,79.82267,71.84384,76.53843,78.11093,55.83048,17.666069,12.317909,60.99354
1965-06-01,54.079426,36.344498,82.20436,80.76454,80.99714,81.40501,56.20395,23.17967,18.77665,58.09751
1965-07-01,65.961685,52.644516,86.39281,75.17559,81.56062,83.36572,59.80761,54.38574,26.848852,60.63154
1965-08-01,64.74463,60.326866,68.09276,75.580185,63.177032,80.15192,65.070595,68.12552,40.63941,61.109844
1965-09-01,65.79296,31.76785,72.36473,79.16091,62.72985,84.59589,63.316265,55.399677,30.336214,71.43433
1965-10-01,57.45704,51.5929,80.736694,79.08392,66.63491,87.00051,67.752045,38.023476,22.219788,63.296608
1965-11-01,54.323494,68.84133,78.31241,64.76756,59.298183,85.34938,71.6309,32.786705,47.127636,38.33634
1965-12-01,39.71556,48.374176,82.12738,68.84461,66.02884,85.801476,67.055885,35.66636,34.598362,54.038475
1966-01-01,42.760334,33.289963,76.60841,64.412994,61.714207,85.523926,53.63755,25.582664,16.022007,55.398987
1966-02-01,51.253952,52.506493,85.70286,63.21955,72.506065,79.07081,45.734905,12.545105,33.229225,46.755978
1966-03-01,39.99096,45.618355,82.48862,64.75937,77.212524,81.918976,41.179474,18.83406,25.214947,50.172142
1966-04-01,43.78469,50.224674,74.031105,71.99553,73.51401,77.24371,57.30488,13.400375,19.505474,51.94671
1966-05-01,58.24059,29.959162,73.8571,78.305824,55.740437,81.22623,45.836685,39.95484,19.653217,57.36562
1966-06-01,56.424984,35.082584,80.30857,80.49736,64.37688,89.27498,57.18997,38.433083,17.806423,54.89994
1966-07-01,64.92189,37.97508,79.341675,77.92005,69.323006,85.40245,58.255363,52.75437,22.558846,44.2509
1966-08-01,68.78949,26.881168,71.23711,77.007324,53.056427,78.299255,70.21275,66.20233,36.377808,53.020313
1966-09-01,65.667175,36.318707,70.383484,80.34469,49.216732,82.088066,64.26196,60.082462,26.554491,59.10407
1966-10-01,49.651756,32.09324,63.199852,78.13017,46.122322,87.63994,75.65793,33.715134,23.033266,64.11915
1966-11-01,50.503746,45.75789,63.600403,64.29972,49.04765,87.854996,68.11807,41.524208,55.110065,49.105103
1966-12-01,50.35272,42.694668,74.026184,58.61159,58.53115,86.07058,64.31286,22.796875,19.35773,48.171036
1967-01-01,46.147713,44.676525,79.46815,64.523186,63.502983,81.6707,60.460957,21.211857,19.107265,55.439327
1967-02-01,43.609028,25.632174,73.06992,56.11158,59.15192,82.56254,57.35812,30.78555,30.09134,45.759224
1967-03-01,46.667946,46.27608,79.27052,56.868286,74.471855,75.367065,60.460957,20.564941,29.85149,49.120487
1967-04-01,35.052162,30.184238,70.87243,63.633045,58.977943,79.101616,55.72816,27.35841,24.652508,39.31877
1967-05-01,40.137974,29.142076,72.81487,69.31679,59.39515,70.52448,61.263268,20.330158,22.321583,60.221107
1967-06-01,69.538055,26.218283,78.23512,80.290726,71.831825,82.385185,58.881668,41.595646,15.803429,69.593796
1967-07-01,61.62642,22.292866,72.06323,74.23876,57.3615,81.696045,60.884914,53.040836,25.160921,52.643906
1967-08-01,68.0787,38.65834,74.066475,75.6559,64.34415,76.85177,66.62271,59.40528,27.409082,47.223656
1967-09-01,65.778175,47.183117,75.69137,79.71475,63.594196,78.944534,71.82001,47.750645,29.349833,53.91916
1967-10-01,43.27459,44.3708,68.90972,79.56105,40.85414,88.472626,68.747574,48.179672,22.181389,55.92409
1967-11-01,42.12095,40.56024,65.58393,71.16802,46.618965,88.44728,70.40624,53.45804,44.509308,30.51023
1967-12-01,46.291283,26.86351,64.6752,68.47394,49.98023,81.25519,52.907402,47.50742,23.710003,62.055447
1968-01-01,48.02919,46.88317,72.98572,62.87595,51.78595,86.659096,51.536465,41.53132,33.093903,61.04264
1968-02-01,59.519978,57.839577,65.94381,47.174503,52.685703,74.84479,54.824833,34.280163,42.0995,67.608116
