,ssta30_cluster1,ssta30_cluster2,ssta30_cluster3,ssta30_cluster4,ssta30_cluster5,ssta30_cluster6,ssta30_cluster7,ssta30_cluster8,ssta30_cluster9,ssta30_cluster10
1965-01-01,-0.03970337,-9.05246,-6.163971,-1.7850647,-11.407043,-11.938934,-5.283783,-2.0370483,-0.02822876,1.1079102
1965-02-01,0.31518555,-9.797272,-6.656311,-2.8701782,-12.050079,-12.797028,-6.09198,-1.2904663,-0.8314209,1.1639099
1965-03-01,1.2303772,-9.972839,-7.732483,-3.3984985,-12.289001,-12.731598,-6.1951904,0.19052124,-0.7215576,1.3231812
1965-04-01,1.7680359,-10.758392,-6.847046,-3.0374756,-12.459351,-12.911407,-6.0052795,1.0091248,-0.8255615,1.5549927
1965-05-01,2.455597,-9.933136,-5.498352,-1.9407654,-11.363647,-11.916504,-5.7633057,1.1867371,0.15289307,1.8313904
1965-06-01,2.7434692,-8.880341,-2.5016174,-0.791687,-9.387299,-9.627808,-4.9315796,1.1996765,1.0345154,2.4251404
1965-07-01,2.2778625,-6.7553406,0.48110962,-0.26135254,-5.1980896,-6.4135437,-3.8109741,0.84036255,1.6546631,2.1585999
1965-08-01,1.8512573,-4.4426575,0.95462036,0.68218994,-2.7581482,-6.41156,-2.183838,-0.5951538,2.0483398,2.9345093
1965-09-01,1.7442322,-4.7627563,0.8156433,1.1300049,-4.1629944,-5.689331,-1.773468,-0.72265625,2.9856262,2.749115
1965-10-01,2.1217346,-5.324768,-1.0446777,1.0804138,-5.6585693,-7.330597,-2.442749,-0.1550293,2.479004,2.7883606
1965-11-01,1.8338318,-6.154541,-3.6777039,-0.8231201,-8.024658,-9.999054,-3.2051697,-0.21688843,0.76956177,2.4999695
1965-12-01,1.7515259,-8.227203,-4.5338745,-2.1653137,-9.833374,-12.303223,-5.0503235,-0.61953735,-0.28970337,2.1138
1966-01-01,1.4447327,-10.251343,-5.8312073,-3.3188171,-11.523682,-13.916534,-6.3370056,-0.3197937,-0.684906,1.8572388
1966-02-01,1.2421265,-11.00766,-7.3202515,-3.9530945,-13.194275,-14.451477,-6.619293,0.10848999,-1.4442444,1.014679
1966-03-01,1.5495605,-10.858582,-7.737488,-4.2442627,-12.498016,-14.962006,-6.586212,0.38967896,-1.2139587,1.4855347
1966-04-01,1.4917297,-9.854858,-7.4145813,-3.589508,-12.89978,-14.119659,-6.480133,0.061065674,-1.1921082,1.7211914
1966-05-01,1.6066284,-9.727386,-5.505951,-2.6455994,-10.789917,-12.716827,-5.898285,-0.98846436,-0.12411499,2.2334595
1966-06-01,2.198944,-8.8012085,-2.5888062,-1.7562256,-8.907593,-11.169342,-5.3604126,-0.45059204,0.98410034,2.6744995
1966-07-01,1.9959717,-7.175598,0.10839844,-0.43621826,-6.534149,-8.496857,-4.107483,-0.105407715,1.6495361,2.561798
1966-08-01,0.9694824,-6.2817383,0.59832764,0.37088013,-2.8853455,-5.5318604,-3.6508484,-2.318512,2.2740784,2.7077942
