,abs_vo850_cluster1,abs_vo850_cluster2,abs_vo850_cluster3,abs_vo850_cluster4,abs_vo850_cluster5,abs_vo850_cluster6,abs_vo850_cluster7,abs_vo850_cluster8,abs_vo850_cluster9,abs_vo850_cluster10
1965-01-01,-9.768299e-05,4.7547135e-05,9.2564325e-05,2.2093427e-05,-3.5866165e-06,5.829185e-05,9.090422e-05,-6.798446e-05,8.316517e-05,1.5182166e-05
1965-02-01,-0.00012761867,3.9551724e-05,8.9450514e-05,3.8479087e-05,-1.4778402e-06,5.8821293e-05,0.00010234547,-5.142865e-06,6.598087e-05,1.6932005e-05
1965-03-01,-0.00010930371,4.0143972e-05,9.336297e-05,3.7124086e-05,4.9472014e-06,5.999682e-05,0.00011629032,4.0334955e-05,7.4667245e-05,1.6510246e-05
1965-04-01,-7.5114585e-05,4.7170248e-05,8.907363e-05,2.7639067e-05,6.320153e-06,6.0965962e-05,0.00010326974,-2.8527873e-05,7.3805786e-05,1.3979712e-05
1965-05-01,-9.814246e-06,4.8211175e-05,7.5550524e-05,2.705579e-05,6.688069e-06,5.8641817e-05,9.848685e-05,0.00022301795,7.47839e-05,1.747939e-05
1965-06-01,1.5616724e-05,4.9907172e-05,8.3061364e-05,3.211686e-05,6.3650236e-06,5.762781e-05,0.00010538749,0.000389773,6.437461e-05,1.6142338e-05
1965-07-01,-1.4570212e-05,5.1648032e-05,8.66418e-05,3.2027117e-05,3.412731e-06,5.846235e-05,8.773657e-05,0.00037094654,7.169701e-05,8.452022e-06
1965-08-01,-3.1781434e-05,5.00328e-05,8.5304746e-05,3.654978e-05,1.6539211e-06,6.11903e-05,0.000117429954,0.00033773552,6.507455e-05,1.25977895e-05
1965-09-01,-3.7578327e-05,5.0221246e-05,8.276523e-05,3.675617e-05,1.3577969e-06,5.9898113e-05,0.000116173665,0.0002505667,8.46817e-05,1.06774605e-05
1965-10-01,-5.998522e-05,5.1935185e-05,8.9217196e-05,3.8425245e-05,1.9859376e-06,5.8408506e-05,9.464618e-05,6.7452944e-05,6.668081e-05,2.0081708e-05
1965-11-01,-5.373964e-05,5.1701874e-05,8.297163e-05,4.1278825e-05,4.1036924e-06,5.7816258e-05,8.489196e-05,4.736983e-06,8.294981e-05,1.3243887e-05
1965-12-01,-8.662761e-05,4.6129313e-05,8.013599e-05,3.1327185e-05,-6.899654e-08,5.8444406e-05,0.00010280312,8.2313105e-05,7.481082e-05,2.2701985e-05
1966-01-01,-7.659973e-05,4.3478394e-05,9.286215e-05,3.185689e-05,1.6503013e-06,5.7665617e-05,9.3709416e-05,0.00017150605,7.282679e-05,2.4065223e-05
1966-02-01,-0.000117928466,3.870437e-05,8.997818e-05,3.926233e-05,4.7705266e-06,6.122577e-05,0.00010404771,7.0086506e-05,7.234613e-05,2.1613036e-05
1966-03-01,-6.2562794e-05,4.613425e-05,8.201061e-05,3.394247e-05,1.1467198e-05,6.1991566e-05,8.574185e-05,9.0983056e-05,7.510789e-05,1.704268e-05
