,zgu850_cluster1,zgu850_cluster2,zgu850_cluster3,zgu850_cluster4,zgu850_cluster5,zgu850_cluster6,zgu850_cluster7,zgu850_cluster8,zgu850_cluster9,zgu850_cluster10
1965-01-01,-0.28710327,-0.54389876,0.043994524,0.15903091,0.34706536,-0.34608802,-0.8675011,0.8590282,-0.037802506,-0.1287239
1965-02-01,-0.076256946,-0.69347954,0.0368248,0.22453347,0.097113416,-0.47024918,-0.46699065,0.9809086,-0.019879151,0.105586246
1965-03-01,0.18607941,-0.6201557,-0.015316391,-0.068761066,0.16945915,-0.44124603,-0.09874268,0.9659176,0.085381314,-0.44874114
1965-04-01,0.061592102,-0.50902975,-0.06224365,0.120902635,0.15935707,-0.48295897,-0.9805824,0.792548,0.07560501,0.1697853
1965-05-01,0.164571,-0.71824646,-0.017271806,0.2998127,0.07723427,-0.44091988,-0.37443963,0.1482769,0.15349083,-0.28417015
1965-06-01,0.22942162,-0.67914087,-0.089292146,0.034217454,0.15935707,-0.114710614,-0.120902635,-0.04008331,0.23170319,-0.083100125
1965-07-01,0.15349121,-0.7381252,-0.085055545,0.23105125,0.15055808,-0.13915253,-0.1958557,0.18347244,0.09678726,0.14892845
1965-08-01,0.14827652,-0.7029301,-0.11764412,0.005540085,0.2857998,-0.10004654,-0.4764412,0.006191635,0.19096756,0.09124756
1965-09-01,0.44450456,-0.22648887,0.07397537,0.16066055,0.09613571,-0.29101372,0.14012985,0.09450607,0.108193204,-0.14762497
1965-10-01,-0.3161068,-0.33696327,0.0029327392,0.052467346,0.14860268,-0.25516623,-0.82350695,0.019226838,0.09678765,0.12937546
1965-11-01,-0.1971592,-0.2554924,0.006843567,0.1613121,0.22225228,-0.07495308,-1.3677315,0.19552994,0.12970123,0.4340763
1965-12-01,-0.20823936,-0.35879746,-0.076256946,0.12285805,0.17565116,-0.024440765,-1.3152645,0.65111464,0.043668367,0.09548378
1966-01-01,-0.1027359,-0.05776863,-0.0022975921,0.22057076,0.24682884,-0.09190445,-1.0322831,0.78282815,0.08172913,-0.17429009
1966-02-01,0.008205796,-0.63610995,0.027243042,0.14573403,0.2494545,-0.1506569,-0.7647759,0.94694364,0.103392795,0.0328228
1966-03-01,-0.3246193,-0.29704818,-0.035777282,0.108644105,0.20941086,-0.25962982,-1.0486946,0.85799295,0.1122551,-0.050875854
