,zgv250_cluster1,zgv250_cluster2,zgv250_cluster3,zgv250_cluster4,zgv250_cluster5,zgv250_cluster6,zgv250_cluster7
1965-01-01,0.8980586,0.049744964,2.086051,0.34173912,1.5644648,-0.45771274,0.30347386
1965-02-01,-0.02325363,-0.15924278,-1.110137,1.3501787,-0.5732447,-0.46698475,1.4664465
1965-03-01,0.4671316,-0.06755309,0.8010706,0.20368938,-0.581192,-0.38662732,-0.1373138
1965-04-01,1.099982,0.0862442,1.1064577,0.8399248,-0.15350285,-0.41665095,0.17557916
1965-05-01,1.2705573,0.045329668,0.35910565,1.3831456,0.47949427,-1.0193304,0.1527671
1965-06-01,-0.44402543,0.3402674,0.25946862,0.80268955,-0.6079777,-0.46566004,0.19162115
1965-07-01,-0.24784184,0.32834625,0.13554764,-1.2415638,0.13069096,0.17293,-0.096399285
1965-08-01,-0.058722496,0.005886984,-0.37691385,-0.6649343,-0.14982358,0.16792612,-0.32599145
1965-09-01,0.9795933,0.13569483,-0.012656975,-0.06843605,0.26255932,-0.09551625,0.21914282
1965-10-01,-0.042533495,0.13348722,-0.3566037,-0.17852268,-0.8390417,-0.036940765,0.3176025
1965-11-01,-0.39354455,0.14320078,0.2075161,-0.8252071,0.11155824,-0.22576566,0.44726324
1965-12-01,0.27595216,0.0213403,0.6702326,0.40708464,0.93146724,-0.6952522,0.030023575
1966-01-01,0.35790595,-0.031826712,-0.06510015,0.71986234,-0.4280693,0.046727467,-0.112695456
1966-02-01,1.2568657,0.123979494,-0.49707526,0.79451025,0.29512042,0.11312942,0.8483265
1966-03-01,0.24246159,-0.09215279,-0.12470283,0.228863,-0.33374634,-0.1471262,0.38828588
1966-04-01,-0.45743656,0.098228835,-0.76109236,0.8270605,-0.16173764,-0.46655053,0.007378006
1966-05-01,-0.33229962,0.13482952,1.6651157,-0.75067633,0.11038084,-0.5035853,-0.18531828
1966-06-01,-0.1484282,0.06669142,1.0054348,-0.22553559,-0.21005626,0.244487,-0.06423209
1966-07-01,1.0232286,-0.06466611,1.0478222,-1.4686581,-0.66329765,0.06842742,-0.036745407
1966-08-01,1.578026,-0.10936818,0.48506814,-0.8259031,0.6106386,0.52051145,-0.35125113
1966-09-01,0.5339653,0.23146701,0.18690959,-0.73027825,-0.3402565,0.16332889,-0.08217077
1966-10-01,-0.30293235,0.015190005,0.12875357,0.16202697,0.8089771,-0.39349386,-0.21873632
1966-11-01,0.59038544,0.14105019,0.84586716,-0.64492494,0.8280729,0.24535504,0.41143256
1966-12-01,0.08159218,0.21728961,-0.343005,0.56072885,0.5751953,0.020831967,0.33504844
1967-01-01,-0.3022484,-0.12889275,-0.35270652,0.08609505,-0.38751096,-0.45695305,0.8113249
1967-02-01,-0.31057492,-0.18717757,-0.2489595,0.5811831,0.09858465,0.15686941,-0.2955874
1967-03-01,1.2349724,-0.40166578,0.54404736,-0.1395506,0.20299777,-0.28975886,-0.14687777
1967-04-01,-0.5568701,-0.10441313,1.5375538,0.21781883,-0.5245635,0.4872612,0.23014183
1967-05-01,0.22098279,-0.040632855,0.81715345,0.2884268,0.053289033,-0.55087495,0.08776033
1967-06-01,0.12139902,-0.015154064,0.93339,-0.023646927,-0.32356414,-0.177519,-0.1736888
1967-07-01,-0.19716927,-0.1262283,1.147878,-1.5838486,0.22731085,0.19350564,-0.13488777
1967-08-01,-0.24462977,-0.35637015,0.020149898,-1.3943398,-0.07626988,0.13705263,-0.18684453
1967-09-01,0.30924267,0.24163227,0.7030816,-0.80616254,-0.049458884,0.049625397,-0.23846824
1967-10-01,0.23730259,0.15020832,-1.170526,0.53322315,-0.30158243,-0.3212327,-0.2236472
1967-11-01,0.6039974,-0.29941756,0.7032482,-0.28309765,-0.36569566,-0.68359774,0.35920113
1967-12-01,2.0512931,0.3094092,-0.11973362,2.0066636,1.3958385,-0.19716921,0.52173257
1968-01-01,0.92979586,0.08465562,0.50198776,0.37132376,0.82574576,-0.07715263,0.20314512
1968-02-01,0.43672666,0.038080834,0.6513384,-0.5472884,0.19592533,0.14581147,0.33423385
1968-03-01,0.60533,0.016421413,-0.38434774,1.535409,0.5914566,-0.64553434,0.51656896
1968-04-01,-0.32375813,0.28468627,0.4398411,1.8242006,0.5450233,-0.44253078,-0.081258036
1968-05-01,-0.22593698,-0.15671197,0.35985705,0.22395507,-0.37542912,-0.13123035,-0.35405293
1968-06-01,-0.08026707,0.1490674,0.20739213,-0.03468331,0.013731766,-0.25255114,-0.1636486
1968-07-01,0.46093407,-0.055210173,0.48047,-0.6725732,-0.19040422,-0.14057362,-0.19337717
1968-08-01,0.4927861,-0.08592968,0.18828078,0.0363821,-0.088336274,0.54205066,-0.081399605
1968-09-01,-0.38406458,-0.095414475,-0.18389225,0.6401548,0.04501748,-0.8307007,-0.06653533
1968-10-01,0.432055,0.030436372,-0.0022650242,-0.3563179,0.3144148,-0.23528028,-0.04954759
1968-11-01,0.39595598,-0.19210309,0.034541704,0.6204774,0.5175599,0.059881784,0.3425862
1968-12-01,0.4497505,-0.30039993,0.1594017,0.9864217,0.081541166,-0.52874345,0.13845015
1969-01-01,1.28975,-0.101296425,-0.4843754,-0.4840726,0.37732524,0.5843092,-0.26134166
1969-02-01,-0.42895764,0.29525852,0.7809968,0.31327686,0.5582658,-0.2778459,-0.36112392
1969-03-01,0.567502,-0.15928821,-0.41926712,0.60883826,-0.32675284,-0.14278403,0.10629308
1969-04-01,0.024377728,-0.3341721,0.14535804,0.20683241,-0.11325817,0.39034697,-0.100842096
1969-05-01,0.23772106,-0.10417326,-0.18760271,0.35325035,-0.045575906,-0.64457214,-0.009993374
1969-06-01,-0.15610857,-0.043304585,0.42426386,0.062534235,0.4241124,-0.0021197796,0.013475895
1969-07-01,0.6326103,-0.22560783,-0.20456114,-1.0941222,-0.685757,-0.10826148,0.011356091
1969-08-01,0.28420535,-0.08146107,0.6044473,-0.6840914,-0.4392539,0.0184726,-0.07873561
1969-09-01,0.30237502,-0.15943964,0.47150517,-0.5968765,0.03573389,0.7516223,-0.1892683
1969-10-01,0.08903198,0.0569319,-0.37096587,1.2697632,-0.11522655,-0.12915668,0.016049957
1969-11-01,-0.06571396,-0.22106536,2.4919822,0.028465938,0.40775967,-0.38610736,-0.2958642
