,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,w_cluster7
1965-01-01,0.007221899926662445,0.005024271576028121,0.00394900075413964,-0.02488225650090676,-0.009081908006300318,0.039819884522442235,68.4011459350586
1965-02-01,0.013494335114955902,0.018195935377949165,-0.0004417523741722107,0.03325116469875559,0.007289737720597298,0.02900179080601798,7.107442617416382
1965-03-01,-0.004290491032103698,0.016519891980447267,-0.000709904357790947,-0.022540701093611778,0.0230942317780028,0.015970448996022082,49.68418478965759
1965-04-01,-0.04812184969584147,0.020508650494249245,-0.0010050121186809106,-0.008107667377629838,0.025877275286202737,0.0400806009246592,47.53039479255676
1965-05-01,-0.04618045190970103,-0.013042838361702468,-0.003616377033970573,-0.0033570586570671624,0.04454930015700929,0.028929664965784342,34.250444173812866
1965-06-01,-0.0637948711713155,-0.07420828467921207,-0.005526063794439489,-0.008506122250835616,0.04871853012987908,0.019275654401434097,0.08924007415771484
1965-07-01,-0.07111607491970062,-0.052515856529537004,-0.012726520219902423,0.021512496781039548,0.02288890685489837,0.019886142067741933,-8.142441511154175
1965-08-01,-0.035628954569498696,-0.07461366684813249,-0.010257982225580648,0.017103154889561913,0.02450691337915177,0.03343018899230581,-6.818652153015137
1965-09-01,-0.030708834528923035,-0.06395574855177026,-0.013384243642741983,-0.031991975454540994,0.03686389152673965,0.03500267324086867,16.169118881225586
1965-10-01,-0.031937758127848305,-0.04000197115697359,0.0025366287339817395,0.04110072146762501,-8.611964307071523e-05,0.03346245768561698,6.681936979293823
1965-11-01,-0.03709488113721212,-0.0029393185028120093,-0.010003925555131653,0.001595077080676308,0.011357121129936362,0.050107825939592565,74.23738241195679
1965-12-01,-0.049270614981651306,-0.003077911556159195,-0.013702628287402067,0.002982808494722688,0.04567950171359042,0.04848599303186986,61.577308177948
1966-01-01,-0.06690385440985362,0.0004674126945534035,0.011962465941905975,-0.007894407812651102,0.02824489344307717,0.029299840159518156,39.129990339279175
1966-02-01,-0.05862358709176382,0.0017893215102192603,0.000441940501332283,0.044203181932498885,-0.0038073061311498604,0.021584811538719297,4.55324649810791
1966-03-01,-0.07078928252061208,0.006582726675428843,0.014811218520414761,0.009187805018835253,0.0046429462096792586,0.03196644155602706,46.132874488830566
1966-04-01,-0.05734608074029287,-4.98837547830159e-06,9.670244021849199e-05,0.024036874438261056,0.0030347804955028475,0.037516397015567415,17.291566729545593
