,zgu600_cluster1,zgu600_cluster2,zgu600_cluster3,zgu600_cluster4,zgu600_cluster5,zgu600_cluster6,zgu600_cluster7
1965-01-01,0.00586586,0.024767304,-0.26038074,0.00032577515,-0.57225096,-0.16717835,0.10167541
1965-02-01,0.0736496,-0.3519539,0.22583695,-0.17988738,0.06550255,-0.8023245,-0.20856515
1965-03-01,-0.0084728245,-0.18575363,-0.22290382,0.13915214,-0.78440076,-0.64655226,0.32197267
1965-04-01,0.15446892,0.1169918,-0.11014843,-0.08375206,0.028026199,-0.16196403,0.37737274
1965-05-01,0.3324009,-0.04334221,-0.13687095,-0.0026069642,-0.31024057,0.015316391,0.22877006
1965-06-01,-0.59050065,0.2196453,-0.24147949,-0.014990616,-0.12774658,-0.44971886,0.44548264
1965-07-01,-0.15120964,0.0941803,0.039431762,0.029655457,0.283844,-0.014012909,-0.1319828
1965-08-01,-0.13393822,0.0909214,0.08603287,0.06289558,0.3073078,-0.28612557,-0.03324013
1965-09-01,0.08147087,0.0909214,0.6168968,0.10102387,-0.4624279,-0.48621768,0.03258858
1965-10-01,-0.175325,0.13328628,-0.43570575,-0.0039108275,-0.09743919,0.1785839,-0.46405792
1965-11-01,0.28482208,0.06387329,-0.23072529,-0.08896599,0.15544625,0.3324009,0.10330506
1965-12-01,0.0661541,0.015316391,-0.0638731,-0.19096756,0.13393822,-0.03324013,0.12513924
1966-01-01,-0.05547104,-0.048906326,-0.48709315,0.022647858,-0.5589756,-0.40306664,0.06794357
1966-02-01,0.019037247,0.06334839,0.0055801393,-0.3075512,0.054486085,-0.11126976,-0.16444321
1966-03-01,0.116521455,0.1250557,-0.4345762,-0.021334838,0.092232704,-0.08074494,-0.015755082
1966-04-01,0.11225472,0.03708992,0.1027359,-0.15656586,-0.17593117,-0.5143364,-0.200877
1966-05-01,0.023960877,0.0032829284,-0.46181947,-0.025273133,-0.21794471,0.05415802,0.4385151
1966-06-01,-0.12932244,0.14048234,-0.48742142,0.12866668,-0.078775406,-0.24354629,0.489719
1966-07-01,-0.032494735,0.06663056,0.36236572,-0.0154273985,0.13424607,-0.36564827,-0.14409295
1966-08-01,-0.25405008,-0.086653136,0.26291198,0.019037629,0.05612755,-0.051203918,0.019365693
1966-09-01,0.017724227,0.019037629,-0.2402645,0.015098572,-0.20120506,0.01706772,0.26980513
1966-10-01,0.15919152,0.011159897,-0.17494659,0.20776978,-0.3151005,-0.015755082,0.13457413
1966-11-01,0.098797224,0.050219346,-0.30623835,0.1250557,-0.015755082,0.30033034,0.32888642
1966-12-01,0.11750641,-0.02986908,-0.28621635,0.1673973,-0.25470656,-0.28227806,0.03347931
1967-01-01,-0.071186826,-0.11396408,-0.17829303,-0.24490814,-0.13780136,-0.32785034,0.08130951
1967-02-01,0.12865868,-0.1969059,-0.1381279,-0.09469795,-0.6903145,-0.31152287,0.22858086
1967-03-01,0.43136483,-0.041797638,0.122780606,-0.061390303,-0.19429359,-0.36736184,-0.07575836
1967-04-01,-0.12343331,-0.24654083,0.030368615,0.088819884,0.25078583,-0.5499004,0.64753705
1967-05-01,0.27266425,0.0483284,-0.26939887,0.064655684,-0.107759856,-0.033634186,0.5374916
1967-06-01,0.06334992,0.11722908,0.03657303,0.022531891,-0.52704203,-0.38760775,0.2687458
1967-07-01,-0.21062088,0.05845108,0.09828949,0.04375763,0.25339812,-0.008163452,-0.024817277
1967-08-01,-0.029062271,0.09143219,-0.43495673,-0.06498184,0.51267433,-0.040164948,-0.09567718
1967-09-01,0.008816528,-0.10220833,-0.60182077,0.026123047,-0.28833848,-0.0075105666,0.17600746
1967-10-01,0.063676074,0.0071838377,-0.33993244,0.0346138,-0.044083405,-0.11298428,-0.09241219
1967-11-01,0.13420983,-0.071186446,-0.032328032,0.07216644,0.027103042,-0.787298,0.44312057
1967-12-01,-0.11494331,-0.03624611,0.11102524,0.17731324,-0.622393,-0.5505533,0.3448307
1968-01-01,-0.19181976,0.17686844,0.0145870205,0.004740524,-0.4160965,-0.37671128,0.15936394
