,ssta20_cluster1,ssta20_cluster2,ssta20_cluster3,ssta20_cluster4,ssta20_cluster5,ssta20_cluster6,ssta20_cluster7
1965-01-01,-5.353424,-1.7159729,0.013916016,-0.025482178,-1.1551514,-2.0837097,-12.041016
1965-02-01,-5.8945007,-2.2850037,-0.068115234,0.03717041,-1.9297485,-1.5400696,-13.396393
1965-03-01,-6.820587,-2.646759,0.050628662,-0.25326538,-2.2376099,-0.2003479,-13.976715
1965-04-01,-6.6779785,-2.8644104,0.882782,0.63082886,-2.6239014,0.26556396,-13.728821
1965-05-01,-5.3673706,-2.4913635,1.0587463,1.1894836,-1.6281433,0.24795532,-12.494049
1965-06-01,-2.8266296,-1.4924011,1.408081,1.4754333,-0.5059509,0.76638794,-10.6059265
1965-07-01,-1.1412659,-0.47613525,1.3635254,2.4283142,0.4604187,0.4449463,-5.638397
1965-08-01,-0.41567993,0.04336548,1.5247803,2.3969727,0.98791504,-0.5718384,-2.9254456
1965-09-01,-0.072143555,0.7651367,1.0265808,2.0933533,1.5395203,-0.47628784,-4.544342
1965-10-01,-1.0792542,0.64364624,0.93356323,2.413971,1.1740417,-0.3642578,-8.751801
1965-11-01,-3.702362,-0.06643677,0.8306885,1.9588623,-0.5204773,-1.0408936,-10.442352
1965-12-01,-4.685211,-1.1959839,0.7484741,1.7209473,-1.5756836,-1.3367004,-11.647247
1966-01-01,-5.4910583,-2.307434,0.68151855,1.1454468,-2.4249573,-0.9423218,-12.857269
1966-02-01,-6.682373,-2.6999512,-0.10134888,0.763031,-2.8961487,-0.8356018,-14.295685
1966-03-01,-7.2276,-2.8271484,0.24398804,0.70391846,-2.8664856,-0.7756653,-14.355804
1966-04-01,-6.7650146,-2.671173,0.6410217,0.7524719,-2.918274,-0.5334778,-14.035431
1966-05-01,-5.1760864,-1.8654175,1.1336365,1.1714478,-1.7766418,-0.99346924,-13.134857
1966-06-01,-2.5281982,-1.1696167,1.3029175,1.6282043,-0.73794556,-0.64920044,-11.187408
1966-07-01,-1.2070618,-0.7108154,1.2599487,2.6759949,0.16714478,-0.6599121,-6.475403
1966-08-01,-0.6636658,0.4543457,1.3217468,1.8451843,0.9778137,-1.7927856,-3.5406494
1966-09-01,-0.044281006,1.1226807,1.2366333,1.5326538,1.2789917,-1.224823,-4.575836
1966-10-01,-0.93344116,0.7816467,0.8900757,1.2496338,0.8451843,-1.6011353,-7.835724
1966-11-01,-3.0018616,-0.09057617,0.3340454,0.82522583,0.22210693,-2.3139954,-10.212738
1966-12-01,-4.3430176,-1.2269897,0.057434082,0.85220337,-0.85684204,-2.7202148,-11.575592
1967-01-01,-5.208679,-1.7379761,-0.083740234,0.021942139,-1.4524841,-1.9723511,-12.9574585
1967-02-01,-5.6217346,-2.0162964,-0.03955078,-0.3861084,-1.447876,-0.87142944,-13.5798645
1967-03-01,-6.113312,-1.8577881,0.047851562,-0.3713379,-2.1713257,-0.8135681,-13.54303
1967-04-01,-6.5054626,-2.4167175,0.48754883,0.3413086,-2.5905151,-0.7840271,-13.106323
1967-05-01,-5.3378296,-1.9792786,1.0527039,0.8123169,-1.6642761,-0.6816406,-12.4600525
1967-06-01,-2.135315,-1.2894287,1.0494385,1.2552795,-0.078430176,-0.97491455,-9.717316
1967-07-01,-0.5939026,-0.35049438,1.3202515,1.9042053,0.83895874,-1.399231,-5.944214
1967-08-01,0.23522949,1.0780945,1.0811157,1.2168274,1.758728,-2.642517,-1.9498901
1967-09-01,0.2420044,1.229126,0.68322754,0.92562866,1.3327942,-2.4974976,-3.3078308
1967-10-01,0.24905396,0.6386719,0.73535156,0.3952942,1.1229858,-2.6652527,-6.641815
1967-11-01,-2.1830444,-0.041534424,0.57299805,0.84143066,-0.008972168,-2.7755432,-9.033844
1967-12-01,-4.055664,-1.0947876,0.18484497,0.28549194,-0.99108887,-3.0915527,-10.647522
1968-01-01,-5.663574,-1.5612793,0.19656372,-0.25549316,-1.7487183,-2.8383484,-12.027252
1968-02-01,-6.6200256,-1.4325562,-0.078308105,-0.42010498,-1.8440857,-1.2268066,-13.374939
1968-03-01,-6.635315,-1.6451721,-0.506073,-1.0130615,-2.0334473,-1.0402527,-14.401672
1968-04-01,-6.2147217,-1.9852905,0.14053345,-0.44903564,-2.2098389,-0.7918091,-13.870789
1968-05-01,-4.6067505,-1.6282043,0.70288086,0.51641846,-1.6321716,-0.914978,-13.445465
1968-06-01,-1.536377,-1.3538513,1.0796204,0.79818726,-0.107940674,-0.9507446,-11.877197
1968-07-01,-0.87942505,-0.55792236,1.1470032,1.4867859,0.54159546,-0.87841797,-7.898926
1968-08-01,0.062438965,-0.025604248,1.331604,1.4433899,1.0185242,-0.7660217,-3.6065674
1968-09-01,0.6690979,0.27737427,1.1696472,1.3699646,1.1335449,-1.4161987,-4.1172485
1968-10-01,-0.5921936,0.45291138,0.5760803,1.5004883,0.8287964,-1.8401184,-8.084076
1968-11-01,-2.0517578,-0.121276855,0.5019226,1.447113,0.42080688,-1.8153381,-11.0047
1968-12-01,-4.4801636,-1.2993164,0.47384644,1.5422058,-0.95162964,-1.5708618,-13.212524
