,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7
1965-01-01,21.165253,24.802704,26.532593,26.493195,25.363525,24.434967,14.477661
1965-02-01,20.928253,24.53775,26.754639,26.859924,24.893005,25.282684,13.426361
1965-03-01,20.192291,24.36612,27.063507,26.759613,24.775269,26.81253,13.036163
1965-04-01,20.856903,24.670471,28.417664,28.16571,24.91098,27.800446,13.806061
1965-05-01,22.07837,24.954376,28.504486,28.635223,25.817596,27.693695,14.951691
1965-06-01,24.167511,25.50174,28.402222,28.469574,26.48819,27.760529,16.388214
1965-07-01,25.41043,26.075562,27.915222,28.980011,27.012115,26.996643,20.9133
1965-08-01,26.028137,26.487183,27.968597,28.84079,27.431732,25.871979,23.518372
1965-09-01,26.524109,27.36139,27.622833,28.689606,28.135773,26.119965,22.05191
1965-10-01,25.805115,27.528015,27.817932,29.29834,28.05841,26.520111,18.132568
1965-11-01,23.381165,27.01709,27.914215,29.042389,26.56305,26.042633,16.641174
1965-12-01,22.32486,25.814087,27.758545,28.731018,25.434387,25.67337,15.3628235
1966-01-01,21.551147,24.734772,27.723724,28.187653,24.617249,26.099884,14.184937
1966-02-01,20.533997,24.516418,27.11502,27.9794,24.32022,26.380768,12.920685
1966-03-01,20.147217,24.547668,27.618805,28.078735,24.508331,26.599152,13.019012
1966-04-01,20.922821,25.016663,28.328857,28.440308,24.769562,27.154358,13.652405
1966-05-01,22.347443,25.658112,28.657166,28.694977,25.746887,26.53006,14.388672
1966-06-01,24.697937,26.056519,28.529053,28.85434,26.48819,26.576935,16.038727
1966-07-01,25.643494,26.13974,28.110504,29.52655,27.0177,26.190643,20.375153
1966-08-01,25.822021,26.940033,27.807434,28.330872,27.463501,24.692902,22.945038
1966-09-01,26.41455,27.581512,27.695465,27.991486,27.737823,25.234009,21.882996
1966-10-01,25.804382,27.51947,27.6279,27.987457,27.583008,25.136688,18.9021
