,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7
1965-01-01,1455.4530116489957,3592.19251360212,2268.0497233072915,1219.5798869305345,4208.6029052734375,4066.9091796875,1877.0147252965855
1965-02-01,1452.6308768136162,3632.1988786969864,2267.4911838107637,1218.4699295227786,4249.833424886068,4084.82080078125,1885.2930139612267
1965-03-01,1451.8757847377233,3610.735866001674,2266.051703559028,1219.7659044380646,4230.2988688151045,4087.014404296875,1883.62799750434
1965-04-01,1450.043204171317,3638.832310267857,2266.040581597222,1219.8304252164908,4257.452392578125,4085.971923828125,1885.768410011574
1965-05-01,1449.1164725167412,3647.0302036830353,2271.899685329861,1219.0522343279367,4256.224060058594,4104.99658203125,1886.6201895254628
1965-06-01,1449.3445696149554,3637.6255580357138,2267.8138563368057,1219.8860922204442,4263.44960530599,4099.64306640625,1890.7023111979165
1965-07-01,1451.3352748325894,3653.5509381975444,2265.7149251302085,1218.9584460890435,4267.431640625,4094.376953125,1887.4761510778355
1965-08-01,1450.5293491908483,3641.2564958844864,2261.5486653645835,1218.9332231268825,4260.671742757162,4084.487548828125,1885.7781304253472
1965-09-01,1449.0685163225448,3622.561645507812,2261.513671875,1218.896852056664,4239.837137858073,4092.949462890625,1880.067048249421
1965-10-01,1452.0894513811386,3647.9843139648433,2264.4136555989585,1219.341835113893,4234.576670328776,4065.633056640625,1884.012405960648
1965-11-01,1453.3578491210938,3649.1169520786825,2258.435736762153,1219.183143707643,4261.598968505859,4061.10595703125,1884.0502703631364
1965-12-01,1454.3653651646207,3641.8890816824774,2265.5045572916665,1218.592529296875,4265.23920694987,4084.192626953125,1888.5980676721642
1966-01-01,1455.27095249721,3606.039428710937,2269.0962727864585,1218.491652155497,4224.712880452475,4073.610107421875,1885.4669641565392
1966-02-01,1455.2707781110491,3652.3969377790177,2267.125786675347,1218.8718497035013,4249.077860514323,4077.153564453125,1885.2675826461225
1966-03-01,1453.7908063616073,3624.5014735630575,2267.8470865885415,1218.7405138130646,4231.592305501303,4070.426025390625,1884.9378797743054
1966-04-01,1450.248020717076,3634.6134730747763,2263.6946614583335,1219.233766119164,4247.062174479167,4080.351806640625,1886.747685185185
1966-05-01,1449.8272705078125,3645.098658970424,2266.892768012153,1220.1626035391566,4256.545766194662,4098.529296875,1885.5759232132523
1966-06-01,1450.1756504603795,3631.823294503348,2267.749294704861,1220.243934723268,4252.03119913737,4088.310546875,1889.210001627604
1966-07-01,1449.4471522739957,3647.0249720982138,2265.1725260416665,1218.894175334149,4276.0691324869795,4101.81787109375,1887.0346634476273
1966-08-01,1450.7954624720983,3650.7574898856024,2263.4080674913193,1219.5882406579442,4269.571940104167,4100.1962890625,1886.8177625868054
1966-09-01,1449.346923828125,3630.594090053013,2261.378851996528,1219.4729062735316,4235.496775309245,4076.0712890625,1882.819620768229
1966-10-01,1450.7539585658483,3636.168779645647,2266.541748046875,1219.6859998588102,4246.034495035808,4087.311279296875,1883.3733452690972
1966-11-01,1455.293448311942,3633.5111345563614,2264.441460503472,1219.3851480139306,4252.719879150391,4076.687744140625,1880.0281665943285
1966-12-01,1455.1280430385045,3611.478533063616,2268.387451171875,1219.595844314759,4228.089904785156,4070.66552734375,1885.0720440899884
1967-01-01,1456.0092163085938,3623.0246407645086,2269.1480848524307,1219.8907544239457,4236.501312255859,4075.520751953125,1885.9090169270833
1967-02-01,1455.3403581891741,3622.042846679687,2274.453125,1220.08591985128,4249.172465006511,4101.541015625,1886.1935085720486
1967-03-01,1453.5813249860491,3627.174595424107,2265.486518012153,1219.48434852692,4256.59154256185,4089.37841796875,1883.6772777416086
1967-04-01,1450.811985560826,3656.8749564034597,2269.8282877604165,1219.7997605657001,4281.2774658203125,4106.38671875,1886.640534577546
1967-05-01,1449.756556919643,3641.550554547991,2271.126980251736,1219.459699148155,4255.269877115886,4099.71826171875,1886.4683928313077
1967-06-01,1448.0930873325894,3624.6366228376114,2263.9112684461807,1219.2122199736446,4243.187459309896,4092.628173828125,1883.5271764684605
1967-07-01,1452.350289481027,3652.721732003348,2265.906982421875,1219.3420263083583,4274.208068847656,4097.47216796875,1885.2861192491318
1967-08-01,1451.996547154018,3645.4956054687495,2263.0712890625,1219.3909279696911,4256.9407145182295,4082.274658203125,1885.8697961877892
1967-09-01,1449.6597290039062,3633.473423549107,2258.7870279947915,1219.5283232539532,4239.284769694011,4072.98876953125,1883.186735930266
1967-10-01,1451.9752284458707,3632.1132114955353,2266.148139105903,1219.5766219173568,4237.098693847656,4075.979248046875,1884.1965286820023
1967-11-01,1453.5719081333707,3637.8930228097097,2263.3683268229165,1219.2099697618598,4265.502166748047,4086.259765625,1885.9920925564236
1967-12-01,1454.080766950335,3614.6309988839284,2269.220513237847,1219.517719314759,4224.3255615234375,4088.291748046875,1877.7739348234952
1968-01-01,1458.2762363978795,3596.488080705915,2264.8392740885415,1218.5954266283884,4210.176086425781,4068.163818359375,1871.6395625361688
1968-02-01,1453.8521030970983,3549.706813267299,2258.1053331163193,1219.4552722609185,4150.741831461589,4027.2744140625,1868.002884476273
1968-03-01,1454.547555106027,3643.4916904994416,2268.356391059028,1220.4444535956325,4241.777801513672,4071.327880859375,1890.6717936197915
1968-04-01,1450.9344046456474,3653.991481236049,2273.5498046875,1220.1500141189758,4271.057637532553,4112.6708984375,1886.8291784215855
1968-05-01,1447.5248064313616,3636.931719098772,2265.400390625,1219.9547457407755,4241.169484456381,4076.967041015625,1885.129349320023
1968-06-01,1447.804914202009,3634.3113490513388,2267.625732421875,1220.8261365775602,4253.323109944662,4092.512451171875,1888.6088053385415
1968-07-01,1453.5093906947545,3651.1293683733256,2265.9632703993057,1220.1140107304216,4259.242757161459,4091.001220703125,1887.7735279224535
1968-08-01,1452.3762730189733,3636.8024553571427,2264.247097439236,1220.0369005318146,4263.205973307292,4089.704345703125,1884.918325918692
1968-09-01,1449.6695382254466,3636.3444737025666,2261.9761827256943,1219.1914091914532,4244.182840983073,4084.719970703125,1881.3256157769097
1968-10-01,1450.1089041573662,3637.9217965262274,2263.132866753472,1219.100238846009,4234.766133626303,4069.87646484375,1879.6183268229165
1968-11-01,1452.346670968192,3616.8195452008927,2269.5316569010415,1220.0244287697665,4222.5351969401045,4072.226318359375,1883.4234167028355
1968-12-01,1454.6994018554688,3632.6293945312495,2264.3359375,1218.8034756212348,4226.075490315756,4060.980712890625,1877.445023148148
1969-01-01,1452.6617867606028,3638.189043317522,2253.3399793836807,1216.957934276167,4226.265462239584,4055.129150390625,1876.7210783781827
1969-02-01,1450.7266671316966,3639.6305629185263,2261.2550184461807,1217.7814529602786,4255.385589599609,4063.348388671875,1887.5024866174767
1969-03-01,1451.048583984375,3641.712951660156,2271.4845106336807,1219.6664539015435,4250.769551595053,4084.73291015625,1890.9297236689813
1969-04-01,1448.285609654018,3652.9894147600444,2270.1695421006943,1219.4219014730797,4263.296000162761,4084.479736328125,1894.6318449797452
1969-05-01,1447.6236397879466,3632.7763148716513,2264.4125705295137,1218.8417733433735,4236.290486653646,4075.0615234375,1887.0472095630785
1969-06-01,1444.9444144112724,3625.393676757812,2261.716851128472,1219.0067006306474,4239.694468180339,4082.122314453125,1885.712687174479
1969-07-01,1449.725080217634,3652.9527936662944,2266.8954806857637,1219.2153673286896,4279.705810546875,4108.0888671875,1889.3771701388887
1969-08-01,1447.3976353236608,3648.0712890624995,2261.844753689236,1218.6371070218372,4275.243631998698,4093.954345703125,1887.0133011429398
1969-09-01,1448.7489100864957,3638.6417933872763,2260.34423828125,1218.292736375188,4253.974914550781,4081.463134765625,1885.622829861111
1969-10-01,1448.5426112583707,3621.2062290736603,2262.363823784722,1218.889395472515,4220.733896891276,4067.400390625,1882.1391918041086
1969-11-01,1453.8034057617188,3625.7908412388388,2265.2610948350693,1218.96775578878,4233.077239990234,4078.0419921875,1882.6621726707174
1969-12-01,1452.1963500976562,3609.7050258091513,2265.909695095486,1219.4450654179216,4208.303578694662,4056.19140625,1885.821646231192
1970-01-01,1455.3548322405136,3588.8558523995534,2262.2456868489585,1220.2529649849396,4187.644195556641,4042.4658203125,1875.357507776331
1970-02-01,1456.7337036132812,3595.609174455915,2262.8219943576387,1219.569356527673,4211.790466308594,4054.714111328125,1883.729044596354
1970-03-01,1449.5478602818082,3611.325291224888,2269.522162543403,1219.5539874341114,4243.539174397787,4093.986572265625,1888.3444326895253
1970-04-01,1448.303658621652,3660.215105329241,2275.7101779513887,1219.8449118740587,4285.728963216146,4116.9833984375,1893.616626880787
1970-05-01,1451.0947527204241,3645.4197474888388,2271.6224500868057,1220.2662750611821,4260.439300537109,4101.39453125,1887.8239384403935
1970-06-01,1450.0487409319198,3636.6001674107138,2266.898464626736,1220.1080542874622,4259.306081136068,4094.29150390625,1888.8840286820023
1970-07-01,1451.2007795061386,3662.1198381696427,2264.9613444010415,1220.4976939006024,4273.952738444011,4092.938720703125,1890.6801576967591
1970-08-01,1448.524867466518,3653.663635253906,2263.3458116319443,1219.3603368552333,4267.033386230469,4093.34130859375,1887.955277054398
1970-09-01,1449.5276314871653,3634.0539114815847,2261.6849772135415,1219.2383400790661,4246.370951334636,4085.77734375,1884.7412109374998
