,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7
1965-01-01,41.0483963635503,24.888763835723385,35.87233357959324,42.416043435373616,26.259514222662133,67.02025201585558,33.04902897324673
1965-02-01,40.117528487224966,24.714434210629385,36.13100714153714,42.94448975593813,25.624374021966773,70.0983100467258,30.77084740927053
1965-03-01,39.63892021957709,24.537764768549465,36.58915360768636,43.28114294236706,25.531270130571112,73.70081477695041,30.722227761911792
1965-04-01,41.44538957245496,24.887082920992437,38.08053864373101,44.66944356118479,25.74540333575513,75.94133483039009,32.47784459313681
1965-05-01,43.64970070975168,25.18977710907472,38.709494802686905,45.47307106756395,26.814630807164203,75.94056129455566,35.18891445426054
1965-06-01,48.168373107910156,25.601571638953875,39.01423745685154,45.49500865321006,27.946007969867754,75.03655751546225,39.913128697594935
1965-07-01,51.99161840944874,26.41208465086585,38.96136946148343,45.74742471018145,29.10160386418722,73.1849193572998,49.15264040924782
1965-08-01,53.677220247229755,27.417512373490766,39.01391161812676,45.59902068107359,30.185828151473082,70.0107839372423,53.11251795569132
1965-09-01,53.47618570133132,27.808402566348803,38.930231995052765,45.76683967344223,30.604045362357635,69.84039942423503,50.94310849211937
1965-10-01,50.84778921944755,27.755069222679747,38.81254063712226,46.50837375271705,30.177996532026544,71.76444795396593,43.92480628435002
1965-11-01,46.739936361507496,27.247378915388953,38.30395142237346,46.35733942831716,28.308188197124437,70.98802460564508,38.87912838958031
1965-12-01,43.84408678327288,26.207690315450574,37.63416210810344,45.910899869857296,26.376312899302288,70.29340002271864,35.01788516377294
1966-01-01,42.18527735496054,25.019843565588964,37.2777435514662,45.41905926119897,25.279895368828832,71.85824182298448,32.666184181390804
1966-02-01,40.23300871557119,24.621041445808615,36.763087908426925,45.155882066295995,24.80977989104857,73.50154452853732,30.317617017169333
1966-03-01,39.72797004544005,24.743271893995967,36.981288592020675,45.37112328314012,24.724197387695312,73.21790059407553,30.16953135645667
1966-04-01,40.71815646424586,25.21557323435411,37.922660509745285,45.59905452112998,25.40285271334361,72.82455762227377,31.220409482024436
1966-05-01,43.536427556251994,25.814519464013408,38.62560987472534,45.72532407699093,26.392169171069042,70.60681978861491,34.26647629848746
1966-06-01,48.47411720120177,26.234030086088943,38.8716008928087,46.10282836421843,27.695848855627588,71.03469636705186,38.430165135583216
1966-07-01,52.772564790686786,26.827131873146097,39.076313707563614,46.63250523228799,29.08637035323913,70.47050264146593,47.128180570380636
1966-08-01,53.339537795709106,27.383700284090907,38.87308571073744,44.81426362068422,29.764524712620013,66.78938865661621,52.17150754706804
1966-09-01,53.919834993323505,27.582039042590136,38.75115712483724,44.54541360178301,30.15467172645661,66.5329138437907,50.882512469624366
1966-10-01,51.36345454624721,27.554794556316843,38.43226300345527,44.42689649520382,29.851318267454584,66.63237147861057,44.89860978237418
1966-11-01,47.440707926847494,27.021238765614555,37.56085501776801,44.16946903351815,28.765398048492802,66.06498294406467,39.56210557804551
1966-12-01,44.39604622977121,26.0947365174319,36.429948276943634,44.05598486623457,27.062707923981083,65.77447255452475,34.96276278828466
1967-01-01,42.52191271100725,25.109536890040104,35.949157343970406,42.641353607177734,26.00947230695242,67.72664388020834,31.911357613497003
1967-02-01,41.50082335180166,24.76262485279756,36.09071572621664,42.48094251078944,25.68096482610128,70.78083356221518,30.497440071993097
