,mgu500_cluster1,mgu500_cluster2,mgu500_cluster3,mgu500_cluster4,mgu500_cluster5,mgu500_cluster6,mgu500_cluster7
1965-01-01,1.0470626,1.2289054,-0.14273682,-0.30404893,0.9427799,0.8635904,-0.5126141
1965-02-01,-0.34576225,-0.758004,-0.28873253,-0.3874752,0.29981232,-0.27863044,1.2135891
1965-03-01,1.080303,0.38910446,-1.5411017,-1.0027424,1.788773,-0.32686082,-0.6634983
1965-04-01,0.51163656,-0.16620044,-0.2695055,-0.7114029,1.2031606,0.7026043,0.45656222
1965-05-01,0.20921707,0.119925305,-0.18607941,0.003584671,1.2504141,0.9189905,0.8218775
1965-06-01,-0.14762536,-0.21312752,0.49925327,0.23170319,0.7912445,0.78733367,1.9800663
1965-07-01,1.8021343,-0.39268914,1.5811856,0.0912468,-0.20595817,0.28612557,1.3664284
1965-08-01,0.96005213,-0.88477325,0.87434465,0.26331407,0.41191635,0.1244875,1.3726199
1965-09-01,1.1327698,-0.089292146,1.1252747,0.21703835,0.6139637,-0.3356598,-0.012057686
1965-10-01,0.1515358,0.571925,0.23985024,0.19618149,0.3236019,1.3370988,1.7920316
1965-11-01,0.8795589,0.40344334,0.2046547,-0.4699238,1.6242018,0.11536255,0.71922433
1965-12-01,0.73845136,0.038780212,-0.2176899,-0.50446737,0.70651495,0.8208998,1.0529286
1966-01-01,0.9997883,1.1517589,-0.8195902,-0.05415802,-0.11619339,1.1914746,-0.067287065
1966-02-01,1.4527457,-0.61017954,-1.6972768,0.05842514,0.11225434,-0.19529685,0.3997839
1966-03-01,0.70536613,1.1990238,-0.19989204,-0.24682884,0.30197144,1.2643416,0.04496727
1966-04-01,-0.7135719,0.7414713,-0.10601826,-0.18971673,0.2924528,-1.2416939,-0.0997818
1966-05-01,1.2554795,-0.17724419,0.06269188,0.19234276,0.676482,0.24748535,1.4182816
1966-06-01,0.30033034,0.09518699,0.5668529,0.3022999,0.5944244,2.0586581,1.2945389
1966-07-01,1.2761581,-0.88589287,1.1688267,0.39551696,-0.24485931,0.124399185,1.4993541
1966-08-01,1.1048222,-0.16214561,0.6206829,0.16706924,0.5510982,0.7503338,1.9391826
1966-09-01,0.35120583,0.13424568,0.40963095,0.25798875,0.8425663,1.2009933,1.628677
1966-10-01,0.5366562,0.5678379,0.22680683,0.036105346,0.90919685,1.3391781,0.85110056
1966-11-01,0.31936797,0.52483976,0.15229873,-0.48807794,1.2709064,1.1428969,0.73786086
1966-12-01,0.2799801,1.5174068,-1.096288,-0.6482544,0.5560215,0.787752,0.1316204
1967-01-01,-0.31935996,0.92150724,-0.07183971,-0.046042632,0.44671232,0.97473395,0.3869545
1967-02-01,0.1590271,0.88166887,-0.5433695,-0.048654936,1.4648768,1.5027561,0.3827099
1967-03-01,0.4708767,-0.44475308,0.28801194,-0.37519914,1.1419246,1.1079642,-1.046574
1967-04-01,0.061716843,-1.3156459,0.3911999,-0.08163605,1.5628399,0.5792891,0.99400026
1967-05-01,0.49471435,0.68900794,-0.31642112,0.09339142,1.2444594,0.9851837,0.38075048
1967-06-01,0.19429398,0.365403,0.5779831,0.16065979,0.89113885,0.44181442,0.14367943
1967-07-01,0.58451426,-0.066941455,1.1876408,0.009143067,0.61227,0.21813163,0.4218952
1967-08-01,0.29617578,-0.17012978,0.7611744,-0.009796143,0.66255796,0.25797004,1.8678324
1967-09-01,-0.022858048,0.56198233,0.20637588,0.2860527,0.37617874,1.3734443,2.917998
1967-10-01,-0.03983841,0.5296547,0.34581012,0.053553008,0.58157504,1.8051357,2.173804
1967-11-01,-0.2220501,0.09567757,-0.015020942,-0.8620766,1.7502763,0.43658942,2.4667144
1967-12-01,1.0034701,-0.122780606,-0.7389692,-0.15870056,0.81374776,1.4100174,0.19462033
1968-01-01,0.7169552,0.44016513,-0.73081285,0.15717545,1.0827262,0.89309424,-1.2457371
1968-02-01,2.09507,1.6020267,-0.811042,0.07621765,0.78259695,-0.3329502,-2.5789962
1968-03-01,0.6637127,0.68923986,-1.2767346,-0.3690529,0.53571093,0.13602486,0.2607437
1968-04-01,0.04558487,-0.7618103,-1.3314365,-0.28736535,1.7307575,1.5039284,1.9021556
1968-05-01,0.17285728,0.8704842,-0.31982175,-0.008023071,0.71185,0.95654833,-0.66298294
1968-06-01,-0.66298294,0.5987999,1.0086972,0.17942123,0.10575638,2.4356785,0.7300838
1968-07-01,0.57473105,0.28080177,0.67538226,0.3103401,0.45402297,1.3022617,1.4368279
1968-08-01,0.8066658,-0.5882244,0.9095047,0.26621398,0.40697938,0.09846306,1.7063243
1968-09-01,0.40479165,-0.14441185,0.43031922,0.1345665,1.3576927,0.59041214,1.5648295
1968-10-01,-0.008386994,0.94852525,0.43505973,-0.22938156,1.1450863,1.4335457,0.9116928
1968-11-01,0.4788208,2.313147,-0.81724167,-0.35410118,1.075433,1.7712368,-0.63709104
1968-12-01,0.4080738,0.5667084,-0.47262153,-0.27824935,0.9175274,1.2705352,-0.24141617
1969-01-01,1.2406616,-0.76131517,0.37584764,0.3038624,0.835622,-0.119090274,-0.7181908
1969-02-01,0.039143752,0.3313961,-1.0847498,0.381155,0.45844764,0.6495228,1.4994094
1969-03-01,-0.2905937,0.26637727,-1.4858086,-0.23386765,0.38215026,0.018245125,0.5682495
1969-04-01,0.1207489,-0.04146614,-0.74141157,-0.26869926,0.315473,1.4416888,2.5297556
1969-05-01,0.6037445,0.8624924,0.07364388,0.22391625,-0.17183495,0.5854994,0.89301074
1969-06-01,0.4929474,1.1086338,0.32044888,0.14264297,0.8196991,0.5486778,0.27931443
1969-07-01,0.69596446,0.011610413,1.5302601,0.13368607,0.189085,0.7324551,1.3912662
1969-08-01,0.60142213,-0.1778057,1.0456059,0.46674043,0.3081749,0.94310206,0.75368536
1969-09-01,0.5894802,-0.037485503,0.20036355,0.15325813,0.7785652,0.92518884,2.6090386
1969-10-01,-0.11179237,1.2366813,0.3841408,-0.3284107,1.2910843,1.4343907,0.81936723
1969-11-01,0.37783775,1.1242253,-0.8190357,-0.29921836,1.4068575,1.2506138,-0.4209625
1969-12-01,0.077292636,2.5529766,-0.48963013,-0.2866127,1.1481097,0.93978465,-0.3075115
1970-01-01,1.9312031,0.81501234,-0.30483896,-0.3733948,0.44727498,-0.21764717,-2.249687
1970-02-01,1.500235,1.3458188,0.004326439,-0.10948906,0.74878615,-0.8070253,-1.1131958
1970-03-01,0.15009002,0.7943794,-1.1062067,-0.043263245,0.33545607,1.022343,0.21431923
1970-04-01,-1.3797634,-0.1411045,-0.4835495,-0.11448097,1.9661465,1.4489845,1.4912493
1970-05-01,0.0515831,0.342445,0.24759865,0.013977051,0.09917259,1.7767868,1.4835953
1970-06-01,0.027954865,0.418322,-0.006655884,0.115479276,0.41366273,1.191735,1.7678015
1970-07-01,0.38604125,-0.118141554,1.0210117,0.3397827,-0.29552117,0.50850904,2.5495343
1970-08-01,0.60535204,0.34610596,0.63130987,0.59902954,0.6293133,0.21265526,1.1887401
1970-09-01,0.5357979,-0.09418068,1.0403137,0.23794708,0.42098427,0.01064949,1.4113789
1970-10-01,0.08918877,0.34311065,-1.20305,-0.23461953,1.6749518,-0.15608025,1.5271914
1970-11-01,-0.38404426,0.80136794,-0.6848898,-0.60868037,1.4989039,0.2376152,-0.21165696
1970-12-01,-1.365786,0.44794083,-0.07787399,0.103831865,2.1468534,1.5954139,1.7415106
1971-01-01,1.1451361,-0.1861744,-0.13391495,-0.16494408,1.4162319,0.8737133,-1.014814
1971-02-01,1.1108406,1.4874353,-0.97104627,-0.25411186,1.1369703,1.5684379,-2.0240753
1971-03-01,-0.18584785,1.5122589,-0.49123916,-0.14665337,1.3120397,1.4048,0.27044296
1971-04-01,-0.3540581,-0.3841072,-0.88024557,-0.189114,0.68917197,1.5984869,2.3562493
1971-05-01,-0.4876461,-0.40827712,-0.8668541,0.15841141,1.086344,1.8186299,1.9518917
1971-06-01,-0.11366425,0.25672454,1.0513954,0.17343597,0.27697563,2.2644687,1.7536323
1971-07-01,1.0513954,-0.0039196014,1.605346,0.23712769,0.2044651,0.45759696,0.6274403
1971-08-01,0.49940452,-0.53729284,-0.22928849,0.37430876,0.5902058,1.0360441,1.3545002
1971-09-01,0.6646751,-0.19172707,1.4368093,0.18748054,0.13587455,1.2127464,1.6997397
1971-10-01,-0.008165741,-0.2544384,0.19597301,-0.010778809,1.3061603,1.2186257,1.1235788
1971-11-01,-0.50822335,0.8720802,-0.3429529,-0.49287224,1.6131847,1.1892296,0.98541796
1971-12-01,-0.3916195,0.017964173,0.21883659,-0.1381611,1.5220575,0.7192211,1.8460661
1972-01-01,0.033569336,0.1715765,1.0463867,-0.01635437,0.9267424,1.8428688,0.5744082
1972-02-01,0.4432869,0.15407448,-0.07373772,-0.39852792,0.58731955,1.2090689,0.40397948
1972-03-01,1.430282,1.3407638,0.42119426,-0.13714638,0.0028692246,0.9301853,-1.6615372
1972-04-01,0.67683756,-0.38762513,-0.30757505,-0.17215042,1.3697422,0.76979864,1.0030625
1972-05-01,0.07890244,0.27802277,-0.2662592,-0.14948387,1.0426569,0.7388117,0.7284824
1972-06-01,0.9009201,-0.7812754,0.43267077,-0.068286136,0.6386776,0.40053615,1.5654199
1972-07-01,1.3436329,-1.0945889,1.5077496,-0.17358474,0.34257928,0.269989,1.0813907
1972-08-01,0.81627923,-0.3015499,0.6596222,-0.18420105,0.363237,0.2731453,1.4004427
1972-09-01,0.51788557,0.021805573,0.9709276,0.3170433,0.5933445,-0.13542481,0.3893467
1972-10-01,0.49894905,-0.017214965,0.41287383,0.061113358,1.2873974,0.011476517,0.16124745
1972-11-01,0.010042191,0.58617175,-1.991779,-0.8326336,1.4368813,1.747899,1.5355804
1972-12-01,1.0036361,0.81312335,-0.30441934,-0.43611413,1.028311,1.0426569,-0.93764514
1973-01-01,0.062755205,1.3108504,-0.7839619,-0.58932495,1.051547,0.54281616,-1.1961708
1973-02-01,0.7078274,1.203179,-1.3114872,-0.5491875,0.8040306,-1.2143284,0.08728371
1973-03-01,-1.3433425,0.2322258,-2.0123067,0.11690941,0.45935518,1.6851513,2.1151996
1973-04-01,-0.056702424,0.58709526,-1.3675528,-0.060206603,0.8658304,0.82027704,0.97159004
1973-05-01,0.45393983,-0.65335464,-0.50108564,0.024210358,1.1356455,1.9103693,2.5911195
1973-06-01,-0.029943848,0.54440916,0.61034966,0.035359573,0.63742673,2.1295345,2.1161551
1973-07-01,0.4067936,-0.36060295,0.7683525,-0.12232475,0.7607075,0.40360793,1.7160511
1973-08-01,0.69381106,0.07932015,0.89895976,0.27491227,0.5173317,0.5969704,0.6552658
1973-09-01,0.09174385,0.38672486,0.3727085,0.009556579,0.77185667,1.2668899,1.3465283
1973-10-01,0.43195954,0.2726822,0.51319087,-0.30135193,0.6782017,0.9231701,0.9005526
1973-11-01,-0.16947098,0.09142494,0.4020155,-0.3985111,1.401001,1.107613,0.7610258
1973-12-01,0.16915207,1.6851513,-0.705279,-0.43100396,1.1891626,2.2129955,0.3908661
1974-01-01,1.1389992,1.652124,-0.11603661,-0.37342072,1.814838,0.0032871247,-1.2783744
1974-02-01,-0.23042946,0.9651089,-1.0653665,-0.5545429,1.7954441,1.598872,1.2971112
1974-03-01,0.38591194,1.5281985,0.63705045,-0.50194854,1.0357825,0.46644744,-0.40037575
1974-04-01,-0.44935417,0.5542145,-0.87767065,0.015778352,1.2001404,1.8782806,1.1317673
1974-05-01,0.0976284,-0.060155105,0.77741206,0.26428717,0.46743354,1.6968292,2.012725
1974-06-01,0.11899529,-0.8638641,0.65874594,0.06475754,0.42437172,0.8382244,2.1261318
1974-07-01,1.030194,-0.71758574,0.88227236,0.299131,-0.111105725,0.9769424,2.1622906
1974-08-01,0.69128877,0.3997181,0.51805574,0.15186615,0.6396801,0.10124435,0.11012001
1974-09-01,0.63737947,0.3448227,0.34186402,0.06147003,1.0729275,-0.33397484,0.13378735
1974-10-01,-0.10551796,0.08941078,0.14529228,0.08119278,0.6942474,1.3194637,1.3704147
1974-11-01,-0.70805323,0.24785157,-0.6107534,0.15416756,1.4108467,1.488095,2.0245585
1974-12-01,-0.78267175,1.2287384,-1.1426151,-0.5144402,1.1580646,2.3056107,1.3464184
1975-01-01,-0.43861657,0.8097786,-0.13174286,0.2451187,0.9814247,2.1772494,0.35754395
1975-02-01,-0.1463112,1.1283696,-1.138187,-0.23055077,0.7974278,0.81041205,-0.026602173
1975-03-01,-0.4452675,0.25683632,-1.2354107,-0.19444808,1.0504634,0.9082693,1.7839193
1975-04-01,-0.029769134,-0.5538925,-1.4586776,-0.15106162,2.2573726,1.107151,1.0241783
1975-05-01,-0.43481636,0.45571786,-0.44463405,-0.3508934,1.1752398,1.7256485,1.6847951
1975-06-01,0.17893028,0.16942939,0.8582323,0.15929565,0.57701075,0.76069146,1.0206947
1975-07-01,0.3394924,0.088990405,-0.02058487,0.23593445,0.31162375,0.8233963,1.8216057
1975-08-01,0.65808374,-0.5982292,1.1875908,0.37116164,0.1887478,1.0241783,1.0808659
1975-09-01,0.49657136,0.3470932,0.69703674,0.44558412,0.412965,-0.33854216,0.31732425
1975-10-01,0.2954727,0.13554382,0.68151873,0.27678758,0.39998055,1.7791694,2.2554722
1975-11-01,-0.42309874,1.1077846,-0.8075617,-0.23656806,1.4393597,1.6790947,1.4444269
1975-12-01,0.16436271,0.85728186,-0.07505588,-0.2159832,0.7382061,1.1255194,-0.44653398
1976-01-01,-0.03330345,1.3984044,-0.18871918,-0.25566214,0.9059185,1.4532372,-0.25095254
1976-02-01,-0.2149578,0.549337,-0.20251103,0.19443779,1.1279408,1.3005129,1.401432
1976-03-01,-0.4440449,0.06088791,-0.853104,-0.25498924,1.4993236,1.3977315,1.6853516
1976-04-01,-1.0778179,0.19511032,-0.15642491,-0.21462174,0.38652056,1.1437515,2.5169263
1976-05-01,0.09856415,-0.3855114,-0.7222454,0.09351806,0.5977787,1.6210995,1.569967
1976-06-01,0.5644749,-0.40535927,0.77775115,0.19477463,0.7505032,1.3486176,1.7415298
1976-07-01,0.7175358,-1.1168396,0.45850945,0.38248366,0.23110504,1.6318642,2.1589992
1976-08-01,0.7434387,-0.7437744,0.9671429,0.36196366,0.017828751,0.88506204,1.3533272
1976-09-01,-0.2889656,-0.29703903,0.1927559,-0.0006729126,0.9281208,0.5839859,2.3578103
1976-10-01,0.15272446,0.51435167,-0.6243534,-0.11437531,1.2106947,0.29569322,0.892799
1976-11-01,0.20789376,1.332807,0.29098397,-0.21125755,0.31991404,0.6135891,0.31251335
1976-12-01,0.30511245,0.8682419,-0.09183655,-0.33875236,0.7928888,0.76732254,-0.13254051
