,abs_vo1000_cluster1,abs_vo1000_cluster2,abs_vo1000_cluster3,abs_vo1000_cluster4,abs_vo1000_cluster5,abs_vo1000_cluster6,abs_vo1000_cluster7
1970-01-01,6.819374e-05,1.538985e-05,8.664869e-05,5.3636508e-05,7.671015e-06,3.5823065e-05,-3.0743922e-05
1970-02-01,6.885009e-05,1.6532373e-05,8.8747365e-05,5.440629e-05,6.5041836e-06,3.2557553e-05,-3.253468e-05
1970-03-01,6.988727e-05,1.8185387e-05,9.065157e-05,5.4770928e-05,1.0255875e-05,3.5798756e-05,-3.2640022e-05
1970-04-01,7.0908245e-05,1.6613405e-05,8.840704e-05,5.348255e-05,5.8721503e-06,3.667388e-05,-5.1033832e-05
1970-05-01,7.1702336e-05,1.4352667e-05,8.644612e-05,5.5816214e-05,3.1495379e-06,3.475347e-05,-3.7145295e-05
1970-06-01,7.346069e-05,1.5770693e-05,8.88365e-05,5.635101e-05,1.4332682e-07,3.3967477e-05,-5.1447092e-05
1970-07-01,7.554317e-05,1.1694883e-05,8.72159e-05,5.5330034e-05,1.2048199e-06,3.656854e-05,-4.276878e-05
1970-08-01,7.646691e-05,1.0268752e-05,8.8966146e-05,5.588914e-05,-1.1207435e-06,3.7613827e-05,-3.720201e-05
1970-09-01,7.411704e-05,9.806881e-06,8.4809304e-05,5.723424e-05,-1.2341866e-06,3.816483e-05,-3.130303e-05
1970-10-01,7.10703e-05,1.1467997e-05,8.530359e-05,5.607551e-05,-7.236945e-07,3.797846e-05,-4.9196497e-06
1970-11-01,7.0178976e-05,8.761595e-06,8.8561e-05,5.5540713e-05,7.039989e-08,3.9493723e-05,-9.611289e-06
1970-12-01,6.9036454e-05,1.2164855e-05,8.851238e-05,5.3207048e-05,2.428374e-06,3.78083e-05,-6.7815155e-05
1971-01-01,7.0640315e-05,1.37802235e-05,8.8525536e-05,5.480759e-05,3.2765324e-06,3.1859006e-05,-4.6908444e-05
1971-02-01,7.191727e-05,1.5654201e-05,8.8003144e-05,5.4973432e-05,5.266598e-06,3.354227e-05,-4.855025e-05
1971-03-01,6.826053e-05,9.625961e-06,8.851724e-05,5.3207248e-05,1.0565151e-05,3.564842e-05,-4.691674e-05
1971-04-01,7.130367e-05,1.2121836e-05,8.9371315e-05,5.625039e-05,5.0427166e-06,3.6908797e-05,-3.810241e-05
1971-05-01,7.195873e-05,1.2892986e-05,8.82519e-05,5.565337e-05,2.8536429e-06,3.8053084e-05,-2.65932e-05
1971-06-01,7.316106e-05,1.1640903e-05,8.79368e-05,5.6316727e-05,1.9193021e-07,3.7464357e-05,-4.1643067e-05
1971-07-01,7.427218e-05,1.1052176e-05,9.074777e-05,5.527194e-05,-1.1679463e-06,3.9238832e-05,-5.117051e-05
1971-08-01,7.603837e-05,1.1640903e-05,8.879917e-05,5.6706445e-05,-1.8120636e-07,3.7895537e-05,-2.9155413e-05
1971-09-01,7.321911e-05,1.0347361e-05,8.7455875e-05,5.7900485e-05,-2.1629808e-06,4.0449457e-05,-3.2215128e-05
1971-10-01,7.287084e-05,9.1864895e-06,8.738954e-05,5.7427846e-05,-2.1215224e-06,4.0449457e-05,-9.453757e-06
1971-11-01,6.892388e-05,1.3423669e-05,8.7887056e-05,5.435983e-05,2.0327439e-06,3.9081286e-05,-1.8790484e-05
1971-12-01,6.83932e-05,1.3655845e-05,9.157697e-05,5.322383e-05,2.5053828e-06,3.594693e-05,-5.9910217e-05
1972-01-01,6.965294e-05,1.808389e-05,9.0687034e-05,5.2257896e-05,4.3419145e-06,3.603917e-05,-6.476304e-05
1972-02-01,7.055359e-05,1.2876109e-05,8.8609275e-05,5.3087217e-05,8.729288e-06,3.389007e-05,-3.0457686e-05
1972-03-01,7.162369e-05,1.3072298e-05,8.908189e-05,5.426432e-05,1.070004e-05,3.3426368e-05,-2.5062636e-05
1972-04-01,7.129374e-05,1.51678905e-05,8.870736e-05,5.312289e-05,1.0842721e-05,3.413976e-05,-4.4707736e-05
1972-05-01,7.200714e-05,1.6799779e-05,8.880546e-05,5.4790446e-05,2.2998224e-06,3.6681224e-05,-1.4763009e-05
1972-06-01,7.0250404e-05,1.579211e-05,9.099914e-05,5.5744615e-05,2.3622429e-06,3.7029007e-05,-2.8852552e-05
1972-07-01,7.3318e-05,1.7022714e-05,8.79583e-05,5.5815955e-05,3.4501732e-06,3.6253186e-05,-6.2141306e-05
1972-08-01,7.428108e-05,1.7495338e-05,8.8609275e-05,5.6243985e-05,9.5329005e-07,3.9401042e-05,-5.3063373e-05
1972-09-01,7.179312e-05,1.7067301e-05,8.88768e-05,5.6556102e-05,1.818285e-06,3.7902915e-05,-4.0035e-05
1972-10-01,7.30594e-05,1.7049468e-05,8.7646185e-05,5.646692e-05,-1.8712399e-08,3.6119425e-05,-1.9489253e-05
1972-11-01,6.74325e-05,2.1962973e-05,8.926916e-05,5.6074558e-05,1.3099866e-06,3.591433e-05,-4.5447876e-05
1972-12-01,6.7530586e-05,1.9697945e-05,8.851118e-05,5.3693602e-05,2.8170339e-06,3.3265853e-05,-4.360198e-05
1973-01-01,6.732927e-05,2.062138e-05,8.660661e-05,5.17857e-05,4.6718064e-06,3.6118887e-05,-4.7146543e-05
1973-02-01,6.649755e-05,1.73476e-05,8.815502e-05,5.61124e-05,6.6183798e-06,3.5543766e-05,-2.1230571e-05
1973-03-01,7.220455e-05,1.7312203e-05,8.903098e-05,5.3219086e-05,7.458942e-06,3.607465e-05,-4.920814e-05
1973-04-01,7.2390365e-05,1.6710539e-05,8.853549e-05,5.462593e-05,4.937248e-06,3.7808866e-05,-4.7792444e-05
1973-05-01,7.12932e-05,1.6029233e-05,8.667739e-05,5.54311e-05,8.1405005e-07,3.7127567e-05,-3.7227856e-05
1973-06-01,7.394762e-05,1.4587e-05,8.4606945e-05,5.7404217e-05,-2.3886832e-07,3.7269136e-05,-3.5971443e-05
1973-07-01,7.251424e-05,1.2914716e-05,8.7544504e-05,5.6935267e-05,-6.901232e-07,3.860519e-05,-4.187309e-05
1973-08-01,7.807967e-05,1.0658463e-05,8.679242e-05,5.857216e-05,-8.316915e-07,3.8136248e-05,-3.325508e-05
1973-09-01,7.202759e-05,8.296032e-06,8.727906e-05,5.5634602e-05,-2.070416e-06,3.90122e-05,-2.0053772e-05
1973-10-01,6.9461654e-05,9.039264e-06,8.793382e-05,5.6767156e-05,-1.7872794e-06,3.911838e-05,-2.800054e-06
1973-11-01,6.9497044e-05,8.986179e-06,8.7606444e-05,5.564345e-05,4.426829e-08,4.0604857e-05,-5.3773732e-05
1973-12-01,6.74266e-05,1.2613884e-05,8.995118e-05,5.3192536e-05,2.6279026e-06,3.5207537e-05,-2.110669e-05
1974-01-01,7.291442e-05,1.2332865e-05,9.039173e-05,5.4342872e-05,2.8254813e-06,3.0422692e-05,-7.217156e-05
1974-02-01,6.8448055e-05,1.4327787e-05,8.9834444e-05,5.2961772e-05,9.4240695e-06,3.589056e-05,-3.478493e-05
1974-03-01,7.328594e-05,1.1137527e-05,9.002828e-05,5.6143956e-05,1.1241305e-05,3.5624034e-05,-4.409727e-05
1974-04-01,7.130717e-05,1.2987068e-05,8.64988e-05,5.4657863e-05,7.1464688e-06,3.7174745e-05,-4.670602e-05
1974-05-01,7.1444476e-05,1.2340941e-05,8.703994e-05,5.5933964e-05,1.3393815e-06,3.6601305e-05,-2.5343372e-05
1974-06-01,7.549086e-05,1.2324788e-05,8.890563e-05,5.6959692e-05,7.497888e-07,3.7497804e-05,-3.4817236e-05
1974-07-01,7.302749e-05,1.0539858e-05,8.800913e-05,5.5392837e-05,4.3480532e-07,3.9549268e-05,-4.8466714e-05
1974-08-01,7.249443e-05,8.884148e-06,8.7879904e-05,5.7290836e-05,-1.7216503e-06,3.892737e-05,-4.596297e-05
1974-09-01,7.391592e-05,9.772579e-06,8.905909e-05,5.7460446e-05,-1.0189892e-06,3.9961174e-05,-3.326535e-06
1974-10-01,7.121833e-05,9.950265e-06,8.701571e-05,5.8413487e-05,-6.636169e-07,3.9807717e-05,-2.2653872e-05
1974-11-01,6.960301e-05,1.2058255e-05,8.686225e-05,5.649125e-05,3.520066e-06,3.6690144e-05,-1.492455e-05
1974-12-01,7.11618e-05,1.6686157e-05,8.934177e-05,5.7654284e-05,4.3761916e-06,3.660938e-05,-5.0292034e-05
1975-01-01,6.870496e-05,1.941553e-05,8.797545e-05,5.5037282e-05,4.3899213e-06,3.6001184e-05,-7.4298194e-05
1975-02-01,7.022916e-05,1.4993693e-05,8.846118e-05,5.505403e-05,7.15357e-06,3.5590823e-05,-4.981059e-05
1975-03-01,7.0932634e-05,1.578929e-05,8.877105e-05,5.6770845e-05,1.0059588e-05,3.4627734e-05,-3.8320515e-05
1975-04-01,7.132624e-05,1.5345431e-05,8.654338e-05,5.234063e-05,6.1988553e-06,3.6520414e-05,-4.4274926e-05
1975-05-01,7.39559e-05,1.3620243e-05,8.7799584e-05,5.4116066e-05,1.3834047e-06,3.785199e-05,-2.7860526e-05
1975-06-01,7.25992e-05,1.1911805e-05,8.6233515e-05,5.6971836e-05,4.2031525e-07,3.8253977e-05,-4.2558106e-05
1975-07-01,7.424901e-05,9.826508e-06,9.016125e-05,5.4894914e-05,-1.6231083e-06,3.627755e-05,-4.1921634e-05
1975-08-01,7.357904e-05,1.0354113e-05,8.793358e-05,5.631861e-05,-9.950077e-07,3.6989397e-05,-4.6745463e-05
1975-09-01,7.418201e-05,9.030911e-06,8.86873e-05,5.722308e-05,-1.5561113e-06,4.028065e-05,-1.37073e-05
1975-10-01,7.208834e-05,8.595427e-06,8.821832e-05,5.7717185e-05,-1.7152329e-06,3.884858e-05,-3.4468158e-05
1975-11-01,6.995279e-05,1.2992139e-05,8.5504915e-05,5.6360484e-05,-5.4277416e-07,3.90412e-05,-4.7340054e-05
1975-12-01,6.7691624e-05,1.4482837e-05,8.7648834e-05,5.486979e-05,2.8154768e-06,3.269318e-05,-2.8656123e-05
1976-01-01,6.622919e-05,1.4841156e-05,8.767692e-05,5.4303007e-05,3.5184944e-06,3.755482e-05,-5.3378342e-05
1976-02-01,6.953858e-05,1.1458629e-05,8.6963846e-05,5.5720015e-05,7.4221184e-06,3.8715843e-05,-3.7837e-05
