,mgv500_cluster1,mgv500_cluster2,mgv500_cluster3,mgv500_cluster4,mgv500_cluster5,mgv500_cluster6,mgv500_cluster7
1965-01-01,-0.808871,-0.44167057,0.575305,0.7731074,0.4001674,0.3273161,-0.32893497
1965-02-01,-1.1217638,-0.4615392,-0.028257513,-0.23489046,0.13937423,0.9948994,-0.22900347
1965-03-01,-0.5283564,-0.22149758,0.80298394,-0.12450962,0.20987079,0.33070105,-0.25343448
1965-04-01,-0.01412878,-0.3616077,-0.23150544,-0.11773968,0.025608372,0.7763454,-0.031053806
1965-05-01,0.38015166,-0.1250983,0.47713965,-0.29611492,-0.3539546,0.37514773,0.014717448
1965-06-01,0.3570453,-0.052541304,0.28463542,-0.1707224,0.012215471,0.60488707,-0.026344229
1965-07-01,-0.12583418,0.29685092,-0.3286406,-0.31554204,0.087274455,0.18632288,-0.1239209
1965-08-01,-0.21678801,0.15835974,-0.41017523,-0.06608133,0.03223119,0.5947321,0.20162901
1965-09-01,0.52673745,0.12524548,0.8842241,-1.0907102,-0.12966068,0.8748051,0.044152357
1965-10-01,-0.61857426,-0.07226267,0.066670045,0.48758906,-0.16792607,-0.5310055,0.25049096
1965-11-01,-0.37720814,0.08462532,-0.2838995,-0.03443885,-0.008094597,-0.40149194,0.43342882
1965-12-01,-0.48567575,-0.34335804,-0.22076169,-0.12598138,0.33143696,0.23636226,0.20766318
1966-01-01,-0.7333163,-0.35081705,0.80564976,0.07493744,0.13222551,0.75848836,0.15985684
1966-02-01,-0.6466609,-0.39016652,-0.21280496,0.0056420327,0.22886297,0.2886103,-0.045280743
1966-03-01,-0.57244676,-0.104160145,-0.10748744,0.68658894,-0.17504689,0.1637629,0.22061698
1966-04-01,-0.4487566,-0.17982087,0.47826856,-0.08636608,0.21613231,0.56651545,0.022134041
1966-05-01,0.0804348,0.28195572,0.019096041,0.25302237,-0.2560603,0.048174094,0.0925868
1966-06-01,0.57403815,-0.059168767,0.250997,0.28933367,-0.087668136,0.20832029,0.08708944
1966-07-01,-0.049042083,-0.1802549,0.020542717,-0.60441816,-0.18951364,0.37352985,0.38481385
1966-08-01,-0.32072645,0.035298727,-0.06408741,-0.31566304,0.039349366,0.32853848,0.11674614
1966-09-01,-0.44803327,0.13468485,0.34069043,0.0402174,0.03269472,-0.11804829,0.10633016
1966-10-01,-0.18242487,0.1550829,0.7259383,0.25504765,-0.19385357,0.09895215,-0.021700025
1966-11-01,-0.29772434,-0.05511806,-0.19949563,0.36166716,-0.08289413,0.1780849,-0.02878871
1966-12-01,-0.37454253,-0.17851897,0.4473099,0.5367141,0.15421489,0.66011494,-0.17229824
1967-01-01,-0.8256463,-0.27693623,0.4969198,0.30241504,0.057119142,0.49908477,-0.47260675
1967-02-01,-0.8987522,-0.4368032,0.97518855,-0.20632835,0.29691964,0.28759402,-0.4076608
1967-03-01,0.10358052,-0.09109087,0.19716927,-0.6191515,0.12173204,0.6001673,-0.14970876
1967-04-01,0.4409663,0.04146552,-0.07910086,-1.6666132,0.05711913,0.7976696,-0.08676114
1967-05-01,-0.12522914,-0.073105834,0.18817672,0.0752707,-0.11290605,-0.021981692,-0.07843473
1967-06-01,0.4173194,0.08309753,0.8208171,-0.364863,0.004662776,0.13139066,0.044629537
1967-07-01,-0.43680316,0.15353891,-0.29841837,0.5323903,-0.22797696,0.09808502,0.12522915
1967-08-01,-0.38418034,0.088926,-0.5457126,0.32506284,-0.151041,0.037801884,0.09592018
1967-09-01,-0.06228151,0.11990023,0.3367198,0.45412213,-0.15587029,-0.24762729,-0.06494596
1967-10-01,-0.4144884,-0.029641997,0.36453,0.07194014,-0.19000855,0.14471292,-0.018318092
1967-11-01,-0.8058294,-0.22564559,-0.028642844,0.09641977,-0.01498754,0.9976698,-0.08909254
1967-12-01,0.006328106,-0.36902627,0.74654543,-0.36885968,0.14704432,0.65295666,-0.17552061
1968-01-01,-0.6172214,-0.27505988,0.06497812,0.10277586,0.2838369,0.4623498,-0.1149504
1968-02-01,-1.0116202,-0.22565392,0.4763647,0.6564347,0.2691142,0.35603482,-0.299409
1968-03-01,-0.60589623,-0.07955928,-0.19337715,0.7742165,0.3321104,-0.29077357,0.053794526
1968-04-01,-0.33678207,0.055918,0.23174119,-0.1926693,0.00453006,0.24759641,0.0042469264
1968-05-01,0.043035604,0.22905143,0.4936355,0.22338884,-0.3304116,-0.50326186,-0.07460451
1968-06-01,-0.13745919,-0.10022768,0.5008553,0.70272624,-0.2777496,0.10872154,0.046008468
1968-07-01,-0.22735262,0.15911853,-0.1879977,0.3509385,0.016987752,-0.28680974,-0.06851723
1968-08-01,0.20300356,0.099944554,-0.3325351,-0.65247095,-0.319228,0.5164274,-0.07432137
1968-09-01,-0.29700238,-0.050255418,0.37330568,-0.22324726,-0.28242117,0.019960618,0.0379393
1968-10-01,-0.23386458,0.15982637,0.094989814,0.4961837,-0.23513873,-0.13236284,-0.058324575
1968-11-01,-0.6703081,-0.08692062,0.5862187,0.44861802,0.001415646,-0.19578376,0.06342087
1968-12-01,-0.5862187,-0.20682581,0.23117495,-0.00084939005,0.13986577,-0.37189007,-0.072339475
1969-01-01,-0.20334986,-0.44046515,0.13854447,-0.77478874,0.12204023,0.5681077,0.20531826
1969-02-01,-0.446976,-0.19350792,-0.3889842,-0.10417328,0.060717296,0.07616158,0.06874225
1969-03-01,-1.0167494,-0.6183774,0.062231444,-0.1859372,0.3225132,0.33916882,-0.109472774
1969-04-01,0.033008385,0.13157932,-0.3090373,0.45348686,0.10114497,0.010750437,0.06874224
1969-05-01,-0.2233366,-0.065562546,0.006056571,0.6171661,0.084337905,-0.15883398,0.039216388
1969-06-01,0.5820379,0.049512587,0.44288787,-0.18245459,0.07116487,0.13309348,0.03876214
1969-07-01,-0.18911693,0.15656275,-0.124160014,-0.27860296,0.012113142,0.59642226,-0.024377774
1969-08-01,-0.0137787815,0.011204672,-0.57567847,0.29313874,-0.044515897,0.09130303,-0.022409368
1969-09-01,-0.05647769,0.07389035,-0.12839958,-0.10493033,-0.047089957,0.3299325,-0.09478557
1969-10-01,0.3571871,-0.044667315,0.7569218,0.0052995207,-0.34613392,-0.16625328,-0.032705568
1969-11-01,-0.51571834,-0.02558906,0.9137875,0.7597987,0.112652466,-0.29101893,0.05148096
1969-12-01,-0.7419318,-0.19184232,0.54539555,0.8021948,0.3047977,0.13385057,-0.20183572
1970-01-01,-0.93574226,-0.20443583,0.15139513,0.15480013,0.29964706,0.4596858,-0.18767229
1970-02-01,-0.8228507,-0.023835551,0.5961509,0.57166064,0.28668156,0.743748,-0.2505353
1970-03-01,-0.51691735,-0.32413742,1.1042937,0.06312494,0.08250773,0.6398932,-0.39472738
1970-04-01,-0.3926321,-0.22224697,0.3347456,-0.5123336,0.17929056,0.44095784,-0.06417267
1970-05-01,-0.12860727,0.03300309,0.19592309,-0.10765288,-0.033526946,-0.115117885,-0.01781118
