,vo600_cluster1,vo600_cluster2,vo600_cluster3,vo600_cluster4,vo600_cluster5,vo600_cluster6,vo600_cluster7
1970-01-01,-2.7825408e-06,1.4679432e-05,-1.3721594e-05,1.4067118e-06,7.783776e-06,-5.2048796e-05,2.6542228e-05
1970-02-01,-3.4388831e-06,1.5603173e-05,-1.9320767e-05,-8.8192755e-06,1.8928913e-06,-4.5639325e-05,1.4177045e-05
1970-03-01,-7.648923e-07,-1.2157714e-05,-8.835483e-06,-1.1214252e-06,4.74869e-07,-5.6343386e-05,-3.7873106e-06
1970-04-01,-2.8554678e-06,-1.7027618e-05,-1.0812615e-05,-4.5895104e-06,1.292108e-05,-4.6028268e-05,-1.5990434e-05
1970-05-01,4.639809e-06,-2.0827923e-05,-3.722489e-06,2.1764972e-06,7.0626083e-06,-4.0769417e-05,-7.081726e-07
1970-06-01,5.061167e-06,-1.4928941e-05,-5.999431e-06,-6.1452847e-06,3.788995e-06,-3.8678845e-05,-9.321662e-06
1970-07-01,4.2022475e-06,-5.704205e-07,1.18336175e-07,-5.740134e-06,2.3061475e-06,-3.9083992e-05,-2.7253605e-05
1970-08-01,2.0711595e-06,-7.692961e-06,-1.8147693e-07,-7.482282e-06,4.2913816e-06,-3.299053e-05,-7.603827e-06
1970-09-01,3.3352262e-06,-8.187242e-06,-4.954145e-06,-1.2473731e-05,5.4987286e-06,-3.195335e-05,-3.9088554e-06
1970-10-01,6.774426e-07,4.5344714e-06,-3.276822e-06,-4.2978027e-06,9.777115e-06,-3.4627337e-05,-7.863124e-06
1970-11-01,3.2217868e-06,5.3609765e-06,-8.835483e-06,-3.609046e-06,-6.109367e-07,-7.209562e-05,6.8554436e-07
1970-12-01,-5.866277e-07,-2.1597712e-05,-1.2465629e-05,-4.0709165e-06,1.9322451e-05,-3.0794617e-05,-1.50099695e-05
1971-01-01,2.0477055e-06,-1.9403546e-05,-1.9403546e-05,-1.194443e-06,1.1301512e-05,-6.7496796e-05,2.402964e-05
1971-02-01,-3.1679265e-06,-2.4967434e-05,-5.323829e-06,-1.1198172e-06,1.3059402e-05,-6.505068e-05,2.0182179e-05
1971-03-01,1.1568409e-07,-4.859481e-06,-8.499643e-06,-2.9855037e-06,1.3449124e-05,-4.679182e-05,-8.793504e-07
1971-04-01,-3.4037294e-07,-1.8856277e-05,9.448777e-07,-5.808397e-07,4.477246e-06,-7.066432e-05,-1.8201215e-05
1971-05-01,-1.4680772e-06,-2.5257657e-05,-4.4365916e-06,-3.1927993e-06,9.49387e-06,-3.34418e-05,-1.24134385e-05
