,r100_cluster1,r100_cluster2,r100_cluster3,r100_cluster4,r100_cluster5,r100_cluster6,r100_cluster7
1970-01-01,6.840999,66.87698,31.646461,46.541943,53.66844,83.17541,20.466215
1970-02-01,8.843911,64.30549,31.893967,48.16765,63.03298,82.01871,24.827272
1970-03-01,6.1066513,60.081898,22.773052,40.448513,50.25961,85.473755,15.663757
1970-04-01,6.5168705,70.9278,31.531542,53.871925,39.146664,79.28812,16.097248
1970-05-01,6.8173394,59.61889,21.69768,40.34172,39.008068,73.0188,14.164005
1970-06-01,9.341751,59.89268,38.68293,58.105698,39.594677,72.95605,21.096874
1970-07-01,11.3137455,71.11327,43.243446,62.40554,35.210274,70.39602,24.243752
1970-08-01,14.338322,76.12106,48.433064,66.49925,35.44603,77.7517,29.162422
1970-09-01,16.495739,75.17416,49.38087,64.10756,37.763783,77.02251,32.058796
1970-10-01,13.857825,72.939674,49.708847,72.12918,39.749977,80.693344,25.091352
1970-11-01,12.730432,66.073494,34.04072,48.965797,53.40517,83.86779,26.080822
1970-12-01,9.130314,55.193005,24.295422,35.972546,42.300922,87.6886,18.76488
1971-01-01,8.419692,59.417118,26.820946,38.090416,46.138004,89.73813,18.533005
1971-02-01,7.758651,59.702637,29.517164,42.89472,54.302338,85.26792,20.864876
1971-03-01,8.649525,54.61225,27.428823,39.61637,45.091377,76.95867,21.44782
1971-04-01,7.0330005,61.484875,19.911274,38.091198,24.62484,78.76995,12.522179
1971-05-01,6.780754,68.738655,25.836199,47.733856,35.433655,80.48927,14.987556
1971-06-01,9.638185,67.531944,34.793785,55.290623,29.592976,66.992134,19.078108
1971-07-01,10.287502,64.13496,34.140842,50.39797,29.54405,66.86696,21.387022
1971-08-01,12.423527,62.052753,37.949825,52.68573,32.14461,67.07817,22.973507
1971-09-01,21.245916,67.624596,69.94871,73.75443,38.7929,68.15904,42.166924
1971-10-01,17.818037,78.49614,62.70591,79.56472,47.8673,79.99621,35.87166
1971-11-01,15.160401,61.82021,41.02305,50.618504,58.044632,84.2289,30.915377
1971-12-01,10.500659,61.388496,29.596289,44.49953,45.45145,83.93894,21.054554
1972-01-01,8.160604,62.288544,26.479506,42.94521,46.484486,86.933395,18.689213
1972-02-01,6.27226,68.39139,30.31354,49.347675,46.188595,82.22243,17.14232
1972-03-01,7.308597,60.882977,27.444855,41.071873,60.75879,85.32052,20.638332
1972-04-01,7.1799645,75.07543,38.878605,64.76583,53.53274,83.015,19.325808
1972-05-01,6.6082225,75.67205,40.161415,69.79144,59.968914,84.16666,18.56012
1972-06-01,9.131173,71.64937,57.08982,78.02553,55.975834,78.50704,25.672836
1972-07-01,11.714216,72.51081,41.833862,65.0254,42.57975,77.87177,21.268583
1972-08-01,15.458082,79.83347,58.994705,78.61388,56.35142,74.57085,36.34133
1972-09-01,15.654234,80.51581,58.06886,78.65447,66.67647,84.79355,35.515823
1972-10-01,14.707311,83.61294,64.209526,80.74773,71.11585,85.35924,39.185932
1972-11-01,12.310586,84.52315,60.361614,79.017815,71.19778,89.939285,33.13111
1972-12-01,7.6062083,77.34202,35.513004,57.00625,58.078506,90.04018,21.023422
1973-01-01,6.256621,75.381516,30.577848,53.701683,60.000168,90.01766,19.98249
1973-02-01,5.216599,70.5555,27.133894,45.603413,53.525864,85.742096,16.694857
1973-03-01,5.646691,62.499157,21.282658,37.946186,41.498177,87.465996,13.532726
1973-04-01,5.689338,73.0449,26.74387,51.493393,32.139038,79.7804,13.070067
1973-05-01,7.525494,69.078926,27.159954,53.713303,37.093746,74.9205,14.234065
1973-06-01,10.661219,63.383186,36.656242,61.966225,29.72125,65.16772,21.472298
1973-07-01,11.461887,64.47574,45.743164,58.195374,28.875036,63.578712,25.925623
1973-08-01,11.919934,69.88297,45.347847,58.473835,31.904747,72.58382,24.868418
1973-09-01,19.294899,76.40405,68.09031,78.58613,48.476063,77.755005,43.67588
1973-10-01,15.977832,69.54677,62.283592,73.328316,42.706303,75.096886,33.539894
1973-11-01,13.244709,61.458065,34.336998,46.378906,55.38471,82.53199,26.882458
1973-12-01,13.19717,56.08632,30.964111,39.259113,59.348934,83.4668,28.371296
1974-01-01,9.466367,49.37561,25.46883,33.345467,60.423874,87.66417,23.670242
1974-02-01,6.5587354,57.5169,24.6155,38.10452,47.628567,80.42506,18.090294
1974-03-01,7.46922,55.13553,26.800243,39.5554,54.11842,81.825935,21.353048
1974-04-01,7.355947,62.710503,26.718494,46.197193,39.952957,80.58688,16.623102
1974-05-01,9.177626,72.17267,33.705715,63.904915,45.958164,77.713776,17.886467
1974-06-01,11.853841,60.023666,43.26348,62.662334,32.63681,65.04178,22.991405
1974-07-01,12.870765,57.7113,39.739544,54.11119,28.40526,59.690575,23.244112
1974-08-01,11.22132,67.61074,45.526386,59.30444,30.598677,67.850006,24.681673
1974-09-01,15.723188,71.97541,61.128292,74.86077,40.129227,73.42302,35.39696
1974-10-01,17.673166,71.75889,52.15986,66.17085,60.50729,82.75246,36.216198
1974-11-01,13.713576,65.77258,33.258934,47.350143,51.201942,88.7384,25.970171
1974-12-01,8.672738,64.40912,23.353344,35.453773,56.122173,91.85602,21.138716
1975-01-01,8.355691,54.361626,19.853558,29.609009,44.050682,81.725945,17.013847
1975-02-01,6.0083737,58.666637,21.37955,35.64835,39.518353,80.22769,15.052577
1975-03-01,5.7855973,60.82636,21.54583,37.327576,33.52983,83.84387,13.894602
1975-04-01,5.7492785,68.35259,30.613731,53.38164,29.483692,76.19746,14.369904
1975-05-01,6.443752,66.724686,22.759424,47.458088,25.358013,74.23839,12.150677
1975-06-01,8.065757,67.33042,42.788826,62.543663,23.301851,66.598434,20.046244
1975-07-01,11.381155,55.524952,33.289024,43.152523,27.797716,58.38576,21.867271
1975-08-01,12.379428,66.7865,37.84146,53.04897,30.55946,70.58869,23.761152
1975-09-01,14.45769,70.15701,58.709827,69.44802,35.60047,73.766594,32.571774
1975-10-01,17.172646,66.30157,50.72689,65.603615,37.157326,74.58699,30.398857
1975-11-01,14.940697,59.026367,44.923473,55.392365,43.364536,79.44732,29.63226
1975-12-01,9.297727,51.95231,23.748022,33.893814,51.4019,85.220055,20.325445
1976-01-01,9.825096,43.929737,19.926579,28.010878,47.370796,81.06851,20.092056
1976-02-01,7.64255,52.537212,21.775984,36.072617,46.59653,78.23962,16.862923
1976-03-01,5.957261,58.795166,23.949478,38.824715,38.84276,79.237114,14.908004
1976-04-01,7.7334647,64.69522,27.231337,50.830994,43.68548,81.989296,16.885489
1976-05-01,8.269603,67.140884,33.021805,57.048397,44.36236,77.367134,17.417582
1976-06-01,10.331335,59.451786,45.948673,63.38643,36.76154,66.03334,24.668808
1976-07-01,12.640024,56.080353,38.920803,51.98859,34.538807,59.66642,23.058048
1976-08-01,14.057149,60.844658,45.81048,57.49888,37.142895,62.390945,26.629082
1976-09-01,17.647774,76.67281,58.487873,78.66154,66.48367,75.15017,37.452408
1976-10-01,15.672012,80.69496,61.022705,81.39268,65.37543,81.70973,37.30085
1976-11-01,14.894077,75.5197,53.635868,71.983246,74.0439,83.71632,36.787758
1976-12-01,9.007399,69.21749,34.1102,55.415493,57.77474,84.03269,22.422829
1977-01-01,6.77122,72.04264,29.881693,47.482887,60.640255,86.90236,21.471172
1977-02-01,8.557635,59.180046,32.52235,43.803757,64.46339,83.1686,25.073627
1977-03-01,7.7402954,67.60758,26.709524,45.450558,46.58062,87.10482,17.623426
1977-04-01,6.0924377,63.48209,22.091377,42.58063,38.234497,76.26438,12.578125
1977-05-01,6.803932,61.616924,21.576416,41.08214,32.967342,72.622734,13.218332
1977-06-01,10.495322,70.97205,45.684376,68.85343,44.917233,69.09256,26.463026
1977-07-01,10.905318,64.82547,29.99012,48.200638,27.157078,67.169014,18.592804
1977-08-01,15.713395,65.084404,40.892498,51.702328,35.418835,69.777504,28.453634
1977-09-01,14.564193,77.17899,59.302345,72.02864,47.371357,78.52173,32.85322
1977-10-01,20.053976,83.01919,59.84846,78.635826,64.06023,86.70751,39.997097
1977-11-01,15.273539,76.32471,48.244278,69.2154,69.99539,83.28582,32.359818
1977-12-01,9.475134,82.70487,42.563953,64.50033,70.31968,88.16403,27.247742
1978-01-01,6.3590593,67.04371,31.631006,51.151485,58.20569,85.33093,20.895489
1978-02-01,6.107073,74.29121,29.037247,51.503323,61.03547,87.25007,19.761099
1978-03-01,5.828562,66.11382,28.107855,49.109573,48.966846,78.794876,16.99162
1978-04-01,6.4208126,65.63997,27.756655,49.73907,43.00227,82.88642,15.353298
1978-05-01,7.4708815,60.63513,36.015068,55.75752,39.99503,70.391304,18.110723
1978-06-01,8.180985,64.338806,47.966328,63.989532,29.867023,65.6542,21.57841
1978-07-01,13.293888,64.71047,47.954876,58.31536,39.12531,65.5096,30.307644
1978-08-01,13.026046,69.645615,43.687847,57.503872,36.019615,76.761604,25.77323
1978-09-01,18.81098,74.642685,61.60448,73.35339,48.066395,77.606995,36.85045
1978-10-01,18.804394,72.679276,56.86553,72.76923,65.31806,81.8053,37.09299
1978-11-01,14.677206,69.74985,41.160385,58.43993,61.63427,84.99637,29.185682
1978-12-01,10.176847,69.209305,31.869236,49.24743,51.257526,87.5324,21.62506
1979-01-01,5.862581,72.52496,30.51133,48.01928,57.093906,89.02968,18.091007
1979-02-01,5.922954,72.422195,29.422277,47.83464,42.03712,87.71264,16.226433
1979-03-01,6.037657,69.44316,28.47546,49.273064,53.258904,88.97655,17.37379
1979-04-01,6.085134,65.89388,28.274267,49.86562,37.7088,78.47975,14.455122
1979-05-01,7.8307877,67.36144,26.428114,49.45081,35.952137,77.110825,16.296406
1979-06-01,8.227207,76.26374,50.88909,75.49452,36.242924,75.84046,21.654556
1979-07-01,13.736362,70.15958,60.19337,74.069466,44.814365,65.32526,34.182663
1979-08-01,10.890138,72.4868,46.447468,67.04337,36.947563,70.36155,24.609606
1979-09-01,16.2019,77.297226,72.206116,80.76002,48.83921,79.499886,37.586803
1979-10-01,17.644804,78.86889,50.82148,72.14457,71.00555,90.06468,35.981373
1979-11-01,10.092547,77.81034,40.760258,64.242935,63.63435,86.58385,24.999537
1979-12-01,9.325259,71.87543,28.560112,45.275036,63.60025,89.50201,22.450592
1980-01-01,5.455979,67.27872,26.575811,43.126064,42.59833,87.42634,15.769712
1980-02-01,4.938473,69.51958,29.214525,46.661903,58.904976,90.34757,19.385895
1980-03-01,5.654594,63.548107,24.849003,40.0324,48.228832,89.48179,16.303164
1980-04-01,6.5149007,72.2826,19.24841,37.15824,49.86572,87.2828,15.29783
1980-05-01,5.779088,76.63556,27.727215,57.057762,38.88941,82.30506,13.482609
