,abs_vo600_cluster1,abs_vo600_cluster2,abs_vo600_cluster3,abs_vo600_cluster4,abs_vo600_cluster5,abs_vo600_cluster6,abs_vo600_cluster7
1970-01-01,4.366622e-06,6.1811916e-05,0.000100480116,4.2181862e-05,8.4603904e-05,1.6641374e-05,2.8415754e-05
1970-02-01,5.940863e-06,6.286393e-05,9.684291e-05,4.4434957e-05,8.321856e-05,1.6613327e-05,2.7737091e-05
1970-03-01,4.7746753e-06,6.145992e-05,9.807965e-05,4.6504883e-05,7.715495e-05,1.8665254e-05,2.8703664e-05
1970-04-01,2.679986e-06,6.138226e-05,9.286763e-05,4.7290145e-05,7.3633986e-05,1.6895185e-05,3.2335458e-05
1970-05-01,4.9222854e-06,6.600206e-05,8.701706e-05,5.103074e-05,7.103276e-05,2.074521e-05,2.7913491e-05
1970-06-01,4.483003e-06,6.045791e-05,9.190824e-05,4.805269e-05,7.176197e-05,1.9919758e-05,3.5978668e-05
1970-07-01,5.827268e-06,6.457136e-05,7.989965e-05,5.2437266e-05,7.206266e-05,1.5533453e-05,3.6202066e-05
1970-08-01,3.7166617e-06,6.370424e-05,8.346886e-05,4.9233488e-05,7.624237e-05,1.7974835e-05,3.6895257e-05
1970-09-01,3.3495849e-06,6.281832e-05,8.382456e-05,5.160358e-05,7.186856e-05,1.733255e-05,3.708158e-05
1970-10-01,4.03628e-06,6.340779e-05,8.744821e-05,4.7522048e-05,7.869836e-05,1.9422097e-05,3.372424e-05
1970-11-01,4.1968738e-06,5.9226382e-05,9.3966984e-05,4.63949e-05,8.0432044e-05,2.1027672e-05,3.2641725e-05
1970-12-01,3.699951e-06,5.6672267e-05,9.254397e-05,4.8425758e-05,6.991486e-05,2.1724813e-05,3.5955592e-05
1971-01-01,4.8106713e-06,6.378263e-05,9.527069e-05,4.666403e-05,7.7471195e-05,2.0020112e-05,3.08914e-05
1971-02-01,3.7999337e-06,5.770335e-05,0.00010057816,4.387005e-05,7.790013e-05,2.1121019e-05,3.073056e-05
1971-03-01,3.2337837e-06,5.8370988e-05,9.4433424e-05,4.540992e-05,7.566375e-05,2.15064e-05,3.1754324e-05
1971-04-01,4.830548e-06,6.2051666e-05,8.9764944e-05,4.7834685e-05,7.344649e-05,1.9142588e-05,3.0574618e-05
1971-05-01,3.3110455e-06,6.208578e-05,9.5914234e-05,4.84583e-05,7.3669966e-05,1.9899646e-05,3.1882555e-05
1971-06-01,4.1060725e-06,6.281907e-05,8.357328e-05,4.994216e-05,7.072257e-05,2.0281504e-05,3.4286626e-05
