,mgv50_cluster1,mgv50_cluster2,mgv50_cluster3,mgv50_cluster4,mgv50_cluster5,mgv50_cluster6,mgv50_cluster7
1970-01-01,-0.22937863,0.15926346,0.07975403,0.03486634,-0.31048456,-0.09176621,-0.0067217327
1970-02-01,-0.1916492,0.2153106,0.2185255,0.05225286,-0.41605923,-0.1411479,-0.035091784
1970-03-01,-0.014732653,0.28793353,-0.09295973,0.10187957,-0.17830412,-0.1619246,-0.06899165
1970-04-01,0.05242023,0.082446374,-0.054770187,-0.016660739,-0.0745653,0.058028508,0.022210268
1970-05-01,0.0155867515,-0.010927654,0.046575893,0.007897342,-0.027931845,0.021775536,-0.0022263613
1970-06-01,-0.011686574,0.078355014,0.030521506,0.0035229747,-0.048206486,-0.0070107034,-0.0008075011
1970-07-01,0.0017672742,-0.0020450351,0.012513196,-0.00028635326,-0.022239938,0.03954977,0.009556667
1970-08-01,-0.007820065,-0.0148456395,0.0067520817,0.004557279,-0.015246783,0.0047022263,0.0038257053
1970-09-01,0.00015646292,0.029829223,-0.059397683,-0.0001152975,0.03275111,-0.0005824335,-0.0039511607
1970-10-01,0.06133096,-0.033553418,-0.024582868,0.0043957448,0.043909855,-0.041858815,-0.006815047
1970-11-01,-0.041671664,-0.036481045,-0.10269851,0.024879163,-0.25819236,-0.15255459,-0.0072885267
1970-12-01,-0.021599963,0.08429364,-0.34638494,-0.021586802,-0.22188905,-0.1209043,-0.022581983
1971-01-01,-0.08167393,0.031502783,-0.062178027,0.00989513,-0.5560423,-0.32095745,-0.010406269
1971-02-01,-0.03985638,0.34931493,0.03668992,0.015666623,-0.21189266,-0.22276168,-0.019548994
1971-03-01,-0.06311634,0.056330476,-0.058615237,-0.0074682087,-0.11936426,-0.024777366,-0.0041755643
1971-04-01,-0.063315764,-0.09381616,-0.04302884,-0.006289489,-0.055640593,0.065914646,0.004694714
1971-05-01,0.029216945,0.07851766,0.0068957363,0.016136043,-0.054720074,0.019241054,-0.009008538
1971-06-01,0.0033847184,0.022448111,-0.014150034,0.0063738744,0.0019204086,0.013365008,-0.0024126375
1971-07-01,0.021799209,-0.02352027,0.0027147818,-0.018057033,-0.01798057,0.037784535,-0.0044032717
1971-08-01,-0.016972214,-0.028634531,0.0024020905,-0.0105169015,-0.046471022,0.015775464,-0.0037264074
1971-09-01,0.03125344,0.074452154,-0.07162452,-0.0025172539,0.047458462,-0.024189113,-0.014463571
1971-10-01,0.040290695,0.030269498,-0.07441877,0.008215697,0.04938769,-0.023890862,-0.032674205
1971-11-01,-0.038145415,0.116881326,-0.06018012,-0.008133697,-0.1676393,-0.09096865,-0.011036219
1971-12-01,0.017523833,0.20801128,-0.23427173,0.042677656,-0.2283013,-0.26755664,-0.06766275
1972-01-01,-0.14252442,0.1643209,-0.13008624,0.0776639,-0.42518878,-0.35456344,-0.067397855
1972-02-01,-0.2256884,0.061468314,-0.07812681,0.037769396,-0.48277807,-0.2499877,-0.0016636383
1972-03-01,-0.072188154,0.07654985,0.035843313,0.007673259,-0.21376665,-0.11223268,-0.014091168
1972-04-01,0.012747512,-0.056628175,-0.07464365,0.014975813,-0.012689466,0.05686195,-0.01891492
1972-05-01,-0.028375095,-0.028958797,0.036991764,0.015185866,-0.10405459,-0.0086254375,-0.009067628
1972-06-01,0.02298401,-0.0263598,0.010711528,0.005325827,0.0004498933,0.020779287,-0.00062520226
1972-07-01,0.031053908,0.014138093,-0.01493425,0.018206444,0.021133391,-0.012347952,0.0021509915
1972-08-01,-0.0062891096,-0.022991044,-0.0005894997,0.008166574,-0.029269345,0.003432822,0.008508837
1972-09-01,0.02101954,0.015411039,-0.12770051,0.0055357628,0.13632739,0.033017606,-0.0015234026
1972-10-01,0.010911167,0.052663572,-0.04877082,0.008091587,-0.1049493,-0.06423529,-0.0041352184
1972-11-01,-0.04872725,0.17342481,-0.07120516,0.019205865,-0.1643929,-0.1315326,-0.022671357
1972-12-01,-0.018173667,0.1511056,-0.07293456,0.04429775,-0.4780349,-0.31170017,-0.01659333
1973-01-01,-0.25474396,0.14849263,0.0146228885,-0.0039113835,-0.42343897,-0.16733707,-0.016787887
1973-02-01,-0.014896807,0.21395926,-0.01841356,-0.017361887,-0.1984304,-0.13195859,-0.0043709576
1973-03-01,-0.029651735,0.28681794,-0.09914629,0.032230034,-0.038010478,-0.07122673,-0.02699036
1973-04-01,0.01692892,0.09690433,0.013685051,0.013012469,-0.023043815,-0.055750582,0.009214263
1973-05-01,-0.0061205206,0.0049592415,0.040942144,0.030278176,-0.05920139,-0.01080143,-0.019530274
1973-06-01,0.002061542,0.054531973,0.02547993,0.013055579,-0.0017725686,0.0305367,-0.015587248
1973-07-01,-0.0016209994,-0.037346717,0.032721404,0.0012213707,0.005906727,0.033254646,-0.015029222
1973-08-01,-0.022815794,-0.0018919207,-0.025737464,0.0010114124,-0.0238677,0.009808188,-0.013383042
1973-09-01,-0.014324401,0.07453301,0.024705514,-0.007899906,-0.07712107,-0.024683114,-0.016071383
1973-10-01,-0.095461145,-0.12661874,0.07385042,0.004654133,-0.08852219,0.007212638,-0.003597867
1973-11-01,0.097122446,-0.0013037904,-0.43752238,0.02824706,0.038660694,-0.049654163,-0.034853704
1973-12-01,-0.17566097,0.08021271,0.053655248,0.07424845,-0.2812107,-0.0890238,-0.055916667
1974-01-01,-0.02445417,0.09502663,-0.09224422,0.07756239,-0.3802865,-0.32042098,-0.043662973
1974-02-01,-0.19864707,0.14906278,-0.057809535,0.019633684,-0.3436966,-0.15264952,-0.036761142
1974-03-01,-0.12973365,0.16502325,0.0009323624,0.03269969,-0.31107005,-0.14239095,-0.0530058
1974-04-01,-0.039684303,0.03918161,0.04721619,0.001333385,-0.114985615,0.032393046,-0.0009655376
1974-05-01,0.02351137,0.004820286,0.028106192,0.010417463,-0.0023614257,0.010582901,-0.014093532
1974-06-01,-0.016224766,0.05242117,0.06423056,-0.0050876476,-0.045735694,0.027709085,0.0009303625
1974-07-01,-0.031774838,0.0038662828,-0.0017309271,0.0074077873,-0.022891574,0.04892291,0.0012231251
1974-08-01,-0.014050607,0.024561508,-0.026943251,0.0020974171,-0.017275512,-0.013989819,-0.00023807722
1974-09-01,0.0411883,-0.0066093565,0.009855507,0.00356926,-0.032349247,-0.09455699,0.0044140774
1974-10-01,0.0075578457,0.11618463,0.06682835,-0.003114823,-0.16544579,-0.1122495,-0.011018754
1974-11-01,-0.06612793,-0.0054219086,0.029900208,0.005573853,-0.18000123,-0.10999323,-0.011130086
1974-12-01,-0.13854621,0.29462907,0.1024537,0.029562486,-0.28214747,-0.20753187,-0.021285992
1975-01-01,-0.15034121,0.25431052,0.044949688,0.041440945,-0.37775362,-0.24549235,-0.024542274
1975-02-01,-0.09121703,0.13185585,-0.03757339,0.020554006,-0.3572226,-0.20113301,-0.009223034
1975-03-01,-0.08991862,0.15122283,-0.09433191,0.007577064,-0.11898184,-0.10388981,-0.014586665
1975-04-01,0.04468711,0.10617929,-0.067400604,-0.016771898,-0.029421052,-0.0025057266,0.0063865436
1975-05-01,-0.034645762,0.063867964,0.024582917,0.0065281177,-0.0056108534,-0.011710485,-0.0026364615
1975-06-01,-0.0018355551,0.12274802,0.012775686,0.0066161864,0.017170463,-0.014504575,0.00035206607
1975-07-01,-0.024524795,0.05200789,0.032147273,0.000839916,-0.042592682,0.032720994,-0.0043418948
1975-08-01,-0.015897341,-0.012637967,-0.013376988,0.00840959,0.017999465,0.017828178,-0.017958682
1975-09-01,0.018755531,0.055067558,-0.001901968,0.012601708,0.0046887444,-0.03661859,-0.002730212
1975-10-01,0.02888238,-0.027114531,-0.10822844,0.008661263,0.05845961,0.003668582,-0.030424353
1975-11-01,-0.047728963,-0.112019345,-0.11974601,0.033642422,-0.079754375,-0.18337734,-0.044298425
1975-12-01,-0.099979095,0.16064025,0.058448352,0.044389337,-0.2992573,-0.23111929,-0.04679149
1976-01-01,-0.20542614,0.18232028,0.066825435,0.10451178,-0.43161786,-0.34531415,-0.06303176
1976-02-01,-0.13876955,0.16534308,-0.06402649,0.042929977,-0.2871106,-0.1928593,-0.045971442
1976-03-01,-0.13274339,0.13740353,-0.056664024,0.056877404,-0.34240305,-0.17500569,-0.0483725
1976-04-01,-0.076017536,0.13181694,0.021723177,0.028619692,-0.073279545,0.001174079,-0.045014318
1976-05-01,-0.005738528,-0.015040108,0.052970354,0.03036296,-0.07489445,-0.02496819,-0.038617197
1976-06-01,-0.018201336,0.035472512,-0.028401362,0.011033981,0.001993814,0.017820092,-0.0148690455
1976-07-01,-0.02927326,0.006907427,0.013013366,0.0044585927,-0.027291982,0.011085091,-0.0064571216
1976-08-01,-0.015140223,0.021067005,0.0088562155,-0.00019906177,-0.026308699,-0.004466121,-0.009350419
