,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7
1965-01-01,1020.15576,1010.88055,1004.5828,1017.14795,1015.8934,1013.8282,1015.22174
1965-02-01,1018.1768,1009.5379,1018.64197,1016.81805,1014.27905,1013.37555,1019.2919
1965-03-01,1017.282,1010.7243,1010.7218,1018.17065,1017.7229,1014.5284,1021.197
1965-04-01,1015.4828,1010.47815,1019.72906,1018.28656,1020.0416,1014.2444,1023.1983
1965-05-01,1015.18945,1010.057,1020.70087,1018.71326,1020.7282,1014.0918,1025.7521
1965-06-01,1014.8806,1011.1633,1018.8094,1017.7092,1021.63794,1013.56836,1025.9803
1965-07-01,1015.9219,1010.1643,1024.7028,1015.9721,1019.432,1011.8022,1023.9233
1965-08-01,1015.6273,1011.12744,1021.28143,1013.7327,1018.139,1010.38385,1021.8736
1965-09-01,1014.29767,1011.24274,1013.25397,1014.3864,1016.805,1011.2862,1022.73627
1965-10-01,1018.37964,1010.8868,1020.1731,1015.8897,1016.2196,1012.48804,1015.8505
1965-11-01,1018.36224,1010.581,1023.11273,1014.8825,1017.9163,1012.5885,1018.53284
1965-12-01,1020.2556,1009.4567,1021.10834,1016.08563,1020.8416,1012.05084,1023.1995
1966-01-01,1021.3209,1008.97906,1008.9321,1016.91595,1019.49963,1012.87085,1019.1403
1966-02-01,1020.031,1009.54236,1022.52014,1017.34784,1016.8289,1013.8053,1019.1409
1966-03-01,1020.1367,1009.0655,1015.30054,1017.3046,1018.98706,1013.3978,1017.5606
1966-04-01,1014.9294,1009.96674,1017.9292,1016.6969,1016.6506,1013.3446,1018.4268
1966-05-01,1015.02576,1011.54584,1021.2008,1017.2809,1019.95087,1013.58813,1024.9554
1966-06-01,1016.7939,1011.6078,1016.91406,1017.1337,1021.2902,1012.9472,1023.4615
1966-07-01,1014.9506,1010.23334,1022.6678,1015.4858,1019.9797,1011.2354,1026.6616
1966-08-01,1015.6197,1011.7035,1023.56604,1014.1614,1018.9025,1011.36365,1025.7898
1966-09-01,1014.413,1011.937,1016.0941,1014.2021,1017.8855,1010.6408,1019.5584
1966-10-01,1017.75085,1011.79803,1018.3267,1015.84064,1018.0857,1012.7844,1021.7021
1966-11-01,1021.26526,1010.81726,1019.50397,1015.345,1018.3937,1012.84265,1021.22266
1966-12-01,1019.8576,1010.4674,1010.57886,1017.26263,1019.5541,1013.29016,1018.741
1967-01-01,1021.7103,1010.8258,1013.78326,1018.0657,1017.9068,1014.80347,1018.4945
1967-02-01,1020.8396,1010.9883,1014.6946,1017.6245,1020.6154,1014.4922,1024.9545
1967-03-01,1018.86096,1010.1524,1015.3375,1017.56866,1018.5025,1014.4501,1024.0511
1967-04-01,1016.0732,1010.52826,1026.3759,1018.45026,1018.7905,1014.9609,1028.504
1967-05-01,1014.9732,1010.28815,1018.99445,1017.94305,1020.6916,1013.61273,1025.1227
1967-06-01,1013.961,1010.85846,1015.28595,1016.0072,1018.8936,1012.1652,1023.46844
1967-07-01,1016.9867,1010.7503,1025.5204,1015.8432,1019.4255,1012.068,1024.7208
1967-08-01,1016.4723,1011.22845,1022.4446,1014.88617,1018.734,1011.36487,1020.62775
1967-09-01,1015.4325,1012.1485,1016.8235,1014.096,1017.14124,1011.2589,1019.29266
1967-10-01,1017.8582,1011.75305,1016.78937,1015.2555,1018.0657,1012.0455,1019.02423
1967-11-01,1019.2818,1010.7793,1020.5182,1015.60815,1019.5807,1012.6593,1023.3465
1967-12-01,1018.41974,1010.5449,1010.6872,1016.7865,1016.58765,1013.08234,1021.28656
1968-01-01,1022.8967,1009.37054,1006.3608,1016.0678,1013.6434,1013.25836,1015.46954
1968-02-01,1020.85297,1011.08655,991.1716,1015.87964,1012.71954,1013.9403,1004.4265
1968-03-01,1020.13165,1011.12805,1018.6546,1018.6052,1020.3907,1015.252,1019.0131
1968-04-01,1015.77795,1011.0558,1023.8541,1018.4843,1019.6715,1014.8541,1028.323
1968-05-01,1013.4194,1011.377,1018.002,1017.1934,1018.1845,1013.96967,1018.70905
1968-06-01,1013.7063,1012.12775,1017.82245,1017.4603,1021.5528,1013.6633,1023.9866
1968-07-01,1018.0693,1011.4343,1022.3557,1016.34186,1019.577,1012.5642,1023.06915
1968-08-01,1017.38873,1011.7584,1020.24396,1015.7121,1018.611,1012.3123,1023.39404
1968-09-01,1015.5597,1011.75775,1017.98987,1014.26373,1017.4002,1011.34625,1020.9009
1968-10-01,1016.9372,1011.1301,1018.8235,1014.925,1016.63525,1011.71985,1017.1211
1968-11-01,1018.2582,1011.1409,1010.78815,1017.4847,1019.0683,1013.6369,1018.5295
1968-12-01,1020.1652,1009.7576,1016.73615,1016.6438,1015.64484,1013.0237,1014.9235
1969-01-01,1018.3546,1007.7966,1019.0597,1013.3604,1010.7704,1011.66205,1010.9931
1969-02-01,1017.3332,1008.52905,1020.27954,1016.8359,1020.5722,1012.8856,1019.9482
1969-03-01,1017.63513,1010.4815,1019.8914,1018.8401,1020.6714,1014.9827,1020.9815
1969-04-01,1014.3301,1010.21875,1023.2227,1018.24725,1022.464,1014.3762,1023.1036
1969-05-01,1014.3756,1010.3342,1016.0428,1017.3307,1019.2631,1013.76166,1019.3804
1969-06-01,1012.0782,1010.887,1014.108,1016.2369,1018.75085,1013.22565,1020.49536
1969-07-01,1014.5659,1010.9232,1024.6803,1015.7009,1020.6408,1011.88666,1028.1395
1969-08-01,1012.95984,1011.3363,1025.2375,1013.9676,1019.1464,1010.6637,1024.7627
1969-09-01,1015.14557,1010.8596,1019.67554,1013.9482,1018.29156,1010.8296,1021.6429
1969-10-01,1015.40204,1011.0393,1011.95337,1015.3933,1017.0368,1011.9384,1016.15326
1969-11-01,1020.5129,1010.54694,1014.1678,1015.93304,1019.0784,1012.56055,1019.7429
1969-12-01,1016.9507,1010.53326,1007.93695,1017.64575,1018.80945,1013.9282,1014.7145
1970-01-01,1021.8586,1011.2237,1002.90607,1018.1562,1014.83875,1015.54224,1009.6847
1970-02-01,1021.9542,1010.3532,1005.2568,1017.1371,1018.3671,1014.31946,1014.18695
1970-03-01,1015.1382,1010.5207,1011.34314,1018.16565,1021.20917,1014.35803,1023.8782
1970-04-01,1013.49225,1010.7263,1026.4647,1018.8389,1022.85266,1014.3859,1030.0376
1970-05-01,1017.4027,1011.13635,1021.27985,1018.5899,1021.98865,1014.28735,1026.2264
1970-06-01,1015.56726,1011.5427,1018.7473,1017.4627,1021.24,1012.8102,1024.6187
1970-07-01,1016.47876,1012.4252,1027.2598,1016.25116,1020.40216,1012.09,1023.7285
1970-08-01,1013.4863,1011.844,1023.7689,1014.73596,1019.3998,1010.8702,1024.1902
1970-09-01,1015.4739,1011.8547,1016.9677,1014.57135,1017.96783,1011.19275,1021.3565
1970-10-01,1016.0206,1011.2308,1022.9941,1015.5281,1017.60297,1011.7495,1018.6933
1970-11-01,1019.83417,1012.1358,1023.2734,1016.9208,1016.98206,1013.7371,1015.3058
1970-12-01,1018.5382,1010.1345,1020.6322,1016.1769,1021.8532,1012.6717,1026.5343
1971-01-01,1018.62665,1011.0682,1007.37305,1018.0597,1015.46466,1014.2596,1019.9079
1971-02-01,1016.4265,1011.30884,1004.3672,1019.3402,1021.40405,1014.6551,1022.435
1971-03-01,1016.91547,1011.4579,1019.4758,1019.0471,1021.2204,1014.93536,1020.97595
1971-04-01,1015.67267,1010.6036,1023.985,1018.8602,1022.21875,1014.28906,1025.2451
1971-05-01,1013.8519,1011.5481,1018.74695,1018.35345,1021.5532,1014.1969,1025.7129
1971-06-01,1015.6937,1012.0748,1021.40405,1017.37366,1020.89014,1013.59283,1023.07886
1971-07-01,1015.68353,1011.2525,1019.21094,1015.29376,1019.8298,1010.8499,1023.3924
1971-08-01,1015.47235,1012.1535,1023.65607,1014.31146,1018.6811,1011.3127,1022.014
1971-09-01,1013.493,1012.4895,1020.8057,1014.67944,1018.6222,1011.6582,1023.098
1971-10-01,1015.97284,1012.261,1018.4501,1016.02264,1019.3389,1012.2361,1024.5212
1971-11-01,1019.2346,1011.4105,1019.7056,1018.3016,1021.41046,1014.0382,1024.4841
1971-12-01,1018.1832,1009.51306,1020.2182,1017.2572,1021.09686,1012.64954,1028.018
1972-01-01,1018.8899,1010.13367,1016.2114,1017.2775,1017.455,1013.84283,1022.28406
1972-02-01,1019.59106,1010.4199,1011.90735,1017.71124,1017.72626,1014.49646,1015.83014
1972-03-01,1015.48706,1010.4318,1008.9732,1017.90814,1015.7058,1014.50464,1011.7067
1972-04-01,1014.68585,1009.9819,1026.0769,1017.9881,1021.5203,1013.7022,1025.5319
1972-05-01,1014.1766,1009.82874,1020.0648,1017.3713,1020.21857,1012.976,1022.0253
1972-06-01,1012.7979,1010.2143,1022.36096,1015.6895,1018.7793,1012.50665,1023.16583
1972-07-01,1017.4269,1008.8907,1022.21594,1014.56085,1018.76056,1010.9006,1024.112
1972-08-01,1016.51196,1009.6906,1019.53296,1012.5229,1016.91693,1008.6607,1021.31036
1972-09-01,1015.4339,1009.5375,1014.5952,1014.57776,1017.20386,1010.93744,1021.72095
1972-10-01,1017.2151,1009.885,1015.9302,1014.81024,1018.23,1010.82117,1022.5377
1972-11-01,1017.8756,1009.5694,1018.56805,1017.272,1020.8004,1012.2129,1021.8591
1972-12-01,1020.01733,1009.5062,1010.3399,1016.9838,1016.03516,1012.9535,1015.11273
1973-01-01,1020.22906,1009.16,1012.2274,1018.3764,1019.22144,1013.9264,1015.2003
1973-02-01,1022.20905,1010.08984,1015.00476,1017.5153,1020.31525,1014.2009,1014.9148
1973-03-01,1011.8718,1010.11304,1021.52545,1019.88055,1024.6746,1014.7405,1029.6184
1973-04-01,1014.41187,1010.2333,1020.77057,1018.8857,1021.5692,1014.42413,1025.6919
1973-05-01,1013.6994,1011.4345,1023.4444,1018.3005,1021.1197,1014.11414,1022.98206
1973-06-01,1014.9141,1011.94836,1019.16675,1017.1308,1021.692,1013.4846,1024.4604
1973-07-01,1015.181,1012.0178,1024.7261,1015.635,1019.74744,1011.8538,1024.3511
1973-08-01,1015.8684,1012.4055,1023.30164,1015.6916,1019.8541,1012.1779,1026.7395
1973-09-01,1012.51544,1013.0396,1020.1982,1015.7269,1019.1043,1012.8203,1021.78076
1973-10-01,1016.0813,1012.0377,1020.44,1016.0736,1018.84906,1012.4049,1021.739
1973-11-01,1017.0176,1011.8197,1020.4702,1017.71594,1019.99884,1014.0036,1022.4573
1973-12-01,1018.4941,1012.239,1012.1811,1018.7989,1018.3577,1015.1527,1015.49225
1974-01-01,1018.5722,1011.5147,1001.1357,1017.0506,1013.8758,1014.19305,1013.97833
1974-02-01,1018.18024,1011.0073,1015.8803,1018.60345,1020.63983,1014.6474,1023.22375
1974-03-01,1015.2852,1011.6676,1006.6485,1018.9091,1018.29987,1015.6113,1015.80896
1974-04-01,1016.0923,1010.0265,1022.4902,1018.7991,1021.04877,1014.2263,1026.4359
1974-05-01,1011.5772,1011.21716,1022.10706,1018.0193,1020.6792,1013.831,1024.8308
