,zgv200_cluster1,zgv200_cluster2,zgv200_cluster3,zgv200_cluster4,zgv200_cluster5,zgv200_cluster6,zgv200_cluster7
1970-01-01,0.028157424,0.4230156,0.89894116,0.16540833,-0.13960826,-0.33906728,0.045444727
1970-02-01,-0.25629768,-0.32138714,0.33893648,0.2768591,-0.26075047,0.39289388,0.5558139
1970-03-01,-0.25682163,0.70563734,0.24568968,-0.5863287,-0.44095787,0.24346332,-0.7527846
1970-04-01,-0.4345406,0.9999148,-1.236306,-0.27384704,0.31366023,0.23652211,0.6231297
1970-05-01,-0.10660522,0.2906104,-0.29322976,0.10477164,-0.19919717,0.2716206,0.12978593
1970-06-01,0.2687393,-0.0034050941,-0.20849565,0.14458494,-0.1439301,-0.09704478,0.14314434
1970-07-01,0.34758008,-1.7434009,2.3209548,0.24267742,0.09246101,-0.48470002,-0.30409986
1970-08-01,-0.088663004,-0.9256579,0.15139513,-0.16540833,0.06639905,-0.20312615,0.18714844
1970-09-01,0.099271104,-0.11118889,-1.1367729,-0.016108608,-0.04374219,-0.3209943,0.01584673
1970-10-01,-0.2817049,0.9454335,0.22106847,0.29270592,0.2483089,-0.51089287,0.0763524
1970-11-01,-0.98891383,0.295718,0.48810512,0.7792395,-0.057886362,-0.11943974,0.48862895
1970-12-01,0.18924388,-0.39040548,-0.67748,0.30409974,0.23887949,0.9665189,0.40664512
1971-01-01,1.1096302,0.24890375,-0.3302402,0.6180127,-0.32419398,0.3940137,0.46484107
1971-02-01,-0.33283144,0.89729166,0.10667305,0.548481,0.083351806,1.0920672,0.4716073
1971-03-01,0.25149497,0.054704092,0.30936623,0.31066188,-0.45649156,-0.042467676,-0.37630683
1971-04-01,-0.08594303,-0.12567559,-0.5782802,0.6563056,0.2358036,0.41459972,-0.028791618
1971-05-01,-0.10264225,-0.17750044,-0.81955415,-0.2801427,0.44411117,0.8433072,-0.24804004
1971-06-01,-0.31814757,0.3816332,-0.32433787,0.19635907,-0.04693041,-0.5743934,-0.099331096
1971-07-01,-0.41935024,-0.926947,0.40553036,-0.008781433,-0.17390147,-0.795945,-0.144822
1971-08-01,-0.08954201,0.05815897,0.1809555,0.1685751,-0.2287496,-0.15964966,-0.1574903
1971-09-01,-0.5401312,0.52746296,-0.0038868904,0.08104849,0.10739279,-0.34477997,-0.06319771
1971-10-01,1.3117473,0.21262626,-1.2138559,0.122220516,0.38321683,-0.50730884,0.16569586
