,vo1000_cluster1,vo1000_cluster2,vo1000_cluster3,vo1000_cluster4,vo1000_cluster5,vo1000_cluster6,vo1000_cluster7,vo1000_cluster8,vo1000_cluster9,vo1000_cluster10,vo1000_cluster11
1965-01-01,1.5379555e-06,-4.0076848e-06,-3.723664e-05,4.2564905e-05,6.887528e-05,7.582079e-05,-0.00020062656,7.487404e-06,1.1341472e-06,1.4908503e-05,1.4549565e-05
1965-02-01,2.2648092e-06,-4.617883e-06,-3.676105e-05,5.644695e-05,9.903529e-05,2.6421538e-05,-0.00017332911,7.828392e-06,9.726209e-07,1.9126062e-05,4.7145804e-06
1965-03-01,2.6327252e-06,-5.6857316e-06,-4.2809195e-05,6.129265e-05,9.659449e-05,2.7435544e-05,-0.00015742803,8.977004e-06,1.2149103e-06,2.0050335e-05,4.73253e-06
1965-04-01,3.0813972e-06,-5.8113583e-06,-5.3200543e-05,5.5540622e-05,0.00014722312,-5.6888668e-05,-7.580485e-05,1.0071773e-05,1.2014061e-07,2.7866274e-05,-1.957675e-05
1965-05-01,3.9518345e-06,-5.694703e-06,-5.2707e-05,5.7102014e-05,0.00017016842,-0.00014427284,-6.373546e-05,5.6568024e-06,2.1884625e-07,2.5138324e-05,-2.6791458e-05
1965-06-01,7.702765e-06,-4.3935433e-06,-5.294031e-05,4.8011836e-05,0.00019628138,-0.00013196116,-1.1518525e-05,5.3247786e-06,-1.5804108e-07,2.062464e-05,-4.0574792e-05
1965-07-01,6.3118714e-06,-4.725567e-06,-4.1104235e-05,3.0091709e-05,0.00016780838,-0.00010209728,-1.4322795e-06,3.1711388e-06,-5.528782e-07,1.6819868e-05,-3.8268598e-05
1965-08-01,4.571004e-06,-5.1383468e-06,-5.598233e-05,5.680589e-05,0.00015214061,-0.00013923869,-3.3557495e-05,7.8373705e-06,3.175519e-07,1.8551757e-05,-4.209132e-05
1965-09-01,4.93892e-06,-4.905036e-06,-5.3397955e-05,6.636269e-05,0.0001561428,-0.00014899293,-0.00012095963,3.1083182e-06,4.4318585e-07,2.3684614e-05,-4.315019e-05
1965-10-01,6.742601e-06,-3.9269216e-06,-5.0059803e-05,6.218103e-05,0.00013518962,-0.00016950638,-0.0001007692,5.4055417e-06,-1.1317752e-07,2.4716566e-05,-4.0628634e-05
1965-11-01,4.2479587e-06,-3.541063e-06,-4.070042e-05,4.1039406e-05,8.6553126e-05,-0.00012991519,-0.00012890119,5.728587e-06,7.662311e-07,2.2132193e-05,-2.2600827e-05
1965-12-01,4.4453773e-06,-3.6936108e-06,-4.2396416e-05,5.662642e-05,9.348965e-05,-4.7636953e-05,-0.00013992068,1.1520897e-06,1.4302714e-06,1.4199599e-05,-1.3515237e-06
1966-01-01,1.0566982e-06,-4.320191e-06,-4.3090826e-05,5.2642252e-05,6.869145e-05,4.2360985e-05,-0.00019565599,6.0832754e-06,1.4314501e-06,1.8979663e-05,1.4270812e-05
1966-02-01,8.6117507e-07,-4.238722e-06,-4.3221175e-05,3.5028865e-05,4.1953645e-05,5.9151545e-05,-0.00019919984,1.0474403e-05,6.16772e-07,1.9517352e-05,1.7073311e-05
1966-03-01,1.9446998e-06,-5.9495505e-06,-4.0288323e-05,5.241414e-05,0.00011307523,-7.6777855e-05,-0.00014201744,9.561962e-06,2.9090006e-07,2.1252621e-05,7.6341166e-07
1966-04-01,4.8775473e-06,-4.0757877e-06,-4.5738532e-05,5.3978325e-05,0.00016377278,-0.00014079543,-3.0658804e-05,8.307354e-06,1.545508e-06,2.4934976e-05,-3.1823794e-05
