,abs_vo500_cluster1,abs_vo500_cluster2,abs_vo500_cluster3,abs_vo500_cluster4,abs_vo500_cluster5,abs_vo500_cluster6,abs_vo500_cluster7,abs_vo500_cluster8,abs_vo500_cluster9,abs_vo500_cluster10,abs_vo500_cluster11
1965-01-01,-0.00010168781893830118,-5.3978896301424394e-05,-8.403516595104807e-05,-1.32627322116862e-05,-7.487204703992527e-05,-7.279886631295085e-05,-6.037518560756431e-05,-3.813061122870574e-05,-0.00015953952876996213,-8.399860444814504e-05,2.3121338392567064e-06
1965-02-01,-9.727328289771097e-05,-6.261501265067511e-05,-8.323615092146945e-05,-1.0812133647656689e-05,-7.189079616708975e-05,-7.235116586175368e-05,-5.60778146812714e-05,-3.8695878235764116e-05,-0.00014183809847246275,-8.400484847907837e-05,7.898008625113679e-07
1965-03-01,-0.0001030343207347552,-5.3488998548408714e-05,-8.237354785179425e-05,-1.0485738047546793e-05,-7.450423589417417e-05,-7.257602888268683e-05,-5.958094292044163e-05,-3.47050980267608e-05,-0.00015306069570115058,-7.965628146149147e-05,-3.404229292502032e-08
1965-04-01,-0.00011174134475838268,-4.65453561854043e-05,-8.423212420893833e-05,-1.0111349606310309e-05,-8.312620737246777e-05,-6.728037134715481e-05,-4.860957296630151e-05,-3.768802512126012e-05,-0.00017302617705170783,-7.113486879881327e-05,-1.8351058606265387e-06
1965-05-01,-0.00011014370797097348,-4.37236033984187e-05,-9.425067745676068e-05,-9.056248477509602e-06,-8.409038663988835e-05,-7.34596714782701e-05,-4.925618139718291e-05,-2.9402722515549293e-05,-0.00016576092644304106,-6.714001826297205e-05,-2.0460414741615545e-06
1965-06-01,-0.00011310347760085728,-3.861640489676261e-05,-9.376771662286238e-05,-8.870867734205805e-06,-8.226851748890782e-05,-7.155847273634769e-05,-4.993700797989055e-05,-2.8727387542544843e-05,-0.00015439126809307056,-5.947723855989842e-05,-1.8023267808324088e-06
1965-07-01,-0.00011604074898877003,-3.0500731209658312e-05,-9.334764495418455e-05,-1.0493641464637046e-05,-9.046921868024296e-05,-6.006347923827024e-05,-4.081694621776859e-05,-3.2811300773290966e-05,-0.00016815087158839566,-5.4311917315667066e-05,-1.8950274971223164e-06
1965-08-01,-0.00011652003838994613,-3.376563999436571e-05,-9.308523179865198e-05,-9.599173636436745e-06,-8.806114477154456e-05,-6.831848431941996e-05,-4.847553882850767e-05,-2.940379556644113e-05,-0.00016994912785033635,-6.177789635750321e-05,-7.332443564121501e-07
1965-09-01,-0.00010609328046995686,-3.6319650085903866e-05,-9.66525380806017e-05,-8.686628912027568e-06,-8.260456716494733e-05,-7.486061669489437e-05,-5.501211532202094e-05,-3.141325914610115e-05,-0.00016861728717222673,-6.049398367534964e-05,-1.3967663332935154e-06
1965-10-01,-0.00010322624251110417,-4.259165413306368e-05,-9.257594348654445e-05,-8.572483652228998e-06,-8.1108760480818e-05,-7.193550208071821e-05,-5.3701436161984106e-05,-2.947966118163171e-05,-0.00015290602486273016,-7.340770305465692e-05,-1.6481844233060928e-06
