,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9,msl_cluster10,msl_cluster11
1965-01-01,1011.8679,1015.75073,1007.47095,1009.3593,1019.02954,1012.99414,1016.75916,1018.5204,1005.8982,1014.21826,1012.83417
1965-02-01,1010.44336,1014.7907,1007.2322,1011.3197,1018.8454,1016.0807,1010.4372,1017.7346,1005.10315,1017.71295,1011.603
1965-03-01,1011.3005,1015.0028,1009.65204,1013.5945,1016.02423,1015.02325,1012.6822,1016.5842,1009.1683,1018.73804,1013.3507
1965-04-01,1011.54047,1016.43665,1009.82446,1017.3117,1017.6478,1019.8457,1016.973,1017.34454,1010.98047,1015.64594,1015.01587
1965-05-01,1011.3618,1014.8496,1009.4641,1018.3095,1016.3995,1017.73096,1016.3368,1015.868,1012.1408,1015.0779,1015.05304
1965-06-01,1012.78076,1017.04193,1010.88806,1023.03577,1009.5695,1023.878,1012.90424,1017.6354,1014.45337,1012.3441,1015.7346
1965-07-01,1012.4545,1017.7458,1009.9045,1021.8904,1009.89453,1018.3393,1010.8781,1019.9046,1014.0496,1004.42596,1015.73334
1965-08-01,1012.9172,1018.7226,1010.2939,1019.74146,1013.8053,1019.1914,1015.98267,1020.9899,1014.66235,1017.12134,1016.49994
1965-09-01,1012.906,1018.5489,1010.19904,1018.7753,1020.18744,1017.9927,1018.60846,1022.68854,1014.3926,1015.8809,1017.0215
1965-10-01,1012.728,1019.3092,1009.73944,1017.5697,1024.0269,1019.83203,1015.52313,1022.96075,1014.0595,1020.3871,1016.3393
1965-11-01,1011.7612,1016.08374,1008.759,1013.89026,1015.636,1014.3641,1015.5337,1019.49097,1011.964,1014.1997,1015.11755
1965-12-01,1010.8068,1015.02075,1007.87964,1012.8353,1016.302,1015.5796,1018.3858,1019.56287,1010.65045,1017.96533,1013.4741
1966-01-01,1010.147,1014.8505,1006.94806,1013.39905,1020.2932,1016.9816,1017.74713,1018.33295,1006.1369,1017.15936,1012.40704
1966-02-01,1010.4674,1015.13403,1008.2975,1010.4587,1024.0674,1009.9098,1021.0036,1019.2699,1010.01117,1020.0861,1012.8176
1966-03-01,1009.85095,1014.5707,1008.26556,1013.9868,1020.33203,1015.1046,1015.4057,1018.6941,1009.1506,1017.22205,1013.08295
1966-04-01,1011.1096,1015.6479,1009.1731,1016.9178,1018.3843,1017.2946,1016.35205,1017.5744,1009.9467,1013.0555,1014.99695
1966-05-01,1012.55914,1015.54333,1010.4355,1020.7057,1010.9444,1019.49963,1005.4196,1018.62463,1013.3246,1010.2396,1016.02716
1966-06-01,1013.2301,1019.1409,1010.65515,1022.34235,1022.4225,1019.67737,1018.65405,1023.1523,1015.2424,1018.0087,1017.94495
1966-07-01,1012.6142,1017.63446,1009.10297,1020.17804,1014.3179,1015.46576,1012.67303,1019.9709,1013.503,1010.54065,1016.9741
1966-08-01,1013.896,1019.07025,1010.27405,1021.3935,1017.3935,1021.5625,1017.9787,1023.1172,1015.7762,1014.8161,1017.9311
1966-09-01,1013.8172,1019.57153,1010.5757,1017.66956,1022.298,1016.8008,1022.0507,1023.38696,1014.30164,1016.827,1016.8145
1966-10-01,1013.48047,1018.75165,1009.7996,1017.7991,1022.1671,1017.533,1018.2854,1022.50946,1013.4204,1019.4107,1015.9921
1966-11-01,1012.1736,1016.9347,1008.55096,1013.9799,1021.8811,1013.70013,1014.3761,1021.07495,1011.8475,1017.4936,1015.07025
1966-12-01,1011.5877,1017.11,1007.8825,1012.6587,1020.78516,1015.83624,1016.5285,1019.49023,1009.63,1015.9865,1014.19775
1967-01-01,1011.70593,1016.4744,1008.10333,1008.53577,1020.83307,1012.3459,1014.0619,1019.3522,1008.4408,1016.9432,1012.8516
1967-02-01,1011.9453,1017.39166,1008.728,1012.41693,1020.46954,1017.21967,1017.66583,1019.70337,1008.6091,1020.2395,1013.1905
1967-03-01,1011.11743,1016.3424,1008.4364,1012.92633,1021.2053,1018.2522,1022.45984,1019.5401,1008.81006,1019.78534,1013.6701
1967-04-01,1011.7857,1015.70825,1009.1409,1018.2442,1018.5678,1021.3272,1017.62524,1017.94086,1009.228,1019.96094,1014.2622
1967-05-01,1011.6834,1017.1355,1008.83185,1019.79913,1019.424,1020.3382,1016.51587,1018.7992,1012.2595,1015.0784,1015.3244
1967-06-01,1012.639,1019.8652,1009.5212,1018.8276,1021.78,1023.2928,1019.27234,1023.6426,1014.50885,1018.8247,1017.7022
1967-07-01,1012.7131,1020.8592,1009.0771,1020.4783,1019.01917,1018.08453,1021.8046,1024.7716,1013.9255,1017.0542,1017.6281
1967-08-01,1013.3,1019.7396,1009.70984,1018.55615,1020.25476,1015.34906,1021.38745,1024.0953,1014.0815,1022.77405,1017.56647
