,mgu600_cluster1,mgu600_cluster2,mgu600_cluster3,mgu600_cluster4,mgu600_cluster5,mgu600_cluster6,mgu600_cluster7,mgu600_cluster8,mgu600_cluster9,mgu600_cluster10,mgu600_cluster11
1965-01-01,0.1496564136462265,-0.7054224881258877,-0.5058943498425368,-0.8939356573166386,0.266011321183407,-2.186155511486915,-0.0502568187898603,0.9905655796711261,0.34364844145982165,-1.1932939710751387,-0.6400130987167358
1965-02-01,0.22657716207289963,-1.4460648189891467,-0.6158263399833587,-0.6518969612736856,0.006849052328051943,-1.7333013396109305,-0.6366780091976297,-1.1705061564078698,-0.8884778921154963,-0.956986235900664,-1.4487670262654622
1965-03-01,0.025887404348743096,-0.7741236144846135,-0.4990146654408153,-0.7233188517632023,-0.13373573254229446,-1.3382886686632711,-0.41942719755501584,0.4825538740708278,-0.30552358299061877,-0.9049079787563271,-1.3492919603983562
1965-04-01,-0.1674811491805516,1.1399806629527698,-0.30965050909577346,-1.8242739862011326,-0.09357378564097665,0.4692392003151678,-1.000099120468929,-0.1437753582229981,0.30347471651823626,-1.9799121668640998,-0.21305833260218301
1965-05-01,-0.6865198022863838,0.24134644053199072,-0.37417980592425276,-2.0315222201808805,-0.15996755072564792,0.3857713553213304,-0.8541909168506491,0.41449456833876097,0.21639410136402518,-0.6021555880425682,-0.4796847899754842
1965-06-01,-0.6562922108039427,0.9798324108123778,-0.1782274555142333,-2.3283222990651287,-0.13272912495515565,-0.7081435092033879,-1.2286002471529205,1.1003724657572231,0.2373531676720882,-1.2491917945969273,-0.6682347456614176
1965-07-01,-1.2316596641969144,1.7712470618161287,-0.014885612649888528,-3.566634847271827,-0.1340459275877837,-0.12839736957703868,-1.5168091757544155,1.533965881054218,1.4526584874028745,-1.9553312113587287,-0.01426332319776217
1965-08-01,-1.2076633699824302,1.6251476244492964,-0.17347306285689518,-2.3883811889156217,-0.12312937866557729,0.3501712554885495,-1.1740649979690025,1.4213143632962153,1.1195275230684143,-1.5118998540958888,0.25040143728256226
1965-09-01,-0.35935034242908603,1.0686540603637695,0.009267377417262008,-2.3608282689125306,-0.258506021716378,-0.891395922630064,-0.7500892260978962,0.06900865298051101,0.49827288890230487,-1.2242158533821643,-0.851301113764445
1965-10-01,-0.5335652761245042,-0.9637583385814319,-0.2856586219334021,-1.5318125486373901,-0.2146168143460245,-0.6830337547486828,-0.5880581099411537,0.016777344549504608,-0.014673061398924263,-0.9203644705490328,-0.7731541792551676
1965-11-01,-0.44763962204536695,0.9893572330474852,-0.31585090498371826,-1.2480904979090537,-0.20500390818624786,-0.16524776095344174,-0.5518810913480562,0.02933673094958067,-0.35701743934465496,-1.0629519610337808,-0.5434717337290446
1965-12-01,-0.10950193646248807,0.07587875154885378,-0.39849307660649463,-0.9754909863395076,-0.2419950113152013,-0.5754556867384142,-0.360516710528012,-1.604980918077322,-0.2666799270588419,-1.000605838399538,-0.8890274365743002
1966-01-01,-0.20947012673603016,-1.6589017347856,-0.5837283119922732,0.07722079753875732,-0.11056210281270924,-1.3375558199421052,-0.34955914678244754,-2.2817666714008036,-0.5851666564526765,-0.3325944425354541,-1.1626148223876953
1966-02-01,-0.1359818775332376,-1.178699189966375,-0.4947144083860444,-0.568197054728385,-0.23930855772712015,-1.3245002877327703,0.12970580109234514,-1.593613509948437,-0.14880602990371594,-0.3861825650846455,-0.33629274368286133
1966-03-01,-0.23640206690584675,-1.6221736777912485,-0.390186269835728,-0.8575562267534195,-0.13201888763543332,-1.3115169540528329,-0.5971662751559553,-0.6633329276855175,0.15702363157617874,-0.43633206629417315,-0.5700257619222006
1966-04-01,-0.3832985845844397,1.1659622192382812,-0.3435227020484645,-1.7996190055724113,-0.2265350159370538,-0.4128189336869024,-0.5483022332191467,0.36677577747748447,-0.1845098276069199,-1.0749369439944416,-1.0536920229593914
1966-05-01,-0.5721768636382027,1.0788151350888338,-0.16348409216578413,-2.602500877072734,-0.3648190787344268,-0.5724263287359669,-0.9053881826071903,2.556613546151381,0.8885463942652164,-1.2226070316744524,-0.5562962690989176
1966-06-01,-1.240429449617193,0.4012835025787353,-0.21067219445618188,-2.1387146365258003,-0.3048222715204412,0.017246971988389568,-0.6710758908041593,0.41925695080023545,0.6877821424733038,-1.0850666274487133,0.262828787167867
1966-07-01,-1.2358322572172358,1.737255508249456,-0.3880012507845716,-2.90114370084578,-0.4786621801780932,0.674662955345646,-1.438228179668558,1.4865956627405605,0.9820315285005432,-1.115723814762814,0.40322848161061603
1966-08-01,-1.225464129715823,1.3839397647164084,-0.37348900989788336,-2.5811810647287676,-0.416929613460194,-0.010757646974055998,-0.9641179134105814,2.268804495151226,1.0581870873769126,-1.4458602582904656,0.5350619554519653
1966-09-01,-1.1099600390102087,1.01234956221147,-0.22317373261946005,-2.502961793253499,-0.33403383963035815,-0.7013863132845971,-0.7392728123171577,1.2539076117368844,1.2813918832419575,-0.6439009182889697,0.9132112661997477
1966-10-01,-0.4581719302059559,-0.1766316999088634,-0.31831593411724746,-1.5639024396096506,-0.20955962665153274,-0.9806273445006339,-0.6996137109296076,0.08729032169167812,0.6901267646015555,-0.632498969494457,-0.011466911683479944
1966-11-01,-0.24723720349622577,-0.14757956970821726,-0.40190970388854425,-1.2630815467526837,-0.006805983456698332,-0.36885937856089684,-0.5844706091387518,0.3251153116042797,0.008342165391946186,-0.12177579419713626,-0.47905460993448895
