,mgv200_cluster1,mgv200_cluster2,mgv200_cluster3,mgv200_cluster4,mgv200_cluster5,mgv200_cluster6,mgv200_cluster7,mgv200_cluster8,mgv200_cluster9,mgv200_cluster10,mgv200_cluster11
1965-01-01,-0.09836896163661306,-1.1862789937692095,-0.7300336482161183,0.9672066533421896,-0.294751457515217,0.3291195843900953,-0.4120601583423653,0.391915815237623,0.26008792418217513,-0.7518454274134849,2.1230946327077933
1965-02-01,0.5030048693098673,-0.577163442160732,-1.4002067557835984,0.2993305224970163,0.8491711105619157,-0.3149165213108063,-0.4060443702752028,0.2207916803084887,0.3289834319642096,-0.8949300246452218,1.0054603732865433
1965-03-01,0.5661218995001258,-0.5728553778441378,-0.8387624207189528,0.41638002338179625,0.11199728009246644,-0.051048036132540026,-0.8026492304918242,0.6332308053970337,0.06820721156669386,0.24829442376521094,0.2567813828073699
1965-04-01,-0.3334039595068955,-0.8907914623733638,-1.0963049985594668,0.7308684917817633,-0.31310085029829116,0.03286021628550121,-0.8529704760729782,0.49041829573420376,-0.2984741397879341,0.19204216216927142,2.127338483415801
1965-05-01,0.377570456121026,-0.42499292266461275,-0.7105394945306294,0.13063504214746408,-1.1156953800292242,-0.06633234343358449,-0.4399786877438305,0.6804257172804612,0.03845543798172113,-0.16454012313885474,0.9475383265265104
1965-06-01,-0.0750398626778184,-0.24479590645132138,-1.3151745674973827,-0.6075726934226163,-0.11354446056343259,0.5778287989752634,-0.28414302240542283,0.6622304595433749,-0.48417504989739624,0.6746723135905479,0.15091690523871062
1965-07-01,0.0964461666781728,-0.5896147369414336,-1.0578350495483917,-0.48364386501082457,-0.23356410009520392,1.0149507011686054,-1.0010820094162856,0.4969059733244089,-0.6766702550830264,0.5098672055486423,0.6914030888984943
1965-08-01,-0.053713338949331425,-0.4040871364201686,-0.4811388456215293,-0.6734204579548664,-0.5835877713702974,0.10372553552900042,-0.37642298190574336,0.4496613374123206,-0.3341831221725002,0.33807861271189216,0.887170331231479
1965-09-01,-0.370044824553699,-1.1969436508740565,-0.4729721000639059,-0.168874267354069,-0.49146584102085655,0.9350786890302386,-0.6765211500772615,0.7146836473391606,-0.16714051365852356,-0.2554998913807655,1.6470119870942215
1965-10-01,0.2636385763563761,-1.203856957975284,-0.7242042634446743,0.29246853776724946,-0.8790872494379679,-0.02393148307289396,-0.6213940013714923,0.5622882567919217,0.22776320576667786,-0.9081957945183141,1.5484250825026942
1965-11-01,-0.004317326948228406,-0.5582509114760761,-0.6899864996893932,0.5117329488317651,-0.7817590804327101,0.6608706286975317,-0.19191997050027537,0.6140556472998399,-0.2537235346707431,0.25187797510801857,0.36170446667177925
1965-12-01,-0.2997077819777698,-0.579139209070871,-0.7025411573507019,0.9607932653771826,0.29209470465069726,0.6579861470631191,-0.2711224695289038,0.2010336948128847,-0.1323375286477985,-0.5889706202407381,-0.36079066580739516
1966-01-01,-0.10546790208758378,-0.9045364320740219,-0.2885124946044663,0.8972907640847816,-0.40057724430447533,-0.1398441621235439,-0.09150640751288189,0.595750418993143,0.2602606018384298,-0.7265266197830883,0.5742317129825724
1966-02-01,-0.36467800780040466,-1.1253204918646997,0.6480197785264356,0.7365220282451216,-1.014871753397442,0.7144049235752651,-0.4295780508953139,0.49516683587661153,0.17830895655082935,-1.1905648815098093,0.1140597693879029
1966-03-01,0.2876803097201557,-0.5855713241784147,-0.7412661940364514,0.5986574184463685,-0.2353493869304657,-0.007037074039024966,-0.44225331365577575,0.5213213196167579,0.036184450216365585,-0.738524234116967,0.15988827779375275
1966-04-01,0.13916185352860427,-0.7966252722481424,-0.9461956509089067,0.4888089665447373,-0.2842619376523154,0.7888750519071307,-0.3588257402908511,0.6176150074371924,-0.10650797097971945,-0.5095202531387557,1.1653900146484375
1966-05-01,0.5903869140438918,-0.4812299050101938,-1.2027904138726704,-0.21889396460659533,-0.2895599177905491,0.450418336050851,-0.547772318851657,0.24032219528005672,-0.31426089279579394,0.96342474666994,0.7712637042177135
1966-06-01,0.21144871304674848,-0.9294712266256643,-0.6076664237652795,-0.23035775107073497,-0.6728320036615644,0.016851934737392837,-0.30913680670707205,0.46037811499375564,-0.11798331683332271,-0.4102864817007264,1.1690637160991801
1966-07-01,0.21153610290550606,-0.3569283573202384,-0.6902916451631966,-0.2433620483042246,-0.43983994495301015,0.7086145452090673,-0.5848995069178139,0.41869601378074056,-0.4024880763256189,0.23645525103184714,0.4573110362579083
1966-08-01,-0.10001068798507133,-0.8600269639214804,-0.2892935932692835,-0.0993114638041301,-0.6857760889189584,0.33570955906595507,-0.2687436838944753,0.2559143476761304,-0.007771542578032523,-0.4001852291733471,1.4459649036670554
1966-09-01,-0.08488323812077686,-0.4412671305643496,0.03227776200589487,-0.23846823767007116,-0.2815666227113633,0.34968120711190365,-0.4965801549151661,0.3107541111799387,0.0491533586473176,-0.556913374075249,1.6010500233748866
1966-10-01,0.7708468815175499,-0.8542911026828973,-0.2820484466471915,0.44642148247684343,-0.4513514041900635,-0.04477234823363168,-0.7244487603505453,0.20623149780126718,0.17835579135201196,-0.8834805061568075,0.9379526664470805
1966-11-01,0.0013012813813075787,-0.8075305657793385,-0.3467107728376227,0.8632957935333252,-0.38938705410276137,-0.3779446227209909,-0.39090497222373155,0.28267319672382796,0.29139367016879,-0.8201681855899184,1.6068310573183258
1966-12-01,0.07080872338719485,-0.9703387585721275,-0.4047303886736854,1.056623889739255,-0.265872333021391,0.09928686278206962,0.24186041418129836,0.3710620907636789,0.20224952110738467,-1.4666602682711471,1.23666617377051
1967-01-01,0.5412698155496178,-0.9637785050296044,-0.5925222473629451,0.9288691612611334,-0.1132644038824808,-0.45231482812336515,-0.921098294296885,0.6260236868491539,0.38854053074663336,-0.9311611083016467,1.1375260764154895
1967-02-01,0.18407353540746177,-0.5253476458926534,-0.8625125480910479,0.818051631192127,0.2262756654194423,-0.539360088961465,-0.24729529774285913,0.49329049312151396,0.3519674774372217,-0.9629117908762461,0.035511528880431735
1967-03-01,0.1811350991086262,-0.772843319316243,0.05844757592273971,0.5771022245108364,-0.973990119638897,-0.28108454176357817,-0.5523195596245246,0.41738011516057527,0.26119877894719445,-0.8537008691189893,0.9596863697315086
1967-04-01,0.3106052555688998,-0.8944728115732355,-1.5381986812009651,0.6827088005571481,-0.4059685695739019,-0.11826825993401664,-0.6326786386288279,0.6804648500222426,0.18609540029005572,-0.4913997294297859,0.9638585920991569
1967-05-01,0.037996775311667744,-0.9375719136969988,-1.2087025884854592,0.3656691456415567,0.11211903690959193,-0.1791722221033914,-0.34816801790299456,0.5808718158648564,-0.077025472948497,-0.6050954558956089,1.6688163938193488
1967-06-01,-0.3679233353312423,-1.303263089453527,-0.787536471577014,-0.07713449647627682,-0.3568715566680545,-0.20638346672058105,-0.6419679982875421,0.26157528162002563,-0.20895207470113583,-0.7093376188135858,1.8722429357726
1967-07-01,-0.26670892427607285,-1.1390623658202415,-0.009324209827740314,-0.04805241632892425,-0.6905351650147211,0.7652810641697475,-0.7926311919359657,0.3627873341051432,-0.29353121916453045,-0.43352046119633003,1.705379424424007
1967-08-01,0.12798603714966192,-0.601779813914336,0.11253704206418183,-0.08399678641055004,0.7195741505849929,0.4182133078575134,-0.765207070645278,0.17412098554464486,-0.4402192614295266,0.21980998676214644,0.054149496658095
1967-09-01,0.6191913674517376,-0.7863237876300664,-0.8493553783933996,0.04234205796776048,-0.4206421261742001,0.17470667404787882,-0.8657414254134264,0.1715012496480575,-0.1791421120817011,-0.425935636705427,0.7654584687331628
1967-10-01,0.07577573017376225,-0.5289857008660487,-0.41049132912845937,0.014127422887158682,-0.5077553788820902,0.34665971994400024,-0.6490688740722532,0.6423322512553288,0.1307151263410395,-0.3408280771170089,1.1182087248769301
1967-11-01,0.025420833560751706,-0.7302397674368333,-0.5853013972104606,0.5400991583444986,0.05425910154978434,0.23374785270009724,-0.5013460550850969,0.5853657309825604,0.14842257806749057,-0.011655497851211633,0.15180168737625255
1967-12-01,-0.0493674652605522,-0.8688953495764917,-0.4861435647738182,0.9353700890598527,0.13454042729877289,0.633388672556196,0.05818243797232465,0.7424233280695401,0.03894631609772191,-0.610897701178024,0.671978089316138
1968-01-01,0.3807408780586429,-0.9603947170020998,-0.6461279372037467,1.062100910278688,0.2919576849256243,0.7973850624901908,-0.25763706099696276,0.41451776256928075,0.20437472133022366,-1.1143661257046371,0.5130420471059866
1968-02-01,-0.032624768138658715,-0.9721489839775618,-1.1392461041272697,1.0926813964384148,0.4472611525229045,-0.039447772183588574,-0.13860422678715814,0.9586134782204261,0.4741411678718798,-1.2522823774992529,0.9098550368999614
1968-03-01,-0.10341507632557939,-1.1169735313385956,0.04240088796211502,0.8193711918520641,-0.7019538822628203,0.5307912826538086,-0.16026543529053044,1.2636808936412518,0.4147404432296753,-1.6351002365795533,0.8476255782719316
1968-04-01,0.23994491231150744,-0.952515352604001,-0.06447400960881831,0.6181928766779153,-0.3649544219175974,0.619643075125558,-0.32523132073200817,0.45949527277396274,0.03753444010561163,0.09234708302946232,0.519363376600989
1968-05-01,0.1714323533744347,-0.5974230378173119,0.7667249542171672,-0.21128627550171084,-0.9145494940735045,0.07322232105902264,-0.50201171297368,0.03564814535471109,0.0371543566385905,0.6908374491022593,0.41928139740023124
1968-06-01,1.154425958307778,-0.8938326854114385,-1.038125814017603,-0.04869129463850734,1.0215668735050019,0.6071983064923968,-0.5196325117495002,0.6476336832229908,-0.29914024201306433,-0.5032539812486563,0.05028613939367492
