,abs_vo500_cluster1,abs_vo500_cluster2,abs_vo500_cluster3,abs_vo500_cluster4,abs_vo500_cluster5,abs_vo500_cluster6,abs_vo500_cluster7,abs_vo500_cluster8,abs_vo500_cluster9,abs_vo500_cluster10,abs_vo500_cluster11,abs_vo500_cluster12
1965-01-01,0.0003031915884303789,2.737191065766928e-05,0.000220955116674304,5.8987341432484915e-05,0.028813941753469408,0.008057742525124922,2.9965594333575676e-05,1.3665647694930765e-05,0.00011935860742977279,0.01235868694493547,0.000179652916914266,0.0021180118589351577
1965-02-01,0.000276039701510364,3.250206259024785e-05,0.00023033427876523798,5.169690281282953e-05,0.03170610871165991,0.008411749149672687,2.751739206115729e-05,1.4370991152645729e-05,0.00012293604350118183,0.013396836584433913,0.00017802284370797375,0.0023772159086850784
1965-03-01,0.0002740844558082664,3.4120529698098994e-05,0.00021590018554383682,5.9479344152782306e-05,0.026348014944233,0.007182151603046805,2.8698160525918728e-05,2.0917544437300727e-05,0.0001279720468013439,0.010873163409996778,0.00018758649174641404,0.0021698731870856136
1965-04-01,0.0002819894479426484,4.056882778271795e-05,0.00020756408856767748,6.225094138999801e-05,0.026030349545180798,0.006697805656585842,3.700582178069779e-05,7.541869232833657e-06,0.00012210340321681267,0.010426004155306146,0.0001824865951978912,0.0017814944537046056
1965-05-01,0.00023484821073137797,5.452939729637249e-05,0.00020861038744139174,6.96736390374885e-05,0.02230633981525898,0.00593774821027182,5.2113557727868426e-05,-2.2560702935455388e-06,0.00012451079762053438,0.008437771612079814,0.0001781917752749804,0.0018361747303667169
1965-06-01,0.00020121939227325268,4.1808155575826605e-05,0.000207392844863029,8.51498598576192e-05,0.011596437252592295,0.007722582085989416,5.928938947757011e-05,-1.1551850320756785e-05,0.0001329644281974842,0.006494076660601422,0.00017253845322152806,0.0014638576734190187
1965-07-01,0.00021314845071174204,3.831715498273162e-05,0.00019655433586902087,9.721073384152063e-05,0.005299715849105269,0.006131351983640343,5.2959827615865575e-05,1.7799190269821945e-06,0.00014150216376820448,0.003833869777736254,0.0001669317296343959,0.0012250851189795262
1965-08-01,0.0002270553662898377,4.71339514293272e-05,0.00018913376455505687,8.532602435680328e-05,0.005384066753322259,0.006845868483651429,5.313339721369765e-05,7.198342662680565e-07,0.00014050629668121853,0.004651036579161882,0.0001744493945605225,0.0012983715957185875
1965-09-01,0.00021040166477457836,3.0203289575280345e-05,0.00019886299722000127,7.986232896840547e-05,0.009956077701644972,0.007254388037836179,5.334507328207924e-05,-3.119815043343503e-06,0.00012672683433900307,0.006629752169828862,0.00017482688741034103,0.0013739514542976394
1965-10-01,0.00020870092367448914,4.345174408839778e-05,0.00020025427349739603,6.596053905106324e-05,0.014275932335294783,0.007746137271169573,4.801091672018615e-05,3.7207354826781134e-06,0.00012122311387048645,0.007748139614704996,0.00016342001294510232,0.0016441511737260348
1965-11-01,0.0002590339695766138,3.691506246971759e-05,0.00019895671155407195,6.386747418989632e-05,0.0212600250961259,0.008254936983576044,3.682843502002782e-05,8.969302219459982e-06,0.00011831806934720208,0.011127774632768705,0.0001688081829342991,0.001949643531891828
1965-12-01,0.0002721982197656941,4.2116489760488514e-05,0.00022143680123715763,5.4587557531056645e-05,0.027619561296887696,0.007983262912603095,3.674478051183161e-05,1.3249317021291063e-05,0.00011212012945771824,0.013036627206020057,0.0001823037261298547,0.0021734199738906077
1966-01-01,0.0002697340767973891,3.1109281754903896e-05,0.0002078863003084229,6.432082184385193e-05,0.02729489642661065,0.007911859574960545,2.814603208411318e-05,1.0725305325346806e-05,0.00013639059203384487,0.011339868797222152,0.00016620937256245976,0.0020547709330761186
1966-02-01,0.00029566533787426754,3.280764506966312e-05,0.00021561934974872402,5.7722952648981524e-05,0.033154073753394186,0.007661549170734361,3.0880714327951806e-05,1.8742503016255796e-05,0.0001174940925286433,0.012553129636216909,0.0001844501983012176,0.0022299272435096404
1966-03-01,0.000281882659272434,3.629030927302356e-05,0.0002197084379278951,5.820645853064134e-05,0.02436204522382468,0.008036709914449602,3.468263566358459e-05,1.4751874270283832e-05,0.00011685569493132535,0.011441754759289324,0.00018125684517953132,0.0018957694313333682
1966-04-01,0.00028495400888809504,3.744050271516825e-05,0.00020878058017438484,6.47196614763589e-05,0.027139292797073722,0.00707009166944772,3.448765357407227e-05,1.4647657546144426e-05,0.00012382140909700633,0.010088562703458592,0.0001772356821068873,0.001968901172707168
