,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,w_cluster7,w_cluster8,w_cluster9,w_cluster10,w_cluster11,w_cluster12
1965-01-01,-0.04927516,0.026632786,-0.15838301,0.025161922,0.65112674,0.36661637,0.2606079,-0.032570183,0.047067523,-0.25194156,0.32411844,0.0072486997
1965-02-01,0.09313762,-0.0039405227,-0.13773817,0.026737869,0.63226795,0.18659106,0.25498703,-0.0050436854,0.0385049,-0.2889762,0.41767696,-0.059256136
1965-03-01,0.049221337,0.010085404,-0.09839207,0.03115052,0.2928622,0.1061129,0.05510485,0.002100587,0.020959377,-0.1924234,0.36940053,-0.14819193
1965-04-01,0.053213716,-0.05468589,-0.11078948,0.026265085,0.27526417,0.066976964,0.051270068,-0.010296822,0.004517019,-0.16978234,0.28540275,-0.08315796
1965-05-01,0.15428424,-0.07081306,-0.05326754,0.023796082,-0.07779974,-0.14992547,-0.05704981,0.023165703,-0.0035728216,-0.017703772,0.19273725,-0.06986749
1965-06-01,0.15438926,-0.050115645,-0.059308708,0.013079643,-0.15791023,-0.19410437,-0.12066543,0.050902307,-0.18459618,-0.100598395,0.14782286,-0.02132845
1965-07-01,0.049063742,-0.013553798,-0.039084077,0.0004721284,-0.19389427,-0.36976963,-0.082054794,0.034775138,-0.11646289,-0.03309548,0.05268836,0.0005772114
1965-08-01,0.055577636,-0.15365517,-0.025110722,0.00456959,-0.16290069,-0.36215252,-0.0940845,0.060988367,-0.066610575,0.025582135,0.09329522,-0.1186167
1965-09-01,0.116776764,-0.0880959,-0.033935964,0.005410075,-0.059834003,-0.21196508,-0.054738462,0.046752334,-0.029838502,-0.13006854,0.14855832,-0.05001062
1965-10-01,0.06408769,-0.11698824,-0.044127107,0.018070161,0.16347724,-0.0721789,0.050534606,0.0061980486,0.018595457,-0.2079202,0.17886895,-0.11546481
1965-11-01,0.053213716,-0.12439513,-0.11625278,0.031675816,0.40049917,0.057258606,0.16757467,-0.07049787,0.028051138,-0.13458627,0.21143845,-0.069289684
1965-12-01,0.065663636,-0.07927066,-0.11010659,0.026160002,0.36314932,-0.0132911205,0.2819882,-0.06771374,0.02510935,-0.06923711,0.41583836,-0.13558435
1966-01-01,0.08059251,-0.004800737,-0.15183395,0.030168056,0.4779241,0.12832701,0.29268506,-0.10533047,0.02364844,-0.16387016,0.4088527,-0.07647091
1966-02-01,0.018223047,0.026429534,-0.15890068,0.030897558,0.51777124,0.1337524,0.1886904,-0.041593254,0.044255912,-0.09995061,0.4073482,-0.060832977
1966-03-01,0.08077484,0.0021747947,-0.15260905,0.033268332,0.56039953,0.2233401,0.21973836,-0.014694154,0.009560645,-0.25044882,0.4027434,-0.0577783
1966-04-01,0.041018903,-0.05545312,-0.14836901,0.03614056,0.4325148,-0.00060629845,0.097598195,-0.011229157,0.006642759,-0.1504662,0.36750105,-0.07482958
1966-05-01,0.09600246,-0.07806659,-0.089646876,0.023694038,0.20469308,-0.06019467,-0.0041624904,0.038146615,0.008056104,-0.15821683,0.16119862,-0.036258996
1966-06-01,0.0740273,-0.018250287,-0.08098447,0.0016732812,-0.14166701,-0.19514608,-0.076242924,0.04256904,-0.06621277,-0.020301938,0.08086604,-0.009587884
1966-07-01,0.054969966,-0.03904009,-0.08271694,-0.009359896,-0.16587621,-0.46678138,-0.108613074,0.03823781,-0.09434283,-0.07309711,0.07083589,-0.01911652
1966-08-01,0.049453378,-0.05226171,-0.04510379,0.0021291971,-0.18561745,-0.5780251,-0.09999621,0.046809018,-0.0752399,-0.10523927,0.052872717,-0.08271694
1966-09-01,0.07115501,-0.095528245,-0.009177566,0.012979984,-0.061288893,-0.23558593,-0.031152725,0.018131852,-0.12457013,-0.0698145,0.108221054,-0.07232207
1966-10-01,0.05943793,-0.08431268,-0.026775956,0.021232128,0.24098408,-0.083993554,0.07986301,0.002493918,-0.0017917156,-0.11130297,0.28575513,-0.08640987
1966-11-01,0.13434511,-0.03749001,-0.07286918,0.024514735,0.28342995,-0.18566298,0.1816237,-0.030560076,0.015761077,0.054969966,0.5378772,-0.111986816
1966-12-01,0.08237058,-0.034754515,-0.1210596,0.036596477,0.604897,0.15609235,0.38099617,-0.10751885,0.042523444,-0.24037308,0.560901,-0.074510455
1967-01-01,0.12096584,0.022196949,-0.10942519,0.028003812,0.49140155,0.030253291,0.28978324,-0.0130627155,0.059967697,-0.1411798,0.55752647,-0.07495022
1967-02-01,0.007967472,-0.022008419,-0.2137394,0.034856915,0.7032734,0.2843426,0.3359242,-0.031215668,0.057665825,-0.24988842,0.330222,-0.028966188
1967-03-01,0.015239179,0.00012040138,-0.14405704,0.024603367,0.38609338,-0.0619241,0.17636639,0.006398082,0.0020560026,-0.15352595,0.32980347,-0.007098913
1967-04-01,0.04123926,-0.0123826265,-0.07725203,0.00932765,0.23600441,0.01612848,0.10971832,0.013094306,0.012152672,-0.24345374,0.25196022,-0.04570675
1967-05-01,0.10323137,-0.08870888,-0.039481282,0.012048006,0.15177882,-0.12313151,-0.05705881,0.013146639,0.015448451,-0.13092625,0.18792784,-0.044241905
1967-06-01,0.06697774,-0.055437088,-0.037493348,-0.004221678,-0.119312525,-0.28237545,-0.08802879,0.03286898,-0.06663227,-0.067050815,0.16166615,-0.02096212
1967-07-01,0.025231123,-0.05334449,-0.020229697,0.0024222136,-0.15828645,-0.38632345,-0.05585563,0.026329756,-0.101734996,-0.109058976,0.046366036,-0.02655971
1967-08-01,0.014402151,-0.06736469,-0.031006455,-0.0015536547,-0.15514767,-0.1911397,-0.065638304,0.053114533,-0.10131657,-0.01803255,0.021621466,-0.04136467
