,zgv850_cluster1,zgv850_cluster2,zgv850_cluster3,zgv850_cluster4,zgv850_cluster5,zgv850_cluster6,zgv850_cluster7,zgv850_cluster8,zgv850_cluster9,zgv850_cluster10,zgv850_cluster11,zgv850_cluster12
1965-01-01,-0.20310077,0.16468826,0.20133467,-0.08315358,0.15144253,0.18911919,-0.6378542,-0.067847446,0.33864847,-0.018102456,-0.5176127,-0.0019133091
1965-02-01,-0.07564769,-0.052099753,-0.0025019646,0.021487474,0.059605658,0.2276789,-1.0244815,-0.36293226,0.17705087,0.12774746,-0.51202005,-0.017513752
1965-03-01,-0.0922784,-0.13996291,-0.0952219,0.22399954,0.12701158,0.41841707,-0.7419065,0.11950568,0.06269634,0.14614424,-0.52497137,0.09816537
1965-04-01,-0.16601281,0.06078305,-0.31554207,0.24460399,0.05813391,0.4478519,0.037087977,-0.12598135,-0.24666443,0.18750031,-0.45889002,0.2053084
1965-05-01,-0.07991574,0.0011774063,0.4699281,0.90276825,0.06608136,0.67008543,0.5402775,0.45212,-0.23150544,-0.6190158,-0.57618797,0.21752386
1965-06-01,0.04842043,-0.6898068,0.9404448,1.8513076,0.2323885,0.38927644,2.348316,0.5361566,-0.3539546,-1.1470778,-0.16483536,-0.09757669
1965-07-01,-0.034586,-0.8001877,0.86258966,1.8677912,0.16351084,0.4649242,3.1315787,0.8138749,-0.34173912,-1.0140321,-0.17778663,-0.295232
1965-08-01,-0.02766881,-0.81034267,0.81725997,1.3891798,0.16145039,0.6456544,2.3038692,0.7642771,-0.544104,-0.70231664,-0.30671158,-0.39678237
1965-09-01,-0.097282335,-0.5198203,0.67994606,1.0261004,0.10832043,0.47728682,1.0826155,0.027080107,-0.32996517,-0.55808556,-0.5738333,-0.0922784
1965-10-01,-0.30936077,0.031495333,0.6332917,0.24740028,0.0,0.39928436,-0.3614605,-0.1326042,-0.1897079,-0.48582286,-0.803867,0.004856753
1965-11-01,-0.424304,0.12303786,0.24769464,-0.2743332,-0.045035385,0.21516907,-1.3348725,-0.30994946,0.16615999,-0.007947421,-0.7960668,-0.1892664
1965-12-01,-0.34586003,-0.16483545,0.23091674,-0.17204694,0.023842275,0.1723413,-1.5069194,-0.13613638,0.4219492,-0.17719805,-0.8546421,-0.04768455
1966-01-01,-0.23725367,0.073635384,0.24275097,0.031392716,0.00014467239,0.22481231,-1.4793632,-0.3116124,0.29729038,-0.039638735,-0.64203155,0.15652952
1966-02-01,-0.1400375,-0.013743353,0.10170078,0.07855411,0.004774022,0.35486782,-0.753425,-0.08463011,0.16086957,0.1404715,-0.5692641,-0.097360805
1966-03-01,-0.14524552,-0.067704104,0.04687209,0.22423363,0.031103397,0.5383054,-0.36079913,-0.1594229,0.100254156,0.13309352,-0.8536792,0.0031826973
1966-04-01,-0.101990126,-0.114286855,-0.062206767,0.29931575,-0.07927742,0.38177586,0.19370893,0.061772753,-0.0037613392,0.025606036,-0.6878909,0.023436021
1966-05-01,-0.15117685,-0.105606794,0.18575224,0.99791205,0.10401545,0.35182977,0.6465162,0.38698384,-0.43559188,-0.36644116,-0.4726267,-0.12716217
1966-06-01,-0.07276745,-0.6339302,0.80420303,1.802983,0.20846495,0.44571862,2.7910578,0.9009851,-0.3751212,-1.432202,-0.09258671,-0.19370893
1966-07-01,-0.02227869,-0.7648536,0.80203307,1.7898185,0.16463089,0.43703857,3.1912065,0.707855,-0.31624174,-0.93584996,-0.22596951,-0.44976926
1966-08-01,0.096348144,-0.9856154,0.7049616,1.6053683,0.21193695,0.5221027,2.8839338,0.48101735,-0.3314318,-0.6148342,-0.24361897,-0.458594
1966-09-01,-0.1099468,-0.31363776,0.5880708,0.97129333,0.06886139,0.3567485,1.0319088,0.2217743,-0.34430712,-0.8123045,-0.63479817,-0.10083282
1966-10-01,-0.26387233,-0.1576869,0.27038234,0.4164959,0.009982014,0.4053566,-0.5179074,0.019240689,0.10271344,-0.21844697,-0.60355014,-0.016058017
1966-11-01,-0.3566038,-0.14220753,0.46467,-0.30495778,0.0036166906,0.3051024,-1.9055519,0.14105019,0.044268034,-0.21280496,-0.88608456,-0.066836074
1966-12-01,-0.2900571,0.2074523,0.7441664,-0.05048876,0.016781379,0.120796844,-1.4528893,-0.32955113,0.24564433,-0.1676689,-0.69584763,-0.0024593354
1967-01-01,-0.24829344,0.23263974,0.5578691,-0.2762701,0.0026644587,0.030641174,-1.5067463,-0.18601188,0.44413048,-0.11407179,-0.4126566,-0.04845967
1967-02-01,-0.12706093,-0.07110753,-0.009492111,0.012489629,0.06894263,0.3786849,-0.6454629,-0.14904265,0.19217344,-0.079766974,-0.5218991,0.03230648
1967-03-01,-0.0029974938,-0.12439649,-0.19650318,0.3648631,0.005495429,0.4461288,0.11174035,-0.11273952,0.13771874,0.0029975176,-0.3552044,0.0018318057
1967-04-01,-0.07427152,-0.05961706,-0.18817677,0.021315623,-0.01149044,0.36169901,-0.29275638,0.058451366,-0.07077445,0.036969233,-0.2987514,0.028143251
