,mgv200_cluster1,mgv200_cluster2,mgv200_cluster3,mgv200_cluster4,mgv200_cluster5,mgv200_cluster6,mgv200_cluster7,mgv200_cluster8,mgv200_cluster9,mgv200_cluster10,mgv200_cluster11,mgv200_cluster12
1965-01-01,4.575208822886149,0.8322910620616032,-1.6069576696113304,-0.22490862756967545,0.2205876523957533,-0.31638462096452713,-5.397783084349199,0.6479006098664325,0.10589549174675575,-2.720786382754644,0.7699827137200729,-0.003307248085835262
1965-02-01,-1.3121617337067923,0.36510638892650604,-1.7057177093293932,-2.4600413110521107,0.610281921484891,-0.8044109990199407,-2.920982241630554,4.713040331135625,0.17849259651624239,-1.0636315991481147,-5.203162587207296,2.5297097469630994
1965-03-01,-0.20472293512688744,1.032710992372953,-2.2852175765567355,-0.6966506441434225,0.4169596030431635,-0.4805012606084347,-3.739905899221247,3.517297817313153,-0.00038364015591259184,-0.756069893638293,-2.0260569841965386,2.948851334421258
1965-04-01,2.902623017628988,0.7370019188294044,-0.09287789601970602,-0.6549495789739821,1.1096016449086805,-0.5172614318629106,-1.1264641853896054,0.8189264846884685,-0.04834645642684056,-0.8636907363931339,2.061449444812277,3.050841783222399
1965-05-01,2.234657605489095,0.7726247494037335,-2.176682154337565,0.3842829002274407,-1.0802851880297941,0.17096572555601597,0.7340710271488536,3.0002684696860933,0.7755387746370755,1.361395170291265,-3.619373622147933,2.7452290058135986
1965-06-01,0.35582702192995286,0.3493861510203435,0.3654740198894783,0.7307662732071347,-0.40698594906750846,0.613719162841638,0.9235193106261167,-1.4133707336757493,1.1755074904515193,1.940473665793737,-0.058761826189963715,-0.20820206325305135
1965-07-01,0.10673833183116384,0.1666871257699453,-0.019178570558627445,0.543437980943256,-1.094678131973042,0.2305307425558567,1.2023199688304553,-2.000180534694506,1.0427152193509615,1.6765285283327103,1.7085090927455735,1.527527602095353
1965-08-01,-1.1785633862018585,0.7065764986551725,-0.2513283104808242,0.6073681430684196,-0.603135981980492,0.08663979048530261,1.0306953706524589,-2.9212280460025952,0.6696466757700993,1.2864720076322556,1.5420905921770178,0.6653189659118652
1965-09-01,-1.6765481895870633,0.8089503989769862,-0.8059805742016545,0.22968513270219168,-0.1855988274602329,0.3888401513298353,0.7717643949118528,-1.2349587419758672,0.7829814690809983,1.8014535307884216,0.4848333156627157,-2.8150407891524467
1965-10-01,4.6355333593156605,0.8821897208690643,-3.3275478416019015,-1.049989875819948,0.580396459383123,0.1563950131336848,-2.0790311423215,3.9855259916056758,1.0207017568441537,1.6309075057506561,-4.64798004730888,-1.9339398333900852
1965-11-01,1.5011136730511985,0.8473383692594675,-1.3663045786045216,0.12738972695337403,-0.2705313265323639,0.21653611523409685,-3.126320784742182,0.028239504393676052,0.37598424232923067,-2.3172145088513694,-3.016395931658537,-0.9921302136621977
1965-12-01,-1.0000744627581704,0.9723798586772038,-4.1833612653944225,0.36854296922683716,-1.6836757169050327,-0.15065670013427734,-4.2711558667096226,-1.230304137520168,0.930028328528771,-0.028331242113684617,-3.294752732567165,0.1217964350392944
1966-01-01,4.035705990261502,1.2457826962837806,-4.365277731860125,-0.38379083077112836,-1.5427489491070017,-0.14809899342556795,-6.117065928199074,-0.3214705573475879,0.3764506486745981,-0.5903930713733038,-2.9972353707189145,2.976690781743903
1966-02-01,1.1349068747626412,0.39152970107702106,-1.2152942242445768,-1.0952783955468073,0.8136781699517194,0.32869651913642883,-4.246542128649625,0.21947487864805304,-0.279248792391557,-2.4475671350955963,0.6070219304250634,-1.714084179777848
1966-03-01,1.2827905515829723,0.5463683261321141,-1.1823647552066379,-1.0309858454598322,0.7658039822297937,-0.5978249634305637,-3.4691339189356025,1.0965168476104736,-0.13755339842576247,-1.3435903936624527,-0.5114640554656152,1.8168469792918154
1966-04-01,0.20285855150885052,0.9074407701308911,-1.1407164511857208,-0.4741921193069882,-0.12203318012111326,-0.03938367202257117,-1.974398439580744,0.26283790559872333,0.2147365533388578,-0.7425910482803981,0.6505180312239606,1.289398968219757
1966-05-01,1.8396182192696466,0.8991648371403034,-1.1173692014482286,1.2856610119342804,-2.010267972946167,-0.33776427929600084,0.10626726699146358,-0.21715075101541434,0.7116959186700674,1.018756628036499,-0.7569833294205043,2.985571873815436
1966-06-01,1.176583684153027,-0.09825339970680383,-1.887260763733475,0.9023115038871765,-1.6771044801263246,0.24372021046777567,-1.8374353647232056,-1.096977228703706,1.2487751703995924,1.7884857952594757,1.0084967898285906,4.547980584596333
1966-07-01,-1.3848320477538638,0.22522233999692476,1.641226808230082,0.7150997718175253,-1.4913494096082798,0.30463244765996933,2.4852587418122725,-3.38910610779472,0.853810952259944,1.1006849507490795,1.1700267377107039,-0.22542762913201983
1966-08-01,-2.4315794308980307,0.44644119647833014,1.052958325103477,0.03415479635198911,0.6122058367027955,0.28099988897641504,1.3130094517361035,-2.191117535466733,0.7159782831485455,0.2424479617426793,1.4354560686194378,-0.13922111768471568
1966-09-01,0.04465503411160575,0.6237544692479647,-1.1227336194780138,0.6696780522664388,-0.3117341548204422,0.050298027539004884,1.344437219879844,0.7343038268711256,0.8589728061969464,0.7766996820767721,-0.9351663615392601,1.124638397442667
1966-10-01,-1.8105410867267187,0.7953315400160276,-1.8600344657897947,0.6955750286579132,-0.6024336990188149,0.33896047001083696,-0.3247818486257033,-0.795529588409092,0.6839987864861121,1.180181900660197,-2.362236510152402,-4.016229667161641
1966-11-01,-5.182869897948371,0.7911209876720722,-3.608272252259431,2.4642787045902677,-4.80463048991035,0.4121299833059311,-0.05245273086157712,-5.6943877883579415,0.6631705852655264,1.9709055622418723,-1.0574230033418406,-1.9980571771922864
1966-12-01,1.7086187998453777,0.8572931473071759,-4.218856935147886,0.2587311590711276,-1.5169650316238403,-0.5728407452503841,-3.223318945277821,-0.6520257695861484,0.9444996026846079,0.23049463828404745,-3.6510615245155664,0.630653806422886
1967-01-01,2.723615368207296,1.2171415182260366,-3.595068057378133,-1.2957839502228632,-0.051099724848480785,-0.14049812840918702,-4.2807416482405225,2.2613126298655635,0.11455720433822045,-0.125392673847576,-2.8939879458883535,-0.06899221457148853
1967-02-01,1.4801826741960313,0.2542873128102376,-0.5620661709043714,-0.6350850065549215,1.3035297393798828,0.25029379564026993,-4.140468348156322,0.6774436520493549,-0.2617650765639085,-2.5584861636161804,-0.7779027456822603,-2.0740371001394173
1967-03-01,1.8081507749027677,0.23713551748257417,-0.7776018094133447,-1.09350076980061,2.3308909991208244,0.24367764902611574,-1.8020463260737332,2.538266907567563,-0.24861377019148606,-0.7468593617280325,1.353037486905637,-0.18742876617532028
1967-04-01,1.6212792860137093,0.19756373591147935,-0.9149383615564416,-0.7052520910898845,0.909786276957568,0.2884400077164173,-1.9097546284848994,0.9142890572547913,0.04708632540244322,-0.02564657285499076,0.4800020352653835,-0.06595956847855919
1967-05-01,-0.1430105624927415,0.9645321048223054,-0.9039779504140217,-0.27811694890260696,0.1878046814133139,0.7078841328620911,0.8870634843002666,1.9453249547792517,0.6500895206744854,1.2816319863001506,-1.9292975249497786,-2.9549513992510343
1967-06-01,1.7833631899621751,0.27047911515602696,-0.6816288387333905,0.5078808714946111,-0.13025058981250312,0.4408810598154863,-1.0204512964595447,0.013357902998509613,1.0096759979541485,1.0345649595061939,-0.4901567878930465,1.184004545211792
1967-07-01,0.5658760252926085,0.24267532504521883,0.593999911237646,0.21224249568250445,-0.5975542261320002,0.3147671309610208,-0.3024023026227951,-2.7591785658960757,0.8868718147277832,1.0212264955043793,0.8494811861411384,1.8096123871050382
1967-08-01,-0.08177391977773772,0.4062808476961576,3.2135228315989175,-0.28454814520147115,-0.4965564783881692,0.25438934875031316,1.9713646986267783,-3.6773313646731167,1.0777430350963886,0.41241046662131947,1.1986433163933132,1.0849571541736
1967-09-01,1.296491755379571,0.19404131632584792,-0.09833428732774875,0.21759219881561068,-0.6083755370448617,0.15298033443590006,0.3276755186644467,-0.7987083300300266,0.5713757184835581,1.587371031443278,1.0047494069389675,0.7393618163309599
1967-10-01,-0.29569390333361095,0.8690506219863892,-3.6161005496978755,0.2066785055730078,-1.3336823267095228,0.15364804615577063,0.6241889162497087,0.8451929558878359,0.976330958879911,2.866653601328532,-2.961481135824452,-2.3783272818515173
1967-11-01,-0.17522145062685013,1.0383244890433092,-1.8263015482160778,-0.6085262116458681,-0.35768221406375655,0.6208645800749462,-2.0898417993025347,0.7844911321349766,0.44047227272620565,-0.9707015628616016,-3.1306956125342325,-4.187832694304617
1967-12-01,2.1532974309391446,0.4871085286140442,-2.2961729102664523,0.6076637241575453,-1.8893057809156528,-1.615573838353157,-3.5192337903109463,-0.37388895516810206,0.5447497734656701,-1.3212300837039948,-2.911937495936518,3.4611140426836515
1968-01-01,0.49455898503462475,0.6265306702026954,-2.51051386197408,-1.6218091050783794,0.37467519150060763,-0.6091251969337463,-3.437186913056807,3.1423363996588662,-0.33284558699681205,-0.991110938290755,-2.0874475655348403,3.1428744918421696
1968-02-01,-4.050301843219334,-0.18701832741498947,-0.8964118030336168,0.09748157527711657,-1.0783337494906255,-0.05493157853682836,-1.3237510215152393,-2.001496242440265,-0.15516808399787316,-1.8126117686430614,0.5637836197148198,-2.1008290742572986
1968-03-01,1.6791810592015586,0.38998336173020876,-0.33610921215128015,-1.6874434219466317,1.2623949962503769,-0.35718856379389763,-3.7320134314623745,3.3984510794929834,-0.1678285002708435,-1.7317119985818863,-2.1923948889193325,0.23416974826862938
1968-04-01,-0.17391408069266215,0.4516613598053272,-1.41409315444805,-0.10649419079224269,1.3351483380093294,0.6833957508206367,-3.0458136038346724,0.15720899986184161,-0.06596639179266416,-0.8910105874141058,-0.15252640713816104,-2.5772162173923694
1968-05-01,0.4115521079964108,1.1299865750166085,-2.4779575842398183,-0.07376032881438732,-0.496410096392912,0.3902374145885309,0.9632349691607736,-0.2174855412348457,0.4360440602669349,1.2240940084060035,-0.8625985487647678,-2.677914029673526
