,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9,msl_cluster10,msl_cluster11,msl_cluster12
1965-01-01,1011.3805,1020.8243,1015.14795,1021.8432,1027.3683,1017.3434,1013.09576,1029.3268,1017.223,1018.0453,1017.42084,1016.63696
1965-02-01,1010.02905,1016.9768,1011.8046,1019.9846,1022.1831,1014.73303,1011.33826,1025.328,1014.5891,1011.95654,1014.7696,1012.1941
1965-03-01,1011.66205,1019.40906,1011.0846,1019.09344,1015.1721,1013.5659,1012.3491,1024.4219,1014.2921,1015.868,1015.28564,1010.3144
1965-04-01,1009.9292,1012.0868,1008.15063,1016.9179,1005.7729,1010.8229,1009.95154,1021.70306,1010.0242,1013.9578,1012.2958,1006.8954
1965-05-01,1009.5695,1012.3454,1004.60077,1018.16565,1006.488,1006.07556,1008.1333,1021.873,1008.61206,1012.5532,1009.7544,1001.25073
1965-06-01,1011.63403,1008.2579,1000.97845,1014.95197,1000.83826,1000.7229,1007.52673,1020.50305,1003.998,1010.5296,1005.28046,996.55914
1965-07-01,1011.18945,1004.5469,1002.4054,1012.1953,999.6593,997.99536,1007.1856,1016.1253,1000.47174,1010.3293,1006.4768,997.4906
1965-08-01,1010.8198,1008.9966,1005.3376,1015.4152,1001.1111,1001.8485,1007.80273,1017.9939,1005.4113,1012.9414,1008.9277,1001.7115
1965-09-01,1011.54974,1014.42737,1006.4563,1018.41376,1008.63,1006.48486,1009.6898,1021.13007,1010.0862,1015.2825,1011.39905,1004.52515
1965-10-01,1010.74915,1016.4596,1010.1066,1020.753,1015.3309,1012.0043,1010.59033,1025.8829,1013.42456,1024.2104,1015.90826,1009.26697
1965-11-01,1011.1714,1019.1399,1013.98755,1022.04974,1023.3161,1016.17114,1011.8201,1031.1812,1017.47107,1028.3574,1018.6128,1014.17737
1965-12-01,1010.2834,1019.3303,1013.33575,1020.88696,1032.2867,1017.5355,1011.058,1030.4728,1018.24194,1022.51306,1016.717,1015.0896
1966-01-01,1012.00085,1019.5941,1015.31555,1023.0784,1027.862,1018.62463,1013.5468,1032.3704,1019.03076,1024.4779,1018.18335,1016.573
1966-02-01,1010.7873,1017.31146,1012.12354,1019.33374,1020.94727,1015.59717,1012.0722,1025.8198,1015.1428,1016.47845,1015.47766,1012.56604
