,ssta30_cluster1,ssta30_cluster2,ssta30_cluster3,ssta30_cluster4,ssta30_cluster5,ssta30_cluster6,ssta30_cluster7,ssta30_cluster8,ssta30_cluster9,ssta30_cluster10,ssta30_cluster11,ssta30_cluster12
1965-01-01,2.0863953,-13.4487915,-1.3998718,-3.8113403,0.42782593,1.4377441,0.17385864,2.5090027,-16.86319,-0.414917,-7.636383,-4.4889526
1965-02-01,2.2791138,-15.856689,-1.3927612,-5.1808777,0.56417847,1.1589355,0.7812195,2.7645874,-18.084045,-0.31201172,-9.345734,-4.898468
1965-03-01,2.8425293,-14.820251,-0.65319824,-4.567566,1.704895,1.6894226,1.3935242,2.8659668,-16.785156,0.39361572,-7.622223,-3.5906067
1965-04-01,3.6246948,-13.1519165,0.3500061,-3.7689514,2.5668945,2.6362305,2.8952026,3.1810913,-15.879242,1.8049622,-4.876648,-2.478119
1965-05-01,3.287384,-7.3285522,2.1801758,-0.19488525,3.0698242,3.4879456,2.7045898,2.5159607,-9.821869,3.3607178,-0.083618164,1.276062
1965-06-01,2.410675,-1.8659363,3.1211853,3.5218506,3.5023804,2.5014648,0.99160767,2.8148193,-3.9086914,2.232544,3.7688293,4.6215515
1965-07-01,2.6685486,1.450592,3.0881653,6.0724792,3.2847595,2.012909,0.011077881,2.848175,-0.023834229,0.8608093,5.2172546,6.4377136
1965-08-01,2.7673645,1.0614014,1.7943726,7.8852234,3.057251,1.6811218,0.12084961,2.4754639,-0.3187256,-0.09118652,7.2320557,7.5748596
1965-09-01,2.6203918,-0.40881348,1.7147827,7.487274,3.557953,2.145874,0.5891113,2.8908386,-2.0808105,0.6095886,6.549713,7.655426
1965-10-01,2.85672,-2.9172668,2.8237915,5.9672546,3.6535645,3.2134705,1.856781,2.7818604,-5.456482,2.839264,4.6080627,6.0231323
1965-11-01,3.1081848,-7.318634,2.0603638,2.8113098,2.6621094,2.790863,2.461029,2.6915588,-10.640717,2.244995,-0.37905884,2.5029602
1965-12-01,2.6411743,-10.813812,0.098968506,-0.8390808,1.2730408,1.9740906,1.3843079,2.7574463,-13.729767,0.8119812,-5.083252,-0.93685913
1966-01-01,2.4916382,-12.617493,-1.2628174,-3.1302185,0.7654419,1.433136,1.0125732,2.6979065,-15.476837,0.13659668,-7.9542847,-3.3546143
