,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8,sst_cluster9,sst_cluster10,sst_cluster11,sst_cluster12
1965-01-01,27.511078,11.975891,24.02481,21.613342,25.852509,26.862427,25.598541,27.933685,8.561493,25.009766,17.7883,20.93573
1965-02-01,27.96164,9.825836,24.289764,20.501648,26.246704,26.841461,26.463745,28.447113,7.59848,25.370514,16.336792,20.784058
1965-03-01,28.621765,10.958984,25.126038,21.21167,27.48413,27.468658,27.17276,28.645203,8.99408,26.172852,18.157013,22.18863
1965-04-01,29.769379,12.992767,26.49469,22.375732,28.711578,28.780914,29.039886,29.325775,10.265442,27.949646,21.268036,23.666565
1965-05-01,29.330292,18.714355,28.223083,25.848022,29.112732,29.530853,28.747498,28.558868,16.221039,29.403625,25.95929,27.31897
1965-06-01,28.151245,23.874634,28.861755,29.26242,29.24295,28.242035,26.732178,28.55539,21.831879,27.973114,29.5094,30.362122
1965-07-01,28.139252,26.921295,28.558868,31.543182,28.755463,27.483612,25.481781,28.318878,25.446869,26.331512,30.687958,31.908417
1965-08-01,28.157227,26.451263,27.184235,33.275085,28.447113,27.070984,25.510712,27.865326,25.071136,25.298676,32.621918,32.96472
1965-09-01,28.09085,25.061646,27.185242,32.957733,29.028412,27.616333,26.05957,28.361298,23.389648,26.080048,32.020172,33.125885
1965-10-01,28.520966,22.746979,28.488037,31.6315,29.31781,28.877716,27.521027,28.446106,20.207764,28.50351,30.272308,31.687378
1965-11-01,28.897675,18.470856,27.849854,28.6008,28.4516,28.580353,28.250519,28.481049,15.148773,28.034485,25.41043,28.29245
1965-12-01,28.417664,14.962677,25.875458,24.937408,27.04953,27.75058,27.160797,28.533936,12.046722,26.58847,20.693237,24.83963
1966-01-01,28.3349,13.225769,24.580444,22.713043,26.608704,27.276398,26.855835,28.541168,10.366425,25.979858,17.888977,22.488647
1966-02-01,28.413574,11.432526,24.328796,22.209778,26.635437,27.699005,27.410034,29.250702,9.036621,25.937012,17.501678,22.072083
1966-03-01,28.980927,13.265106,24.757446,22.873932,28.107971,28.165466,28.172516,29.5094,11.4809265,26.34851,20.1568,23.090271
1966-04-01,30.269379,14.643341,26.73227,23.863342,28.838715,29.342499,29.660187,29.438293,12.136505,28.36618,22.249115,24.93042
1966-05-01,29.607239,20.0625,28.091858,26.97937,29.783234,29.779205,28.862396,29.142273,17.265686,29.45697,26.663177,28.093872
1966-06-01,28.671783,24.670715,28.675323,29.70105,29.574982,28.997559,26.782684,28.771118,21.713531,28.410553,28.882568,31.089355
1966-07-01,28.374237,27.849792,28.792297,31.466064,28.396423,27.949127,26.068634,29.095886,25.427673,26.610748,30.50238,32.70816
1966-08-01,28.028809,28.336426,27.488708,33.609833,28.818024,27.16394,25.812958,28.399963,26.570892,25.30362,32.91086,33.723297
1966-09-01,28.16043,26.478119,28.072693,33.228058,29.128174,27.705566,26.062073,28.44284,24.477081,26.323792,32.110565,33.12268
1966-10-01,28.204803,23.496216,28.704071,31.07019,29.427704,28.357117,26.976349,28.566376,21.514343,28.204803,28.962769,31.148376
1966-11-01,28.49176,21.200684,26.732788,28.47409,28.389893,28.137238,28.256256,28.124634,18.600037,27.2164,25.539612,27.94107
1966-12-01,28.157898,16.978241,25.008606,25.124573,27.305145,27.340454,26.705536,28.147308,13.614075,25.862854,21.223358,24.396881
1967-01-01,28.227936,13.420044,23.852722,22.491486,26.156525,26.622284,26.045837,28.118256,10.177704,25.132843,17.45819,21.744263
