,vo1000_cluster1,vo1000_cluster2,vo1000_cluster3,vo1000_cluster4,vo1000_cluster5,vo1000_cluster6,vo1000_cluster7,vo1000_cluster8
1965-01-01,5.418915e-07,3.0639094e-05,7.582079e-05,-0.00020062656,-5.311978e-05,3.2698445e-06,6.887528e-05,4.4453773e-06
1965-02-01,-1.0419899e-07,2.6780479e-05,2.6421538e-05,-0.00017332911,-5.6861747e-05,-4.2589454e-06,9.903529e-05,3.2967655e-06
1965-03-01,-4.7211506e-07,2.7812432e-05,2.7435544e-05,-0.00015742803,-5.4295313e-05,1.4343175e-05,9.659449e-05,2.3186512e-06
1965-04-01,-1.3112003e-07,2.303852e-05,-5.6888668e-05,-7.580485e-05,-5.051746e-05,-1.6714192e-05,0.00014722312,2.9198782e-06
1965-05-01,-1.0912918e-06,2.8907201e-05,-0.00014427284,-6.373546e-05,-6.181513e-05,-1.3277335e-05,0.00017016842,2.5340123e-06
1965-06-01,-2.8366776e-07,3.3420885e-05,-0.00013196116,-1.1518525e-05,-6.355599e-05,-1.9796644e-06,0.00019628138,3.1172967e-06
1965-07-01,1.2149103e-06,3.4443867e-05,-0.00010209728,-1.4322795e-06,-6.263171e-05,-1.3986246e-05,0.00016780838,4.014648e-06
1965-08-01,1.1969605e-06,3.1024956e-05,-0.00013923869,-3.3557495e-05,-7.048355e-05,-3.590856e-05,0.00015214061,5.468355e-06
1965-09-01,4.701069e-07,3.0764724e-05,-0.00014899293,-0.00012095963,-7.340892e-05,-3.589959e-05,0.0001561428,4.077461e-06
1965-10-01,-5.0356903e-08,3.4596418e-05,-0.00016950638,-0.0001007692,-6.9164445e-05,-3.2875512e-05,0.00013518962,3.0365336e-06
1965-11-01,-1.6476479e-06,3.4013137e-05,-0.00012991519,-0.00012890119,-6.174333e-05,-1.605913e-05,8.6553126e-05,3.3595788e-06
1965-12-01,-1.5804108e-07,3.5197645e-05,-4.7636953e-05,-0.00013992068,-6.3609834e-05,1.2014061e-07,9.348965e-05,3.1442178e-06
1966-01-01,-1.0696167e-06,3.190049e-05,4.2360985e-05,-0.00019565599,-6.042722e-05,1.0596603e-05,6.869145e-05,4.160629e-06
1966-02-01,-3.6084384e-07,3.0694766e-05,5.9151545e-05,-0.00019919984,-6.0459803e-05,3.4355653e-06,4.1953645e-05,1.781762e-06
1966-03-01,-1.6480408e-06,2.5089765e-05,-7.6777855e-05,-0.00014201744,-6.1250044e-05,-2.0882639e-05,0.00011307523,1.5699479e-06
1966-04-01,-3.016703e-06,3.001858e-05,-0.00014079543,-3.0658804e-05,-6.256168e-05,-1.4324465e-05,0.00016377278,1.8876708e-06
1966-05-01,-2.8293252e-06,3.1713116e-05,-0.00016018482,-0.000114823415,-6.1103405e-05,-2.438279e-06,0.00018665715,1.4151592e-06
1966-06-01,-1.6317463e-06,3.412457e-05,-0.00017998969,-1.9668769e-05,-6.918503e-05,-4.5075685e-06,0.0001964496,3.7125574e-06
1966-07-01,7.093695e-08,3.1615353e-05,-0.00014499103,-3.6182333e-05,-6.689578e-05,-2.0817468e-05,0.00016637976,3.231893e-06
1966-08-01,6.2491745e-07,3.597389e-05,-0.0002031918,-4.5640772e-05,-7.051296e-05,-3.0324787e-05,0.00018757774,3.0526644e-06
1966-09-01,-4.911926e-07,3.2601118e-05,-0.00017811592,-0.00010606561,-6.2227664e-05,-2.8728013e-05,0.00013558485,2.4009205e-06
1966-10-01,-1.7132152e-06,3.1208016e-05,-0.00016179789,-0.00013951637,-6.302605e-05,-3.313543e-05,0.00015434693,3.9243714e-06
1966-11-01,-2.690831e-06,3.287811e-05,-0.00015238833,-0.00014426596,-5.861863e-05,-1.3998593e-05,9.465531e-05,2.2868662e-06
1966-12-01,-8.9038804e-07,3.1810876e-05,-0.00011883979,-0.00010151969,-5.7812096e-05,-1.744469e-05,0.000118566175,3.9080805e-06
1967-01-01,-3.7081918e-08,2.5492018e-05,7.201064e-05,-0.00017351945,-5.5570687e-05,2.9625662e-06,3.2734486e-05,4.0052255e-06
1967-02-01,-7.4288255e-07,1.7238972e-05,1.6958256e-05,-0.00019715572,-5.358964e-05,1.2113902e-05,7.0895796e-05,3.1309974e-06
1967-03-01,-2.3068678e-06,2.0294765e-05,5.6563247e-05,-0.00018457967,-5.0766437e-05,-6.8223853e-06,6.050129e-05,3.8608596e-06
1967-04-01,-3.5660814e-06,2.1513873e-05,-0.00012077696,-0.00019297708,-4.9667637e-05,-1.542833e-05,0.00017585946,2.5856061e-06
1967-05-01,-2.3309294e-06,3.3721e-05,-0.00015552959,-3.892825e-05,-5.9829552e-05,-8.2580445e-06,0.00017990175,3.4357727e-06
1967-06-01,-4.621652e-07,3.8220474e-05,-0.00012593411,-6.42408e-05,-7.574213e-05,-1.9566884e-05,0.0001651361,2.8583017e-06
1967-07-01,5.1633106e-07,3.337612e-05,-0.00015403779,-7.021603e-05,-7.705748e-05,-2.802044e-05,0.00018120909,4.09345e-06
1967-08-01,1.9063009e-08,3.4867924e-05,-0.00016229885,-6.1297294e-05,-7.162763e-05,-2.7162248e-05,0.0001541882,3.403693e-06
1967-09-01,-7.7496225e-07,2.9053097e-05,-0.0001476134,-9.168678e-05,-6.849164e-05,-2.2815162e-05,0.00014702592,4.646863e-06
1967-10-01,-1.7213752e-06,2.9157363e-05,-0.00013806907,-9.8143246e-05,-6.4369124e-05,-1.4682428e-05,0.00015495013,3.8207545e-06
1967-11-01,-1.4887846e-06,3.470752e-05,-0.00010448743,-0.0001571016,-6.6189765e-05,-1.7256993e-05,8.16432e-05,3.8127364e-06
1967-12-01,-1.5208643e-06,3.3969634e-05,-9.926298e-06,-0.00016877134,-5.8666585e-05,-6.0524217e-06,3.4434823e-05,3.0668343e-06
1968-01-01,-3.5322591e-07,2.4995323e-05,0.000109201996,-0.00023409215,-5.0901428e-05,1.3865785e-05,3.5352492e-05,3.4900004e-06
