,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8
1965-01-01,1011.26697,1018.40686,1011.9082,1015.61554,1011.9684,1015.2905,1006.7745,1016.82056
1965-02-01,1010.0545,1017.6633,1010.64056,1012.12463,1014.07446,1013.9157,1006.6858,1020.1303
1965-03-01,1010.9482,1016.31696,1012.3057,1014.4521,1014.9842,1014.34546,1009.66693,1019.0692
1965-04-01,1011.16583,1017.55414,1013.70917,1016.05334,1019.2844,1015.4766,1010.0018,1017.512
1965-05-01,1010.9395,1015.538,1013.9157,1016.947,1018.8317,1014.38947,1009.7804,1015.7793
1965-06-01,1012.33795,1017.58954,1014.75037,1014.178,1023.3217,1016.387,1011.33203,1011.96216
1965-07-01,1011.7829,1019.7843,1014.64435,1010.3621,1019.26337,1017.0097,1010.5209,1007.0393
1965-08-01,1012.25116,1020.9391,1015.476,1014.8285,1020.09125,1017.96844,1010.9048,1015.7601
1965-09-01,1012.3027,1022.464,1015.8661,1018.85095,1019.62744,1017.8103,1010.6623,1017.5728
1965-10-01,1011.9367,1023.01654,1015.2156,1016.3684,1019.95294,1018.4857,1010.15314,1022.6842
1965-11-01,1010.97986,1019.2838,1014.1085,1016.91235,1015.4127,1016.036,1009.2502,1014.9935
1965-12-01,1010.253,1019.1579,1012.4471,1020.03424,1014.78326,1014.988,1008.0607,1015.8395
1966-01-01,1009.48914,1018.14575,1011.313,1018.8756,1016.2093,1014.1708,1006.1757,1018.0932
1966-02-01,1009.8985,1019.2699,1011.7523,1019.5847,1010.7115,1014.5388,1008.33374,1019.32
1966-03-01,1009.2757,1018.5745,1011.9345,1014.5507,1015.20667,1014.03937,1008.41205,1018.76544
1966-04-01,1010.5481,1017.4592,1013.72327,1016.14923,1017.34094,1015.1778,1009.073,1014.5069
1966-05-01,1012.0334,1017.9668,1015.0107,1006.473,1019.8607,1016.0428,1010.65076,1011.25916
1966-06-01,1012.54974,1023.1886,1016.7726,1019.4126,1020.7076,1018.49384,1011.3086,1018.37744
1966-07-01,1011.92444,1019.66174,1015.9846,1013.048,1017.6182,1017.3591,1009.6356,1011.08575
1966-08-01,1013.1775,1022.80743,1016.74133,1016.2575,1022.18024,1018.4074,1010.93115,1016.74506
1966-09-01,1013.1043,1023.21545,1015.64417,1020.92163,1017.4029,1018.6866,1011.12463,1018.63586
1966-10-01,1012.777,1022.20844,1015.1272,1017.79846,1018.67847,1017.9493,1010.0719,1021.7134
1966-11-01,1011.3111,1020.80524,1014.11505,1015.4639,1015.07526,1016.76385,1008.8376,1020.78516
1966-12-01,1010.7885,1019.7049,1013.0887,1018.4162,1015.71735,1016.4015,1007.82117,1017.831
1967-01-01,1011.19653,1019.2346,1011.9453,1015.1191,1011.02313,1015.7721,1007.9546,1018.2319
1967-02-01,1011.4483,1019.82086,1012.08826,1018.71576,1015.114,1016.2053,1008.6091,1021.04205
1967-03-01,1010.6437,1019.42755,1012.6702,1020.1365,1015.14594,1015.40283,1008.4836,1020.635
