,vws_u250-50_cluster1,vws_u250-50_cluster2,vws_u250-50_cluster3,vws_u250-50_cluster4,vws_u250-50_cluster5,vws_u250-50_cluster6,vws_u250-50_cluster7,vws_u250-50_cluster8
1965-01-01,-21.732814364502318,12.438000938184123,-43.58887954333542,-32.629580506374445,-30.142769397636094,-18.119185383371327,-11.60274820723237,-31.13172530393484
1965-02-01,-23.570731548864124,15.119652244202868,-35.94167250623904,-36.715805693931124,-30.70389094452512,-14.515279813205543,-2.587167629395456,-31.942221399692233
1965-03-01,-23.143179348524928,19.797291288783136,-34.204810045208596,-29.264711484164714,-33.4078017180413,-13.30137829089234,1.1127922283653895,-29.0873924150569
1965-04-01,-19.310544817150003,21.120933666327247,-45.97216800170676,-29.1876360335711,-40.06733912724263,-10.01272912524085,4.880357474840806,-30.496573959762344
1965-05-01,-23.447061800812296,8.920644137129043,-41.819360736116316,-22.888171830658973,-35.243309822891774,-12.826642281682435,2.0750601288510864,-31.14209933351634
1965-06-01,-22.135709483863707,0.017214420651191248,-47.33462726011917,-22.22652591590949,-41.73297625700055,-13.02412861305432,-0.028408135576882255,-30.53539829638068
1965-07-01,-17.014411587254827,0.3855855713258995,-60.33839935943369,-28.40290446279943,-52.54881316068251,-10.271314822476763,-5.425303247524989,-34.961296723807585
1965-08-01,-21.85483882134627,-5.970597584373161,-52.42955527040863,-17.102058448551844,-46.33577020859017,-15.040992495293603,-3.3937966373183728,-33.984861507584405
1965-09-01,-28.419531489218002,-11.241029020146504,-53.21342376628039,-15.336847371785224,-35.97016773871136,-23.212769260163917,-9.943888494651299,-33.737295611872355
1965-10-01,-35.782289858233824,-16.713937458629555,-48.56892188184225,-30.283488039270807,-37.58774433945344,-30.516392116174448,-18.90586687837751,-39.32312811064606
1965-11-01,-33.07208358849833,-28.731636500363063,-45.62411155023786,-33.64899432167867,-46.943506520916934,-35.00280808949204,-21.580007360542954,-37.01903761573181
1965-12-01,-35.45074678034628,-35.00003452759442,-32.07419948268653,-32.43147691984094,-39.07192309343476,-41.07819895698602,-29.70247642890137,-29.145452343984374
1966-01-01,-40.31827236275155,-35.35852950425739,-30.243579102365164,-29.808781758008735,-28.253308886033608,-44.003821579807976,-36.42275249358157,-30.331009418669073
1966-02-01,-38.587100329596424,-32.726103809957294,-31.722813972479383,-25.170698007366436,-30.377734658525505,-41.249029524699985,-28.723279758978432,-30.934777520919855
1966-03-01,-36.128366912016276,-32.08123480842762,-31.177830213738165,-23.002650465532074,-29.338681657661777,-39.551555430305264,-31.30028748308936,-30.37668504944622
1966-04-01,-29.403045326268245,-25.86590859539601,-40.85984795425362,-23.26328856957534,-32.90755070963182,-31.86037291987572,-24.651797228236624,-30.628435953271367
1966-05-01,-32.46742867252221,-17.414435239802362,-46.56065478494137,-14.165060033157745,-34.212896530378046,-27.52342853684184,-12.96158583130065,-26.584894332671443
1966-06-01,-22.522590635149893,9.75862328319511,-45.632962042633444,-19.424074233208728,-37.148573032594065,-8.634755331869433,3.689172078694295,-30.794160980940074
1966-07-01,-13.943553747673997,13.493680365874665,-50.8961159910257,-17.59593413784004,-39.38826041004518,-1.3933493856300168,2.3076956552552517,-31.87407011636884
1966-08-01,-16.641556764088417,16.71658447486884,-49.30466722524293,-11.923261074166204,-32.19493039797842,0.8632075708293956,5.56426289946569,-29.587394174048132
1966-09-01,-21.47389457659962,19.184503650287876,-51.80555328557141,-6.334991751175926,-32.480368854772216,-1.3336388441197076,8.658446782122457,-30.2554373979094
1966-10-01,-22.649130252801555,15.628568566749575,-44.93861741272266,-18.705935101610244,-27.861537100428166,-7.657796412813428,1.5459642096277868,-30.620890535450012
1966-11-01,-26.32086650025328,12.367439489576356,-41.8854865001513,-23.02174802019047,-28.894500023225316,-14.544371268116185,-4.094171614352887,-33.86123545363194
1966-12-01,-19.416659467691215,15.960361828192251,-34.07774740877022,-32.901677555136494,-26.67185625457311,-9.87088000157199,-0.8625824895128161,-29.931712790452078
1967-01-01,-14.548310438757087,15.307250020747578,-30.33011172049183,-32.90083748744195,-24.538330709743132,-10.839684582900968,-16.99522870868357,-29.493255793562543
1967-02-01,-18.311911736531037,12.601238839631835,-26.31760491259833,-28.93331232744822,-27.031103447523,-11.703256476019893,-8.78580979246157,-26.37949290008967
1967-03-01,-13.930297913237663,13.654176219387827,-30.278544021009452,-24.70822760816706,-23.338811233725608,-7.12926241732383,-6.786694681099459,-27.308921575414516
1967-04-01,-14.59274892998122,17.740191658166086,-33.67711743711098,-27.006016903977606,-24.817520880346848,-6.583379528870465,0.9151906938052561,-25.190583085659995
1967-05-01,-20.49820094487148,20.339043492103933,-37.811433497030386,-22.834224074946324,-21.16588995466002,-9.593002737750185,6.779584956248342,-27.28620880743922
1967-06-01,-16.59915327755246,26.777340892315582,-39.334390405061164,-18.789164599116273,-22.665560340155622,2.1833733246353946,17.013287118086783,-28.541500632162368
1967-07-01,-19.589861319587147,23.40107933146311,-48.41269853319658,-21.13961768918715,-29.887233084978686,-8.009818520049793,9.668691963088458,-30.629718068880948
1967-08-01,-18.560909167317547,21.805810335068134,-44.453683015315484,-21.48781522517625,-35.672527231482896,-8.923039975633777,7.535406979438553,-29.5353219153567
1967-09-01,-21.260197207450204,27.175127309917862,-60.11098775050963,-29.064582818550406,-38.5016603231371,-4.761671374860811,16.48409004066128,-40.89609333123303
1967-10-01,-22.87402344331807,14.509416514950152,-48.180564730696744,-39.429590894664784,-53.423464160981304,-14.980667332977962,4.915356209481488,-37.730627761333295
1967-11-01,-28.900838522488346,4.838561797852858,-36.02748106706685,-29.863197296135127,-41.79228230606361,-17.835338859856286,-7.138624269278705,-34.94378475480686
1967-12-01,-27.42794213399715,-4.589666366364024,-35.545680937826965,-32.36254697676389,-33.27252635501933,-24.546868536679334,-15.659071415238826,-32.537539073471756
1968-01-01,-26.86794692163305,-2.8381122219018446,-34.386838822271365,-31.62613447015289,-32.22408411198583,-24.57376095127825,-19.698542187678278,-31.328845143156915
1968-02-01,-24.642262819888515,7.107661887841859,-33.50884791102156,-32.33868334958581,-29.818006176190416,-20.99244370179267,-13.92138505038898,-31.214144813056397
1968-03-01,-25.79884524520836,3.5096701675158415,-27.264766164017246,-24.84684479191174,-22.39801584852028,-22.08420249036017,-10.591893271594731,-29.394400316272684
