,ssta30_cluster1,ssta30_cluster2,ssta30_cluster3,ssta30_cluster4,ssta30_cluster5,ssta30_cluster6,ssta30_cluster7,ssta30_cluster8
1965-01-01,-1.9841614,3.443573,-5.7782593,0.54208374,-7.476227,2.168213,-2.9032288,-1.0924988
1965-02-01,-1.507019,3.2984924,-5.7881165,0.9937744,-7.1123657,2.172821,-2.387207,-0.29605103
1965-03-01,-1.8153076,3.1004944,-6.1896973,0.7618408,-7.36026,2.0791016,-3.0302734,-0.24707031
1965-04-01,-2.6362915,3.113739,-7.356964,0.42733765,-8.388336,1.7934875,-3.7359924,-0.9497986
1965-05-01,-3.9730225,2.8118591,-9.08139,-0.31015015,-10.114746,0.8100281,-5.585663,-2.182251
1965-06-01,-4.647156,3.052826,-9.673706,-0.9628296,-11.339722,0.5794678,-6.4868164,-2.6528015
1965-07-01,-5.363739,2.9145508,-10.656738,-1.4144592,-11.582794,0.4815979,-7.2203674,-3.4457397
1965-08-01,-5.5283813,3.1161194,-11.13623,-1.3595581,-12.54129,0.39727783,-7.911438,-3.8149414
1965-09-01,-5.870941,3.0040894,-10.716858,-1.5918274,-12.954712,0.234375,-8.275452,-4.024292
1965-10-01,-5.1840515,3.4450073,-10.366791,-1.3824768,-12.729858,0.73013306,-7.3989563,-3.3034668
1965-11-01,-4.886688,3.788269,-9.788971,-0.7842102,-11.39563,1.2216187,-6.79422,-3.0499878
1965-12-01,-3.8383484,4.0183105,-8.3559265,-0.15649414,-9.618805,2.0414429,-5.780792,-2.0570374
1966-01-01,-2.8372192,4.281891,-6.598236,0.2046814,-8.489349,2.044342,-4.1166077,-1.612793
1966-02-01,-2.2783508,3.5946655,-5.2990723,0.47460938,-8.195221,2.1296997,-3.9510803,-1.2460632
1966-03-01,-2.273468,3.1209412,-5.845886,0.60150146,-8.736511,2.3251648,-4.247284,-0.88568115
1966-04-01,-3.1548157,3.510437,-7.1518555,0.15838623,-9.206848,2.1246338,-4.5855103,-1.133606
1966-05-01,-3.8251343,3.6066284,-8.887726,-0.40048218,-10.271515,1.3035278,-5.2255554,-1.899231
1966-06-01,-4.952423,3.4627075,-9.866272,-1.2806702,-12.2717285,0.9588928,-7.13501,-2.956421
1966-07-01,-5.9274597,3.2088013,-10.252808,-1.4997864,-13.424805,0.44326782,-9.005676,-3.7968445
1966-08-01,-6.2817383,3.2166138,-10.881409,-1.5590515,-13.141144,0.0340271,-8.403809,-4.1929626
1966-09-01,-6.333832,3.4317932,-10.776154,-1.7407227,-13.744934,0.15542603,-8.907745,-4.1462097
1966-10-01,-5.832184,3.7438354,-10.178192,-1.5315857,-12.611389,0.4225769,-7.700592,-3.7650757
1966-11-01,-5.3835144,3.833435,-9.454681,-0.76620483,-11.677612,0.97561646,-7.2948,-3.3260193
1966-12-01,-3.513855,3.727295,-8.092346,-0.40185547,-9.26886,1.8170166,-5.703491,-2.0942688
1967-01-01,-1.885376,3.5951538,-7.089447,0.15847778,-8.4627075,2.1252136,-3.64328,-1.0845642
1967-02-01,-0.9448242,3.6938171,-6.3286743,0.35583496,-7.4400024,2.1693115,-2.4447937,-0.045318604
1967-03-01,-0.70773315,3.4846802,-6.0650635,0.6840515,-8.350311,2.2105713,-2.7085266,0.0765686
1967-04-01,-1.9606628,3.3961487,-7.154724,0.409729,-8.766388,1.4819946,-3.6003723,-0.7837219
1967-05-01,-3.895752,3.3641968,-8.662109,0.12384033,-10.078461,1.2001343,-4.99057,-1.8799438
1967-06-01,-4.5428467,3.2149353,-9.427887,-0.78115845,-12.159912,0.9081116,-6.882721,-2.8085022
1967-07-01,-5.108551,3.0488586,-9.358551,-1.603302,-13.321106,0.51971436,-8.127045,-3.5369873
1967-08-01,-5.8302917,3.0037537,-9.267975,-1.9769592,-13.547028,0.13653564,-8.696533,-4.130005
1967-09-01,-5.6073,2.8516235,-9.628906,-1.2521362,-13.448212,0.34951782,-8.148468,-3.440216
1967-10-01,-5.5065002,3.0195618,-9.23114,-1.2975464,-13.001831,0.49139404,-8.104279,-3.4100342
1967-11-01,-4.882416,3.4963684,-8.780853,-0.6835022,-11.315033,1.0823975,-7.111084,-2.72937
1967-12-01,-3.3626404,3.3188477,-7.467407,0.00039672852,-9.459686,1.7472534,-5.535736,-1.6312866
1968-01-01,-2.0645142,3.3876038,-6.0881653,0.45999146,-7.8331604,1.8399658,-3.5325012,-0.6983948
1968-02-01,-0.9776001,3.687561,-5.593811,0.7411499,-7.911072,2.172058,-2.9239197,0.09173584
1968-03-01,-1.4328918,2.9508362,-4.7680664,0.53167725,-8.188782,2.0437012,-3.5552673,-0.071746826
1968-04-01,-2.2684937,3.1514587,-6.2218933,0.4909668,-9.198486,1.6611938,-4.6885986,-0.5145874
