,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8
1965-01-01,1500.1030043800279,1787.4706067537008,1294.821049616887,1492.4626069910385,1021.6041025489268,1316.1984530362215,1480.8331657858455,1373.8960884712837
1965-02-01,1499.658172909576,1784.1602526212996,1294.924574631911,1490.0869930491726,1023.7326882102273,1316.482702478186,1480.4815554151348,1375.8116850981842
1965-03-01,1501.0756690903465,1785.1326390316613,1297.333311423277,1492.6125919117646,1024.2197364267677,1317.4949348746957,1484.3918445063573,1374.695566538218
1965-04-01,1501.9264145652846,1782.2919879043313,1299.4295169145632,1494.4284775677847,1029.8092620541352,1318.6972085531656,1485.3454889035693,1373.7307161898227
1965-05-01,1502.3948442817914,1783.8803475363213,1300.8405245267427,1493.583230411305,1027.933263297033,1319.6085744089894,1485.4376699410232,1372.4504625475086
1965-06-01,1504.690400680693,1779.894858912418,1303.0856401492388,1490.56396484375,1032.8998604206124,1320.2297854733158,1488.3012360217524,1365.896276525549
1965-07-01,1503.9241073155167,1781.8600838644463,1302.443166879507,1483.0281874712775,1030.0499501854483,1317.9934811282467,1487.3954324161305,1361.077880859375
1965-08-01,1504.8283038753093,1784.6555475603072,1302.959735576923,1493.9969231100642,1029.2977381234218,1320.9513478464894,1487.7442004633886,1371.5496166332348
1965-09-01,1504.582169032333,1795.235295881305,1303.3557989658452,1496.2875366210938,1029.0826354363953,1322.541432566457,1487.5190884459253,1375.7491653029983
1965-10-01,1504.2524583268873,1792.4079761170506,1302.7562850560896,1495.0276094324447,1029.024991122159,1322.6644937094156,1486.9934979607076,1380.33917401288
1965-11-01,1501.5276011854114,1786.168416341146,1299.4693853916265,1493.3604520909926,1024.4712752525252,1318.6792150720373,1485.4502360026042,1371.6184873838683
1965-12-01,1500.6106537167389,1787.56462231017,1298.1119791666665,1498.3021455652572,1024.4222621725064,1319.4784981863838,1483.1805659275428,1373.975269214527
1966-01-01,1498.9454514909498,1789.1507332785088,1296.0512992663262,1495.902566348805,1024.9153522529987,1317.8989955357142,1481.187079934513,1375.9754902607685
1966-02-01,1500.1925931118503,1793.6407256544683,1296.7059404422075,1499.2082483628217,1022.2513218118687,1318.8681069906656,1483.3586150524663,1379.3268976984798
1966-03-01,1499.653942750232,1789.0949985437228,1297.030757023738,1493.051596248851,1024.9653517597853,1317.3705262023134,1483.2337024165136,1376.2775318042652
1966-04-01,1501.4737573000464,1784.4861482319081,1299.322275015024,1492.131581025965,1027.7721674755367,1318.3197021484375,1484.1783710554535,1371.7840246252113
1966-05-01,1503.9479775003867,1784.2181289405155,1301.2759086413262,1483.6390775792738,1029.1387384588068,1317.7665413200082,1487.123077990962,1366.9007997255069
1966-06-01,1505.831214224938,1789.4334224232457,1304.6336247370793,1497.081891228171,1030.8791651870265,1322.9881782036323,1488.3837531594668,1376.7445332295185
1966-07-01,1504.5660944268254,1786.3512541118423,1302.55123040615,1488.4705487419576,1027.5375828598485,1320.1727136389002,1486.1219219132965,1368.0118870090794
1966-08-01,1506.0538414681312,1791.4938943427908,1304.6268560947515,1494.7089700137867,1031.9869224471274,1322.744909509436,1488.0259195963542,1373.720241237331
1966-09-01,1505.494191386912,1796.0032145182292,1302.8897798978364,1498.9610559800092,1027.2750700363006,1322.6065895774148,1487.9145902745863,1377.6690508868244
1966-10-01,1504.8105069906405,1795.1228091591283,1302.3393288636819,1497.177572811351,1028.466550268308,1322.4077100877637,1486.4803239410999,1380.069299646326
1966-11-01,1502.5537774114325,1791.5534839295506,1299.7841076973157,1492.8386912626377,1024.6999413076073,1320.0274975268871,1484.4842050589766,1378.5377296241554
1966-12-01,1500.8373298267327,1787.2341222930374,1298.4110905573918,1495.4183241900275,1024.7462417140152,1319.3260688286323,1482.6555139878217,1375.1481339738175
1967-01-01,1501.820449073716,1788.5465923108554,1296.1657010591946,1492.4520155962775,1021.5216742621528,1318.4181906960227,1482.2096581552544,1376.3565475876267
1967-02-01,1502.093475643951,1789.6876284950658,1297.5558158678887,1497.626001694623,1024.6867478495897,1320.4135647067776,1483.07258755553,1378.1429806271115
1967-03-01,1501.3977655089727,1790.9608539782073,1296.9520373222156,1500.4739200367646,1026.2203332149622,1319.4139753069196,1482.7920352711396,1378.4462593697212
1967-04-01,1502.0348879370358,1788.3914345189146,1298.8682673527644,1496.6320262235752,1029.6137029474432,1319.4605047052557,1483.8592230104932,1377.901891759924
1967-05-01,1502.3028987469058,1785.8247455797698,1301.0504698142026,1494.0823723288142,1030.4602420691288,1320.0037175958807,1485.01901065602,1375.1294935071792
1967-06-01,1504.5267539449258,1793.3491489343478,1303.3459003155047,1497.0404232249539,1032.424895931976,1324.118795023336,1486.5648755840227,1378.497314453125
1967-07-01,1504.5883329788057,1792.0839543928182,1303.3491868239182,1499.328882553998,1029.250574593592,1323.239175375406,1486.2754672181372,1374.4869747677365
1967-08-01,1505.8435119024598,1793.8639322916667,1303.9222521659656,1502.737516515395,1027.3273506549874,1325.513052011465,1486.9602278167126,1379.6583021009292
1967-09-01,1506.449300935953,1794.80339184142,1303.3328716571514,1490.999558392693,1026.974764737216,1323.6856435800528,1487.224593817019,1377.374927417652
1967-10-01,1504.39507512763,1789.0982644599783,1302.1168244190706,1501.383523380055,1028.7671021740846,1323.2495196453935,1485.9893499636182,1375.5580592799831
1967-11-01,1501.8251626798422,1788.5462710731908,1299.1612361027644,1492.995408002068,1023.2715336963383,1320.5414611023741,1483.6677700865503,1376.2663970122467
1967-12-01,1500.8750386757426,1788.506491142407,1297.224856645633,1492.0596852022059,1022.3220362807765,1318.1453556209415,1482.7251359528186,1372.9935929581925
1968-01-01,1499.1507350808322,1792.416488915159,1294.6483122996794,1492.2521254595588,1022.2862166587753,1316.6407993861608,1479.851427265242,1376.3268548089104
1968-02-01,1500.9514534827506,1787.1936998869246,1296.0086920322515,1493.717507755055,1024.5663421322602,1317.58458521459,1482.0392982632507,1373.951597471495
1968-03-01,1501.6703388478495,1796.2039345189146,1297.72460154998,1500.7118673885568,1025.5515975181502,1320.1364888773335,1483.646198347503,1380.5551064980996
1968-04-01,1501.959228515625,1787.2055321408993,1298.2800997220552,1487.6489078297334,1023.3341717960859,1317.5475677886566,1484.9651261871936,1373.4100341796875
1968-05-01,1503.7006340404548,1786.0156678316887,1300.7098858173076,1489.1823263729318,1024.1815123895203,1319.6688961673092,1486.1275467218136,1369.8712323163006
