,mgu600_cluster1,mgu600_cluster2,mgu600_cluster3,mgu600_cluster4,mgu600_cluster5,mgu600_cluster6,mgu600_cluster7,mgu600_cluster8
1965-01-01,-0.33598557,-0.691198,0.005539703,-0.41061288,1.0620533,0.21019478,-1.3120058,-0.70847017
1965-02-01,-0.20009232,-0.4621025,0.015968323,-1.3449199,-0.5233685,-0.65339583,-1.2504139,-0.65665436
1965-03-01,-0.3688999,-0.62504387,-0.008798599,-1.0415227,-0.42201844,-0.2532112,-1.12169,-0.61657107
1965-04-01,-0.028025817,-1.7082798,-0.4467861,-0.44222355,0.26266193,-0.7042335,0.83621633,-1.3041843
1965-05-01,0.15446892,-0.048556518,-0.7133583,-0.25614414,0.30241966,-0.2512558,0.19455223,-1.2999481
1965-06-01,-0.24799652,-0.8114492,-0.47057533,-0.27015725,0.7782091,-0.9108437,-0.21899338,-1.4104226
1965-07-01,-0.44483033,-1.7235963,-0.7984139,0.28612557,1.4055344,-0.83100206,0.41647872,-1.6049747
1965-08-01,-0.21931954,-1.5655429,-1.2771362,0.2545147,1.0842135,-1.1158241,0.68598425,-1.9165189
1965-09-01,-0.13296051,-0.7612629,-1.0291389,-0.6833771,0.9114952,-1.0239251,-0.4265812,-2.474757
1965-10-01,0.2512558,-1.1881702,-0.677837,-0.6429676,-0.2642912,-0.5631264,-0.33174914,-1.5231781
1965-11-01,0.13165665,-1.1324441,-0.33077127,-0.09548378,0.16294174,-0.91670954,0.35586452,-0.83067626
1965-12-01,-0.093854144,-1.09399,-0.029003907,-0.83621633,-0.40214005,-0.6094017,-0.1459957,-1.09399
1966-01-01,-0.06597404,0.1756031,-0.15229836,-0.8343605,-1.0916927,-0.3774643,-0.95875967,-0.090919875
1966-02-01,-0.13358955,-0.3105053,-0.102407835,0.49529916,-0.621339,-0.86751175,-1.1891769,-0.8960678
1966-03-01,-0.1473755,-0.12013207,-0.32855836,-0.16903839,-0.35087776,-0.57735634,-1.254823,-1.111715
1966-04-01,-0.13227654,-0.55241126,-0.5074436,-0.7877518,0.6751688,-0.47494888,-0.682062,-1.0342525
1966-05-01,0.18249588,-1.0155433,-0.34365654,-0.19431229,1.073312,-0.87407607,-0.15558091,-1.3578873
1966-06-01,0.034792326,-1.2630287,-0.9633549,0.4063488,0.21203652,-0.67451286,0.096171185,-1.6273639
1966-07-01,-0.36794585,-0.8760456,-0.7903778,0.52582437,1.4524174,-0.78873634,0.73621976,-1.718612
1966-08-01,-0.29278105,-1.2732036,-0.91838723,0.6581009,1.4612796,-0.5405949,0.17822894,-1.7314129
1966-09-01,-0.21827316,0.0016410828,-1.0345806,0.95908797,1.2646698,-0.7132435,-0.89738065,-1.958876
1966-10-01,0.100766756,-0.68665695,-0.50055087,0.042341612,0.59376794,-0.3597397,-0.9361116,-1.139286
1966-11-01,0.013785553,0.38993722,-0.2717743,0.15590897,0.6410328,-0.6334839,-0.39453238,-1.1885208
1966-12-01,-0.09551468,-0.5379688,-0.09912567,-0.6118206,0.18741913,-0.3699154,-0.8363298,-0.60788155
1967-01-01,-0.2099678,-0.20180435,-0.23152009,-1.1909065,0.05551224,-0.34025878,-0.6664766,-0.567207
1967-02-01,-0.09894295,-1.0312264,0.14074059,-1.1327816,-1.0570233,0.09731026,-1.3861796,0.10057564
1967-03-01,-0.16686401,-0.93783456,0.04310379,-0.48524436,-0.13453598,0.08751373,-0.7967674,-0.29813498
1967-04-01,0.016327286,-0.45683518,-0.11037178,-1.0491863,-0.44899827,-0.3317688,-0.38695487,-0.43593636
1967-05-01,0.00065307616,-0.29258385,-0.7317856,-0.23805046,-0.4708767,-0.77978706,-0.34417742,-0.8803627
1967-06-01,-0.15837403,-1.6454556,-1.3260956,0.12049484,-0.1433529,-0.4708767,-0.81080896,-0.9633049
1967-07-01,-0.5296543,-2.1264548,-1.0808609,0.60541266,0.16261902,-0.6935795,-0.11918869,-1.7858696
1967-08-01,-0.5789627,-1.4123032,-0.8509739,0.8513004,0.28050137,-0.22400932,-0.7716236,-0.48753014
1967-09-01,-0.35038146,-1.5295327,-1.126577,0.57863617,0.54892045,-0.20441666,0.08914642,-1.5092869
1967-10-01,-0.17796668,-0.94077337,-0.37781143,-0.8872202,0.26482716,-0.49144897,0.87938327,-1.2875633
1967-11-01,-0.21258011,-0.51398027,-0.4120987,-0.36344355,-0.39511833,-0.4378956,-0.6253319,-0.4006695
1967-12-01,-0.19984475,-0.81146204,0.10416756,-0.46695822,-0.16686401,0.1009018,-0.82289106,-0.28539962
1968-01-01,-0.18160935,-0.7005447,0.12471962,-1.1837422,0.19947854,0.04850235,-1.530185,-0.59041214
1968-02-01,-0.17468032,-0.7789505,0.2100544,-1.5728524,-0.54336894,-0.5032547,-0.78989065,-0.41609687
1968-03-01,-0.397863,-0.8223473,-0.2027607,-0.6170338,-1.1866592,-0.5295113,-1.5644649,-0.056889724
1968-04-01,-0.019327546,-0.74467087,-0.5998939,-0.4937729,-0.19765472,-0.747588,-0.40296823,-0.6097401
1968-05-01,-0.12654343,-0.33112678,-0.6487606,0.26584968,-0.38072282,-0.13456574,-0.81578255,-0.8019249
1968-06-01,-0.13857727,-0.9222683,-1.2636063,0.28627166,0.10210953,-0.292836,0.16082267,-0.7968197
1968-07-01,-0.55977935,-0.78514975,-0.82380563,0.6936161,0.32456285,-0.2177124,-0.5626968,-0.38765144
1968-08-01,-0.36832428,-0.9598301,-0.8971058,-0.11013222,1.2129161,-0.7822323,0.7154964,-1.6319301
1968-09-01,-0.1476944,-0.9273739,-0.62359774,-0.3453495,0.56014407,-0.9467018,0.8325577,-1.5174217
1968-10-01,-0.09700394,-0.79025537,-0.88397753,-0.72497827,0.57801324,-0.70090944,-0.13967133,-1.2344322
1968-11-01,0.08569946,-0.75305825,-0.3234684,-0.73810613,0.5652496,-0.84131014,-0.20458373,-0.84860384
1968-12-01,-0.12690811,-1.3959843,-0.05652504,0.7439415,0.7581638,-0.39494553,-0.41791993,-1.3372707
1969-01-01,-0.0069660186,-0.7012726,0.21495971,-1.6171728,0.24713707,-0.43423158,-0.75202715,-0.8674679
1969-02-01,-0.10714798,-0.042129517,-0.002653885,-0.27102166,-0.303199,-0.12472954,-0.9022997,-0.22093086
1969-03-01,-0.23386803,-0.5566391,-0.14662361,-0.8810688,-0.24713746,-0.20699807,-0.51683176,-0.70359457
1969-04-01,0.21263734,-0.77823335,-0.6581478,-0.88471794,0.22723332,-0.61734545,-0.77591115,-0.90296286
1969-05-01,-0.01227417,-0.9275106,-0.70060885,0.4810055,0.82567024,-1.2632191,1.3521221,-1.7210035
1969-06-01,-0.25211295,-0.15690728,-1.0330002,-0.008293152,0.23386803,-0.78055537,0.5115242,-2.0361447
1969-07-01,-0.56758654,-1.2396663,-0.6714169,-0.39442444,1.4463329,-0.48365936,0.58450395,-1.7302921
1969-08-01,-0.18576737,-1.1411436,-0.6515133,-0.6574844,0.56128347,-0.5898117,0.9540491,-1.9187133
1969-09-01,-0.20865707,-1.0386394,-0.40935212,0.45612544,0.68302727,-0.8920158,-0.37916487,-1.3567665
1969-10-01,0.31116065,-1.0270293,-0.3433384,-0.28196868,0.4239479,-1.1162636,0.9444288,-2.2603927
1969-11-01,0.08027802,-1.0150868,-0.38679466,0.5257885,0.4139963,-0.98423576,-1.1102927,-1.412165
1969-12-01,-0.300877,-0.9925297,0.08790779,-0.4189722,0.6657772,-0.7533535,-0.74207497,-1.102663
1970-01-01,-0.4349617,-0.38271293,-0.040600967,0.102833174,-0.52148783,-0.49286765,-1.2389915,-0.4805542
1970-02-01,-0.16107216,-0.8143467,0.1683937,-0.90752906,-0.34211197,-0.5970322,-2.0430217,0.051916122
1970-03-01,-0.21232224,-1.0136906,-0.26789895,0.23328857,-0.40767288,-0.52814406,-0.41000214,-0.69720304
1970-04-01,-0.10050392,-1.2609562,-0.078206636,-0.43196678,-0.17471695,-0.79437906,-0.892886,-0.99372256
1970-05-01,-0.105162814,-0.895216,-0.85128707,0.67024726,0.8007021,-0.5238174,-0.70219517,-1.1231792
1970-06-01,-0.25059432,-1.7318596,-1.0689342,0.56275445,0.7188349,-0.021631623,-0.624987,-0.8376423
1970-07-01,-0.35176316,-2.2739806,-0.7920494,-0.6868868,0.60701597,-0.53579825,0.04991913,-1.687265
1970-08-01,-0.40933686,-0.45992127,-0.7081852,0.7354744,1.0459713,-0.9178459,0.6576006,-1.8433453
1970-09-01,0.09118576,-0.9943882,-0.48488083,-0.023295403,-0.052581787,-0.8279915,-0.5144995,-0.9181782
1970-10-01,0.0545784,-0.19934349,-0.5624218,-0.57140714,-0.69021475,-0.45027047,-1.3844227,-0.8146793
1970-11-01,-0.0009983063,-0.34610596,-0.2579155,0.0036605834,-0.43096828,-0.34876823,-0.9844044,-0.7311481
