,vo600_cluster1,vo600_cluster2,vo600_cluster3,vo600_cluster4,vo600_cluster5,vo600_cluster6,vo600_cluster7,vo600_cluster8
1965-01-01,2.8259451387145275e-07,1.6454806776404023e-06,0.001488341877120547,0.0004682877261075191,6.160022773353073e-06,-6.810090514497053e-07,1.4350225683301687e-05,-5.272167205786412e-06
1965-02-01,1.5940134770026387e-06,3.7987871515099414e-06,0.0019191748530526336,0.0004465677496530892,3.834265796818915e-06,7.678553911632506e-06,9.17862861468974e-06,4.389300456972617e-06
1965-03-01,2.2898143470229115e-06,3.470461984456108e-06,0.001493012678110972,0.0006462525561801158,5.596126649687976e-06,1.8896665112371356e-06,6.344818959607639e-06,1.2895945817989541e-06
1965-04-01,3.666062088756773e-06,1.7169461704232467e-06,0.004129067140941819,0.0003829498988731454,1.2220711998933198e-05,-1.8152960710095016e-06,-2.7991670018915706e-06,-5.4554570075507824e-06
1965-05-01,4.287749944571835e-06,3.129589944139699e-06,0.004301321556946884,0.0012311115521394338,1.146915471100987e-05,-2.6512912129341014e-06,-2.319070012567358e-06,-6.409277930066399e-06
1965-06-01,6.703604221432838e-06,2.5740275392630947e-06,0.004277296829968691,0.001679742005459654,1.5041788414571617e-05,-4.946167289995958e-06,1.187076021677866e-06,-7.710638960927055e-06
1965-07-01,1.0641420215650119e-05,1.3829871470250055e-06,0.004814113587296258,0.0019053888536291197,2.2084085863209382e-05,-1.4348909111316156e-05,-3.287348664887051e-08,-1.3642942931477503e-05
1965-08-01,9.869953301906783e-06,9.31992542400432e-07,0.004661446049188575,0.001406513668674355,1.6021212804948794e-05,-1.1097214971006656e-05,-3.1538456823909655e-06,-1.1562226462978643e-05
1965-09-01,3.867982477937691e-06,1.5824610732906308e-06,0.003335773120246207,0.0018863327568396926,1.632463278221475e-05,-3.1253384334157656e-06,4.561706090397719e-06,-7.660129285352192e-06
1965-10-01,4.116226663379502e-06,2.3546996204733737e-06,0.0038258323911577463,0.0010815529094543308,1.0361343644119147e-05,2.68828753648669e-06,3.1937136352805988e-06,-4.2364404623917725e-06
1965-11-01,4.241749617281848e-06,1.9304934243772704e-06,0.002923771292747309,0.0007281583748408593,7.555421814623546e-06,-4.2143906755192236e-06,-3.3139710037883356e-07,-1.7510576360176104e-06
1965-12-01,2.660061263189786e-06,2.703156942729379e-06,0.002737191728859519,0.0012662015554572767,6.957084590157002e-06,-1.8125498674384416e-06,3.828255456836713e-06,7.31589496842012e-06
1966-01-01,2.037234953365298e-06,3.7592931434460297e-06,0.0018813503023314602,0.001042338893360769,1.1975215302143247e-07,3.3536796230503663e-06,9.06614635217314e-06,1.2511829881099757e-05
1966-02-01,-1.3347014254050967e-07,2.487819639185318e-06,0.0022709845021987958,0.0011015360845097653,4.491806944786041e-06,1.6307023997796932e-06,1.0833709893631749e-05,4.6735926955035415e-06
1966-03-01,2.6322316826783784e-06,2.7767412369428257e-06,0.0023626378000093005,0.0007814979956795772,5.186593991583187e-06,2.14711353064872e-06,8.76537847539617e-06,6.270891794994852e-07
1966-04-01,1.681571934329297e-06,3.4307227873379515e-06,0.003940685807416837,0.0008775049233615089,1.2033170009842785e-05,-6.514700826614742e-06,2.0902547880218158e-06,-3.7506737964754508e-06
1966-05-01,6.53320320883435e-06,2.878455429566884e-06,0.0030255022769172988,0.001099892930748562,1.5306821965743606e-05,-5.196199457839549e-06,-8.18766794610484e-07,-1.3230517031000247e-05
1966-06-01,7.786005833048349e-06,1.6062627746412281e-06,0.005293140808741252,0.0008755194964275386,1.3747604634250171e-05,-7.354368915849623e-06,-4.243880703648352e-07,-6.434982246790286e-06
1966-07-01,1.0144271264404156e-05,2.8983838440410636e-06,0.0045123927217597766,0.0015035449905553833,1.7150866380228993e-05,-1.2271471734556113e-05,-4.85568762087496e-06,-1.1936958244626933e-05
1966-08-01,8.268072250709673e-06,2.4998514938645577e-06,0.003866292051194857,0.0015320912401269502,1.6691423109571996e-05,-7.986811146236443e-06,-1.62194485003258e-06,-1.5907182121115577e-05
1966-09-01,6.662070829502467e-06,1.0121080270171965e-06,0.003831465922606488,0.0016395697457483038,1.5708328855803353e-05,-1.0881835021728906e-05,3.664870291686384e-06,-1.204317946181485e-05
1966-10-01,4.055485102358752e-06,2.3874339542355e-06,0.0036151150804168237,0.0011214448022656143,9.263994379789333e-06,-2.2705820426914404e-06,5.16583491440138e-06,-5.460907875492079e-06
1966-11-01,3.5390081919965606e-06,2.0672426733388725e-06,0.0030955959421892962,0.0005219888407737017,6.374131938999241e-06,-9.507728244553336e-08,2.531153313611867e-06,-7.136823780190132e-06
1966-12-01,1.4047630184234694e-06,3.031292389552946e-06,0.0029965883489542953,0.0005809446520288475,4.545149723766706e-06,1.8689477515024543e-06,7.845917227516313e-06,1.4592060546331085e-06
1967-01-01,2.0339700468914665e-06,2.9280765515930325e-06,0.0019547092961147428,0.0007824250133126043,6.2960105257017815e-06,4.177816914181739e-06,1.019002108174997e-05,2.144131679792403e-06
1967-02-01,1.318648484907738e-06,3.225380273974565e-06,0.0018956402830857164,0.000567716415389441,4.6856441791721314e-06,5.7083515269463035e-06,1.2201445416495617e-05,1.1685189037518463e-05
1967-03-01,9.414361556991935e-07,2.18470287786469e-06,0.002142789404994498,0.0005882753612240776,6.135981927410734e-06,4.274406996014947e-06,9.631387203828328e-06,9.313692278116899e-07
1967-04-01,5.410213900272777e-07,3.5476303450465707e-06,0.002285613300045952,0.0007773365723551251,6.861613781376068e-06,3.3643806906685974e-06,6.009797491262563e-06,6.681058654821089e-07
1967-05-01,2.7746125696419195e-06,2.6052944986550606e-06,0.005015695448188732,0.0014521182796064145,9.662961218410422e-06,4.5614115151693113e-07,2.3439939569571934e-06,7.53800022943235e-07
1967-06-01,5.353597196900457e-06,1.5226659044742519e-06,0.004366414214018732,0.0011221761572718,1.5374368150991486e-05,-7.889897899766421e-07,7.0704471808211465e-06,-6.6422350156666126e-06
1967-07-01,6.246293052850218e-06,1.727321189785395e-06,0.004184961047333976,0.0017449136066716164,1.6745259446237802e-05,-8.185003213744997e-06,7.206402491040838e-06,-4.864875513814651e-06
1967-08-01,8.367427605997746e-06,2.483125919698163e-06,0.00426921130080397,0.0018614896058958645,1.0848223860977732e-05,-7.875053378139174e-06,4.89719746433871e-06,3.948417077303819e-06
1967-09-01,5.923154850805938e-06,2.493355714487204e-06,0.004387465499651929,0.0018107327681112415,1.6610261684098956e-05,-6.708876063730086e-06,4.728961155504092e-06,-1.1065352870301889e-05
1967-10-01,3.886094107560654e-06,3.2783789905010963e-06,0.0038735575799364597,0.0010887648386415094,1.2428909449017842e-05,-2.8821445288611298e-06,-3.582376848498825e-06,-2.5965294564851256e-06
1967-11-01,3.5953243432710514e-06,3.091204877255412e-06,0.0022474416861465825,0.00034922559279948473,4.344268871073868e-06,1.8929771405557153e-07,2.287143716886122e-06,6.252991802395583e-06
