,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8
1965-01-01,23.440521,28.868256,19.646423,25.966766,17.948456,27.592896,22.521454,24.332184
1965-02-01,24.175507,28.981018,19.89441,26.6763,18.57016,27.855347,23.295319,25.386475
1965-03-01,23.963928,28.87973,19.589539,26.541077,18.418976,27.858337,22.748962,25.532166
1965-04-01,23.508392,29.258423,18.78772,26.572021,17.756348,27.938171,22.408691,25.194885
1965-05-01,22.069885,28.854767,16.961517,25.732758,15.928162,26.852936,20.457245,23.860657
1965-06-01,21.093414,28.793396,16.066864,24.77774,14.400848,26.320038,19.253754,23.087769
1965-07-01,20.106964,28.385254,14.813965,24.056244,13.887909,25.952301,18.250336,22.024963
1965-08-01,19.86148,28.505981,14.253632,24.030304,12.848572,25.78714,17.478424,21.57492
1965-09-01,19.599518,28.474548,14.753601,23.878632,12.515747,25.704834,17.195007,21.446167
1965-10-01,20.480194,29.109253,15.297455,24.281769,12.934387,26.394379,18.26529,22.360779
1965-11-01,20.902802,29.577759,16.000519,25.00528,14.39386,27.011108,18.99527,22.739502
1965-12-01,21.93814,29.7948,17.420563,25.619995,16.157684,27.817932,19.995697,23.719452
1966-01-01,23.006042,30.125153,19.245026,26.047943,17.353912,27.887604,21.726654,24.230469
1966-02-01,23.71457,29.587585,20.693848,26.46753,17.797699,28.12262,22.04184,24.746857
1966-03-01,23.790741,29.18515,20.218323,26.66571,17.327698,28.389374,21.816925,25.178528
1966-04-01,23.12204,29.787292,19.125,26.435242,17.070007,28.40149,21.691345,25.14325
1966-05-01,22.292969,29.724731,17.230377,25.71762,15.846588,27.42163,20.892548,24.218872
1966-06-01,20.956604,29.371735,16.042755,24.628357,13.637299,26.86792,18.774017,22.952606
1966-07-01,19.735718,28.871979,15.41037,24.163391,12.238373,26.106445,16.657501,21.866333
1966-08-01,19.126526,28.624878,14.526855,23.849213,12.26712,25.442291,17.004456,21.215302
1966-09-01,19.039276,28.804901,14.596954,23.632385,11.628174,25.528534,16.465363,21.226898
1966-10-01,19.723602,29.299622,15.377594,24.0242,12.944397,25.978363,17.855194,21.79071
1966-11-01,20.276825,29.493774,16.205658,24.894135,13.982727,26.635956,18.36554,22.33432
1966-12-01,22.16388,29.40503,17.585388,25.275879,16.408875,27.494751,19.974243,23.583466
1967-01-01,23.755066,29.235596,18.550995,25.79892,17.177734,27.765656,21.997162,24.555878
1967-02-01,24.82782,29.466461,19.44397,26.128479,18.332642,27.941956,23.32785,25.727325
1967-03-01,25.221985,29.414398,19.864655,26.61377,17.579407,28.14029,23.221191,26.006287
1967-04-01,24.156738,29.51355,18.962677,26.52713,17.351013,27.599396,22.517029,25.33368
1967-05-01,22.190002,29.449951,17.423645,26.209595,16.007294,27.285889,21.095184,24.20581
1967-06-01,21.2229,28.980682,16.33786,24.984589,13.605835,26.673859,18.883026,22.957245
1967-07-01,20.303894,28.461304,16.053894,23.809143,12.091339,25.93216,17.2854,21.875458
1967-08-01,19.3974,28.231445,15.959717,23.250732,11.680664,25.364227,16.531158,21.097687
1967-09-01,19.681854,28.140778,15.660248,24.037018,11.840942,25.638672,17.140686,21.848938
1967-10-01,19.81607,28.342133,16.09143,24.025024,12.32074,25.813965,17.218292,21.912537
1967-11-01,20.545288,28.924072,16.64685,24.744202,14.112671,26.510101,18.31662,22.698334
