,r850_cluster1,r850_cluster2,r850_cluster3,r850_cluster4,r850_cluster5,r850_cluster6,r850_cluster7,r850_cluster8,r850_cluster9,r850_cluster10,r850_cluster11,r850_cluster12
1965-01-01,67.29146062111367,94.64013374457926,63.140110347581945,59.29673163445441,62.96998122260948,99.93626521183894,91.45250031442353,74.12582109760305,89.99969745504445,49.50281636098797,63.13803401994116,72.32628977992074
1965-02-01,62.05812882403938,93.57452069298697,72.09806027619734,62.06555628514552,60.560479461714216,103.26261520385742,70.06884777184689,74.53813126633287,101.31721233499462,50.646644763732226,47.26169491991585,70.52484122270938
1965-03-01,47.339192604532045,98.62621436684819,73.19004224694294,64.44168510017813,60.0288496308126,102.60205635657677,70.33059669263434,74.53393243544595,111.81706921807651,60.20473094468706,38.982492611732006,69.91764340570676
1965-04-01,53.64051351741868,93.81466558424094,73.47878995149031,71.39049152751545,60.23664765157271,109.27415994497446,81.84113935990767,75.99756464611885,108.6144598599138,58.64054433415445,49.87903406590591,70.02369270539418
1965-05-01,53.96041091607541,94.34815746242718,64.33304496433423,60.094892061673676,57.42763414092265,96.18964562049278,54.709766850327,75.36852213257518,106.83361711173222,69.45324372709467,34.631803300645615,70.93322335219965
1965-06-01,63.16916952327806,99.28590160305218,56.296568331511125,68.8508798787882,56.91722377118248,101.40258348905122,60.43393684156013,77.57957607674199,97.40419585129311,70.97063171729613,40.18414697529357,70.94321617713341
1965-07-01,69.6616674929249,90.41561837923729,49.165991078252375,68.9122545850146,58.373425487856046,81.51262723482571,69.16988546198064,74.84520640453147,98.0811125656654,72.04521693540423,54.60848160731939,71.334492824762
1965-08-01,73.46782917879065,88.4595773987851,58.505978791610055,61.79719023652129,60.598619790485536,103.39808097252478,84.47207537564364,75.24270212184118,89.71751772124192,73.89436786094409,55.978718510380496,70.93481740182158
1965-09-01,81.4855770188935,77.89128513659462,48.96038304204526,55.56124173677885,60.308855053994414,80.80713565532977,85.37365884491891,75.03021602524059,85.10005293221309,62.579349989301704,50.83804189422984,71.22009681715974
1965-10-01,85.03990329041773,81.77983558784098,56.869904891304344,51.89063522841904,63.65232426127087,94.74024405846228,75.66767027883819,73.01051603349228,92.35220547380119,55.322899979152034,52.284024085527584,70.68994819111492
1965-11-01,71.48062414052535,74.82537415068029,48.84808167167331,47.82475901174021,63.4445129527409,87.04310197096605,92.10486845536666,73.98991984362043,87.86205423289333,59.570903992385006,58.69214328718774,71.66904445884376
1965-12-01,57.3849378313337,110.31149524753377,51.99572521707286,54.76552942296961,63.68049433338625,86.82723412146935,106.71056111653645,73.50893180463567,97.09695487186826,54.82900383767117,56.169655882282015,71.97637218024448
1966-01-01,48.40191977364676,108.04412647829218,60.36400587662406,62.655861823113405,63.82125887711612,78.83611825796274,88.13412406227805,74.46776448681368,106.45759319436962,50.524201553859065,52.59936061906225,70.60560741746627
1966-02-01,44.84485159114915,101.04505247988943,64.80055684628694,67.90714473514767,62.80296004562489,98.99195157564603,81.84574300592595,74.050541563407,107.37824538658406,60.57965567942416,57.795185512966576,71.3429887567631
1966-03-01,52.80954477738361,96.95991580769167,75.99678039550781,61.77356845729953,60.321933541484775,99.68986511230469,71.05514352971856,75.17731948937784,112.8125105233028,54.89135913634568,39.59597952571916,69.25532303429007
1966-04-01,47.45543499382175,90.92798071392512,66.28572629845661,62.29060665591732,61.693862560698534,104.35291437002329,58.957937991980344,76.09727955397281,107.02280504950161,66.73217730575733,42.25154452853732,70.60266534114645
1966-05-01,62.33435183155293,94.52754521774034,55.07166489310886,67.28681627210679,58.29438817172335,94.7082152733436,79.21943375558564,77.14418166176567,86.0265402958311,66.55756275305588,36.15040837982554,70.47196418662008
1966-06-01,65.35131493393256,95.67284988144698,63.957981441331945,67.78369945484204,58.586667065004484,109.09157532912035,62.47930815725615,75.73943004927821,84.75684593463767,73.4446150533269,45.26594303272388,71.7127254264216
1966-07-01,65.88857689682318,88.98272756802834,48.41902359672214,75.49543275937928,58.54300013128317,75.75980699979341,75.14004562840317,76.13582291416616,94.71958818106816,72.26646937681048,54.755778371551884,71.70226148995405
1966-08-01,69.8624357885244,106.80639622575146,48.55636099110479,73.16560850038633,59.69756725737596,77.58015119112454,81.13212007464784,73.61197551535494,87.57070870235049,67.50126099318601,57.222498199086125,72.01134876730741
1966-09-01,77.33542461784518,83.40488369182005,49.390079664147414,53.27625065059452,62.53982566091596,81.10474806565504,90.29904278841886,74.13420224322952,79.95262935243804,68.33466733439585,56.59622616238064,71.92037933091956
