,vo600_cluster1,vo600_cluster2,vo600_cluster3,vo600_cluster4,vo600_cluster5,vo600_cluster6,vo600_cluster7,vo600_cluster8,vo600_cluster9,vo600_cluster10,vo600_cluster11,vo600_cluster12
1965-01-01,3.0903757e-06,-1.1356999e-05,-2.5005727e-05,3.793457e-05,-5.528782e-07,-4.7614594e-06,0.00021056723,4.1900865e-05,7.1733302e-06,-4.1512612e-06,9.578231e-06,1.1651115e-05
1965-02-01,9.726209e-07,-9.741765e-06,-1.980109e-05,4.555309e-05,8.707801e-06,1.6097401e-06,0.00021356437,7.273389e-05,-2.4777546e-07,-3.2898024e-06,4.203088e-06,1.3840654e-05
1965-03-01,3.467263e-06,-4.4743065e-06,-2.0743304e-05,4.364173e-05,5.0376257e-06,5.0645467e-06,0.0001772575,6.665882e-05,3.3550168e-07,-6.9061352e-06,-1.0643707e-06,2.0763691e-06
1965-04-01,9.187788e-07,-1.7485916e-05,-1.0360942e-05,3.735129e-05,-1.9078798e-06,7.5053467e-06,0.0001702761,3.6678273e-05,4.364614e-06,-5.488313e-06,6.71568e-06,-6.77153e-06
1965-05-01,-4.1827298e-07,-1.4892568e-05,-7.704773e-06,2.1154076e-05,-8.126532e-06,-1.8060222e-05,0.00018433761,-2.9223287e-05,-7.5029675e-07,3.628782e-06,-1.0630145e-05,-1.0419899e-07
1965-06-01,2.30968e-06,8.824456e-06,-6.7894725e-06,-1.0872427e-05,-5.9998056e-06,-1.3694662e-06,3.546685e-05,2.713942e-05,-9.656578e-07,-5.587026e-06,-2.4283436e-06,5.1094175e-06
1965-07-01,1.6725608e-06,-1.234861e-06,3.3550168e-07,1.8295395e-07,-1.0280179e-05,-1.6597536e-05,-6.440847e-05,1.4567515e-05,-6.9645466e-07,-7.561197e-06,-2.6486363e-05,3.467263e-06
1965-08-01,5.046604e-06,-4.5550696e-06,-1.5399637e-06,1.1251686e-06,-9.113617e-06,-7.982955e-06,-4.8839407e-05,3.1608233e-05,2.3007015e-06,-4.088448e-06,-2.3148212e-05,-9.293086e-06
1965-09-01,-5.9774175e-07,-1.3385019e-05,-1.8001956e-06,-3.8641083e-06,-1.1222393e-05,-7.1573886e-06,-1.0284712e-06,7.626049e-05,1.026463e-06,-3.0834126e-06,-5.88315e-06,2.8929571e-06
1965-10-01,1.5020632e-06,-1.2707605e-06,-3.415429e-06,-1.1581338e-05,5.3292024e-07,-2.2008571e-05,3.1796677e-05,6.830995e-05,-7.143972e-07,-1.3246026e-06,-1.9348008e-06,-2.1591404e-06
1965-11-01,-4.7165886e-06,-9.687923e-06,-2.2219538e-06,1.6281454e-05,4.436406e-06,-1.1608259e-05,0.000117377174,6.4846165e-05,2.2019958e-06,-2.9577786e-06,-1.3474753e-05,1.681532e-06
1965-12-01,-4.4922563e-06,-1.0334021e-05,-1.7234655e-05,4.6961934e-05,-3.3750985e-07,-1.0374497e-06,0.00020634069,3.0253232e-05,-2.029119e-07,-5.0306626e-06,-9.566866e-07,1.1116208e-07
1966-01-01,-2.6012167e-06,-5.44445e-06,-2.6862392e-05,4.4690973e-05,1.2714772e-05,-2.169436e-06,0.00018018858,3.5770223e-05,-8.385541e-08,-7.518902e-07,-1.5196172e-05,6.066981e-06
