,zgu250_cluster1,zgu250_cluster2,zgu250_cluster3,zgu250_cluster4,zgu250_cluster5,zgu250_cluster6,zgu250_cluster7,zgu250_cluster8,zgu250_cluster9,zgu250_cluster10,zgu250_cluster11,zgu250_cluster12
1965-01-01,1.194505366412076,-0.01985840271554591,0.1526773790227772,0.367461938362617,-0.369844806026405,-0.01980295217763938,0.1431064745574667,-0.3599992752075195,-0.020475913868678444,-0.45724012658442603,-0.7839747575613168,0.41782804714736116
1965-02-01,0.6844944845546375,-0.10693739410432836,0.053696676755320805,0.5105430429632013,-0.4336804361410544,0.01027685144942895,-0.30717211530396815,0.28887670040130614,0.07324679796752262,-0.20798238197175584,0.22591666533396793,0.18937264078406876
1965-03-01,1.2199194864793257,-0.014144423152875462,0.06702885916536729,0.4468453394902217,0.02212320834818021,-0.0752101950280628,-0.5835020947351791,-0.0709433950483799,0.07074551242375635,0.33274117377724977,0.9129904783689058,-0.0702561870698006
1965-04-01,0.6458469954403964,-0.0794532057562431,-0.05728331572422678,0.24115220679865254,-0.049984560046397467,0.029307980945364374,0.3145405401786169,-0.09605671018362046,0.025757741416574467,0.36575669551839923,0.004874578533837428,-0.05738385502369173
1965-05-01,0.8180422674525867,-0.038174994168356895,-0.08238508524741857,0.39145811037583783,-0.35204809736198106,-0.034239183112164985,0.01499474440750323,0.14407304525375367,0.06297083658514073,-0.0659747989756046,0.22421229344147903,0.17275760571161905
1965-06-01,-0.541144772009416,-0.06374379085466099,-0.07134829463498113,0.6441819203364384,0.23060126203886222,0.06439147338645197,0.05190225742888033,-0.49617077112197877,0.0421440838948341,-0.07527770087270454,0.7412304328038142,-0.17731769751476983
1965-07-01,-1.1691090193661775,-0.09933379872737189,0.008636194468826928,0.4822849840312809,0.24121468755560863,0.018190480501497866,0.19696425368780632,-0.7983553647994995,0.06153182805437281,-0.31841533756492163,0.3569353543795072,-0.13922191755746
1965-08-01,-0.5011494593186812,-0.07125094701952768,-0.0491054428872779,0.1586497604072868,0.22747393330218088,0.09027697600626586,0.2627159681236535,-0.4469533205032349,-0.016972636355154485,-0.16939479230654123,-0.3244930735001197,0.07758730201311008
1965-09-01,-0.6427932327443903,-0.012787923816815549,-0.11815241251057479,0.32492252913388336,-0.05016818931195098,0.08464406710118055,0.21067368552873011,-0.5632935762405396,-0.02167762266976916,-0.15778257188820602,1.1887041422036977,0.32424237779391707
1965-10-01,0.499545389955694,-0.0014053642461180809,0.161429479230907,0.344015367619403,-0.2898115218735077,-0.013036077859292387,-0.1695881810104638,-0.2049608886241913,-0.039519824209294833,0.1663822952731706,-0.47002939077524036,0.4761400081778085
1965-11-01,-0.1022875038060275,0.002525210362516351,0.051296791847211774,0.26003642902745827,0.29612850974982896,0.05036823195786994,8.333049583853338e-05,-0.3178516924381256,-0.07876718431011302,0.7682148736007143,0.3414253546641423,-0.11346730333502573
1965-12-01,0.8192941817370327,-0.09330862603329737,-0.023886980729341097,0.30449802999372605,0.35637065138615354,0.05739880887959458,0.24902535798518283,-0.4752805829048157,-0.062126469313088496,0.27711438660574433,0.16302107618405268,0.3059828794130715
1966-01-01,1.0574902187694202,0.01697203307721107,0.18287996286672595,0.07314685877267416,-0.32697328379456425,-0.09143495241363274,-0.20457110122630473,0.11302019953727722,-0.019691765542613367,0.04550963640213013,-0.04509707482961508,0.2910687397885066
1966-02-01,0.5305271798914128,0.06645405370738285,0.14705976436039667,-0.31103406633649555,-0.19465960549111938,-0.06992703001444289,0.35805304191614457,-0.1815492630004883,-0.1374112512265523,0.2628661913446861,-0.3535648492666391,0.5750645873367145
1966-03-01,0.4531305486505681,-0.07512871979163327,0.011420773146690067,0.3091487211066407,-0.2858023933121856,0.04215692465773738,0.10666900330729653,0.09902238845825195,-0.013817286859434771,-0.1081713355413758,-0.6724634995827308,0.25117576763194094
1966-04-01,0.8494152264161543,-0.024989404346296425,0.044118516185607845,0.5725489808367444,-0.0952558565727422,-0.056065240355788686,-0.03408816430652351,-0.257321235537529,0.04270523074728224,-0.168588528833767,0.14485809665459853,0.3043967549518872
1966-05-01,0.6974086978218772,-0.1241318735310183,-0.062495801540126905,0.6638834228763333,0.008850595520310839,0.017913013742473283,-0.16462896346000205,-0.2840692400932312,0.12088376840756063,-0.41670464348084857,0.19472839740606454,-0.24616160700398104
1966-06-01,-0.13293633406812494,-0.09081147703229166,0.004176344408328275,0.2534341115456123,-0.12782875343527594,0.06010844221922615,-0.22281237404074586,-0.05558151081204414,0.022901379901646493,-0.38870336248142884,0.1598348984351525,0.26450605802638555
1966-07-01,-1.275784210725264,-0.09884324350093361,0.06308468241443323,0.2612284058100217,0.021172733321576053,0.07150719492543789,0.12653389324744543,-0.3562295436859131,0.0015711225617462377,-0.5078546776629911,0.20164214647733247,-0.06528200321300055
1966-08-01,-0.4367421973835338,-0.06890889317951679,0.014958915516266059,0.035997569657765426,-0.3296973419861055,0.07419235352259779,0.10598130001310717,-0.2733368754386902,0.01758304631466562,-0.3322868220655635,0.21600551330126247,0.28173612651004587
1966-09-01,-0.20192258737303992,-0.05588225581731636,-0.024126641285604128,0.04303629522199755,-0.2945580322977523,0.02845379497214663,0.2178694791438287,-0.11638514697551727,0.02721463212973427,-0.04948137862847583,0.40625365880819464,0.22900231102461455
