,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9,msl_cluster10,msl_cluster11,msl_cluster12
1965-01-01,1144.2235368021418,1105.7014173497266,1072.9386784125022,1500.1599573206017,1070.9675719246034,1174.821198744581,1102.3213925568953,1074.837850765306,1375.2479759422508,1349.0316569010417,1866.9975630733943,1194.2456245422363
1965-02-01,1138.494324416257,1106.8935039916325,1071.5511166201777,1504.5786313657406,1070.085093987682,1173.8570902388908,1101.5364273734715,1073.1753976004463,1375.2541206978462,1359.2318522135417,1860.2072619516914,1192.8354024887085
1965-03-01,1142.181396484375,1108.1059356856215,1073.9235189787016,1502.2229908130787,1071.9414992559525,1175.4811193212608,1103.2260397206182,1074.229248046875,1374.2502573374156,1355.7759602864583,1867.6238733694092,1192.5257444381714
1965-04-01,1148.1948681091994,1113.6549986125342,1073.3466721158163,1506.6309950086804,1072.066650390625,1171.4446492277818,1103.9662900178328,1074.017822265625,1373.3724233266469,1361.4855143229167,1868.577981651376,1190.9140348434448
1965-05-01,1145.6780251492276,1111.0142108521175,1074.0909547560514,1509.7605161313656,1071.9914641203704,1171.7368065277276,1104.0989751401155,1072.950723453444,1372.8232718802788,1364.0867513020833,1861.9387565402808,1191.3047790527344
1965-06-01,1149.2278709840239,1115.3009133260757,1076.7248341247282,1507.1201804832174,1072.9713334986773,1171.7361714798592,1102.328292183254,1073.3006267936862,1367.4789841110642,1363.9298502604167,1863.2274382704986,1191.8472528457642
1965-07-01,1151.2991573033707,1114.5535828637294,1076.2817752162916,1505.2020489728009,1072.3480127728176,1170.5715642499097,1096.6681438943613,1073.1075115593112,1365.7820418074325,1364.8455403645833,1873.3028306873566,1192.9080247879028
1965-08-01,1147.4098462737009,1112.1696764002731,1075.369322714755,1505.093948929398,1072.5806891224372,1170.2327309316292,1104.2366359544837,1073.3518514827806,1372.529107171136,1361.7406412760417,1870.9132763223909,1191.4214134216309
1965-09-01,1146.0184504476827,1112.5868500256147,1075.3838243354646,1503.830837673611,1073.0082064835483,1171.641796310513,1105.7949563731318,1074.3984225526149,1378.6438813080658,1358.195068359375,1868.5083791750285,1190.542459487915
1965-10-01,1144.0681371795997,1112.0696187670765,1074.9661952031722,1508.2683648003472,1072.7484744440312,1173.2764800848988,1105.6129787279212,1075.541952327806,1380.9131519214527,1356.55029296875,1870.4569125394207,1192.0060634613037
1965-11-01,1145.862090721559,1108.60095414959,1074.6471456969198,1509.8838071469906,1071.772738663608,1176.5435896856936,1103.9766394573708,1076.318020567602,1373.0338431693413,1359.849853515625,1872.4500743620986,1191.8624877929688
1965-12-01,1146.922730863764,1107.4773402813353,1073.3598394581481,1507.6404260706017,1071.0441274491568,1177.1768029714594,1107.2980134383492,1075.162747130102,1374.8140902132602,1362.7422688802083,1861.8646184238817,1193.1857824325562
1966-01-01,1135.6681909454003,1108.8685416133026,1073.7054406424334,1503.5956940827546,1070.4507688492065,1176.0536855355854,1105.350925611413,1076.266073421556,1376.8786868533573,1353.422607421875,1868.2116587227636,1193.5741424560547
1966-02-01,1139.2429994733145,1106.4767973019125,1073.406243721043,1509.7536440248841,1071.0227231626159,1176.1995348627167,1107.3900969132133,1074.487528898278,1380.652515308277,1359.9444986979167,1867.191923648939,1194.8304653167725
1966-03-01,1145.7202011279846,1108.8274512786031,1073.108210253463,1504.2750379774304,1071.0001304666832,1174.652593535495,1103.1619528065557,1073.328688018176,1377.1993688634925,1355.4150390625,1867.0334002293578,1193.2496309280396
1966-04-01,1142.0805856083216,1111.889481674778,1073.3933533915233,1508.396900318287,1071.830111710483,1170.634716232388,1102.7276080587635,1073.4410774075254,1373.2910981049408,1358.6184895833333,1868.1125465883026,1191.463589668274
1966-05-01,1150.8262377106741,1113.1852613772198,1074.288972747849,1507.026321976273,1072.8231956845239,1171.9885677271495,1097.3401940387228,1073.9897161989795,1369.2513543206292,1363.2577311197917,1864.560132507884,1192.0430421829224
1966-06-01,1150.0118641371137,1114.2129533277835,1075.4790890415209,1506.5222620081017,1073.321746341766,1171.1661454570087,1107.0843903914742,1073.4100864955358,1378.2506994298988,1360.7820638020833,1867.599963266915,1192.2117948532104
1966-07-01,1150.043547555302,1111.6566142097847,1075.5519572617245,1506.9089988425924,1072.6378490306713,1169.4210339143785,1100.8854078209918,1072.2125019929847,1371.1879008525127,1366.1922200520833,1864.4786589736236,1191.3832426071167
1966-08-01,1147.1417030591642,1116.215206625683,1075.6701632454967,1505.998489945023,1073.7011460400133,1169.1205504312682,1104.6315732209578,1072.795450015944,1376.388879724451,1365.41943359375,1872.4256043040423,1191.830062866211
1966-09-01,1145.2602429336375,1111.2709587389002,1075.3626605566258,1504.3037471064813,1073.6558960606812,1171.4912899656792,1107.3977263077445,1074.128437898597,1380.3745579075169,1356.7616373697917,1869.010771305189,1190.3030157089233
1966-10-01,1141.5940188290028,1112.847066577015,1074.0700679900244,1505.7184063946759,1073.1677116918818,1171.2495484104047,1106.4778203549592,1075.056247010523,1381.254783836571,1359.8353678385417,1870.841546014908,1191.0058736801147
1966-11-01,1146.020233497191,1108.391833696209,1073.1068667413247,1505.0089970341435,1072.1354683366403,1174.0686317399748,1103.650366741678,1074.7540108816963,1379.5538000158363,1359.4956868489583,1857.915419832282,1192.4254655838013
1966-12-01,1146.234405174684,1108.7900964288763,1071.576781857212,1503.6509874131943,1071.505443431713,1175.9246649769689,1105.2624909774117,1074.348538145727,1376.2228063634925,1353.9463704427083,1867.6776291033543,1193.3390855789185
1967-01-01,1144.2092724060744,1105.2479895086235,1072.6963014357389,1504.6607801649304,1071.5095834883434,1179.5589028066292,1103.1689187754755,1074.880954041773,1377.3275426916175,1356.23486328125,1860.076400336869,1195.1049327850342
1967-02-01,1146.7916767248946,1108.640743735058,1072.8039116794512,1505.5975567853009,1072.173316592262,1176.6923320086705,1106.720965841542,1074.1564243861608,1378.467456714527,1360.9427897135417,1869.5123235020067,1195.0392246246338
1967-03-01,1147.9165066494031,1110.5364690061474,1072.8469086847579,1507.0709454571759,1071.7813610904432,1175.666588579299,1107.6205709706182,1073.6140037069515,1378.9465826910896,1360.4842122395833,1874.1484755769782,1193.1983470916748
1967-04-01,1142.7892106302668,1112.9145054217895,1073.469605784914,1510.715286820023,1072.2067341476522,1169.8461279014632,1105.5590422257133,1073.725546077806,1377.2338454787796,1368.2205403645833,1867.817058038274,1191.2434577941895
1967-05-01,1148.1757346163974,1113.3172707479507,1074.4131945265224,1506.7466453269674,1072.0717269655258,1171.419494276102,1104.3788080630095,1072.209507533482,1375.686686747783,1363.0104166666667,1859.710413381594,1192.0520067214966
1967-06-01,1150.9409015098315,1115.359447041496,1075.0413995647575,1502.0054343894674,1073.3338371155755,1171.6052810580745,1106.4461086107337,1071.811862244898,1379.8840084591427,1359.3175455729167,1856.0620789134173,1190.7690048217773
1967-07-01,1150.9808143872892,1113.0555533320526,1076.2331040652184,1505.0096299913193,1073.2634949053406,1170.6210979836524,1107.8651759935462,1071.565335020727,1376.9927978515625,1366.1360677083333,1865.4702842782394,1193.5511350631714
1967-08-01,1149.4912822594804,1111.3986656314037,1076.4942717443976,1503.2221589265046,1073.446296812996,1169.940679472995,1111.5423451299253,1072.3195750956634,1380.2448582004856,1361.5203450520833,1869.154287915711,1192.8629398345947
1967-09-01,1145.7418720373946,1111.8934839801059,1075.6764145012883,1503.5157154224537,1073.7339952256946,1171.6573549832913,1103.40111773947,1073.693548708546,1379.5687701251056,1357.0281575520833,1870.218091492259,1190.3035879135132
