,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,w_cluster7,w_cluster8,w_cluster9,w_cluster10,w_cluster11,w_cluster12
1965-01-01,-0.056577027,0.034249842,0.68401146,-0.37969798,0.016914487,0.0037290454,0.051952958,0.2606079,0.025949895,-0.00021076202,0.3778056,-0.082107306
1965-02-01,-0.090827525,0.029732168,0.071074426,-0.3592108,0.055525064,0.030730247,0.052898526,0.25498703,0.026632786,0.03319919,0.77342,0.03924036
1965-03-01,-0.043496728,0.02137965,0.49684185,0.026265085,0.028681517,0.019068241,0.031097949,0.05510485,0.023848593,0.066346586,0.29580396,-0.023954988
1965-04-01,0.01770246,0.030415058,0.47530395,-0.19468224,-0.014394283,0.017860055,0.06608391,0.051270068,0.01665181,0.03787452,1.5855038,-0.11320597
1965-05-01,0.018753052,0.029994786,0.34250444,-0.003205061,0.052845955,0.030625165,0.0355106,-0.05704981,0.0106107,0.003518939,2.3857155,-0.20434803
1965-06-01,0.017965078,0.019278407,0.00089240074,-0.0050436854,0.023953676,0.02679038,-0.06440425,-0.12066543,0.024899244,0.03924036,1.7150464,-0.081109226
1965-07-01,0.028681517,0.024636567,-0.081424415,0.021327138,-0.011767685,0.032936573,-0.0074601173,-0.082054794,-0.014814556,0.032306194,1.8532567,-0.582522
1965-08-01,0.032411218,0.016284108,-0.06818652,0.047802985,0.013867617,0.022010028,-0.006409526,-0.0940845,-0.00520128,0.03692895,1.6763306,-1.0568285
1965-09-01,0.03178084,0.017492294,0.16169119,-0.1337983,0.019856215,0.030099869,0.07853389,-0.054738462,0.015601158,0.04018593,1.0820423,-0.24731874
1965-10-01,0.027000487,0.024268866,0.06681937,0.014918268,0.009822726,0.023218215,0.00388664,0.050534606,-0.03414613,0.046227038,1.5583451,-0.32937288
1965-11-01,0.04023844,0.014970779,0.7423739,-0.26208007,0.028313816,0.021642268,0.031097949,0.16757467,-0.060937166,0.028208733,1.4667827,-0.032675207
1965-12-01,0.005462587,0.027525842,0.6157731,-0.23723274,0.051480174,0.023008108,0.01801765,0.2819882,-0.020382881,0.004832208,1.8349757,-0.0012089014
1966-01-01,-0.0038433075,0.029575408,0.3912999,-0.48770797,0.043298483,0.02328372,0.042933762,0.29268506,-0.041319728,0.010107756,0.38418758,-0.012870491
1966-02-01,-0.003296256,0.020092309,0.045532465,-0.38799894,0.027751744,0.022098362,0.026748717,0.1886904,-0.011958659,0.012979984,0.6614763,0.06153518
1966-03-01,0.0063236356,0.024560273,0.46132874,-0.18703079,0.03846574,0.028481185,0.033405066,0.21973836,-0.020621061,0.010335684,0.80545485,-0.08517891
1966-04-01,0.027660549,0.034180164,0.17291567,-0.122244954,0.015031636,0.027660549,0.030168056,0.097598195,-0.008402526,0.03253883,1.5265787,-0.091561735
1966-05-01,0.0054118037,0.029210627,0.16211045,-0.11362815,0.050091624,0.02214396,0.020685017,-0.0041624904,0.016900897,0.025244176,1.7239908,0.028754711
1966-06-01,0.02424115,0.02424115,0.042158723,0.04694581,0.020593822,0.021551251,0.006642759,-0.076242924,0.005092621,0.04790324,2.124833,-0.8599186
1966-07-01,0.025061786,0.017356813,-0.07200289,0.06472659,0.0050470233,0.026383996,0.0437544,-0.108613074,-0.068082035,0.046672285,2.127842,-0.5408679
