,mgv200_cluster1,mgv200_cluster2,mgv200_cluster3,mgv200_cluster4,mgv200_cluster5,mgv200_cluster6,mgv200_cluster7,mgv200_cluster8,mgv200_cluster9
1965-01-01,-0.24548706,0.475815,1.1981474,0.18632288,0.72409844,-0.8959982,0.02825756,0.72880805,0.2369509
1965-02-01,-0.364404,0.2612347,1.1241186,0.7201246,-1.1381003,-0.4753736,0.79150426,-0.05003929,0.2809561
1965-03-01,0.02928772,0.07329283,0.20884056,0.48126048,0.015011787,0.24637003,-0.119799994,0.5207033,0.42180198
1965-04-01,0.4615391,0.92072356,0.20942926,0.16203909,-0.693339,0.5708897,0.22164479,0.6753837,-0.38368377
1965-05-01,-0.31981012,0.57221437,-0.059899997,-0.042091943,-0.094486,-0.07255702,-0.20295353,0.13113245,0.7133547
1965-06-01,0.83771706,0.24048309,-0.7310158,-0.26108742,-0.87009555,0.6530131,0.11023369,-0.59326035,-0.056809377
1965-07-01,0.9255803,0.361019,-0.7495596,-0.50701606,-1.0256588,0.42680588,0.12186031,-0.6040039,0.05577912
1965-08-01,0.45889005,0.12156608,-0.74602735,-0.55440617,0.1384912,0.41930008,-0.4097337,-0.53777564,-0.1554162
1965-09-01,0.49730262,0.22973934,-0.19633083,-0.045329668,0.092572786,0.011185264,-0.27948436,-0.1886776,-0.2345961
1965-10-01,-0.08742161,0.3539546,0.47272438,0.09801817,0.05813389,-0.7073205,-1.1840186,0.098018266,-0.042975046
1965-11-01,0.24489829,0.63682383,-0.1495293,0.060194373,0.29935285,0.23400739,-0.8675936,0.35218853,0.20898762
1965-12-01,0.34512407,0.33629367,-0.43416467,-0.19971585,-0.3064173,-1.1594404,0.38515553,0.80754644,-0.18205483
1966-01-01,-0.36210117,0.709157,0.18228023,-0.24289565,-0.22611427,-1.0876055,-0.6663357,0.7913278,0.08564279
1966-02-01,-0.18285894,0.11255083,0.17287692,0.18242487,0.66488874,-1.3815687,0.39551926,0.41794258,0.010271454
1966-03-01,-0.25519234,-0.13931417,0.22307625,0.27342033,-0.20513758,-0.7380904,-0.17316628,0.67660695,0.42430782
1966-04-01,0.6047075,0.045280695,-0.008101463,0.08130284,-0.17186418,-0.6061541,0.1222435,0.39190254,0.5710001
1966-05-01,0.047740173,0.024882698,-0.26908034,-0.010271263,-0.15088749,0.5721574,0.20542698,0.21222624,0.68875897
1966-06-01,-0.1815569,0.19587894,-0.3704918,0.19211769,-0.031826735,-0.13150215,-0.23407097,-0.34416237,0.080290034
1966-07-01,0.68875897,0.26922503,-0.50156,-0.4679974,-0.2520097,0.10126679,0.37020245,-0.14669208,0.24173832
1966-08-01,0.11038084,-0.0571434,0.22119579,-0.21685562,0.123979524,-0.3318658,0.22061697,-0.44412726,-0.52398336
1966-09-01,0.17605957,-0.29251638,0.33880982,-0.565792,0.19616827,-0.41548318,-0.012296677,-0.2407256,-0.03746872
1966-10-01,-0.47595397,0.013019991,0.024159336,-0.15117693,0.032550048,-1.3620386,-0.0021699904,0.1468369,0.8037691
1966-11-01,-0.50850403,0.10878949,0.3794612,0.39884654,-0.068716764,-1.0470988,-0.30842978,0.19356422,0.2725524
1966-12-01,-0.23609638,-0.20687357,0.1717196,0.30336648,0.06596813,-1.6066701,-0.44673118,0.5864795,0.15103221
1967-01-01,-0.7612,0.12656125,2.0847652,-0.05945053,-0.008992529,-0.7062457,-0.015820216,0.4153211,0.6844303
1967-02-01,-0.34088302,0.01598673,0.8731068,0.6554546,-0.43846855,-0.9495433,0.36086637,0.1582017,-0.73988426
1967-03-01,-0.06594515,0.6807667,0.95503867,0.36836013,-0.017318916,-0.46910962,0.37069154,0.68159956,0.53938437
1967-04-01,-0.030641174,0.43214044,1.0293102,0.037635375,-0.8759378,-0.46128282,0.3648631,0.91623765,0.03014164
1967-05-01,-0.73355615,0.17435491,-0.021482121,0.046794366,-1.1388857,-0.54304814,0.11656971,0.62198246,-0.48659515
1967-06-01,-0.24246483,-0.2884267,0.05811844,0.40699482,-1.1808507,-0.3277274,0.44096643,-0.098751165,-0.53622043
