,vo500_cluster1,vo500_cluster2,vo500_cluster3,vo500_cluster4,vo500_cluster5,vo500_cluster6,vo500_cluster7,vo500_cluster8,vo500_cluster9
1965-01-01,9.82052e-06,7.541239e-06,4.1582243e-06,-5.4165284e-06,8.528332e-06,5.306836e-06,1.49802945e-05,2.1212327e-06,-6.636925e-06
1965-02-01,1.1301148e-05,-1.1541051e-06,1.1552409e-05,-6.8343434e-06,4.4453773e-06,3.6467318e-06,1.6335296e-05,-1.6476479e-06,3.175519e-07
1965-03-01,-2.1188316e-07,2.4173569e-06,5.513226e-06,7.0746173e-06,4.2928295e-06,-3.962814e-06,1.0969132e-05,9.99542e-07,-7.8842495e-06
1965-04-01,-8.135503e-06,2.457673e-07,2.6327252e-06,5.800379e-06,1.8345367e-05,-4.5460984e-06,-9.867392e-06,1.5841753e-05,1.4213001e-06
1965-05-01,-1.575856e-06,-1.70149e-06,-4.990361e-07,4.983791e-06,-1.1294185e-05,1.0035881e-05,4.4318585e-07,5.2440228e-06,-1.5089987e-05
1965-06-01,-1.2379984e-05,-1.414337e-06,2.839115e-06,8.348856e-06,7.352799e-06,-4.985799e-06,2.103283e-06,7.882234e-06,-9.562296e-06
1965-07-01,-1.6741113e-05,6.316259e-07,-1.0028918e-05,5.7644866e-06,1.3006116e-05,2.255838e-06,-1.02712e-05,-7.233757e-07,-1.4156736e-05
1965-08-01,-1.9110128e-05,1.941764e-06,-6.197224e-06,1.4038073e-05,1.9305531e-05,9.815994e-07,-4.9499067e-06,2.022527e-06,-1.6633428e-05
1965-09-01,-1.3681143e-05,-1.8496212e-07,4.095411e-06,1.4675192e-05,1.4836718e-05,-2.8366776e-07,9.658994e-06,-1.35555165e-05,-6.7894725e-06
1965-10-01,9.999989e-06,-1.8091669e-06,9.721807e-06,9.569259e-06,1.2844597e-05,1.0735814e-05,8.918578e-07,-3.2449316e-06,-2.5898698e-06
1965-11-01,-1.9433173e-05,4.615875e-06,-1.7373823e-06,1.7353741e-06,5.3158074e-06,9.4974675e-06,3.7139398e-07,-1.0378884e-05,-3.7384743e-06
1965-12-01,-3.7923164e-06,3.8262006e-06,7.3976626e-06,3.153189e-06,-4.3217588e-06,7.12389e-07,1.0170486e-05,7.352799e-06,5.4055417e-06
1966-01-01,-2.087967e-06,1.03522325e-07,1.1810476e-05,8.6117507e-07,-2.658242e-06,2.4823894e-06,6.2299187e-06,2.3520406e-06,1.8417533e-05
1966-02-01,-5.012669e-06,5.1056595e-06,-2.6455054e-05,-1.6532067e-07,6.270653e-06,9.904124e-06,1.1826771e-05,-5.9006707e-06,5.464117e-06
1966-03-01,1.2649598e-05,-8.0891914e-07,1.3825702e-06,7.565992e-06,-1.4199286e-06,1.0811382e-06,7.5089665e-06,5.8796068e-06,-1.6724807e-06
1966-04-01,-3.0463278e-05,-5.56367e-07,1.2445929e-05,6.4417363e-06,3.7940226e-06,1.5617989e-06,-5.558504e-06,-2.0605512e-07,-1.8354149e-06
