,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8,sst_cluster9
1965-01-01,23.605682,28.932617,25.402435,21.88977,24.65451,27.184753,17.56076,21.502075,28.03946
1965-02-01,25.610016,28.660675,26.155884,22.807343,25.84851,27.350403,17.58371,22.223053,28.530945
1965-03-01,26.856415,28.528442,27.229645,23.154114,26.788055,26.715729,16.702057,21.959106,28.71106
1965-04-01,26.892365,28.924622,28.38324,23.169586,27.778015,26.613922,15.752533,21.256561,29.001465
1965-05-01,26.531586,28.833313,28.766937,22.485016,27.372345,25.665405,15.16922,19.587555,28.540436
1965-06-01,25.542664,28.956543,28.381744,21.462646,26.568024,24.840607,13.859955,17.770325,27.87381
1965-07-01,24.147064,28.726044,28.079376,20.642853,25.215332,23.390137,13.201324,15.998505,27.46814
1965-08-01,22.456085,28.737,27.54599,19.833038,24.722351,22.762451,13.469757,15.309448,27.770538
1965-09-01,22.114288,28.867249,27.158295,19.127014,24.4599,23.130676,13.953278,15.589874,27.823914
1965-10-01,22.352295,28.898163,27.866821,19.758698,24.30423,23.741913,13.096558,16.417633,28.30243
1965-11-01,22.381226,29.470001,27.819916,19.476776,24.5607,24.95337,14.240662,18.014801,28.591309
1965-12-01,23.494904,29.280884,27.51056,20.084503,24.950897,25.784668,15.6432495,19.414917,28.964539
1966-01-01,24.98236,29.458984,27.737335,21.346924,25.32428,26.842194,16.97873,21.343903,28.988464
1966-02-01,25.7146,29.088318,27.782715,22.136139,26.081726,27.39038,17.883423,21.74179,29.199768
1966-03-01,25.534058,29.077728,28.915863,22.026215,26.510376,26.903717,17.765442,22.012604,29.473114
1966-04-01,24.813446,29.502869,28.951172,22.374664,27.104431,26.562317,15.16983,21.009552,29.567413
1966-05-01,23.754913,29.420654,28.179596,21.689331,26.624847,25.487183,14.473389,19.791687,28.951172
1966-06-01,22.955627,29.51648,28.303131,20.210754,25.70755,24.581451,14.072998,18.211731,28.433258
1966-07-01,22.161346,29.332397,28.16043,19.032227,25.117523,23.782166,14.535431,16.844086,27.940552
1966-08-01,21.222351,28.786774,26.42163,19.049347,24.375702,23.746857,13.258575,16.705902,27.452911
1966-09-01,20.287415,28.430237,26.562836,18.79721,23.698456,23.476044,13.338226,16.272736,27.43222
1966-10-01,20.391296,28.723724,26.27237,19.132568,23.702972,24.092804,13.606537,16.570251,27.626892
1966-11-01,20.962158,28.846252,26.544159,19.437164,23.903687,24.795288,14.518799,17.914703,28.279938
1966-12-01,21.778107,29.182129,26.62384,20.433136,24.40091,25.575928,15.551575,18.945984,28.482178
1967-01-01,23.418,29.502045,26.225647,21.644592,24.952545,26.92279,17.500275,21.046112,28.676178
1967-02-01,25.384247,29.240112,26.302246,22.572113,25.5896,27.390045,18.11679,21.821869,28.784851
1967-03-01,26.085419,29.459473,26.794586,22.377289,26.325806,27.215271,18.045166,21.865448,28.893036
1967-04-01,25.763367,29.312225,27.703583,21.985138,26.885223,26.234161,16.899261,21.105194,28.972168
1967-05-01,24.511322,29.577667,27.91391,21.383667,26.880707,25.195953,15.541534,19.605225,28.707733
1967-06-01,22.844055,29.390839,27.769684,19.995361,25.700256,24.489288,15.776428,17.697601,28.339111
1967-07-01,21.112701,28.793365,27.053986,18.822449,24.692596,23.44104,15.446869,16.281769,27.62143
1967-08-01,19.681366,28.894531,25.959686,18.590546,23.511658,23.548737,14.688629,15.68927,26.851654
1967-09-01,18.68573,29.070312,25.638672,19.168,23.154572,23.69345,13.94339,15.940704,27.175201
1967-10-01,19.3508,28.860962,25.250519,18.976196,23.062927,24.596954,14.906494,15.819,27.18573
1967-11-01,20.39151,29.317719,25.99527,19.44046,23.237701,25.45337,14.873932,17.918945,27.864319
1967-12-01,21.391663,29.40036,25.603607,20.643951,23.628845,26.41043,16.414978,20.106567,28.142792
1968-01-01,22.578522,29.060883,25.139618,22.138794,24.66922,26.716919,17.380157,21.427063,28.118164
1968-02-01,24.657349,28.69043,25.817719,22.946503,25.290955,27.011719,18.638947,21.970642,28.571228
1968-03-01,25.205383,28.48764,25.705444,22.826813,25.85086,27.239716,18.437134,22.235748,28.344177
1968-04-01,25.073334,29.235474,27.26593,22.377197,26.540344,26.696655,16.539307,21.82721,28.646393
1968-05-01,23.05481,29.262695,27.519684,21.735687,26.442413,25.811798,15.366577,20.477905,28.54599
1968-06-01,21.86972,29.367035,28.097382,21.14215,26.276215,24.830475,14.332855,18.877838,28.774994
1968-07-01,21.030884,29.254272,27.7388,20.294403,25.09607,24.370483,13.021149,17.3208,28.170074
1968-08-01,21.086273,29.45459,27.480103,19.491638,24.56189,23.976776,11.695587,16.819763,27.617615
1968-09-01,20.671295,29.380402,26.886078,19.649933,24.2211,23.525696,11.602112,16.122345,27.775879
1968-10-01,20.913666,29.913605,27.38266,20.276093,24.081635,23.849182,12.665527,16.766327,28.056335
1968-11-01,21.638763,30.139618,27.948517,19.753296,24.102905,25.445282,14.026703,18.623108,28.612274
1968-12-01,22.381165,29.891815,27.909424,20.775665,24.552002,26.37909,15.674744,20.137115,28.720093
1969-01-01,23.766327,30.093658,28.194427,21.590729,25.291748,27.000763,17.415924,20.923645,29.451172
1969-02-01,24.710815,29.700897,28.050354,22.688019,25.885529,27.106903,18.344513,21.969635,29.506561
1969-03-01,26.374695,29.558868,28.123657,22.835175,26.757202,26.94281,18.567047,21.550201,29.4281
1969-04-01,26.715149,30.164429,28.26416,22.272675,27.63501,26.41571,16.398102,21.0354,29.607056
1969-05-01,25.403015,29.947021,28.766663,21.927612,27.549896,25.71991,14.878815,19.287964,29.618347
1969-06-01,24.452393,29.598846,28.316467,21.09488,26.460297,24.982574,14.517853,17.881989,28.937927
1969-07-01,22.32138,29.126099,26.941254,19.605347,25.551727,24.007812,14.596802,16.579102,28.28415
1969-08-01,21.447662,29.085083,26.075226,18.940826,24.509796,23.532501,13.435944,15.799713,27.506836
1969-09-01,20.735443,28.925598,25.447113,19.006989,24.20523,23.595581,12.680664,16.337097,27.838593
1969-10-01,21.273834,29.162506,26.094208,19.389984,24.30777,24.296509,13.766144,16.617554,28.170319
1969-11-01,22.532654,29.434784,26.262909,19.535095,24.434937,25.589142,15.989441,17.104675,28.120087
1969-12-01,23.244354,29.741394,25.984985,20.779541,24.75235,27.181244,17.051361,19.239777,28.023682
1970-01-01,24.483551,29.876984,26.386047,21.414154,25.469147,27.76477,18.219757,21.226654,28.672882
1970-02-01,25.46762,29.60321,26.216614,22.573822,26.121582,27.721375,19.021973,21.59134,28.643433
1970-03-01,25.749664,29.419312,26.502289,22.547485,26.830292,27.901642,18.376251,21.601166,28.92807
1970-04-01,25.70575,29.438934,27.213074,22.569702,27.407806,26.53949,16.562103,20.962158,29.287567
1970-05-01,23.519653,29.891968,27.74411,21.944672,27.195496,25.556976,14.698334,19.550934,29.270538
1970-06-01,21.228699,29.519012,26.840118,21.012268,25.6391,24.323425,13.85376,18.186157,28.149597
1970-07-01,19.930603,29.283447,25.349823,20.238464,24.381805,23.794983,13.269531,16.976898,27.313812
1970-08-01,19.236847,28.899658,24.907654,19.274048,23.703552,23.834259,13.217377,16.858093,26.769867
1970-09-01,19.542664,29.125885,24.426727,19.237366,23.203003,24.08789,12.866089,16.641663,26.82306
1970-10-01,19.859833,29.254517,24.64215,18.966187,23.308899,24.836365,13.000397,17.023895,27.276611
1970-11-01,20.379486,29.174469,24.322906,19.095306,23.227295,25.922699,14.860016,17.923767,27.35617
1970-12-01,21.344421,29.263306,24.064117,19.82315,23.681335,26.725433,16.672638,19.565887,27.608246
