,mgv850_cluster1,mgv850_cluster2,mgv850_cluster3,mgv850_cluster4,mgv850_cluster5,mgv850_cluster6,mgv850_cluster7,mgv850_cluster8,mgv850_cluster9
1965-01-01,-0.09683161650014961,-0.07533238862048496,-0.38041131837027414,-0.3861011429266496,0.1941668352595082,0.026741762999121663,-0.407240996437688,0.1381617239726487,0.18199405332249918
1965-02-01,-0.0033721457356991977,0.014815491158515215,0.050539476057839774,-0.34381467284578265,-0.20871169313236518,0.0017811370916461233,-0.1652070351185337,0.11229576763286385,-0.16459623923686545
1965-03-01,0.10482371501300647,-0.07290432060306723,-0.011136437514944681,-0.1978955485604026,-0.10523019979397455,0.005283426171603147,-0.39710513045710905,0.16127648533031505,0.2828110566758734
1965-04-01,-0.15892950979911763,-0.06692089055749503,-0.03712429768509335,-0.20589828491210938,0.07301742831865946,-0.03470459781938392,-0.27220446255899244,0.05980310661177481,-0.023012423491853427
1965-05-01,-0.12534861655338952,-0.04700607281516899,-0.06633597233938793,-0.2767519291603204,0.21536646893730868,-0.008175014599085446,0.060012305696164406,-0.023259160419305164,0.113822383380781
1965-06-01,-0.04920289325325386,-0.10277352041818878,-0.11636275384161207,-0.019321172977938797,0.08356856803099313,0.12317373840226133,-0.17598103131017379,0.1042435646698039,0.10802903043942189
1965-07-01,-0.27824694047803467,-0.06983655250885269,-0.22766081586716666,-0.2216731057022557,0.24872333915145306,0.07666628299368818,-0.09510454631620838,0.10120951200044283,0.270660256776284
1965-08-01,-0.18258081182189612,-0.08406257256865501,-0.07897764444351196,-0.4186390475793318,-0.19584822433966176,0.10930022996649257,-0.07938983579797129,0.10248053298201612,0.1434257356669959
1965-09-01,-0.0557546835878621,-0.12463907795873555,-0.2524520196611919,-0.376637957312844,0.2653139884825106,0.04768555581791525,-0.1682475810089419,0.10992381521450575,0.21692195276575765
1965-10-01,-0.023046181253764942,-0.13055832717906346,0.08220281156282576,-0.5221508217580391,-0.12694195740752748,0.021198944699379704,0.12117438018321991,0.05454672600633354,-0.0005403489578427292
1965-11-01,0.1231776825759722,-0.2303947779265317,-0.02519341983965465,-0.3878783547517025,-0.3770378728707631,-0.021110506954766975,-0.2770144372217117,0.22426391801526468,0.04945874478169313
1965-12-01,0.10713546820308852,-0.04662494175136089,-0.13611576859913174,-0.6514389406551014,-0.17496185998121896,0.023820670899327278,-0.34252864218527274,0.0766277793915041,-0.00021584683985222044
1966-01-01,-0.03921381056146778,-0.22560898214578629,-0.1325606826751951,-0.4310528437296549,0.01451383275842225,-0.06253091461272452,-0.3880964652184517,0.08341734928469503,0.12547350598601845
1966-02-01,-0.2331232206652994,-0.08531575175848874,-0.1913528475496504,-0.2756757943919211,-0.19556859301196203,-0.009322934148477265,0.14583690752906184,-0.0981033008585694,0.26220009904208147
1966-03-01,-0.23032922459685287,-0.09853042323480952,-0.020632116744915645,-0.11825176576773325,0.08098183682671299,-0.007200224796499567,0.04720287998357127,0.07482032461832928,0.1262868424569528
1966-04-01,-0.18953272182008496,-0.1293120143765753,-0.07713117178470369,-0.1034588073239182,0.13239950769477418,-0.00842628681630118,-0.10717041309802763,0.06388740273573065,0.13175817925160324
1966-05-01,0.018691861111184826,-0.07939948277039961,-0.005430287666737087,-0.26020886320056336,-0.20732554020705046,0.07574384998548636,-0.005238232082657276,0.20091692286152993,0.02589196656045951
1966-06-01,-0.026264333206674328,-0.14118737625804814,0.1413303944799635,-0.23264510161948926,-0.23119322679660936,0.0182589171130774,0.07787054224360374,-0.05438232453920508,0.023468525156261414
1966-07-01,-0.09343709148790526,-0.08941123431379144,-0.020853008720136824,-0.2970503812486475,0.06579518732097413,0.05802673983292899,0.05075969402828524,-0.032466385633714734,0.13325301798309866
1966-08-01,-0.2751195042029671,-0.06605457429858771,-0.22355767469557505,-0.44380485108404444,-0.21043506761391956,0.0891561922675031,0.13874866549045808,0.04628896312687986,0.29751690119270263
1966-09-01,-0.13404186653054279,-0.0255792084234682,-0.16073499407087052,-0.47919876647718024,0.1874759241386696,0.003637673642957772,-0.23009796296396565,0.133905271368642,0.34642544553035826
1966-10-01,-0.16876496698545373,-0.019979455762288788,0.0031166846701313577,-0.6358566609295931,-0.04673383233171922,0.11415886634928417,-0.01711859067361201,0.14800712946922548,-0.042764886509715105
1966-11-01,0.008875863707583885,-0.05882790904830803,-0.006550670202289309,-0.6791549198555223,-0.13669152502660398,0.0744743322330052,0.08769788809360997,0.12481000314476669,-0.009878070687684487
1966-12-01,0.17085697937189886,-0.10092851113189351,-0.2264650331603156,-0.48723604642983637,-0.15616338286134931,0.0044341206032939935,-0.16493821336377051,0.01973610932147631,-0.046147252103005805
1967-01-01,-0.0795267684304196,0.08681796660477464,-0.04839065469919689,-0.4052096244060632,0.18407782470738446,0.04296628966298943,-0.19646331427558775,0.05745818057367878,-0.049606817737808374
1967-02-01,-0.11259817882724431,-0.006642590001733465,-0.19685213291455828,-0.2984436398202723,0.0007155234925448895,-0.07619210045146882,-0.1458797243333632,0.06451599139680145,0.147086293913248
1967-03-01,-0.3150156010752139,0.040094300427220085,-0.4634964560705518,-0.24355512225266657,0.10742569273268734,-0.03764435993253297,0.09710054484105879,0.12205207860598,0.24166510213078476
1967-04-01,-0.0705651614976966,-0.1403245651586489,-0.22218158793827844,-0.22295063192194156,0.18165180528605424,-0.03125478241223034,-0.07518807486180336,0.24580857766571865,-0.053089916500754245
1967-05-01,0.12072969228029252,-0.10190860960971225,0.10486009811598157,-0.18835372545502402,0.22390800769682281,0.025957069422116053,-0.26179068992214816,0.009888937316274129,-0.10712162075783346
1967-06-01,-0.1859081228790076,-0.00932478155432777,-0.08242284021680317,-0.4360347534670974,0.3377229527190879,0.12131701061784037,0.04398474890378214,0.07034413596635224,-0.056608596185999595
1967-07-01,-0.07037813896718233,-0.017769418826157398,-0.32293347139207146,-0.4929197105494412,-0.04008210919521473,0.05820609592178619,-0.12181613954805559,0.03960989816214448,0.3310122358517384
1967-08-01,0.12400042427622755,-0.08235841312191704,-0.014272274538165047,-0.5700659571271954,-0.26168050589384856,0.06873988853790623,-0.09861754313591987,0.11334041113494545,0.03488159217820393
1967-09-01,-0.0584827201521915,-0.02285900991410017,0.2028088957544357,-0.4512565154017824,0.056710356363543754,0.07435399900299147,0.11174765325361682,0.05421078092949364,0.1063872568719969
1967-10-01,-0.32898378113041754,0.010941317304968834,-0.19644371100834437,-0.5009109323674982,0.08028892593251334,0.08923002973975377,-0.2658173922569521,0.10888282490032974,0.07009289454756759
1967-11-01,0.2960012075693711,-0.11608241633935408,-0.11329249966712225,-0.6711860497792561,-0.20621743191171574,0.04706475375307996,-0.2895465781611781,0.20543146197513867,-0.06825747335050988
1967-12-01,0.21628631845764493,-0.2785157920284705,-0.30345495731111555,-0.5932418234420545,-0.052510788319287474,0.019018801978370983,-0.50315486807977,0.16376108572047243,0.17391332960504247
1968-01-01,0.050823843997457756,-0.0536944293840365,0.13116091962844606,-0.5689464283711982,-0.43059267379619454,-0.04829819113127055,-0.4658400531738035,0.25057948084287746,0.08641377854065632
1968-02-01,-0.15668879384579867,-0.04189682870425961,-0.29384463079391965,-0.3078060168208498,0.1144433049140153,0.012751001513403639,-0.2085449714814463,0.037168106564911464,0.010751337399632912
1968-03-01,-0.21580693514450738,-0.03919555720957843,-0.100747649631803,-0.26291593006162933,0.11962855027781592,0.048120418290790196,-0.46918050896736885,0.028460981544627936,0.3114281559553672
1968-04-01,0.08313122974789662,-0.0974302010780031,-0.0771405500552011,-0.300777048775644,-0.40451216476934926,0.06576207080490831,-0.1554232451223558,0.27034205775107106,0.17448209343463417
1968-05-01,-0.21349984504606415,-0.050674941898746925,-0.02764025555243568,-0.02854410841157942,-0.0708172787670736,-0.056710536533934305,0.08172916188355416,0.26840343270250544,0.23332541500489543
1968-06-01,0.2347246589867965,-0.053187019445679405,0.14824122190475464,-0.17031830820170316,-0.17120879557397628,-0.007814203237186857,0.11857381511119104,-0.04222501590046831,0.23916563180487926
1968-07-01,-0.06311487892399664,-0.07128972052173181,-0.04916186370546856,-0.40119538704554236,-0.07855862517047811,0.09555006792616311,0.21340450452220056,0.12412818689500131,0.06169367464273933
1968-08-01,-0.019499892773835556,-0.03448894078081304,-0.26150024126446436,-0.26846803498990607,0.47119590971204967,0.01568358493206223,-0.2046007062158277,0.08019418005020387,0.12735385359741572
1968-09-01,-0.12695954221746197,-0.06506241942671212,0.07782081762949626,-0.32344514673406427,-0.5383538427176299,0.022250246580126268,-0.044792247635702935,0.20756944212862238,0.20605011835811646
1968-10-01,0.21961171341978988,-0.09820228442549706,0.12938731483050755,-0.42702262148712616,-0.2089835151478096,-0.04990381320416187,-0.07094261386702137,0.14859526067651727,0.09831904660998367
1968-11-01,0.007169764974842901,-0.13065734370188278,0.11005891220910209,-0.45233802361921827,-0.11417649824310232,-0.058475848825800945,-0.13335662022713693,0.13845763219300136,0.2075498029002993
1968-12-01,-0.23510573998741482,-0.041982345283031464,-0.024079767957566275,-0.6061365658586675,-0.15314847782806112,0.11509219531163979,-0.1874751862018339,0.010403447974753635,0.17234183202578326
1969-01-01,-0.017517986504927925,-0.1691404560750181,-0.20046447004590714,-0.3791045058857311,-0.312163018518024,-0.025261830360566267,-0.04649115425925101,0.1419680413379464,0.08517660376593822
1969-02-01,-0.13186448476398768,-0.1619537276300517,0.05247044776167188,-0.3380461624174407,-0.026223629161163612,0.028348420619520892,-0.11955725569878856,0.02856832798770679,0.05977661092215636
1969-03-01,-0.05583926387455153,-0.10188055986707861,-0.24132877588272095,-0.17998215149749408,0.3574143681261274,-0.06636295192609205,-0.1563399549453489,0.12058138206440915,0.026258276262151912
1969-04-01,-0.09918838739395143,-0.08781778372146866,0.19832756074648056,-0.1955310729416934,-0.21839671664767793,-0.007429717584667962,0.13186684058558557,0.1442620350468543,-0.013970167148770309
1969-05-01,-0.13068713490729747,-0.14631543308496475,-0.12881190530837527,-0.07263714955611662,0.3242510060469309,0.053014020636566815,-0.23282141454758182,0.014458085981107526,-0.0029908683825665573
1969-06-01,0.06194269608544267,-0.030346877280284058,0.20692750575050475,-0.3266579725525596,0.07607308388860137,0.028343346182525007,0.27030651127138444,-0.08506514532591707,-0.08454684784093242
1969-07-01,-0.27139538008233777,-0.09522971443154594,-0.4894809117392888,-0.40657831863923505,-0.12721986406379274,0.12996939031716906,-0.15268990349385048,0.2908647380849366,0.10134488872186405
1969-08-01,0.0802127725404242,-0.14260045506737448,-0.2129595194544111,-0.523832891926621,-0.0545152807953181,0.10997156055630287,-0.15615453162500936,0.16976538845287856,-0.01990001677997469
1969-09-01,-0.05886936641257742,-0.032658906738189136,-0.2115187190827869,-0.5852974273941733,-0.3267616585448936,0.05860578698607591,-0.3133476741852299,0.2574280385048159,0.21186851727680897
