,r1000_cluster1,r1000_cluster2,r1000_cluster3,r1000_cluster4,r1000_cluster5,r1000_cluster6,r1000_cluster7,r1000_cluster8,r1000_cluster9
1965-01-01,44.433083,57.479973,84.564766,87.36579,26.655565,66.33679,73.467125,38.218403,90.260185
1965-02-01,34.280586,47.73207,83.90628,86.99396,25.19772,68.23526,86.068474,21.133774,89.86706
1965-03-01,30.36406,48.374176,84.51071,86.79576,28.757154,58.692116,80.0995,16.121407,87.86867
1965-04-01,29.287876,43.754936,84.19129,86.9825,36.174145,36.981693,87.56563,15.451454,89.375656
1965-05-01,20.627625,40.496902,84.499245,88.292915,39.371574,30.490189,85.61638,11.356384,82.46317
1965-06-01,31.461538,37.78269,84.25681,87.06112,43.663208,29.85791,88.19791,15.295841,66.74302
1965-07-01,68.20578,38.377293,83.35262,87.63115,48.234943,30.755548,84.97755,15.163162,63.758533
1965-08-01,79.78992,48.44625,83.2396,88.1242,45.003113,25.145304,82.42386,30.282158,44.872074
1965-09-01,81.45906,51.805843,83.86041,88.229034,36.839184,25.071592,80.18468,31.553268,51.26038
1965-10-01,76.46144,39.510807,84.09628,88.515686,28.501623,25.025728,78.53519,31.663015,76.374626
1965-11-01,61.041046,49.180084,83.22158,87.768745,25.811981,64.498924,79.23626,30.781757,79.97337
1965-12-01,50.12523,63.674995,84.15689,88.80234,36.16923,69.45232,76.99871,33.05534,80.90541
1966-01-01,52.828243,56.69092,85.09711,87.83694,46.063225,76.135635,79.4139,24.594423,82.577255
1966-02-01,47.365013,46.641068,85.56825,87.50697,34.31596,77.37504,84.59478,19.986462,85.38603
1966-03-01,22.56705,35.970688,85.77673,88.544464,33.47382,77.41444,86.51217,16.964283,84.75566
1966-04-01,18.520515,39.068382,85.46647,87.07523,33.667526,57.82855,90.07607,12.052624,75.95506
1966-05-01,22.5966,40.018867,86.07715,88.762794,45.836685,36.532112,81.50858,13.357697,80.434975
1966-06-01,57.075054,36.827602,85.22844,88.01094,50.372417,43.090294,88.47716,10.898582,62.613804
1966-07-01,77.52771,41.456905,83.59177,88.21451,51.459152,32.94851,87.02763,13.147572,51.491985
1966-08-01,81.53648,48.95572,85.16113,88.06348,46.389904,28.081175,81.24757,21.332573,36.638817
1966-09-01,72.15148,55.277508,83.77563,88.14063,34.672188,28.171463,69.46419,23.074305,46.84955
1966-10-01,51.41319,48.970493,85.318726,89.01724,32.16875,30.824284,76.43605,26.078428,76.0634
1966-11-01,53.189396,47.552155,83.88889,87.7368,28.833027,43.666496,72.76872,30.712654,81.39531
1966-12-01,45.32451,53.86902,84.43391,88.26703,38.950188,66.22203,77.08776,24.422056,78.11868
1967-01-01,49.120487,45.262634,83.53714,88.17534,28.865068,77.67773,67.72737,25.483534,82.15716
1967-02-01,35.977776,37.459095,84.331,86.4812,34.418755,77.91082,79.398895,24.6694,84.466125
1967-03-01,43.67828,39.894745,84.66037,86.557205,43.350597,58.51345,85.50998,15.4217,85.76165
1967-04-01,28.75359,46.389248,84.5945,86.560585,35.261604,57.66891,87.32236,16.509464,85.31067
1967-05-01,26.593258,33.062424,85.969406,88.11623,43.043186,38.928593,88.74118,10.460876,70.184975
1967-06-01,41.982445,42.734085,85.11136,88.04866,60.98626,37.41349,82.65881,11.3966255,65.48596
1967-07-01,78.24357,44.448498,86.18561,89.30027,45.575115,36.288567,85.770096,14.399807,51.91929
1967-08-01,87.37979,49.57485,83.33782,87.396675,36.56895,32.5253,86.84266,24.387323,39.24952
1967-09-01,82.8936,50.43459,83.24155,87.69902,35.013313,26.839865,79.67928,19.923092,41.636185
1967-10-01,58.032063,54.402233,84.05061,88.95063,27.23173,36.079117,73.335106,27.444553,69.96033
1967-11-01,48.926243,54.57283,83.66044,88.10271,26.319628,64.334015,76.78082,38.58909,82.57267
1967-12-01,76.591644,63.687096,83.861435,88.63139,26.385502,71.06161,66.89127,34.79204,78.40065
1968-01-01,69.94522,57.13941,83.6186,87.38824,43.866817,73.10483,77.32997,28.107426,80.79057
1968-02-01,53.189503,45.95766,83.539734,87.774536,34.66968,67.31517,78.50497,23.529781,86.2229
1968-03-01,37.869526,45.97215,84.14815,88.26868,35.297417,73.49274,85.6016,20.05148,79.36127
1968-04-01,26.531647,43.874866,84.84027,88.429634,38.436096,52.766182,84.313934,15.761951,76.499435
1968-05-01,21.883183,38.75479,85.01089,88.01114,64.128204,37.85021,89.153946,12.180637,71.1508
1968-06-01,61.871574,35.698204,86.23095,87.7359,56.278286,32.36476,87.79385,14.1861725,57.424305
1968-07-01,81.88991,42.350594,85.58551,88.329834,60.688534,33.33534,86.3903,15.237228,51.346535
1968-08-01,80.23688,45.325096,84.81291,88.15118,46.94755,25.974733,85.04147,19.650696,59.455593
1968-09-01,73.79695,40.280674,84.30106,87.518616,34.883755,21.04137,80.71492,20.73394,70.00317
1968-10-01,67.79965,43.16343,84.410515,88.24936,25.541756,21.883183,70.50053,18.277725,73.93859
1968-11-01,49.355484,48.14186,82.672165,88.43285,31.366823,58.36108,76.85193,26.261238,75.392044
1968-12-01,51.520367,51.452766,84.677704,88.426414,29.050638,67.48418,84.161026,29.823236,85.664375
1969-01-01,44.88983,52.8913,85.02417,87.60108,24.38315,73.71717,85.24643,34.59722,83.047195
1969-02-01,39.26808,54.995277,84.27884,87.78157,38.760056,78.1641,82.39545,22.690277,81.33594
1969-03-01,29.277948,38.099953,85.6826,89.04997,40.855675,80.2898,86.74044,16.9833,83.26278
1969-04-01,24.431614,38.22696,85.89986,88.19267,36.417103,64.47905,86.49144,19.139084,74.40234
1969-05-01,39.89978,39.092613,86.53322,87.719734,46.970413,41.766453,88.785934,13.171406,62.87809
1969-06-01,45.122124,40.108673,84.634796,87.81499,55.120613,37.59526,88.07903,14.144016,60.314545
1969-07-01,85.74444,40.297512,84.09501,88.07569,52.234535,38.061516,86.65187,14.157383,51.06306
1969-08-01,83.15081,44.13447,84.741745,88.07068,37.421463,33.55275,87.05462,23.377117,46.970413
1969-09-01,82.7514,47.85111,83.10569,88.179306,42.398148,23.123104,79.02474,21.767803,51.34047
1969-10-01,61.507748,46.778233,85.13948,86.636826,32.870922,51.935402,72.43707,28.099789,76.006645
1969-11-01,61.287155,58.827225,83.94962,87.71138,25.7184,72.1747,66.14686,26.928312,77.69283
1969-12-01,52.264618,58.396065,84.52116,88.69736,29.110834,77.94852,65.373116,29.986517,86.386154
1970-01-01,63.685776,46.03416,83.86614,88.20706,26.732567,71.22569,72.384155,31.040382,85.291046
1970-02-01,59.222397,43.406113,84.543015,87.975365,26.739185,70.12019,80.73003,17.694927,88.14914
1970-03-01,46.27909,44.562916,84.64231,85.79415,35.515347,50.557117,84.56122,18.810356,84.887245
